PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jordan Poole (37654812),Gradey Dick (37655002),Zaccharie Risacher (37654970),Nikola Jovic (37654889),Victor Wembanyama (37654731),Trae Young (37654747),Chris Boucher (37655147),Moussa Diabate (37655000),302.87,281.86999999999995,393.72,49100,0.07%,5.42%,326.3%,54.92%,214.19,$9.8,TOR 2,ATL 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Scottie Barnes (37654750),Jonathan Mogbo (37655191),Victor Wembanyama (37654731),Damian Lillard (37654759),Chris Boucher (37655147),Richaun Holmes (37655113),297.93000000000006,285.24,395.19000000000005,49900,0.1%,4.67%,318.0%,48.31%,205.62,$9.5,TOR 4,WAS 2,generated,1
Carlton Carrington (37655159),Dyson Daniels (37654803),Kyshawn George (37655072),Giannis Antetokounmpo (37654727),Richaun Holmes (37655113),Cade Cunningham (37654736),Chris Boucher (37655147),Onyeka Okongwu (37654833),297.29,279.87,395.93,49800,0.09%,5.06%,316.4%,48.2%,196.32999999999998,$9.5,WAS 3,ATL 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Bilal Coulibaly (37654868),Tidjane Salaun (37655210),Onyeka Okongwu (37654833),Cade Cunningham (37654736),Chris Boucher (37655147),Trae Young (37654747),305.63,288.15,399.52,49400,0.07%,6.37%,316.2%,58.77%,248.85999999999996,$9.5,WAS 2,TOR 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Khris Middleton (37654881),Chris Boucher (37655147),Onyeka Okongwu (37654833),Damian Lillard (37654759),Ja'Kobe Walter (37655039),Joel Embiid (37654742),294.90000000000003,280.75,388.41,50000,0.09%,4.43%,314.7%,44.35%,185.04,$9.4,WAS 3,TOR 2,generated,1
Damian Lillard (37654759),Gradey Dick (37655002),Kyle Kuzma (37654842),Jalen Williams (37654783),Richaun Holmes (37655113),Trae Young (37654747),Chris Boucher (37655147),Onyeka Okongwu (37654833),294.83,282.08,389.32,49900,0.11%,4.11%,312.4%,44.63%,187.27999999999997,$9.4,MIL 2,TOR 2,generated,1
LaMelo Ball (37654739),Bilal Coulibaly (37654868),Kyshawn George (37655072),Jonathan Mogbo (37655191),Moussa Diabate (37655000),Ja'Kobe Walter (37655039),Scottie Barnes (37654750),Joel Embiid (37654742),293.18000000000006,266.47999999999996,382.6,49900,0.1%,4.16%,312.4%,42.61%,121.87,$9.4,TOR 3,CHA 2,generated,1
Jordan Poole (37654812),Ja'Kobe Walter (37655039),Aaron Wiggins (37654921),Giannis Antetokounmpo (37654727),Tristan Vukcevic (37655242),Trae Young (37654747),Chris Boucher (37655147),Onyeka Okongwu (37654833),299.36,283.7,400.99,49800,0.09%,4.95%,311.6%,50.6%,215.01,$9.3,WAS 2,TOR 2,generated,1
Trae Young (37654747),Bilal Coulibaly (37654868),Devin Vassell (37654818),Kyle Kuzma (37654842),Richaun Holmes (37655113),Scottie Barnes (37654750),Chris Boucher (37655147),Onyeka Okongwu (37654833),301.03999999999996,281.16,394.29,50000,0.09%,5.13%,310.9%,52.91%,180.2,$9.3,ATL 2,WAS 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Zaccharie Risacher (37654970),Miles Bridges (37654755),Onyeka Okongwu (37654833),Garrison Mathews (37655081),Chris Boucher (37655147),Shai Gilgeous-Alexander (37654733),300.16999999999996,277.48,391.8499999999999,50000,0.08%,5.04%,308.0%,51.95%,189.95999999999998,$9.2,ATL 3,WAS 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Jalen Williams (37654783),Tidjane Salaun (37655210),Tristan Vukcevic (37655242),Cade Cunningham (37654736),Jonathan Mogbo (37655191),Trae Young (37654747),296.51,275.43,388.73,49500,0.09%,4.36%,304.1%,46.31%,177.26999999999998,$9.1,WAS 3,OKC 1,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Ausar Thompson (37654958),Jonathan Mogbo (37655191),Joel Embiid (37654742),Shai Gilgeous-Alexander (37654733),Ja'Kobe Walter (37655039),Onyeka Okongwu (37654833),290.44,271.34,387.48,49700,0.1%,4.13%,303.2%,39.79%,170.69,$9.1,TOR 3,WAS 1,generated,1
Cade Cunningham (37654736),Gradey Dick (37655002),Kyshawn George (37655072),Zaccharie Risacher (37654970),Tristan Vukcevic (37655242),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Trae Young (37654747),295.92,275.51,395.81999999999994,49800,0.08%,4.85%,302.1%,46.03%,187.47,$9.1,TOR 2,WAS 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Jaylon Tyson (37655340),Chris Boucher (37655147),Victor Wembanyama (37654731),Cade Cunningham (37654736),Zaccharie Risacher (37654970),Onyeka Okongwu (37654833),297.34999999999997,283.69,393.71000000000004,49800,0.09%,4.89%,297.5%,47.62%,221.44,$8.9,TOR 2,ATL 2,generated,1
Carlton Carrington (37655159),Ja'Kobe Walter (37655039),Zaccharie Risacher (37654970),Giannis Antetokounmpo (37654727),Richaun Holmes (37655113),Trae Young (37654747),Jonathan Mogbo (37655191),Joel Embiid (37654742),289.4,268.79,387.13,49800,0.1%,3.66%,296.7%,38.52%,144.5,$8.9,WAS 2,TOR 2,generated,1
Jordan Poole (37654812),Luguentz Dort (37654953),Zaccharie Risacher (37654970),Kyshawn George (37655072),Moussa Diabate (37655000),Cade Cunningham (37654736),Scottie Barnes (37654750),Onyeka Okongwu (37654833),300.64,273.42,388.55,49900,0.08%,5.27%,295.9%,51.87%,170.75,$8.9,WAS 2,ATL 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Vit Krejci (37654976),Chris Boucher (37655147),Victor Wembanyama (37654731),Scottie Barnes (37654750),Jonathan Mogbo (37655191),Onyeka Okongwu (37654833),301.53,283.64000000000004,395.81,49700,0.07%,5.18%,294.9%,53.29%,205.51999999999998,$8.8,TOR 3,WAS 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Jalen Williams (37654783),Nikola Jovic (37654889),Moussa Diabate (37655000),Dyson Daniels (37654803),Chris Boucher (37655147),Shai Gilgeous-Alexander (37654733),299.03999999999996,279.16,389.71999999999997,49900,0.09%,4.7%,294.0%,50.38%,176.32,$8.8,TOR 2,OKC 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Ja'Kobe Walter (37655039),Jonathan Mogbo (37655191),Victor Wembanyama (37654731),Trae Young (37654747),Chris Boucher (37655147),Onyeka Okongwu (37654833),303.96999999999997,288.32,397.96999999999997,49700,0.07%,6.19%,292.6%,56.66%,224.98999999999995,$8.8,TOR 3,WAS 2,generated,1
LaMelo Ball (37654739),Gradey Dick (37655002),Scottie Barnes (37654750),Tidjane Salaun (37655210),Richaun Holmes (37655113),Trae Young (37654747),Chris Boucher (37655147),Jordan Poole (37654812),303.21999999999997,288.47999999999996,399.4799999999999,49800,0.08%,5.42%,289.8%,56.39%,233.01,$8.7,TOR 3,CHA 2,generated,1
Jordan Poole (37654812),Ja'Kobe Walter (37655039),Scottie Barnes (37654750),Kyshawn George (37655072),Richaun Holmes (37655113),Cade Cunningham (37654736),Nikola Jovic (37654889),Onyeka Okongwu (37654833),298.88,275.37,390.45000000000005,49200,0.07%,4.94%,286.1%,49.86%,191.37,$8.6,WAS 3,TOR 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Khris Middleton (37654881),Giannis Antetokounmpo (37654727),Tristan Vukcevic (37655242),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Jonathan Mogbo (37655191),297.78999999999996,279.93,401.79999999999995,49600,0.08%,4.8%,285.1%,48.21%,191.87,$8.6,WAS 4,TOR 2,generated,1
Carlton Carrington (37655159),Dyson Daniels (37654803),Jaylon Tyson (37655340),Giannis Antetokounmpo (37654727),Moussa Diabate (37655000),Cade Cunningham (37654736),Jonathan Mogbo (37655191),Onyeka Okongwu (37654833),292.42,268.35,387.65000000000003,49500,0.1%,3.97%,284.1%,41.83%,137.8,$8.5,ATL 2,WAS 1,generated,1
LaMelo Ball (37654739),Bilal Coulibaly (37654868),Kyshawn George (37655072),Tidjane Salaun (37655210),Onyeka Okongwu (37654833),Trae Young (37654747),Chris Boucher (37655147),Bam Adebayo (37654779),299.95,286.30999999999995,391.66999999999996,49900,0.07%,4.76%,282.7%,51.73%,215.04,$8.5,CHA 2,WAS 2,generated,1
Trae Young (37654747),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Kyshawn George (37655072),Moussa Diabate (37655000),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Scottie Barnes (37654750),301.1,277.21999999999997,395.28,49700,0.06%,5.49%,280.3%,52.91%,171.92,$8.4,WAS 3,TOR 2,generated,1
Trae Young (37654747),Gradey Dick (37655002),Khris Middleton (37654881),Tidjane Salaun (37655210),Richaun Holmes (37655113),Scottie Barnes (37654750),Chris Boucher (37655147),Giannis Antetokounmpo (37654727),297.88,285.88,402.02,50000,0.08%,4.53%,279.5%,48.54%,214.32999999999998,$8.4,TOR 3,WAS 2,generated,1
Cade Cunningham (37654736),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Nikola Jovic (37654889),Moussa Diabate (37655000),Shai Gilgeous-Alexander (37654733),Jonathan Mogbo (37655191),Isaiah Hartenstein (37654807),290.53,265.45000000000005,382.45000000000005,49600,0.09%,4.03%,277.7%,39.61%,112.67999999999999,$8.3,WAS 2,OKC 2,generated,1
Carlton Carrington (37655159),Bilal Coulibaly (37654868),Scottie Barnes (37654750),Nikola Jovic (37654889),Moussa Diabate (37655000),Dyson Daniels (37654803),Chris Boucher (37655147),Giannis Antetokounmpo (37654727),299.98,276.34000000000003,392.84,49800,0.06%,4.8%,276.1%,51.63%,154.09,$8.3,WAS 2,TOR 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Zaccharie Risacher (37654970),Nikola Jovic (37654889),Moussa Diabate (37655000),Trae Young (37654747),Ja'Kobe Walter (37655039),LaMelo Ball (37654739),303.57000000000005,276.78999999999996,386.59999999999997,50000,0.06%,5.17%,272.8%,56.63%,162.76999999999998,$8.2,WAS 2,ATL 2,generated,1
Jordan Poole (37654812),Carlton Carrington (37655159),Jalen Williams (37654783),Bam Adebayo (37654779),Onyeka Okongwu (37654833),Shai Gilgeous-Alexander (37654733),Jonathan Mogbo (37655191),Chris Boucher (37655147),296.51,281.20000000000005,394.21999999999997,49800,0.07%,4.53%,271.6%,47.22%,187.32,$8.1,WAS 2,OKC 2,generated,1
Carlton Carrington (37655159),Gradey Dick (37655002),Scottie Barnes (37654750),Zaccharie Risacher (37654970),Victor Wembanyama (37654731),LaMelo Ball (37654739),Chris Boucher (37655147),Moussa Diabate (37655000),297.81,277.85999999999996,391.68,50000,0.07%,4.8%,268.0%,48.3%,173.54000000000002,$8.0,TOR 3,CHA 2,generated,1
Trae Young (37654747),Carlton Carrington (37655159),Zaccharie Risacher (37654970),Tidjane Salaun (37655210),Richaun Holmes (37655113),Cade Cunningham (37654736),Chris Boucher (37655147),Giannis Antetokounmpo (37654727),296.27000000000004,280.98,396.76,49600,0.06%,4.6%,267.4%,46.55%,205.01,$8.0,ATL 2,WAS 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Kyshawn George (37655072),Jalen Williams (37654783),Onyeka Okongwu (37654833),Dyson Daniels (37654803),Chris Boucher (37655147),Joel Embiid (37654742),294.89,279.28000000000003,386.64,49800,0.08%,4.2%,265.7%,44.58%,202.16,$8.0,WAS 2,TOR 2,generated,1
Trae Young (37654747),Gradey Dick (37655002),Bilal Coulibaly (37654868),Bobby Portis (37654864),Richaun Holmes (37655113),Shai Gilgeous-Alexander (37654733),Zaccharie Risacher (37654970),Onyeka Okongwu (37654833),297.18,278.26,392.69,49900,0.08%,4.89%,265.3%,47.94%,184.48999999999998,$8.0,ATL 3,WAS 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Zaccharie Risacher (37654970),Bobby Portis (37654864),Onyeka Okongwu (37654833),Cade Cunningham (37654736),Chris Boucher (37655147),Damian Lillard (37654759),295.68999999999994,283.46000000000004,392.19,50000,0.08%,4.09%,259.5%,45.56%,205.37,$7.8,TOR 2,ATL 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Khris Middleton (37654881),Giannis Antetokounmpo (37654727),Jalen Duren (37654835),Jamal Shead (37655115),Ausar Thompson (37654958),Onyeka Okongwu (37654833),292.93,275.69,390.74,50000,0.09%,3.43%,258.9%,42.17%,162.01999999999998,$7.8,WAS 3,DET 2,generated,1
Cade Cunningham (37654736),Gradey Dick (37655002),Kyshawn George (37655072),Chris Boucher (37655147),Moussa Diabate (37655000),Scottie Barnes (37654750),Ja'Kobe Walter (37655039),Joel Embiid (37654742),292.87000000000006,268.84999999999997,389.35,49400,0.08%,3.87%,258.4%,42.3%,156.51,$7.8,TOR 4,DET 1,generated,1
LaMelo Ball (37654739),Bilal Coulibaly (37654868),Scottie Barnes (37654750),Tidjane Salaun (37655210),Onyeka Okongwu (37654833),Jordan Poole (37654812),Bobby Portis (37654864),Chris Boucher (37655147),299.78999999999996,288.03,395.36999999999995,49700,0.07%,4.5%,257.2%,51.37%,224.18999999999997,$7.7,CHA 2,WAS 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Ja'Kobe Walter (37655039),Giannis Antetokounmpo (37654727),Richaun Holmes (37655113),Trae Young (37654747),Chris Boucher (37655147),Nikola Jovic (37654889),303.44,286.25,398.95,49800,0.06%,5.31%,255.6%,56.78%,211.39999999999998,$7.7,WAS 3,TOR 2,generated,1
Trae Young (37654747),Bilal Coulibaly (37654868),Kyshawn George (37655072),Bobby Portis (37654864),Tristan Vukcevic (37655242),Cade Cunningham (37654736),Chris Boucher (37655147),Bam Adebayo (37654779),290.18,274.28000000000003,388.19,49500,0.09%,3.47%,253.6%,38.98%,160.89,$7.6,WAS 3,ATL 1,generated,1
LaMelo Ball (37654739),Garrison Mathews (37655081),Kyshawn George (37655072),Bobby Portis (37654864),Onyeka Okongwu (37654833),Jordan Poole (37654812),Chris Boucher (37655147),Joel Embiid (37654742),289.1,277.2,385.26,49700,0.09%,3.48%,253.6%,38.17%,189.28,$7.6,ATL 2,WAS 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Zaccharie Risacher (37654970),Tidjane Salaun (37655210),Victor Wembanyama (37654731),Scottie Barnes (37654750),Jonathan Mogbo (37655191),Onyeka Okongwu (37654833),300.89,281.64000000000004,391.28000000000003,49300,0.06%,5.06%,253.1%,52.22%,216.42,$7.6,WAS 2,ATL 2,generated,1
Cade Cunningham (37654736),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Giannis Antetokounmpo (37654727),Moussa Diabate (37655000),Ja'Kobe Walter (37655039),Chris Boucher (37655147),Richaun Holmes (37655113),296.21000000000004,273.05,392.70000000000005,49100,0.06%,4.43%,252.7%,46.56%,161.33,$7.6,WAS 2,MIL 2,generated,1
Trae Young (37654747),Ja'Kobe Walter (37655039),Bilal Coulibaly (37654868),Kyshawn George (37655072),Onyeka Okongwu (37654833),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Jalen Duren (37654835),296.49,280.69000000000005,392.51,49600,0.07%,4.47%,252.7%,46.95%,192.73999999999998,$7.6,ATL 2,TOR 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Kyshawn George (37655072),Tidjane Salaun (37655210),Victor Wembanyama (37654731),LaMelo Ball (37654739),Chris Boucher (37655147),Onyeka Okongwu (37654833),302.21999999999997,291.35,393.04,49900,0.05%,5.52%,252.0%,54.71%,252.85999999999999,$7.6,WAS 3,CHA 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Bam Adebayo (37654779),Onyeka Okongwu (37654833),Trae Young (37654747),Ja'Kobe Walter (37655039),Chris Boucher (37655147),301.64,284.58,393.03,49900,0.06%,5.0%,248.8%,53.54%,198.98999999999998,$7.5,WAS 2,ATL 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Zaccharie Risacher (37654970),Tidjane Salaun (37655210),Tristan Vukcevic (37655242),Shai Gilgeous-Alexander (37654733),Nikola Jovic (37654889),Victor Wembanyama (37654731),296.5,277.88,387.37,49700,0.06%,4.42%,248.4%,46.57%,197.26,$7.5,WAS 3,ATL 1,generated,1
Jordan Poole (37654812),Dyson Daniels (37654803),Bilal Coulibaly (37654868),Tidjane Salaun (37655210),Onyeka Okongwu (37654833),Damian Lillard (37654759),Scottie Barnes (37654750),Chris Boucher (37655147),302.63,288.15,392.46999999999997,50000,0.06%,5.0%,247.3%,55.21%,215.37,$7.4,WAS 2,ATL 2,generated,1
Jordan Poole (37654812),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Moussa Diabate (37655000),Scottie Barnes (37654750),Jonathan Mogbo (37655191),Giannis Antetokounmpo (37654727),300.95000000000005,274.32000000000005,393.67,50000,0.06%,4.61%,245.3%,52.68%,153.29000000000002,$7.4,WAS 3,MIL 2,generated,1
LaMelo Ball (37654739),Bilal Coulibaly (37654868),Khris Middleton (37654881),Chris Boucher (37655147),Onyeka Okongwu (37654833),Cade Cunningham (37654736),Zaccharie Risacher (37654970),Gradey Dick (37655002),297.34,279.76000000000005,391.62,49900,0.06%,4.64%,245.2%,48.13%,188.10000000000002,$7.4,WAS 2,TOR 2,generated,1
Trae Young (37654747),Keon Johnson (37654900),Kyshawn George (37655072),Zaccharie Risacher (37654970),Victor Wembanyama (37654731),Tyler Herro (37654776),Chris Boucher (37655147),Moussa Diabate (37655000),295.23,277.53999999999996,385.27000000000004,50000,0.08%,3.9%,243.9%,44.5%,169.69,$7.3,ATL 2,BKN 1,generated,1
De'Aaron Fox (37654766),Bilal Coulibaly (37654868),Ja'Kobe Walter (37655039),Chris Boucher (37655147),Richaun Holmes (37655113),Trae Young (37654747),Scottie Barnes (37654750),Onyeka Okongwu (37654833),300.39,281.21,394.28000000000003,49900,0.06%,4.68%,241.9%,51.88%,185.61,$7.3,TOR 3,WAS 2,generated,1
Jordan Poole (37654812),Vit Krejci (37654976),Kyshawn George (37655072),Nikola Jovic (37654889),Onyeka Okongwu (37654833),Scottie Barnes (37654750),Chris Boucher (37655147),Cade Cunningham (37654736),299.39000000000004,279.32000000000005,392.88999999999993,49600,0.07%,4.58%,241.7%,50.39%,199.9,$7.3,WAS 2,ATL 2,generated,1
Jordan Poole (37654812),Gradey Dick (37655002),Bilal Coulibaly (37654868),Tidjane Salaun (37655210),Jalen Duren (37654835),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Trae Young (37654747),298.49,285.65999999999997,394.15,49600,0.07%,4.36%,241.3%,49.3%,223.19999999999996,$7.2,WAS 2,TOR 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Scottie Barnes (37654750),Tidjane Salaun (37655210),Victor Wembanyama (37654731),Gradey Dick (37655002),Chris Boucher (37655147),Onyeka Okongwu (37654833),303.54999999999995,289.39,397.83,49400,0.05%,5.48%,241.0%,56.37%,253.40999999999997,$7.2,TOR 3,WAS 2,generated,1
Jordan Poole (37654812),Ja'Kobe Walter (37655039),Zaccharie Risacher (37654970),Tidjane Salaun (37655210),Victor Wembanyama (37654731),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Onyeka Okongwu (37654833),298.93,287.55,395.16,49700,0.05%,5.21%,239.9%,50.27%,241.99,$7.2,TOR 2,ATL 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Tidjane Salaun (37655210),Onyeka Okongwu (37654833),LaMelo Ball (37654739),Scottie Barnes (37654750),Jonathan Mogbo (37655191),300.53,281.6,390.22999999999996,50000,0.05%,4.8%,239.2%,52.13%,193.99,$7.2,WAS 2,CHA 2,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Ja'Kobe Walter (37655039),Tidjane Salaun (37655210),Tristan Vukcevic (37655242),Cade Cunningham (37654736),Giannis Antetokounmpo (37654727),Nikola Jovic (37654889),296.55,276.19,390.66,49800,0.06%,4.21%,238.8%,46.71%,185.82999999999998,$7.2,WAS 3,TOR 1,generated,1
Jordan Poole (37654812),Bilal Coulibaly (37654868),Kyshawn George (37655072),Bobby Portis (37654864),Onyeka Okongwu (37654833),Trae Young (37654747),Chris Boucher (37655147),Scottie Barnes (37654750),303.76,288.41999999999996,399.77,50000,0.05%,5.51%,237.3%,56.78%,221.52999999999997,$7.1,WAS 3,ATL 2,generated,1
