Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
isaiah hartenstein,C/UTIL,OKC,29.81%,0.02%,2.08%,6.26%,7.94%,$2.77
aj johnson,PG/G/UTIL,WAS,27.5%,0.01%,1.54%,9.65%,23.48%,$1.04
isaiah joe,SG/G/UTIL,OKC,25.78%,0.01%,1.37%,7.44%,13.88%,$0.58
jonas valanciunas,C/UTIL,SAC,23.62%,0.01%,1.3%,2.98%,2.89%,$0.54
kenrich williams,C/PF/F/UTIL,OKC,26.23%,0.01%,1.39%,16.58%,19.17%,$0.47
jaylin williams,C/UTIL,OKC,23.77%,0.01%,1.29%,2.89%,6.16%,$0.45
aaron wiggins,PF/SF/F/UTIL,OKC,27.17%,0.01%,1.37%,35.08%,32.69%,$0.39
ricky council iv,PF/SF/F/UTIL,PHI,26.22%,0.01%,1.35%,17.71%,15.82%,$0.39
donovan mitchell,PG/SG/G/UTIL,CLE,24.16%,0.01%,1.27%,5.73%,3.64%,$0.3
jared butler,PG/SG/G/UTIL,PHI,26.74%,0.01%,1.33%,26.02%,25.62%,$0.27
karl-anthony towns,C/UTIL,NYK,25.56%,0.01%,1.3%,8.34%,4.81%,$0.25
stephon castle,PG/SG/G/UTIL,SAS,24.07%,0.01%,1.21%,4.27%,3.47%,$0.16
cason wallace,PG/SG/G/UTIL,OKC,25.73%,0.01%,1.27%,12.66%,16.94%,$0.13
jaren jackson jr.,PF/F/UTIL,MEM,23.4%,0.01%,1.19%,4.91%,3.53%,$0.1
chet holmgren,C/PF/F/UTIL,OKC,24.11%,0.01%,1.22%,11.53%,6.05%,$0.03
scoot henderson,PG/G/UTIL,POR,23.97%,0.01%,1.17%,4.98%,7.74%,$-0.01
scotty pippen jr.,PG/G/UTIL,MEM,23.57%,0.01%,1.15%,4.92%,9.51%,$-0.03
jordan goodwin,SF/SG/G/F/UTIL,LAL,25.02%,0.01%,1.18%,32.52%,27.92%,$-0.15
oshae brissett,C/PF/F/UTIL,PHI,24.21%,0.01%,1.17%,13.56%,13.06%,$-0.18
pascal siakam,PF/F/UTIL,IND,23.31%,0.01%,1.1%,4.19%,3.08%,$-0.19
luka doncic,PG/G/UTIL,LAL,24.77%,0.01%,1.16%,13.32%,4.68%,$-0.21
evan mobley,C/PF/F/UTIL,CLE,23.79%,0.01%,1.13%,6.3%,2.95%,$-0.21
cade cunningham,PG/G/UTIL,DET,24.04%,0.01%,1.14%,9.43%,5.53%,$-0.22
nikola vucevic,C/UTIL,CHI,22.57%,0.01%,1.06%,2.51%,2.91%,$-0.25
nikola jokic,C/UTIL,DEN,27.03%,0.01%,1.13%,24.75%,11.04%,$-0.27
walker kessler,C/UTIL,UTA,22.86%,0.01%,1.03%,1.85%,1.83%,$-0.32
bennedict mathurin,SF/SG/G/F/UTIL,IND,23.79%,0.01%,1.08%,5.81%,4.41%,$-0.33
zion williamson,PF/SF/F/UTIL,NOP,20.76%,0.01%,1.07%,7.21%,3.46%,$-0.34
jaime jaquez jr.,SF/F/UTIL,MIA,22.93%,0.01%,1.08%,8.25%,12.55%,$-0.35
jarrett allen,C/UTIL,CLE,22.64%,0.01%,1.01%,1.0%,1.11%,$-0.35
deni avdija,PF/SF/F/UTIL,POR,23.2%,0.01%,1.08%,8.73%,4.84%,$-0.37
