Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jordan poole,PG/SG/G/UTIL,WAS,20.35%,0.01%,0.61%,7.15%,4.29%,$-1.68
tyus jones,PG/G/UTIL,PHX,20.8%,0.01%,0.6%,0.69%,1.16%,$-1.69
eric gordon,SG/G/UTIL,PHI,21.55%,0.01%,0.58%,1.3%,2.76%,$-1.7
tidjane salaun,PF/F/UTIL,CHA,19.97%,0.01%,0.59%,0.19%,0.1%,$-1.71
alexandre sarr,C/PF/F/UTIL,WAS,19.35%,0.01%,0.56%,2.12%,1.61%,$-1.79
bilal coulibaly,SF/F/UTIL,WAS,20.33%,0.01%,0.58%,2.35%,2.11%,$-1.79
obi toppin,C/PF/F/UTIL,IND,19.45%,0.01%,0.62%,0.99%,1.12%,$-1.79
royce o'neale,PF/SF/F/UTIL,PHX,18.64%,0.01%,0.54%,0.93%,0.87%,$-1.89
caris levert,PG/SG/G/UTIL,CLE,18.96%,0.01%,0.53%,1.56%,1.64%,$-1.89
cory joseph,PG/G/UTIL,ORL,24.0%,0.01%,0.56%,0.03%,0.1%,$-1.91
al horford,C/PF/F/UTIL,BOS,17.41%,0.01%,0.61%,0.2%,0.2%,$-1.91
cody martin,SF/SG/G/F/UTIL,CHA,20.04%,0.01%,0.5%,1.56%,1.15%,$-1.94
caleb houstan,PF/SF/F/UTIL,ORL,21.75%,0.01%,0.43%,0.1%,0.1%,$-1.95
nick richards,C/UTIL,CHA,18.25%,0.01%,0.45%,0.19%,0.5%,$-1.95
paolo banchero,PF/F/UTIL,ORL,16.32%,0.01%,0.54%,4.37%,2.75%,$-2.01
oscar tshiebwe,C/UTIL,UTA,16.7%,0.0%,0.51%,0.02%,0.1%,$-2.02
nick smith jr.,SF/SG/G/F/UTIL,CHA,21.54%,0.0%,0.41%,0.15%,0.1%,$-2.03
zion williamson,C/PF/F/UTIL,NOP,15.79%,0.01%,0.51%,2.52%,1.36%,$-2.08
richaun holmes,C/UTIL,WAS,19.62%,0.0%,0.31%,0.02%,0.03%,$-2.08
payton pritchard,PG/SG/G/UTIL,BOS,18.02%,0.01%,0.44%,1.14%,1.06%,$-2.13
cj mccollum,PG/SG/G/UTIL,NOP,17.63%,0.01%,0.43%,2.19%,1.3%,$-2.16
yves missi,C/UTIL,NOP,18.69%,0.0%,0.43%,0.99%,1.77%,$-2.17
carlton carrington,PG/SG/G/UTIL,WAS,18.6%,0.0%,0.4%,0.35%,0.27%,$-2.2
trevelin queen,PG/SG/G/UTIL,ORL,19.92%,0.0%,0.11%,0.02%,0.1%,$-2.2
reggie jackson,PG/G/UTIL,PHI,23.24%,0.0%,0.3%,0.03%,0.1%,$-2.26
brandon miller,SF/SG/G/F/UTIL,CHA,17.08%,0.0%,0.36%,2.17%,0.94%,$-2.33
justin edwards,SF/F/UTIL,PHI,20.02%,0.0%,0.3%,0.08%,0.1%,$-2.35
mason plumlee,C/UTIL,PHX,14.91%,0.0%,0.38%,0.19%,0.52%,$-2.41
kyshawn george,PF/SF/F/UTIL,WAS,16.94%,0.0%,0.38%,0.39%,0.46%,$-2.43
cody williams,SF/F/UTIL,UTA,17.15%,0.01%,0.35%,0.03%,0.1%,$-2.47
georges niang,PF/SF/F/UTIL,CLE,15.47%,0.0%,0.33%,0.05%,0.1%,$-2.48
patty mills,PG/G/UTIL,UTA,20.66%,0.0%,0.28%,0.03%,0.1%,$-2.49
jarace walker,PF/SF/F/UTIL,IND,14.46%,0.0%,0.29%,0.07%,0.1%,$-2.56
jalen wilson,PF/SF/F/UTIL,BKN,14.72%,0.0%,0.32%,0.24%,0.15%,$-2.57
daquan jeffries,PF/F/UTIL,CHA,17.99%,0.0%,0.29%,0.03%,0.03%,$-2.57
ben sheppard,SF/SG/G/F/UTIL,IND,16.75%,0.0%,0.24%,0.05%,0.1%,$-2.58
bol bol,C/PF/F/UTIL,PHX,17.2%,0.0%,0.01%,0.02%,0.03%,$-2.58
johnny furphy,SF/SG/G/F/UTIL,IND,12.6%,0.01%,0.17%,0.02%,0.03%,$-2.59
justin champagnie,PF/SF/F/UTIL,WAS,15.23%,0.0%,0.26%,0.59%,0.51%,$-2.62
trey murphy iii,PF/SF/F/UTIL,NOP,14.79%,0.0%,0.28%,1.73%,0.92%,$-2.63
ryan dunn,PF/SF/F/UTIL,PHX,14.68%,0.0%,0.26%,0.25%,0.33%,$-2.64
josh green,PF/SF/F/UTIL,CHA,16.79%,0.01%,0.25%,0.03%,0.1%,$-2.67
corey kispert,SF/SG/G/F/UTIL,WAS,14.06%,0.0%,0.27%,0.08%,0.1%,$-2.8
thomas bryant,C/UTIL,IND,13.23%,0.0%,0.22%,0.05%,0.1%,$-2.82
james johnson,C/PF/F/UTIL,IND,13.89%,0.0%,0.03%,0.02%,0.03%,$-2.87
isaac okoro,PF/SF/F/UTIL,CLE,13.68%,0.0%,0.15%,0.13%,0.1%,$-2.94
alex caruso,PG/SF/G/F/UTIL,OKC,12.09%,0.0%,0.08%,0.02%,0.03%,$-2.95
vasilije micic,PG/G/UTIL,CHA,15.21%,0.0%,0.07%,0.03%,0.1%,$-3.05
kj martin,PF/SF/F/UTIL,PHI,11.46%,0.0%,0.01%,0.02%,0.03%,$-3.06
luke kornet,C/UTIL,BOS,11.74%,0.0%,0.1%,0.07%,0.1%,$-3.07
enrique freeman,C/PF/F/UTIL,IND,13.77%,0.0%,0.11%,0.03%,0.03%,$-3.08
dillon jones,PF/F/UTIL,OKC,13.0%,0.0%,0.03%,0.05%,0.03%,$-3.09
grant williams,C/UTIL,CHA,9.34%,0.0%,0.1%,0.02%,0.03%,$-3.11
craig porter jr.,PG/G/UTIL,CLE,9.16%,0.0%,0.1%,0.02%,0.03%,$-3.12
sam merrill,SG/G/UTIL,CLE,9.05%,0.0%,0.04%,0.02%,0.1%,$-3.2
javonte green,PF/SF/F/UTIL,NOP,8.97%,0.0%,0.09%,0.02%,0.1%,$-3.2
jaden springer,SF/SG/G/F/UTIL,BOS,10.72%,0.0%,0.08%,0.05%,0.03%,$-3.21
james wiseman,C/UTIL,IND,9.25%,0.0%,0.02%,0.02%,0.03%,$-3.22
johnny juzang,SF/SG/G/F/UTIL,UTA,11.47%,0.0%,0.11%,0.03%,0.03%,$-3.23
gary harris,SF/SG/G/F/UTIL,ORL,8.76%,0.0%,0.07%,0.02%,0.03%,$-3.23
moritz wagner,C/UTIL,ORL,9.04%,0.0%,0.02%,0.02%,0.03%,$-3.26
antonio reeves,SF/SG/G/F/UTIL,NOP,10.13%,0.0%,0.03%,0.05%,0.03%,$-3.29
jamal cain,SF/F/UTIL,NOP,9.18%,0.0%,0.0%,0.02%,0.03%,$-3.29
kentavious caldwell-pope,SG/G/UTIL,ORL,11.4%,0.0%,0.03%,0.03%,0.04%,$-3.3
sam hauser,PF/SF/F/UTIL,BOS,10.13%,0.0%,0.04%,0.03%,0.1%,$-3.32
tristan vukcevic,C/UTIL,WAS,9.83%,0.0%,0.07%,0.03%,0.03%,$-3.32
johnny davis,SF/SG/G/F/UTIL,WAS,10.2%,0.0%,0.05%,0.03%,0.03%,$-3.35
jeff dowtin,PG/G/UTIL,PHI,7.16%,0.0%,0.03%,0.02%,0.1%,$-3.39
keion brooks jr.,PF/SF/F/UTIL,NOP,7.75%,0.0%,0.08%,0.03%,0.03%,$-3.43
karlo matkovic,C/PF/F/UTIL,NOP,7.48%,0.0%,0.04%,0.07%,0.03%,$-3.44
isaiah wong,PG/SG/G/UTIL,CHA,6.27%,0.0%,0.04%,0.02%,0.03%,$-3.45
jt thor,PF/F/UTIL,CLE,6.16%,0.0%,0.05%,0.02%,0.03%,$-3.47
josh okogie,SF/F/UTIL,PHX,7.19%,0.0%,0.06%,0.05%,0.03%,$-3.48
anton watson,SF/F/UTIL,BOS,5.7%,0.0%,0.03%,0.02%,0.03%,$-3.49
kj simpson,PG/G/UTIL,CHA,5.1%,0.0%,0.09%,0.02%,0.03%,$-3.5
jalen bridges,SF/F/UTIL,PHX,5.58%,0.0%,0.06%,0.02%,0.03%,$-3.5
jared mccain,PG/G/UTIL,PHI,6.1%,0.0%,0.02%,0.02%,0.03%,$-3.52
nikola topic,PG/G/UTIL,OKC,7.44%,0.0%,0.03%,0.03%,0.03%,$-3.52
jordan walsh,SF/SG/G/F/UTIL,BOS,5.69%,0.0%,0.02%,0.02%,0.03%,$-3.52
marvin bagley iii,C/UTIL,WAS,4.79%,0.0%,0.04%,0.02%,0.03%,$-3.55
jett howard,PF/SF/F/UTIL,ORL,6.45%,0.0%,0.02%,0.05%,0.03%,$-3.56
jaylon tyson,SF/SG/G/F/UTIL,CLE,5.7%,0.0%,0.04%,0.07%,0.03%,$-3.56
tre mann,PG/G/UTIL,CHA,6.62%,0.0%,0.06%,0.03%,0.03%,$-3.56
rayj dennis,PG/G/UTIL,IND,5.95%,0.0%,0.04%,0.05%,0.03%,$-3.57
maxwell lewis,SF/F/UTIL,BKN,6.73%,0.0%,0.03%,0.03%,0.03%,$-3.58
branden carlson,C/UTIL,OKC,4.84%,0.0%,0.03%,0.02%,0.03%,$-3.58
tyty washington jr.,PG/G/UTIL,PHX,4.95%,0.0%,0.01%,0.02%,0.03%,$-3.59
jusuf nurkic,C/UTIL,PHX,5.02%,0.0%,0.02%,0.02%,0.04%,$-3.6
ej harkless,PG/SG/G/UTIL,UTA,5.24%,0.0%,0.08%,0.03%,0.03%,$-3.61
dariq whitehead,SG/G/UTIL,BKN,4.41%,0.0%,0.03%,0.02%,0.03%,$-3.63
caleb martin,PF/SF/F/UTIL,PHI,4.85%,0.0%,0.0%,0.07%,0.04%,$-3.65
xavier tillman,C/PF/F/UTIL,BOS,5.01%,0.0%,0.01%,0.03%,0.03%,$-3.7
d'angelo russell,PG/SG/G/UTIL,BKN,3.78%,0.0%,0.01%,0.07%,0.05%,$-3.73
cam thomas,SG/G/UTIL,BKN,3.91%,0.0%,0.0%,0.05%,0.06%,$-3.75
keyonte george,PG/G/UTIL,UTA,3.6%,0.0%,0.0%,0.05%,0.05%,$-3.76
baylor scheierman,SG/G/UTIL,BOS,2.58%,0.0%,0.0%,0.02%,0.03%,$-3.8
taylor hendricks,SF/F/UTIL,UTA,2.61%,0.0%,0.0%,0.02%,0.03%,$-3.8
chet holmgren,PF/F/UTIL,OKC,2.9%,0.0%,0.0%,0.13%,0.07%,$-3.82
jordan clarkson,SG/G/UTIL,UTA,2.74%,0.0%,0.0%,0.05%,0.05%,$-3.82
john collins,C/PF/F/UTIL,UTA,2.52%,0.0%,0.01%,0.08%,0.06%,$-3.83
ty jerome,PG/G/UTIL,CLE,2.14%,0.0%,0.01%,0.02%,0.03%,$-3.83
malcolm brogdon,PG/SG/G/UTIL,WAS,2.6%,0.0%,0.0%,0.1%,0.05%,$-3.83
walker kessler,C/UTIL,UTA,2.11%,0.0%,0.0%,0.07%,0.06%,$-3.86
andre drummond,C/UTIL,PHI,1.72%,0.0%,0.0%,0.02%,0.04%,$-3.87
cameron johnson,PF/SF/F/UTIL,BKN,1.8%,0.0%,0.0%,0.13%,0.06%,$-3.89
lauri markkanen,PF/SF/F/UTIL,UTA,1.38%,0.0%,0.0%,0.15%,0.07%,$-3.91
franz wagner,PF/F/UTIL,ORL,1.14%,0.0%,0.0%,0.08%,0.08%,$-3.93
brandon ingram,PG/G/UTIL,NOP,1.04%,0.0%,0.0%,0.07%,0.07%,$-3.93
jalen suggs,PG/SG/G/UTIL,ORL,1.13%,0.0%,0.0%,0.1%,0.07%,$-3.93
joel embiid,C/UTIL,PHI,0.51%,0.0%,0.0%,0.19%,0.08%,$-3.97
