Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
adem bona,C/UTIL,PHI,31.93%,0.02%,1.9%,15.93%,40.53%,$2.06
jared butler,PG/SG/G/UTIL,PHI,32.68%,0.01%,1.78%,43.85%,48.49%,$1.61
alex reese,C/UTIL,PHI,27.4%,0.01%,1.51%,9.33%,28.97%,$1.04
ricky council iv,PF/SF/F/UTIL,PHI,28.8%,0.01%,1.49%,51.87%,52.96%,$0.77
jeff dowtin,PG/G/UTIL,PHI,26.45%,0.01%,1.38%,21.17%,49.24%,$0.53
miles bridges,PF/F/UTIL,CHA,24.62%,0.01%,1.29%,12.86%,8.3%,$0.2
ivica zubac,C/UTIL,LAC,26.31%,0.01%,1.26%,16.87%,20.28%,$0.06
ty jerome,PG/G/UTIL,CLE,24.85%,0.01%,1.22%,26.55%,50.46%,$-0.07
darius garland,PG/G/UTIL,CLE,24.49%,0.01%,1.19%,18.65%,19.05%,$-0.09
mark williams,C/UTIL,CHA,20.69%,0.01%,1.09%,4.16%,4.8%,$-0.09
jayson tatum,PF/SF/F/UTIL,BOS,26.81%,0.01%,1.21%,38.24%,13.92%,$-0.1
jarrett allen,C/UTIL,CLE,23.0%,0.01%,1.14%,9.96%,14.52%,$-0.14
stephon castle,PG/SG/G/UTIL,SAS,24.69%,0.01%,1.19%,25.88%,20.14%,$-0.14
guerschon yabusele,C/PF/F/UTIL,PHI,23.94%,0.01%,1.14%,4.79%,3.44%,$-0.15
james harden,PG/G/UTIL,LAC,24.55%,0.01%,1.2%,17.49%,11.69%,$-0.16
alperen sengun,C/UTIL,HOU,22.43%,0.01%,1.1%,10.91%,9.25%,$-0.35
evan mobley,C/PF/F/UTIL,CLE,22.61%,0.01%,1.09%,15.74%,7.65%,$-0.38
pascal siakam,PF/F/UTIL,IND,19.99%,0.01%,0.98%,3.36%,1.95%,$-0.39
lamelo ball,PG/G/UTIL,CHA,22.29%,0.01%,1.05%,14.01%,11.0%,$-0.55
jalen hood-schifino,PG/G/UTIL,PHI,22.3%,0.01%,1.01%,15.01%,36.48%,$-0.59
kawhi leonard,PF/SF/F/UTIL,LAC,23.69%,0.01%,1.02%,36.11%,18.46%,$-0.67
trae young,PG/G/UTIL,ATL,19.65%,0.01%,0.93%,6.78%,4.05%,$-0.79
onyeka okongwu,C/UTIL,ATL,21.52%,0.01%,0.9%,2.79%,2.95%,$-0.81
paolo banchero,PF/F/UTIL,ORL,21.07%,0.01%,0.93%,10.28%,6.4%,$-0.82
al horford,C/PF/F/UTIL,BOS,22.49%,0.0%,0.92%,19.52%,15.24%,$-1.02
franz wagner,SF/F/UTIL,ORL,19.91%,0.01%,0.82%,7.21%,5.14%,$-1.14
tyrese haliburton,PG/G/UTIL,IND,18.76%,0.01%,0.76%,1.86%,1.81%,$-1.15
derrick white,PG/SG/G/UTIL,BOS,21.65%,0.0%,0.83%,19.65%,11.43%,$-1.19
tari eason,PF/F/UTIL,HOU,19.31%,0.01%,0.8%,4.52%,3.86%,$-1.19
anthony edwards,SG/G/UTIL,MIN,20.36%,0.01%,0.81%,11.05%,6.71%,$-1.2
bam adebayo,C/PF/F/UTIL,MIA,19.11%,0.01%,0.78%,6.43%,2.69%,$-1.23
max strus,SF/SG/G/F/UTIL,CLE,20.59%,0.0%,0.81%,13.5%,8.43%,$-1.28
devin vassell,SF/SG/G/F/UTIL,SAS,20.27%,0.0%,0.8%,17.05%,8.46%,$-1.29
jaren jackson jr.,C/PF/F/UTIL,MEM,17.56%,0.01%,0.72%,5.26%,1.74%,$-1.3
julius randle,C/PF/F/UTIL,MIN,19.29%,0.01%,0.76%,6.01%,2.18%,$-1.3
jeremy sochan,C/PF/F/UTIL,SAS,19.67%,0.0%,0.77%,7.82%,6.35%,$-1.33
keldon johnson,PF/SF/F/UTIL,SAS,19.09%,0.01%,0.76%,9.46%,7.3%,$-1.35
naji marshall,PF/SF/F/UTIL,DAL,19.0%,0.01%,0.72%,1.8%,0.52%,$-1.37
jrue holiday,PG/SG/G/UTIL,BOS,20.62%,0.0%,0.77%,16.77%,16.45%,$-1.41
scotty pippen jr.,PG/G/UTIL,MEM,18.52%,0.01%,0.72%,3.73%,7.67%,$-1.43
goga bitadze,C/UTIL,ORL,43.27%,0.0%,0.86%,0.01%,0.1%,$-1.44
