Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4652746677,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Ausar Thompson (37819144),Giannis Antetokounmpo (37818975),Quinten Post (37819285),Scotty Pippen Jr. (37819326),Jaren Jackson Jr. (37819020),Alperen Sengun (37819001)
4652746678,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Scotty Pippen Jr. (37819326),Stephon Castle (37819089),Cameron Johnson (37819066),Ausar Thompson (37819144),Jalen Duren (37819057),Stephen Curry (37818995),Santi Aldama (37819116),Alperen Sengun (37819001)
4652746679,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Brandin Podziemski (37819081),Malik Monk (37819030),John Konchar (37819393),Santi Aldama (37819116),Jaren Jackson Jr. (37819020),Stephen Curry (37818995),DeMar DeRozan (37819046),Scotty Pippen Jr. (37819326)
4652746680,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Malik Beasley (37819163),Ausar Thompson (37819144),Maxwell Lewis (37819541),Alperen Sengun (37819001),Scotty Pippen Jr. (37819326),Giannis Antetokounmpo (37818975),Jaren Jackson Jr. (37819020)
4652746681,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Ausar Thompson (37819144),Jaren Jackson Jr. (37819020),Alperen Sengun (37819001),Scotty Pippen Jr. (37819326),Giannis Antetokounmpo (37818975),Gregory Jackson (37819336)
4652746682,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Luke Kennard (37819236),Jalen Green (37819027),Gregory Jackson (37819336),Santi Aldama (37819116),Domantas Sabonis (37818987),Stephen Curry (37818995),Jaren Jackson Jr. (37819020),Scotty Pippen Jr. (37819326)
4652746683,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Luke Kennard (37819236),Gregory Jackson (37819336),Moses Moody (37819210),Jalen Duren (37819057),Stephen Curry (37818995),Jaren Jackson Jr. (37819020),Giannis Antetokounmpo (37818975)
4652746684,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Stephon Castle (37819089),Gregory Jackson (37819336),Santi Aldama (37819116),Jalen Duren (37819057),Brandin Podziemski (37819081),Jaren Jackson Jr. (37819020),Giannis Antetokounmpo (37818975)
4652746685,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Scotty Pippen Jr. (37819326),Malik Beasley (37819163),Ausar Thompson (37819144),Santi Aldama (37819116),Jalen Duren (37819057),Stephen Curry (37818995),Giannis Antetokounmpo (37818975),Moses Brown (37819161)
4652746686,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Buddy Hield (37819264),Dillon Brooks (37819168),Jaren Jackson Jr. (37819020),Giannis Antetokounmpo (37818975),Scotty Pippen Jr. (37819326),Santi Aldama (37819116),Stephen Curry (37818995)
