PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Ty Jerome (37451590),Garrison Mathews (37451742),DeMar DeRozan (37451324),Trey Lyles (37451841),Nikola Jokic (37451134),Russell Westbrook (37451357),Julius Randle (37451257),Daniel Gafford (37451322),290.93,291.44,389.13,49900,0.15%,6.24%,467.5%,51.32%,159.75,$14.0,SAC 2,DEN 2,generated,1
Keaton Wallace (37451653),Gradey Dick (37451573),Jaylen Brown (37451268),Chris Boucher (37451678),Domantas Sabonis (37451147),Russell Westbrook (37451357),Julius Randle (37451257),Daniel Gafford (37451322),287.45,277.54,381.65,49700,0.12%,4.72%,395.9%,46.24%,135.14000000000001,$11.9,TOR 2,ATL 1,generated,1
Ty Jerome (37451590),Jaylen Brown (37451268),Michael Porter Jr. (37451405),Trey Lyles (37451841),Nikola Jokic (37451134),Josh Giddey (37451294),Patrick Williams (37451660),Daniel Gafford (37451322),289.1,289.67,388.36,50000,0.1%,5.51%,374.7%,48.75%,144.12,$11.2,DEN 2,CHI 2,generated,1
Ty Jerome (37451590),Bogdan Bogdanovic (37451537),Michael Porter Jr. (37451405),Al Horford (37451599),Mark Williams (37451211),Keaton Wallace (37451653),Julius Randle (37451257),Nikola Jokic (37451134),282.89,280.42,380.03000000000003,49900,0.13%,4.24%,362.2%,42.11%,107.84,$10.9,ATL 2,DEN 2,generated,1
Ty Jerome (37451590),Bogdan Bogdanovic (37451537),RJ Barrett (37451247),Alexandre Sarr (37451416),Karl-Anthony Towns (37451152),Russell Westbrook (37451357),Michael Porter Jr. (37451405),Daniel Gafford (37451322),292.9,294.4,389.78999999999996,50000,0.09%,5.75%,355.8%,53.45%,181.13,$10.7,DEN 2,CLE 1,generated,1
Jalen Brunson (37451179),Garrison Mathews (37451742),Nickeil Alexander-Walker (37451747),Al Horford (37451599),Nikola Jokic (37451134),Russell Westbrook (37451357),Alexandre Sarr (37451416),Daniel Gafford (37451322),290.58,292.33000000000004,387.57000000000005,50000,0.11%,5.72%,353.8%,50.88%,167.54000000000002,$10.6,DEN 2,NYK 1,generated,1
Ty Jerome (37451590),Corey Kispert (37451673),RJ Barrett (37451247),Patrick Williams (37451660),Nikola Jokic (37451134),Josh Giddey (37451294),Quentin Grimes (37451507),Daniel Gafford (37451322),286.42,286.39,386.18,50000,0.1%,5.23%,352.5%,45.8%,134.71,$10.6,CHI 2,DAL 2,generated,1
Josh Giddey (37451294),Bogdan Bogdanovic (37451537),Zach LaVine (37451217),Patrick Williams (37451660),Nikola Jokic (37451134),Russell Westbrook (37451357),Nickeil Alexander-Walker (37451747),Jonas Valanciunas (37451473),286.97999999999996,286.37,386.11,49900,0.11%,4.89%,345.0%,46.44%,151.51,$10.3,CHI 3,DEN 2,generated,1
Russell Westbrook (37451357),Garrison Mathews (37451742),Jaylen Brown (37451268),Michael Porter Jr. (37451405),Alperen Sengun (37451173),Josh Giddey (37451294),Bogdan Bogdanovic (37451537),Daniel Gafford (37451322),289.64,287.56,382.85,49900,0.11%,4.71%,335.6%,48.83%,172.28,$10.1,DEN 2,ATL 2,generated,1
Russell Westbrook (37451357),Bogdan Bogdanovic (37451537),Kyshawn George (37451686),Al Horford (37451599),Anthony Davis (37451142),Josh Giddey (37451294),Julius Randle (37451257),Jakob Poeltl (37451337),289.53,287.9,379.05,50000,0.11%,4.83%,334.7%,49.09%,160.53,$10.0,DEN 1,ATL 1,generated,1
Ty Jerome (37451590),Zach LaVine (37451217),Michael Porter Jr. (37451405),Al Horford (37451599),Karl-Anthony Towns (37451152),Russell Westbrook (37451357),Keegan Murray (37451455),Daniel Gafford (37451322),292.92,290.07,384.53999999999996,49700,0.09%,5.4%,322.0%,53.88%,167.58,$9.7,DEN 2,CLE 1,generated,1
Josh Giddey (37451294),Garrison Mathews (37451742),RJ Barrett (37451247),Al Horford (37451599),Nikola Jokic (37451134),Mike Conley (37451542),Aaron Gordon (37451576),Daniel Gafford (37451322),284.65000000000003,284.78,381.8,49600,0.09%,4.65%,295.0%,43.81%,133.61,$8.8,DEN 2,CHI 1,generated,1
Russell Westbrook (37451357),Zach LaVine (37451217),RJ Barrett (37451247),LeBron James (37451149),Jalen Duren (37451389),Keaton Wallace (37451653),Alexandre Sarr (37451416),Trey Lyles (37451841),281.48,272.45000000000005,375.81,49900,0.09%,3.66%,294.0%,38.96%,100.87,$8.8,DEN 1,CHI 1,generated,1
Ty Jerome (37451590),Garrison Mathews (37451742),DeMar DeRozan (37451324),Kyle Kuzma (37451350),Karl-Anthony Towns (37451152),Jamal Murray (37451287),Michael Porter Jr. (37451405),Daniel Gafford (37451322),286.70000000000005,286.58,377.51,50000,0.09%,4.11%,266.9%,45.3%,135.37,$8.0,DEN 2,CLE 1,generated,1
Keaton Wallace (37451653),Bogdan Bogdanovic (37451537),RJ Barrett (37451247),LeBron James (37451149),Daniel Gafford (37451322),Josh Giddey (37451294),Kyshawn George (37451686),Russell Westbrook (37451357),289.22,285.04999999999995,380.71000000000004,49500,0.08%,4.48%,265.4%,48.53%,166.01,$8.0,ATL 2,TOR 1,generated,1
Ty Jerome (37451590),Corey Kispert (37451673),RJ Barrett (37451247),PJ Washington (37451310),Nikola Vucevic (37451201),Russell Westbrook (37451357),Kyle Kuzma (37451350),Onyeka Okongwu (37451343),281.08000000000004,274.96,372.81999999999994,49900,0.08%,3.37%,255.2%,38.44%,106.67,$7.7,WAS 2,CLE 1,generated,1
Josh Giddey (37451294),Jaylen Brown (37451268),Kyshawn George (37451686),Michael Porter Jr. (37451405),Nikola Jokic (37451134),Keaton Wallace (37451653),Nickeil Alexander-Walker (37451747),Daniel Gafford (37451322),290.29,289.1,384.43,49800,0.05%,5.37%,248.2%,50.39%,146.98000000000002,$7.4,DEN 2,CHI 1,generated,1
Russell Westbrook (37451357),Garrison Mathews (37451742),RJ Barrett (37451247),Naz Reid (37451391),Domantas Sabonis (37451147),Josh Giddey (37451294),Kyshawn George (37451686),Kel'el Ware (37451382),286.59,282.91999999999996,375.05,49700,0.08%,3.75%,237.3%,44.66%,142.96,$7.1,DEN 1,ATL 1,generated,1
Josh Giddey (37451294),Payton Pritchard (37451486),Bogdan Bogdanovic (37451537),Al Horford (37451599),Nikola Jokic (37451134),Jordan Poole (37451307),Kyshawn George (37451686),Daniel Gafford (37451322),287.0,287.51000000000005,381.26,49700,0.06%,4.54%,236.2%,46.33%,144.56,$7.1,BOS 2,WAS 2,generated,1
Malik Monk (37451301),Bogdan Bogdanovic (37451537),Kyshawn George (37451686),Dorian Finney-Smith (37451715),Nikola Jokic (37451134),Russell Westbrook (37451357),Kyle Kuzma (37451350),Daniel Gafford (37451322),291.2,292.44,384.85999999999996,49900,0.06%,4.9%,236.0%,51.72%,167.94,$7.1,WAS 2,DEN 2,generated,1
Ty Jerome (37451590),Christian Braun (37451519),RJ Barrett (37451247),Michael Porter Jr. (37451405),Anthony Davis (37451142),Keaton Wallace (37451653),Kyshawn George (37451686),Domantas Sabonis (37451147),281.78999999999996,275.95000000000005,372.97,49900,0.08%,3.58%,235.3%,39.93%,107.53,$7.1,DEN 2,CLE 1,generated,1
Malik Monk (37451301),Zach LaVine (37451217),Michael Porter Jr. (37451405),Patrick Williams (37451660),Kel'el Ware (37451382),Keaton Wallace (37451653),Corey Kispert (37451673),Nikola Jokic (37451134),284.95,279.13,377.03999999999996,50000,0.07%,3.69%,234.7%,43.68%,95.03,$7.0,CHI 2,DEN 2,generated,1
De'Aaron Fox (37451225),Garrison Mathews (37451742),Nickeil Alexander-Walker (37451747),Jaren Jackson Jr. (37451213),Jalen Duren (37451389),Russell Westbrook (37451357),Zach LaVine (37451217),Daniel Gafford (37451322),283.59999999999997,279.63,376.34,49700,0.08%,3.47%,233.6%,41.34%,141.57,$7.0,SAC 1,ATL 1,generated,1
Josh Giddey (37451294),Donovan Mitchell (37451188),RJ Barrett (37451247),PJ Washington (37451310),Daniel Gafford (37451322),Garrison Mathews (37451742),Nickeil Alexander-Walker (37451747),Russell Westbrook (37451357),288.39,285.93,379.13,50000,0.07%,4.0%,231.9%,47.23%,161.79,$7.0,DAL 2,CHI 1,generated,1
Malik Monk (37451301),Carlton Carrington (37451638),RJ Barrett (37451247),Al Horford (37451599),Anthony Davis (37451142),Russell Westbrook (37451357),Patrick Williams (37451660),Daniel Gafford (37451322),285.93,284.63,378.38,49800,0.07%,4.04%,230.4%,44.11%,152.97,$6.9,SAC 1,WAS 1,generated,1
