Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4628738512,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Ayo Dosunmu (37490443),Devin Vassell (37490417),Aaron Gordon (37490534),Paul Reed (37490810),Damian Lillard (37490328),Patrick Williams (37490553),Giannis Antetokounmpo (37490296)
4628738513,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Tim Hardaway Jr. (37490589),Michael Porter Jr. (37490450),Giannis Antetokounmpo (37490296),Jalen Duren (37490422),Tyrese Maxey (37490311),Patrick Williams (37490553),Brandon Boston Jr. (37490699)
4628738514,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Kelly Oubre Jr. (37490414),Michael Porter Jr. (37490450),Ricky Council IV (37490547),Jalen Duren (37490422),Chris Paul (37490436),Aaron Gordon (37490534),Nikola Jokic (37490294)
4628738515,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Lonzo Ball (37490507),Kelly Oubre Jr. (37490414),Brandon Boston Jr. (37490699),Patrick Williams (37490553),Giannis Antetokounmpo (37490296),Ayo Dosunmu (37490443),Ricky Council IV (37490547),Tyrese Maxey (37490311)
4628738516,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Josh Giddey (37490388),Kelly Oubre Jr. (37490414),Josh Okogie (37490501),Aaron Gordon (37490534),Nikola Vucevic (37490353),Coby White (37490424),Ricky Council IV (37490547),Damian Lillard (37490328)
4628738517,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Ayo Dosunmu (37490443),Devin Vassell (37490417),Miles Bridges (37490334),Aaron Gordon (37490534),Russell Westbrook (37490411),Brandon Boston Jr. (37490699),Tyrese Maxey (37490311)
4628738518,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Kelly Oubre Jr. (37490414),Ricky Council IV (37490547),Chris Boucher (37490599),Daniel Gafford (37490376),Tyrese Maxey (37490311),Aaron Gordon (37490534),Nikola Vucevic (37490353)
4628738519,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Russell Westbrook (37490411),Devin Vassell (37490417),Ausar Thompson (37490527),Josh Okogie (37490501),Jakob Poeltl (37490409),Tyrese Maxey (37490311),RJ Barrett (37490382),Aaron Gordon (37490534)
4628738520,NBA $10K mini-MAX [150 Entry Max],173651113,$2,CJ McCollum (37490378),Coby White (37490424),Josh Okogie (37490501),Chris Boucher (37490599),Jalen Duren (37490422),Ayo Dosunmu (37490443),Aaron Gordon (37490534),Giannis Antetokounmpo (37490296)
4628738521,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Dejounte Murray (37490342),CJ McCollum (37490378),Josh Okogie (37490501),Jeremiah Robinson-Earl (37490826),Paul Reed (37490810),Chris Paul (37490436),Giannis Antetokounmpo (37490296),Kelly Oubre Jr. (37490414)
4628738522,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Kelly Oubre Jr. (37490414),Josh Okogie (37490501),Tobias Harris (37490447),Jakob Poeltl (37490409),Ayo Dosunmu (37490443),Jeremiah Robinson-Earl (37490826),Nikola Jokic (37490294)
4628738523,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Ayo Dosunmu (37490443),Josh Okogie (37490501),Aaron Gordon (37490534),Giannis Antetokounmpo (37490296),CJ McCollum (37490378),Ricky Council IV (37490547),Devin Vassell (37490417)
