PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Chris Paul (37490436),Tim Hardaway Jr. (37490589),Ausar Thompson (37490527),Patrick Williams (37490553),Jalen Duren (37490422),Coby White (37490424),Giannis Antetokounmpo (37490296),Nikola Vucevic (37490353),283.45,276.28,379.96,50000,0.18%,4.95%,315.0%,42.61%,174.64,$6.3,DET 3,CHI 3,generated,1
Vasilije Micic (37490454),Coby White (37490424),Ricky Council IV (37490547),Derrick Jones Jr. (37490541),Jalen Duren (37490422),Ayo Dosunmu (37490443),Devin Vassell (37490417),Nikola Jokic (37490294),278.65999999999997,267.92,367.35,49900,0.17%,4.48%,297.3%,37.51%,140.47,$5.9,CHI 2,CHA 1,generated,1
Vasilije Micic (37490454),Kelly Oubre Jr. (37490414),Ricky Council IV (37490547),Aaron Gordon (37490534),Jalen Duren (37490422),Stephon Castle (37490466),Giannis Antetokounmpo (37490296),Russell Westbrook (37490411),284.72,272.36,378.8500000000001,49800,0.16%,5.0%,288.5%,44.81%,176.87,$5.8,PHI 2,DEN 2,generated,1
Ayo Dosunmu (37490443),Coby White (37490424),Josh Okogie (37490501),Aaron Gordon (37490534),Jalen Duren (37490422),Lonzo Ball (37490507),Giannis Antetokounmpo (37490296),Jakob Poeltl (37490409),283.55,275.03000000000003,380.41999999999996,49800,0.16%,4.71%,282.2%,42.89%,184.48999999999998,$5.6,CHI 3,CHA 1,generated,1
Kevin Porter Jr. (37490654),Kelly Oubre Jr. (37490414),Quentin Grimes (37490538),Aaron Gordon (37490534),Paul Reed (37490810),Tyrese Maxey (37490311),Giannis Antetokounmpo (37490296),Kristaps Porzingis (37490396),276.92,267.28999999999996,374.7,49700,0.19%,3.83%,281.3%,35.23%,157.01999999999998,$5.6,PHI 2,LAC 1,generated,1
Russell Westbrook (37490411),Gradey Dick (37490544),Ricky Council IV (37490547),Aaron Gordon (37490534),Jalen Duren (37490422),Chris Paul (37490436),Giannis Antetokounmpo (37490296),Kristaps Porzingis (37490396),280.90000000000003,277.40999999999997,380.13,49900,0.16%,4.7%,278.7%,40.02%,196.16000000000003,$5.6,DEN 2,TOR 1,generated,1
Lonzo Ball (37490507),Kelly Oubre Jr. (37490414),Ricky Council IV (37490547),Michael Porter Jr. (37490450),Daniel Gafford (37490376),Devin Vassell (37490417),Giannis Antetokounmpo (37490296),Moussa Diabate (37490551),277.44,266.88,370.86,50000,0.19%,3.79%,278.4%,36.0%,120.49000000000001,$5.6,PHI 2,CHI 1,generated,1
Ayo Dosunmu (37490443),Jaylen Brown (37490360),Ricky Council IV (37490547),Patrick Williams (37490553),Jalen Duren (37490422),Tyrese Maxey (37490311),Michael Porter Jr. (37490450),Jakob Poeltl (37490409),283.52,271.56,371.93,50000,0.15%,4.38%,267.6%,42.28%,154.47,$5.4,CHI 2,PHI 2,generated,1
Ayo Dosunmu (37490443),Kelly Oubre Jr. (37490414),Khris Middleton (37490479),Patrick Williams (37490553),Jalen Duren (37490422),Russell Westbrook (37490411),Giannis Antetokounmpo (37490296),Aaron Gordon (37490534),287.88,278.40999999999997,381.34,49900,0.12%,5.11%,257.0%,48.7%,205.7,$5.1,CHI 2,MIL 2,generated,1
Coby White (37490424),Ayo Dosunmu (37490443),Ausar Thompson (37490527),Aaron Gordon (37490534),Kristaps Porzingis (37490396),Russell Westbrook (37490411),Ricky Council IV (37490547),Giannis Antetokounmpo (37490296),282.79,275.58,380.76,49700,0.14%,4.42%,254.7%,41.93%,189.32,$5.1,CHI 2,DEN 2,generated,1
Cade Cunningham (37490305),Kelly Oubre Jr. (37490414),Ausar Thompson (37490527),Aaron Gordon (37490534),Nikola Vucevic (37490353),Coby White (37490424),Ricky Council IV (37490547),Jakob Poeltl (37490409),282.22999999999996,273.06,375.01000000000005,50000,0.13%,4.46%,240.5%,40.44%,165.36,$4.8,DET 2,PHI 2,generated,1
Lonzo Ball (37490507),Devin Vassell (37490417),Ricky Council IV (37490547),Aaron Gordon (37490534),Giannis Antetokounmpo (37490296),Russell Westbrook (37490411),Zion Williamson (37490337),Patrick Williams (37490553),278.36,272.78,377.32,50000,0.15%,3.63%,235.1%,36.69%,179.59,$4.7,CHI 2,DEN 2,generated,1
Ayo Dosunmu (37490443),Kelly Oubre Jr. (37490414),Devin Vassell (37490417),Aaron Gordon (37490534),Jalen Duren (37490422),Russell Westbrook (37490411),Giannis Antetokounmpo (37490296),Paul Reed (37490810),286.50000000000006,278.15,379.21000000000004,49700,0.11%,4.43%,217.2%,46.9%,200.76,$4.3,DEN 2,DET 2,generated,1
Cade Cunningham (37490305),Ayo Dosunmu (37490443),Ricky Council IV (37490547),Aaron Gordon (37490534),Daniel Gafford (37490376),Jamal Murray (37490370),Patrick Williams (37490553),Russell Westbrook (37490411),281.0,272.04,370.01,50000,0.12%,3.77%,217.2%,38.63%,173.29999999999998,$4.3,DEN 3,CHI 2,generated,1
Stephon Castle (37490466),Coby White (37490424),Josh Okogie (37490501),Aaron Gordon (37490534),Jalen Duren (37490422),Kelly Oubre Jr. (37490414),Giannis Antetokounmpo (37490296),Michael Porter Jr. (37490450),283.48,272.39,377.18,49900,0.12%,4.28%,216.7%,42.46%,174.87,$4.3,DEN 2,SAS 1,generated,1
Vasilije Micic (37490454),Kelly Oubre Jr. (37490414),Ausar Thompson (37490527),Aaron Gordon (37490534),Kristaps Porzingis (37490396),Coby White (37490424),Giannis Antetokounmpo (37490296),Patrick Williams (37490553),282.40999999999997,269.71,376.08,49300,0.11%,4.26%,215.8%,41.32%,176.77,$4.3,CHI 2,CHA 1,generated,1
Jamal Murray (37490370),Ayo Dosunmu (37490443),Josh Okogie (37490501),Aaron Gordon (37490534),Jalen Duren (37490422),Coby White (37490424),Patrick Williams (37490553),Victor Wembanyama (37490300),281.15000000000003,271.61,369.96000000000004,49700,0.13%,3.94%,215.6%,39.2%,182.23000000000002,$4.3,CHI 3,DEN 2,generated,1
Damian Lillard (37490328),Ayo Dosunmu (37490443),Ricky Council IV (37490547),Aaron Gordon (37490534),Paul Reed (37490810),Stephon Castle (37490466),Giannis Antetokounmpo (37490296),Kristaps Porzingis (37490396),277.19000000000005,271.83,374.07,50000,0.14%,3.53%,214.2%,35.43%,164.01,$4.3,MIL 2,CHI 1,generated,1
Tyrese Maxey (37490311),Khris Middleton (37490479),Ricky Council IV (37490547),Patrick Williams (37490553),Jalen Duren (37490422),Chris Paul (37490436),Giannis Antetokounmpo (37490296),Paul Reed (37490810),279.42,271.68,379.28999999999996,49700,0.12%,3.88%,210.0%,37.71%,167.03,$4.2,PHI 2,MIL 2,generated,1
Russell Westbrook (37490411),Coby White (37490424),Michael Porter Jr. (37490450),Patrick Williams (37490553),Ivica Zubac (37490374),Chris Paul (37490436),Giannis Antetokounmpo (37490296),Jeremiah Robinson-Earl (37490826),281.78,273.87,375.64000000000004,50000,0.11%,4.08%,209.0%,40.24%,164.32,$4.2,DEN 2,CHI 2,generated,1
Immanuel Quickley (37490406),Kelly Oubre Jr. (37490414),Khris Middleton (37490479),Patrick Williams (37490553),Jalen Duren (37490422),Ayo Dosunmu (37490443),Jaylen Brown (37490360),Nikola Vucevic (37490353),278.7,269.46,367.15000000000003,50000,0.13%,3.61%,207.5%,36.22%,141.0,$4.1,CHI 3,TOR 1,generated,1
