Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
isaiah collier,PG/G/UTIL,UTA,29.59%,0.02%,1.68%,7.04%,8.04%,$1.04
kyle filipowski,C/UTIL,UTA,32.81%,0.01%,1.52%,34.9%,50.04%,$0.58
keyonte george,PG/G/UTIL,UTA,31.68%,0.01%,1.41%,39.21%,51.43%,$0.36
kj martin,PF/F/UTIL,UTA,29.19%,0.01%,1.3%,37.44%,51.78%,$0.11
shai gilgeous-alexander,PG/G/UTIL,OKC,26.91%,0.01%,1.24%,17.0%,25.61%,$-0.06
isaiah hartenstein,C/UTIL,OKC,26.6%,0.01%,1.2%,15.64%,21.59%,$-0.07
zion williamson,PF/SF/F/UTIL,NOP,25.27%,0.01%,1.23%,13.05%,12.77%,$-0.1
brice sensabaugh,PF/SF/F/UTIL,UTA,27.26%,0.01%,1.18%,26.79%,22.97%,$-0.13
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,25.38%,0.01%,1.15%,8.14%,4.23%,$-0.14
jalen williams,PF/SF/F/UTIL,OKC,27.61%,0.01%,1.16%,22.52%,21.11%,$-0.16
micah potter,PF/F/UTIL,UTA,26.07%,0.01%,1.11%,15.48%,15.34%,$-0.25
bam adebayo,C/PF/F/UTIL,MIA,26.17%,0.01%,1.1%,14.82%,12.9%,$-0.26
tyler herro,PG/G/UTIL,MIA,26.01%,0.01%,1.08%,12.29%,15.77%,$-0.29
anthony edwards,SG/G/UTIL,MIN,26.59%,0.01%,1.09%,17.56%,21.02%,$-0.31
johnny juzang,SF/SG/G/F/UTIL,UTA,24.47%,0.01%,1.04%,2.25%,1.2%,$-0.32
aaron wiggins,PF/SF/F/UTIL,OKC,25.43%,0.01%,1.06%,11.45%,9.22%,$-0.33
paolo banchero,PF/F/UTIL,ORL,25.92%,0.01%,1.06%,17.36%,27.47%,$-0.37
stephon castle,PG/SG/G/UTIL,SAS,26.55%,0.01%,1.05%,35.18%,27.98%,$-0.39
nick richards,C/UTIL,PHX,23.94%,0.01%,1.0%,7.4%,9.91%,$-0.41
cole anthony,PG/SG/G/UTIL,ORL,24.74%,0.01%,1.03%,11.16%,7.61%,$-0.41
cason wallace,PG/SG/G/UTIL,OKC,26.14%,0.01%,1.04%,27.35%,19.68%,$-0.42
lebron james,PF/SF/F/UTIL,LAL,26.67%,0.01%,1.02%,27.89%,30.49%,$-0.44
bol bol,PF/F/UTIL,PHX,24.44%,0.01%,0.97%,11.01%,14.68%,$-0.52
kel'el ware,C/UTIL,MIA,23.87%,0.01%,0.95%,7.45%,10.49%,$-0.53
julius randle,C/PF/F/UTIL,MIN,23.72%,0.01%,0.96%,10.27%,7.74%,$-0.54
keldon johnson,PF/SF/F/UTIL,SAS,24.89%,0.01%,0.97%,19.56%,17.2%,$-0.55
jarred vanderbilt,PF/F/UTIL,LAL,25.76%,0.0%,0.98%,0.07%,0.07%,$-0.55
alec burks,PG/SG/G/UTIL,MIA,24.19%,0.01%,0.95%,14.49%,8.87%,$-0.59
franz wagner,SF/F/UTIL,ORL,24.48%,0.01%,0.94%,14.57%,19.31%,$-0.61
kawhi leonard,PF/SF/F/UTIL,LAC,24.74%,0.01%,0.93%,14.94%,13.27%,$-0.62
davion mitchell,PG/SG/G/UTIL,MIA,25.03%,0.01%,0.94%,9.39%,6.36%,$-0.62
jalen brunson,PG/G/UTIL,NYK,23.51%,0.01%,0.9%,6.4%,8.45%,$-0.64
luka doncic,PG/G/UTIL,LAL,23.49%,0.01%,0.93%,14.31%,21.3%,$-0.65
devin vassell,SF/SG/G/F/UTIL,SAS,24.82%,0.01%,0.92%,16.17%,9.11%,$-0.66
gradey dick,SG/G/UTIL,TOR,24.47%,0.0%,0.9%,15.7%,14.97%,$-0.7
alex caruso,SF/SG/G/F/UTIL,OKC,22.92%,0.01%,0.88%,3.01%,1.61%,$-0.71
ivica zubac,C/UTIL,LAC,21.98%,0.01%,0.86%,4.81%,7.18%,$-0.71
haywood highsmith,PF/SF/F/UTIL,MIA,24.11%,0.0%,0.88%,9.95%,7.2%,$-0.74
devin booker,PG/SG/G/UTIL,PHX,24.1%,0.01%,0.87%,12.63%,10.54%,$-0.74
kelly olynyk,C/PF/F/UTIL,NOP,22.0%,0.01%,0.84%,6.1%,4.26%,$-0.75
duncan robinson,SF/SG/G/F/UTIL,MIA,23.76%,0.01%,0.87%,7.88%,4.06%,$-0.76
jaxson hayes,C/UTIL,LAL,23.01%,0.01%,0.82%,8.05%,11.47%,$-0.82
de'aaron fox,PG/SG/G/UTIL,SAS,22.93%,0.01%,0.82%,9.16%,7.22%,$-0.84
josh hart,PF/SF/F/UTIL,NYK,23.58%,0.0%,0.79%,6.0%,5.67%,$-0.87
dalton knecht,SF/SG/G/F/UTIL,LAL,22.25%,0.01%,0.78%,0.19%,0.1%,$-0.9
