Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,WAS,25.15%,0.02%,1.35%,1.64%,3.34%,$0.97
lebron james,PF/F/UTIL,LAL,28.05%,0.01%,1.55%,9.12%,11.23%,$0.7
rudy gobert,C/UTIL,MIN,30.56%,0.01%,1.38%,10.17%,20.21%,$0.46
isaiah hartenstein,C/UTIL,OKC,28.32%,0.01%,1.35%,9.5%,16.3%,$0.35
shai gilgeous-alexander,PG/G/UTIL,OKC,32.92%,0.01%,1.34%,30.74%,35.51%,$0.35
mark williams,C/UTIL,CHA,25.89%,0.01%,1.29%,6.55%,10.23%,$0.19
kj simpson,PG/G/UTIL,CHA,26.03%,0.01%,1.17%,3.54%,4.39%,$0.01
jaxson hayes,C/UTIL,LAL,27.65%,0.01%,1.15%,2.34%,6.15%,$-0.03
mike conley,PG/G/UTIL,MIN,26.57%,0.01%,1.18%,12.83%,18.89%,$-0.12
aaron wiggins,PF/SF/F/UTIL,OKC,28.44%,0.01%,1.18%,41.59%,39.14%,$-0.15
nickeil alexander-walker,SG/G/UTIL,MIN,26.14%,0.01%,1.1%,3.39%,4.47%,$-0.27
isaiah joe,SF/SG/G/F/UTIL,OKC,27.75%,0.01%,1.13%,39.3%,29.23%,$-0.3
naz reid,C/PF/F/UTIL,MIN,28.64%,0.01%,1.11%,48.35%,52.09%,$-0.32
stephon castle,PG/SG/G/UTIL,SAS,27.53%,0.01%,1.12%,28.99%,26.72%,$-0.33
aaron gordon,C/PF/F/UTIL,DEN,28.21%,0.01%,1.11%,45.76%,50.32%,$-0.34
jalen pickett,PG/SG/G/UTIL,DEN,25.11%,0.01%,1.06%,2.79%,1.88%,$-0.35
luka garza,C/UTIL,MIN,24.73%,0.01%,1.0%,1.74%,2.88%,$-0.38
cason wallace,PG/SG/G/UTIL,OKC,27.24%,0.01%,1.09%,30.42%,28.85%,$-0.44
rob dillingham,PG/G/UTIL,MIN,23.8%,0.01%,0.99%,1.85%,2.28%,$-0.48
christian braun,SF/SG/G/F/UTIL,DEN,26.93%,0.01%,1.06%,22.87%,16.23%,$-0.5
jalen brunson,PG/G/UTIL,NYK,26.19%,0.01%,1.03%,16.11%,16.19%,$-0.56
alperen sengun,C/UTIL,HOU,23.22%,0.01%,1.02%,5.43%,7.11%,$-0.56
jarred vanderbilt,PF/F/UTIL,LAL,23.85%,0.01%,0.95%,0.8%,0.75%,$-0.58
nikola jovic,C/PF/F/UTIL,MIA,25.91%,0.01%,1.0%,10.48%,9.07%,$-0.62
keldon johnson,PF/SF/F/UTIL,SAS,25.01%,0.01%,0.99%,17.4%,14.93%,$-0.64
de'aaron fox,PG/G/UTIL,SAC,25.83%,0.01%,0.99%,13.73%,14.35%,$-0.65
josh minott,SF/F/UTIL,MIN,27.16%,0.01%,0.99%,0.08%,0.1%,$-0.65
anthony edwards,PG/SG/G/UTIL,MIN,26.64%,0.01%,0.99%,23.6%,17.14%,$-0.66
michael porter jr.,PF/SF/F/UTIL,DEN,25.78%,0.01%,0.99%,20.46%,16.71%,$-0.66
bam adebayo,C/PF/F/UTIL,MIA,25.73%,0.01%,0.98%,17.65%,13.35%,$-0.67
domantas sabonis,C/UTIL,SAC,24.67%,0.01%,0.94%,9.76%,15.36%,$-0.75
ziaire williams,SF/SG/G/F/UTIL,BKN,25.31%,0.01%,0.96%,21.16%,14.39%,$-0.77
karl-anthony towns,C/UTIL,NYK,23.79%,0.01%,0.95%,11.06%,17.13%,$-0.82
victor wembanyama,C/UTIL,SAS,24.0%,0.01%,0.95%,12.91%,20.12%,$-0.84
keon ellis,SG/G/UTIL,SAC,22.45%,0.01%,0.87%,0.07%,0.08%,$-0.84
luguentz dort,SF/SG/G/F/UTIL,OKC,25.88%,0.0%,0.94%,29.67%,20.61%,$-0.85
terry rozier,PG/SG/G/UTIL,MIA,23.43%,0.01%,0.89%,3.23%,2.43%,$-0.86
devin vassell,SF/SG/G/F/UTIL,SAS,25.41%,0.0%,0.91%,23.11%,14.04%,$-0.88
jamal murray,PG/SG/G/UTIL,DEN,24.73%,0.0%,0.9%,16.08%,11.28%,$-0.89
keegan murray,PF/F/UTIL,SAC,25.38%,0.0%,0.91%,8.54%,11.15%,$-0.9
vasilije micic,PG/G/UTIL,CHA,24.09%,0.01%,0.88%,2.2%,2.48%,$-0.91
nikola jokic,C/UTIL,DEN,24.71%,0.0%,0.9%,22.5%,34.68%,$-0.94
kel'el ware,C/UTIL,MIA,24.41%,0.01%,0.85%,5.57%,10.03%,$-0.96
keon johnson,PG/SG/G/UTIL,BKN,23.08%,0.01%,0.84%,3.9%,3.23%,$-1.02
malik monk,PG/SG/G/UTIL,SAC,24.19%,0.0%,0.84%,16.24%,11.48%,$-1.06
duncan robinson,SG/G/UTIL,MIA,23.76%,0.0%,0.84%,6.39%,7.94%,$-1.08
nic claxton,C/UTIL,BKN,21.44%,0.01%,0.76%,0.64%,1.1%,$-1.09
demar derozan,SF/F/UTIL,SAC,24.25%,0.0%,0.82%,8.93%,8.93%,$-1.11
amen thompson,PG/SF/G/F/UTIL,HOU,24.68%,0.0%,0.81%,12.83%,7.13%,$-1.13
