Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Aaron Wiggins,PF/SF/F/UTIL,OKC,25.76,9.51,4.89%,0.01%,2.63%,0.76%,$-2.81,48
Garrett Temple,SG/G/UTIL,TOR,13.48,5.92,1.65%,0.0%,0.08%,0.1%,$-2.83,48
Josh Green,PF/SF/F/UTIL,CHA,16.430225694444445,4.966366290901221,0.01%,0.0%,0.08%,0.27%,$-2.84,46
Patty Mills,PG/G/UTIL,LAC,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Jaime Jaquez Jr.,PF/SF/F/UTIL,MIA,10.17,6.11,0.0%,0.0%,0.08%,0.1%,$-2.84,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,4.75,3.05,0.0%,0.0%,0.08%,0.1%,$-2.84,48
Jaylin Williams,C/UTIL,OKC,13.03,7.48,0.0%,0.0%,0.08%,0.1%,$-2.84,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,0,0.0,0.0%,0.0%,0.08%,0.05%,$-2.84,48
Derrick White,PG/SG/G/UTIL,BOS,35.53,8.6,2.93%,0.05%,1.65%,3.59%,$-2.85,48
Jusuf Nurkic,C/UTIL,CHA,18.23947916666667,11.081813409893314,4.6%,0.0%,0.12%,6.37%,$-2.86,46
Jrue Holiday,PG/SG/G/UTIL,BOS,24.78,7.04,3.45%,0.01%,1.62%,6.39%,$-2.87,48
Jock Landale,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Grayson Allen,SF/SG/G/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.07%,0.04%,$-2.88,48
David Duke Jr.,SG/G/UTIL,SAS,0,0.0,0.01%,0.0%,0.07%,0.03%,$-2.88,48
Daniel Gafford,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.07%,0.07%,$-2.88,48
Caleb Martin,PF/SF/F/UTIL,DAL,16.04,6.82,6.8%,0.0%,0.06%,0.07%,$-2.88,48
Harrison Ingram,PF/SF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Santi Aldama,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.06%,$-2.88,48
N'Faly Dante,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.07%,0.05%,$-2.88,48
Zyon Pullin,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Blake Wesley,PG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.07%,0.1%,$-2.88,48
Keyonte George,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.07%,0.07%,$-2.88,48
Riley Minix,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Moussa Diabate,C/UTIL,CHA,9.30342013888889,6.310206581380376,0.0%,0.0%,0.07%,0.1%,$-2.88,46
Jaden Springer,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Haywood Highsmith,PF/F/UTIL,MIA,17.36,5.61,0.13%,0.0%,0.07%,0.1%,$-2.88,48
Quentin Grimes,PG/SG/G/UTIL,PHI,29.87,10.9,0.61%,0.0%,5.85%,0.69%,$-2.89,48
Jordan Clarkson,SG/G/UTIL,UTA,26.55,10.99,3.61%,0.0%,0.18%,0.25%,$-2.90,48
Cam Whitmore,SF/SG/G/F/UTIL,HOU,5.14,3.55,0.24%,0.0%,0.13%,0.1%,$-2.91,48
Kelly Oubre Jr.,SF/SG/G/F/UTIL,PHI,26.44,9.57,2.37%,0.0%,1.88%,0.18%,$-2.92,48
Anthony Davis,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,2.76%,0.1%,$-2.93,48
Bismack Biyombo,C/UTIL,SAS,16.79,8.26,5.61%,0.0%,0.21%,0.42%,$-2.94,48
Tyus Jones,PG/G/UTIL,PHX,15.0,7.17,2.09%,0.0%,4.27%,12.09%,$-2.94,48
Jeff Dowtin,PG/G/UTIL,PHI,11.2,6.14,0.0%,0.0%,0.24%,0.1%,$-2.94,48
Dru Smith,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.24%,0.1%,$-2.94,48
Jack McVeigh,SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
John Konchar,SF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.24%,0.1%,$-2.94,48
Damion Baugh,PG/SG/G/UTIL,CHA,3.5817708333333336,2.5708249035253385,0.0%,0.0%,0.06%,0.04%,$-2.94,46
Collin Gillespie,PG/SG/G/UTIL,PHX,12.74,7.13,0.63%,0.0%,0.18%,0.1%,$-2.94,48
Vasilije Micic,PG/SG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
KJ Martin,PF/F/UTIL,UTA,10.09,4.04,0.0%,0.0%,0.06%,0.1%,$-2.94,48
Isaiah Collier,PG/G/UTIL,UTA,28.09,8.82,0.1%,0.0%,0.06%,0.1%,$-2.94,48
Kenrich Williams,C/PF/F/UTIL,OKC,10.46,5.82,0.0%,0.0%,0.06%,0.1%,$-2.94,48
Bol Bol,PF/F/UTIL,PHX,17.31,8.98,1.5%,0.0%,2.55%,3.87%,$-2.95,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.65%,0.08%,$-2.95,48
Kobe Brown,C/PF/F/UTIL,LAC,6.95,4.21,0.09%,0.0%,0.23%,0.1%,$-2.96,48
Terance Mann,PG/SF/G/F/UTIL,ATL,13.335208333333334,6.826319156709326,1.24%,0.0%,0.71%,0.7%,$-2.97,46
Amen Thompson,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.56%,0.08%,$-2.97,48
Norman Powell,SF/SG/G/F/UTIL,LAC,0,0.0,0.0%,0.0%,0.17%,0.07%,$-2.97,48
Amir Coffey,SF/SG/G/F/UTIL,LAC,13.09,5.8,1.62%,0.0%,0.11%,0.1%,$-2.97,48
Jalen Bridges,PF/SF/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.11%,0.03%,$-2.98,48
Keshad Johnson,SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.11%,0.03%,$-2.98,48
Payton Pritchard,PG/SG/G/UTIL,BOS,24.06,8.93,0.07%,0.0%,0.82%,0.85%,$-2.98,48
Brice Sensabaugh,SF/F/UTIL,UTA,5.54,3.68,0.0%,0.0%,0.11%,0.1%,$-2.98,48
Kyrie Irving,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.11%,0.03%,$-2.98,48
PJ Washington,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.11%,0.07%,$-2.98,48
Micah Potter,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.27%,0.1%,$-2.99,48
KJ Simpson,PG/G/UTIL,CHA,3.9858680555555557,2.9700818014213186,0.0%,0.0%,0.27%,0.1%,$-2.99,46
Kyle Anderson,PF/SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.16%,0.1%,$-3.00,48
Ryan Dunn,PF/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.26%,0.1%,$-3.01,48
Sam Hauser,PF/SF/F/UTIL,BOS,13.4,6.24,0.0%,0.0%,0.46%,0.12%,$-3.02,48
Kawhi Leonard,PF/SF/F/UTIL,LAC,0,0.0,0.0%,0.0%,0.45%,0.08%,$-3.03,48
Patrick Baldwin Jr.,PF/F/UTIL,LAC,0,0.0,0.08%,0.0%,0.05%,0.03%,$-3.03,48
Jordan Miller,SF/SG/G/F/UTIL,LAC,8.46,4.87,1.21%,0.0%,0.34%,0.1%,$-3.03,48
Cody Williams,SF/F/UTIL,UTA,10.0,4.79,0.06%,0.0%,0.15%,0.1%,$-3.03,48
Taylor Hendricks,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.03,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,12.61,6.57,0.0%,0.0%,0.05%,0.1%,$-3.03,48
Charles Bassey,C/UTIL,SAS,0,0.0,0.0%,0.0%,0.05%,0.05%,$-3.03,48
Clint Capela,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.05%,0.04%,$-3.03,46
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,14.795468750000001,6.83605712982874,0.0%,0.0%,0.25%,2.75%,$-3.03,46
TyTy Washington Jr.,PG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.03,48
Reed Sheppard,PG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.03,48
Terry Rozier,PG/SG/G/UTIL,MIA,11.28,6.26,0.0%,0.0%,0.05%,0.1%,$-3.03,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,0,0.0,0.0%,0.0%,0.05%,0.08%,$-3.03,48
Jeff Green,C/PF/F/UTIL,HOU,6.93,4.09,0.03%,0.0%,0.29%,0.1%,$-3.05,48
Marvin Bagley III,C/UTIL,MEM,0,0.0,0.0%,0.0%,0.19%,0.1%,$-3.05,48
Nate Williams,PG/SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.19%,0.1%,$-3.05,48
Luke Kornet,C/UTIL,BOS,16.24,8.04,0.0%,0.0%,0.14%,0.1%,$-3.06,48
Isaiah Joe,SG/G/UTIL,OKC,17.4,7.36,0.01%,0.0%,0.14%,0.1%,$-3.06,48
Cam Christie,SG/G/UTIL,LAC,0,0.0,0.01%,0.0%,0.09%,0.03%,$-3.08,48
David Roddy,PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.09%,0.03%,$-3.08,48
Kyle Filipowski,C/UTIL,UTA,17.97,9.49,0.01%,0.0%,0.09%,0.1%,$-3.08,48
Malaki Branham,SF/SG/G/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.13%,0.03%,$-3.11,48
Victor Wembanyama,C/UTIL,SAS,0,0.0,0.0%,0.0%,0.08%,0.03%,$-3.15,48
Sandro Mamukelashvili,C/PF/F/UTIL,SAS,14.75,8.7,0.34%,0.0%,0.08%,0.1%,$-3.15,48
Yuki Kawamura,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.15,48
Jay Huff,C/UTIL,MEM,0,0.0,0.0%,0.0%,0.04%,0.1%,$-3.15,48
Olivier-Maxence Prosper,PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.08%,0.03%,$-3.15,48
Damion Lee,SF/SG/G/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.08%,0.03%,$-3.15,48
Pelle Larsson,SF/SG/G/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.15,48
Lamar Stevens,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.1%,$-3.36,48
Oscar Tshiebwe,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.36,48
Jordan McLaughlin,PG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.36,48
Isaiah Stevens,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.36,48
EJ Harkless,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.36,48
Garrison Mathews,SG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.36,46
