Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jordan hawkins,SG/G/UTIL,NOP,28.94%,0.01%,1.62%,20.94%,32.41%,$1.25
trae young,PG/G/UTIL,ATL,30.77%,0.01%,1.66%,21.09%,22.33%,$1.24
jonas valanciunas,C/UTIL,WAS,24.28%,0.02%,1.49%,4.18%,8.39%,$1.19
larry nance jr.,C/UTIL,ATL,26.2%,0.01%,1.44%,5.85%,16.47%,$0.83
moussa diabate,C/UTIL,CHA,27.33%,0.01%,1.42%,13.04%,37.28%,$0.62
chris boucher,C/PF/F/UTIL,TOR,26.48%,0.01%,1.34%,25.86%,24.41%,$0.36
nikola vucevic,C/UTIL,CHI,23.46%,0.01%,1.19%,5.81%,9.12%,$0.03
jose alvarado,PG/G/UTIL,NOP,24.83%,0.01%,1.21%,19.21%,36.11%,$-0.01
onyeka okongwu,C/UTIL,ATL,22.94%,0.01%,1.14%,5.56%,8.67%,$-0.12
nick smith jr.,SF/SG/G/F/UTIL,CHA,25.25%,0.01%,1.18%,27.81%,17.37%,$-0.14
domantas sabonis,C/UTIL,SAC,24.19%,0.01%,1.15%,7.77%,12.86%,$-0.18
bogdan bogdanovic,SF/SG/G/F/UTIL,ATL,24.36%,0.01%,1.16%,15.85%,9.48%,$-0.19
jaren jackson jr.,C/PF/F/UTIL,MEM,23.52%,0.01%,1.15%,13.65%,8.05%,$-0.2
miles bridges,PF/F/UTIL,CHA,24.3%,0.01%,1.12%,15.62%,12.38%,$-0.27
zach edey,C/UTIL,MEM,23.93%,0.01%,1.12%,8.58%,23.89%,$-0.28
kevin durant,PF/F/UTIL,PHX,24.38%,0.01%,1.14%,15.44%,11.67%,$-0.28
collin sexton,PG/SG/G/UTIL,UTA,22.49%,0.01%,1.08%,4.92%,3.31%,$-0.29
lamelo ball,PG/G/UTIL,CHA,25.2%,0.01%,1.1%,27.81%,27.98%,$-0.37
karl-anthony towns,C/UTIL,NYK,24.48%,0.01%,1.1%,14.84%,25.43%,$-0.38
brandon clarke,C/UTIL,MEM,22.45%,0.01%,1.05%,4.02%,12.49%,$-0.39
zion williamson,PF/F/UTIL,NOP,19.77%,0.01%,1.04%,4.89%,3.54%,$-0.4
paul george,SF/SG/G/F/UTIL,PHI,23.41%,0.01%,1.08%,13.21%,5.94%,$-0.42
zach lavine,SF/SG/G/F/UTIL,CHI,23.35%,0.01%,1.07%,13.91%,6.08%,$-0.46
kelly oubre jr.,SG/G/UTIL,PHI,24.17%,0.01%,1.06%,7.93%,7.77%,$-0.49
jordan poole,PG/SG/G/UTIL,WAS,23.24%,0.01%,1.05%,17.31%,12.37%,$-0.5
jalen brunson,PG/G/UTIL,NYK,21.71%,0.01%,1.0%,4.62%,4.35%,$-0.53
alperen sengun,C/UTIL,HOU,19.41%,0.01%,0.95%,2.49%,3.88%,$-0.53
anthony davis,C/UTIL,LAL,22.25%,0.01%,1.05%,10.66%,10.79%,$-0.54
vit krejci,PG/SF/G/F/UTIL,ATL,23.47%,0.01%,1.03%,15.12%,10.07%,$-0.59
devin booker,PG/SG/G/UTIL,PHX,22.11%,0.01%,1.0%,11.21%,6.88%,$-0.62
josh giddey,PG/G/UTIL,CHI,21.8%,0.01%,0.98%,7.2%,7.93%,$-0.62
jalen duren,C/UTIL,DET,21.69%,0.01%,0.97%,3.8%,6.29%,$-0.63
jakob poeltl,C/UTIL,TOR,22.44%,0.01%,0.99%,7.43%,12.69%,$-0.65
lebron james,PF/F/UTIL,LAL,21.21%,0.01%,0.99%,8.52%,6.3%,$-0.66
tari eason,PF/F/UTIL,HOU,21.55%,0.01%,0.96%,5.14%,4.95%,$-0.68
nick richards,C/UTIL,PHX,21.97%,0.01%,0.97%,6.49%,12.84%,$-0.68
rj barrett,SF/F/UTIL,TOR,22.58%,0.01%,0.99%,15.47%,11.72%,$-0.69
andrew wiggins,PF/SF/F/UTIL,GSW,22.82%,0.01%,0.98%,10.0%,5.24%,$-0.71
demar derozan,SF/F/UTIL,SAC,22.69%,0.01%,0.97%,3.87%,2.91%,$-0.72
ty jerome,PG/G/UTIL,CLE,21.53%,0.01%,0.96%,9.0%,15.14%,$-0.74
alexandre sarr,C/PF/F/UTIL,WAS,22.34%,0.01%,0.96%,12.14%,8.61%,$-0.75
stephen curry,PG/G/UTIL,GSW,20.98%,0.01%,0.93%,6.58%,5.98%,$-0.78
lauri markkanen,PF/SF/F/UTIL,UTA,21.05%,0.01%,0.93%,6.04%,2.92%,$-0.79
ja morant,PG/G/UTIL,MEM,19.23%,0.01%,0.91%,4.46%,4.39%,$-0.8
guerschon yabusele,C/PF/F/UTIL,PHI,22.86%,0.01%,0.94%,8.69%,5.98%,$-0.81
patrick williams,PF/F/UTIL,CHI,22.26%,0.01%,0.93%,7.77%,8.71%,$-0.83
jonathan isaac,C/PF/F/UTIL,ORL,20.61%,0.01%,0.89%,1.83%,1.63%,$-0.87
tyrese maxey,PG/G/UTIL,PHI,21.32%,0.01%,0.92%,6.9%,6.75%,$-0.87
kyle kuzma,PF/F/UTIL,WAS,21.35%,0.01%,0.9%,3.06%,2.6%,$-0.89
brandin podziemski,PG/SG/G/UTIL,GSW,21.56%,0.01%,0.91%,7.6%,7.74%,$-0.92
josh okogie,PF/SF/F/UTIL,CHA,21.64%,0.01%,0.91%,12.76%,9.68%,$-0.95
bilal coulibaly,SF/F/UTIL,WAS,22.19%,0.01%,0.91%,4.16%,3.36%,$-0.95
lonzo ball,PG/G/UTIL,CHI,20.87%,0.01%,0.88%,6.16%,10.03%,$-0.99
garrison mathews,SG/G/UTIL,ATL,21.3%,0.01%,0.89%,7.06%,10.83%,$-1.01
keyonte george,PG/G/UTIL,UTA,20.08%,0.01%,0.83%,1.31%,1.28%,$-1.03
walker kessler,C/UTIL,UTA,20.43%,0.01%,0.83%,3.24%,5.1%,$-1.04
desmond bane,SG/G/UTIL,MEM,19.66%,0.01%,0.83%,3.75%,3.4%,$-1.06
cam whitmore,SF/SG/G/F/UTIL,HOU,19.89%,0.01%,0.84%,3.53%,2.24%,$-1.07
gradey dick,SG/G/UTIL,TOR,21.13%,0.01%,0.86%,7.22%,9.34%,$-1.08
justin edwards,PF/SF/F/UTIL,PHI,21.19%,0.01%,0.85%,1.55%,1.0%,$-1.1
carlton carrington,PG/SG/G/UTIL,WAS,21.61%,0.0%,0.86%,11.73%,11.68%,$-1.11
keegan murray,PF/F/UTIL,SAC,22.39%,0.0%,0.87%,5.83%,5.83%,$-1.11
kyshawn george,PF/SF/F/UTIL,WAS,21.46%,0.0%,0.86%,10.85%,7.78%,$-1.12
dyson daniels,PG/SG/G/UTIL,ATL,21.22%,0.01%,0.83%,3.75%,2.34%,$-1.12
ausar thompson,PF/SF/F/UTIL,DET,20.39%,0.01%,0.83%,5.81%,3.92%,$-1.12
luke kennard,PG/SG/G/UTIL,MEM,20.62%,0.01%,0.84%,6.38%,5.45%,$-1.12
corey kispert,SF/SG/G/F/UTIL,WAS,20.92%,0.01%,0.84%,7.32%,4.76%,$-1.13
scottie barnes,PG/SF/G/F/UTIL,TOR,20.24%,0.01%,0.83%,12.68%,5.87%,$-1.16
malik monk,PG/SG/G/UTIL,SAC,20.74%,0.01%,0.83%,6.52%,4.08%,$-1.16
josh hart,PF/SF/F/UTIL,NYK,21.75%,0.0%,0.83%,8.13%,4.12%,$-1.17
