Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
orlando robinson,C/UTIL,TOR,33.63%,0.01%,1.94%,9.39%,29.05%,$1.93
jusuf nurkic,C/UTIL,CHA,31.51%,0.02%,1.93%,8.02%,24.03%,$1.88
jonas valanciunas,C/UTIL,SAC,32.85%,0.01%,1.75%,13.08%,20.44%,$1.29
ivica zubac,C/UTIL,LAC,29.61%,0.01%,1.42%,3.73%,5.21%,$0.69
ja morant,PG/G/UTIL,MEM,27.87%,0.01%,1.36%,6.07%,5.3%,$0.45
keyonte george,PG/G/UTIL,UTA,27.95%,0.01%,1.31%,2.58%,3.12%,$0.43
scottie barnes,PG/SF/G/F/UTIL,TOR,32.02%,0.01%,1.38%,42.9%,25.91%,$0.4
isaiah joe,SG/G/UTIL,OKC,29.57%,0.01%,1.35%,21.71%,39.4%,$0.26
miles bridges,PF/F/UTIL,CHA,27.5%,0.01%,1.26%,4.61%,2.93%,$0.2
james harden,PG/G/UTIL,LAC,28.08%,0.01%,1.27%,6.89%,4.83%,$0.17
aaron wiggins,PF/SF/F/UTIL,OKC,29.41%,0.01%,1.27%,37.73%,32.71%,$0.05
demar derozan,SF/F/UTIL,SAC,28.09%,0.01%,1.21%,4.44%,3.86%,$0.04
chet holmgren,C/PF/F/UTIL,OKC,29.57%,0.01%,1.25%,28.48%,17.64%,$0.01
adam flagler,PG/G/UTIL,OKC,26.91%,0.01%,1.19%,6.21%,13.69%,$-0.05
immanuel quickley,PG/G/UTIL,TOR,28.51%,0.01%,1.22%,23.25%,28.81%,$-0.1
santi aldama,PF/F/UTIL,MEM,26.82%,0.01%,1.14%,7.03%,5.86%,$-0.19
deni avdija,PF/SF/F/UTIL,POR,27.71%,0.01%,1.17%,12.35%,7.35%,$-0.2
walker kessler,C/UTIL,UTA,27.03%,0.01%,1.03%,1.36%,2.72%,$-0.27
nikola jokic,C/UTIL,DEN,30.19%,0.01%,1.12%,27.76%,17.14%,$-0.28
donovan mitchell,PG/SG/G/UTIL,CLE,23.58%,0.01%,1.03%,2.62%,1.63%,$-0.32
ja'kobe walter,SF/SG/G/F/UTIL,TOR,27.66%,0.01%,1.13%,33.7%,32.08%,$-0.34
keon ellis,PG/SG/G/UTIL,SAC,27.99%,0.01%,1.11%,21.04%,23.99%,$-0.36
isaiah collier,PG/G/UTIL,UTA,26.1%,0.01%,1.04%,1.27%,1.52%,$-0.38
collin sexton,PG/SG/G/UTIL,UTA,23.43%,0.01%,1.0%,1.67%,1.38%,$-0.38
klay thompson,SF/SG/G/F/UTIL,DAL,27.53%,0.01%,1.09%,29.09%,21.19%,$-0.43
lamelo ball,PG/G/UTIL,CHA,25.24%,0.01%,1.05%,7.8%,5.49%,$-0.5
jamal murray,PG/SG/G/UTIL,DEN,26.09%,0.01%,1.0%,5.55%,3.7%,$-0.55
russell westbrook,PG/G/UTIL,DEN,25.64%,0.01%,1.01%,6.95%,8.28%,$-0.56
julius randle,C/PF/F/UTIL,MIN,26.38%,0.01%,1.01%,9.96%,5.8%,$-0.57
darius garland,PG/G/UTIL,CLE,24.01%,0.01%,0.97%,3.1%,3.13%,$-0.61
kawhi leonard,PF/SF/F/UTIL,LAC,27.22%,0.0%,1.01%,33.21%,19.42%,$-0.64
naji marshall,PF/SF/F/UTIL,DAL,25.73%,0.01%,0.99%,16.08%,10.87%,$-0.67
desmond bane,SG/G/UTIL,MEM,24.43%,0.01%,0.94%,3.38%,3.24%,$-0.69
ty jerome,PG/G/UTIL,CLE,23.85%,0.01%,0.93%,2.66%,4.04%,$-0.69
anthony edwards,SG/G/UTIL,MIN,25.43%,0.01%,0.93%,6.17%,4.43%,$-0.77
stephon castle,PG/SG/G/UTIL,SAS,24.25%,0.01%,0.93%,5.71%,4.53%,$-0.77
brandon williams,PG/G/UTIL,DAL,24.88%,0.01%,0.92%,3.54%,6.82%,$-0.8
anfernee simons,PG/SG/G/UTIL,POR,25.25%,0.01%,0.9%,3.77%,2.8%,$-0.81
kevin durant,PF/SF/F/UTIL,PHX,25.38%,0.0%,0.92%,11.09%,4.83%,$-0.85
miles mcbride,PG/SG/G/UTIL,NYK,26.28%,0.0%,0.94%,25.6%,30.35%,$-0.87
kenrich williams,C/PF/F/UTIL,OKC,24.86%,0.01%,0.91%,15.15%,15.52%,$-0.89
vince williams jr.,SF/SG/G/F/UTIL,MEM,24.6%,0.0%,0.9%,16.13%,13.81%,$-0.94
evan mobley,C/PF/F/UTIL,CLE,22.18%,0.01%,0.84%,4.1%,2.18%,$-0.97
