PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Trae Young (37750915),Bradley Beal (37751061),RJ Barrett (37751003),Georges Niang (37751274),Wendell Carter Jr. (37751163),Vince Williams Jr. (37751460),Paolo Banchero (37750942),Jarrett Allen (37751052),281.26,277.36,371.17,49900,0.16%,8.33%,614.0%,62.26%,157.94,$18.4,ATL 2,ORL 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Ausar Thompson (37751085),Georges Niang (37751274),Onyeka Okongwu (37751069),Donovan Mitchell (37750950),Vince Williams Jr. (37751460),Evan Mobley (37750964),275.8,273.92,372.58,50000,0.1%,6.38%,441.7%,54.56%,170.28000000000003,$13.3,ATL 3,CLE 2,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Franz Wagner (37750931),Paolo Banchero (37750942),Onyeka Okongwu (37751069),Vince Williams Jr. (37751460),Kelly Olynyk (37751258),Jarrett Allen (37751052),279.28999999999996,282.77000000000004,374.76,49800,0.12%,6.56%,439.1%,59.86%,208.66,$13.2,ORL 3,TOR 1,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Caris LeVert (37751093),Kelly Olynyk (37751258),Wendell Carter Jr. (37751163),Trae Young (37750915),Vince Williams Jr. (37751460),Cade Cunningham (37750905),279.15999999999997,277.08,374.46999999999997,49800,0.1%,6.66%,416.3%,59.46%,190.05,$12.5,ORL 2,ATL 2,generated,1
Jordan Poole (37750986),Cole Anthony (37751114),Ausar Thompson (37751085),Paolo Banchero (37750942),Onyeka Okongwu (37751069),Trae Young (37750915),Vince Williams Jr. (37751460),Kelly Olynyk (37751258),275.77,273.06,371.92999999999995,49800,0.11%,6.06%,397.7%,54.92%,176.96999999999997,$11.9,ORL 2,ATL 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Zaccharie Risacher (37751214),Paolo Banchero (37750942),Jarrett Allen (37751052),Vince Williams Jr. (37751460),Zion Williamson (37750934),Davion Mitchell (37751323),273.96,273.97,371.08,49900,0.09%,6.32%,392.0%,52.22%,176.82999999999998,$11.8,ATL 2,ORL 2,generated,1
Trae Young (37750915),Vince Williams Jr. (37751460),Zaccharie Risacher (37751214),Georges Niang (37751274),Wendell Carter Jr. (37751163),Donovan Mitchell (37750950),Kyshawn George (37751149),Cade Cunningham (37750905),272.68,266.95,361.80999999999995,49700,0.1%,5.38%,384.0%,50.47%,123.27000000000001,$11.5,ATL 3,MEM 1,generated,1
Donovan Mitchell (37750950),Cole Anthony (37751114),Zion Williamson (37750934),Zaccharie Risacher (37751214),Onyeka Okongwu (37751069),RJ Barrett (37751003),Vince Williams Jr. (37751460),Jarrett Allen (37751052),273.22999999999996,277.24,372.79,49900,0.11%,5.73%,368.9%,51.22%,183.98,$11.1,CLE 2,ATL 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Zaccharie Risacher (37751214),Paolo Banchero (37750942),Jalen Duren (37751019),Vince Williams Jr. (37751460),Evan Mobley (37750964),Davion Mitchell (37751323),275.06,273.7,369.86999999999995,49900,0.07%,6.2%,365.7%,53.39%,173.94,$11.0,ATL 2,ORL 2,generated,1
Davion Mitchell (37751323),Cole Anthony (37751114),Zion Williamson (37750934),Chet Holmgren (37750996),Onyeka Okongwu (37751069),Donovan Mitchell (37750950),Vince Williams Jr. (37751460),Jalen Duren (37751019),266.36,269.43,366.23,50000,0.11%,4.71%,358.8%,43.07%,150.45,$10.8,MIA 1,ORL 1,generated,1
Cade Cunningham (37750905),Dyson Daniels (37751029),Vince Williams Jr. (37751460),Brandon Clarke (37751291),Onyeka Okongwu (37751069),Cole Anthony (37751114),Santi Aldama (37751160),Trae Young (37750915),273.68,268.69,368.03999999999996,49900,0.08%,5.39%,357.2%,51.69%,161.2,$10.7,ATL 3,MEM 3,generated,1
Anthony Edwards (37750911),Cole Anthony (37751114),Zaccharie Risacher (37751214),Paolo Banchero (37750942),Onyeka Okongwu (37751069),Dyson Daniels (37751029),Santi Aldama (37751160),Wendell Carter Jr. (37751163),277.53000000000003,277.83,366.09,50000,0.08%,5.33%,345.7%,57.46%,176.65,$10.4,ORL 3,ATL 3,generated,1
Trae Young (37750915),Cole Anthony (37751114),Ausar Thompson (37751085),Tobias Harris (37751066),Onyeka Okongwu (37751069),Vince Williams Jr. (37751460),Evan Mobley (37750964),Jarrett Allen (37751052),275.59,273.78000000000003,370.87,50000,0.07%,5.69%,342.2%,54.33%,165.53,$10.3,ATL 2,DET 2,generated,1
