PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Collin Sexton (38047052),Jared Rhoden (38047408),Naji Marshall (38046946),Miles Bridges (38046903),Ivica Zubac (38046915),Ja Morant (38046871),Chris Boucher (38047411),Mason Plumlee (38047398),299.87,291.82,396.18999999999994,49300,0.36%,10.81%,1057.1%,63.56%,161.92000000000002,$31.7,TOR 2,UTA 1,generated,1
Trae Young (38046855),Jared Rhoden (38047408),Jamison Battle (38047427),Chris Boucher (38047411),Ivica Zubac (38046915),Stephon Castle (38047022),John Collins (38046999),Miles Bridges (38046903),292.16,282.48,392.59,49600,0.23%,7.96%,729.7%,53.98%,142.96,$21.9,TOR 3,ATL 1,generated,1
Ja Morant (38046871),Lonnie Walker IV (38047216),Keldon Johnson (38047130),Chris Boucher (38047411),Onyeka Okongwu (38046977),Collin Sexton (38047052),Naji Marshall (38046946),Ivica Zubac (38046915),294.83,291.48,391.64000000000004,50000,0.19%,8.11%,655.1%,57.63%,150.51999999999998,$19.7,MEM 1,PHI 1,generated,1
Trae Young (38046855),Jared Rhoden (38047408),Jayson Tatum (38046844),Chris Boucher (38047411),Mark Williams (38046950),Vince Williams Jr. (38047307),Naji Marshall (38046946),AJ Lawson (38047276),296.06,292.87,394.13000000000005,49900,0.19%,8.11%,637.7%,59.52%,192.39999999999998,$19.1,TOR 3,ATL 1,generated,1
Trae Young (38046855),Jared Rhoden (38047408),Jamison Battle (38047427),Chris Boucher (38047411),Alperen Sengun (38046862),Lonnie Walker IV (38047216),Naji Marshall (38046946),Ivica Zubac (38046915),296.25,292.67999999999995,391.57,49600,0.16%,8.49%,621.0%,59.09%,189.82,$18.6,TOR 3,ATL 1,generated,1
Trae Young (38046855),AJ Lawson (38047276),Klay Thompson (38047011),Chris Boucher (38047411),Brandon Clarke (38047251),Stephon Castle (38047022),John Collins (38046999),Ja Morant (38046871),286.66999999999996,279.44,391.80999999999995,50000,0.18%,6.5%,589.8%,47.43%,122.06,$17.7,TOR 2,MEM 2,generated,1
Collin Sexton (38047052),AJ Lawson (38047276),Devin Vassell (38047029),Chris Boucher (38047411),Jakob Poeltl (38047034),Desmond Bane (38046917),John Collins (38046999),Alperen Sengun (38046862),288.81000000000006,286.95000000000005,390.38,49500,0.18%,6.12%,536.6%,49.88%,142.24,$16.1,TOR 3,UTA 2,generated,1
Trae Young (38046855),Collin Sexton (38047052),Keldon Johnson (38047130),Jayson Tatum (38046844),Andre Drummond (38047063),Jamal Shead (38047196),Chris Boucher (38047411),Tari Eason (38047036),286.51,280.91999999999996,390.3,49800,0.18%,5.56%,525.7%,47.17%,140.12,$15.8,TOR 2,ATL 1,generated,1
Jamal Shead (38047196),Jared Rhoden (38047408),Jayson Tatum (38046844),Chris Boucher (38047411),Alperen Sengun (38046862),AJ Lawson (38047276),Naji Marshall (38046946),Walker Kessler (38046960),299.01,298.38,391.18,50000,0.13%,7.93%,517.9%,64.2%,213.84,$15.5,TOR 4,BOS 1,generated,1
Jamal Shead (38047196),Lonnie Walker IV (38047216),Naji Marshall (38046946),Chris Boucher (38047411),Orlando Robinson (38047267),Ja Morant (38046871),John Collins (38046999),James Harden (38046852),295.01,294.99,392.36,49600,0.13%,7.41%,516.6%,58.45%,188.64999999999998,$15.5,TOR 3,PHI 1,generated,1
Jamal Shead (38047196),Devin Vassell (38047029),Naji Marshall (38046946),Chris Boucher (38047411),Ivica Zubac (38046915),Trae Young (38046855),Vince Williams Jr. (38047307),John Collins (38046999),297.53999999999996,292.51000000000005,393.29,50000,0.14%,7.98%,511.0%,61.67%,171.03,$15.3,TOR 2,SAS 1,generated,1
