Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
daniel gafford,C/UTIL,DAL,26.94%,0.02%,1.51%,5.48%,11.54%,$0.78
drew eubanks,C/UTIL,UTA,29.18%,0.01%,1.49%,16.55%,46.22%,$0.55
nikola jokic,C/UTIL,DEN,26.67%,0.01%,1.48%,9.98%,33.63%,$0.4
wendell carter jr.,C/UTIL,ORL,28.39%,0.01%,1.39%,15.74%,41.05%,$0.36
keyonte george,PG/G/UTIL,UTA,27.12%,0.01%,1.36%,10.4%,10.21%,$0.34
shai gilgeous-alexander,PG/G/UTIL,OKC,29.05%,0.01%,1.41%,23.19%,26.96%,$0.33
mike conley,PG/G/UTIL,MIN,27.78%,0.01%,1.37%,19.9%,20.86%,$0.28
kyle filipowski,C/PF/F/UTIL,UTA,26.56%,0.01%,1.23%,23.67%,18.71%,$-0.0
collin sexton,PG/SG/G/UTIL,UTA,21.92%,0.01%,1.08%,2.95%,2.04%,$-0.12
jalen brunson,PG/G/UTIL,NYK,24.85%,0.01%,1.14%,9.3%,8.86%,$-0.18
jakob poeltl,C/UTIL,TOR,24.93%,0.01%,1.11%,8.14%,18.17%,$-0.18
jalen williams,PF/F/UTIL,OKC,25.19%,0.01%,1.14%,15.37%,15.95%,$-0.19
anthony edwards,SG/G/UTIL,MIN,24.35%,0.01%,1.09%,6.44%,6.03%,$-0.22
duncan robinson,SG/G/UTIL,MIA,24.9%,0.01%,1.11%,12.71%,11.44%,$-0.26
brice sensabaugh,PF/SF/F/UTIL,UTA,25.04%,0.01%,1.11%,20.85%,12.46%,$-0.27
rj barrett,SF/F/UTIL,TOR,23.88%,0.01%,1.07%,8.68%,7.99%,$-0.28
gradey dick,SG/G/UTIL,TOR,24.8%,0.01%,1.1%,10.4%,9.97%,$-0.28
chris boucher,C/PF/F/UTIL,TOR,23.58%,0.01%,1.07%,10.23%,7.26%,$-0.28
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,25.57%,0.01%,1.1%,33.21%,16.26%,$-0.29
mark williams,C/UTIL,CHA,25.01%,0.01%,1.08%,22.35%,58.67%,$-0.31
miles bridges,PF/F/UTIL,CHA,26.11%,0.01%,1.08%,30.91%,33.96%,$-0.32
cody martin,SF/SG/G/F/UTIL,CHA,25.5%,0.01%,1.08%,33.42%,17.68%,$-0.33
russell westbrook,PG/G/UTIL,DEN,24.0%,0.01%,1.04%,7.91%,7.98%,$-0.35
cole anthony,PG/SG/G/UTIL,ORL,23.33%,0.01%,1.04%,8.42%,5.24%,$-0.35
jaylen brown,SF/SG/G/F/UTIL,BOS,24.01%,0.01%,1.03%,8.22%,4.6%,$-0.37
jayson tatum,PF/SF/F/UTIL,BOS,24.25%,0.01%,1.04%,14.98%,11.13%,$-0.41
karl-anthony towns,C/UTIL,NYK,21.23%,0.01%,1.0%,3.33%,7.47%,$-0.41
naz reid,C/PF/F/UTIL,MIN,23.2%,0.01%,1.01%,8.69%,5.98%,$-0.41
julius randle,C/PF/F/UTIL,MIN,22.14%,0.01%,0.98%,3.79%,2.71%,$-0.43
isaiah joe,SF/SG/G/F/UTIL,OKC,23.76%,0.01%,1.0%,14.81%,6.66%,$-0.48
khris middleton,SF/SG/G/F/UTIL,MIL,23.04%,0.01%,0.98%,11.16%,5.21%,$-0.51
jonathan isaac,C/PF/F/UTIL,ORL,22.33%,0.01%,0.95%,4.45%,3.13%,$-0.52
jaylin williams,C/UTIL,OKC,23.09%,0.01%,0.96%,7.53%,19.09%,$-0.52
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.14%,0.01%,0.97%,31.19%,34.42%,$-0.55
jaden mcdaniels,SF/F/UTIL,MIN,23.82%,0.01%,0.96%,11.35%,10.38%,$-0.57
luguentz dort,SF/SG/G/F/UTIL,OKC,24.05%,0.01%,0.97%,23.95%,11.72%,$-0.58
scottie barnes,PG/SF/G/F/UTIL,TOR,22.88%,0.01%,0.94%,15.11%,8.65%,$-0.59
quentin grimes,SF/SG/G/F/UTIL,DAL,22.78%,0.01%,0.93%,7.61%,3.37%,$-0.61
kristaps porzingis,C/UTIL,BOS,20.21%,0.01%,0.86%,1.72%,3.94%,$-0.61
daniel theis,C/UTIL,NOP,23.38%,0.01%,0.92%,6.55%,10.79%,$-0.62
paolo banchero,PF/F/UTIL,ORL,19.12%,0.01%,0.88%,2.8%,2.9%,$-0.62
coby white,PG/SG/G/UTIL,CHI,23.58%,0.01%,0.93%,13.06%,8.72%,$-0.63
lamelo ball,PG/G/UTIL,CHA,24.01%,0.01%,0.9%,26.89%,33.18%,$-0.68
josh giddey,PG/G/UTIL,CHI,20.98%,0.01%,0.88%,3.55%,3.8%,$-0.69
jamal murray,PG/SG/G/UTIL,DEN,22.56%,0.01%,0.88%,8.8%,5.75%,$-0.7
anthony black,PG/G/UTIL,ORL,21.65%,0.01%,0.88%,1.42%,1.4%,$-0.7
rudy gobert,C/UTIL,MIN,22.16%,0.01%,0.84%,2.71%,5.7%,$-0.75
cason wallace,PG/SG/G/UTIL,OKC,22.94%,0.01%,0.86%,8.49%,5.34%,$-0.78
nick smith jr.,SG/G/UTIL,CHA,22.67%,0.01%,0.84%,0.26%,0.24%,$-0.79
damian lillard,PG/G/UTIL,MIL,21.26%,0.01%,0.82%,5.56%,5.65%,$-0.81
jrue holiday,PG/SG/G/UTIL,BOS,22.5%,0.01%,0.85%,8.26%,5.03%,$-0.82
dejounte murray,PG/G/UTIL,NOP,21.18%,0.01%,0.82%,5.68%,5.41%,$-0.82
zach lavine,SF/SG/G/F/UTIL,CHI,21.28%,0.01%,0.83%,7.2%,4.02%,$-0.83
bobby portis,C/PF/F/UTIL,MIL,20.8%,0.01%,0.82%,12.09%,8.82%,$-0.87
naji marshall,PF/SF/F/UTIL,DAL,21.48%,0.01%,0.81%,6.21%,3.54%,$-0.88
sam hauser,PF/SF/F/UTIL,BOS,22.33%,0.01%,0.81%,0.24%,0.14%,$-0.88
mikal bridges,SF/SG/G/F/UTIL,NYK,23.18%,0.0%,0.81%,9.16%,3.95%,$-0.9
aj green,PG/SG/G/UTIL,MIL,22.06%,0.01%,0.82%,2.86%,1.87%,$-0.9
nikola vucevic,C/UTIL,CHI,20.26%,0.01%,0.76%,3.57%,8.41%,$-0.91
tyler herro,PG/SG/G/UTIL,MIA,21.33%,0.01%,0.77%,7.68%,5.18%,$-0.92
nikola jovic,C/PF/F/UTIL,MIA,21.04%,0.01%,0.78%,3.68%,2.66%,$-0.92
og anunoby,PF/SF/F/UTIL,NYK,22.68%,0.0%,0.8%,12.2%,7.02%,$-0.93
