Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,SAC,24.49%,0.02%,1.42%,3.13%,3.61%,$0.6
jonathan kuminga,PF/F/UTIL,GSW,26.93%,0.01%,1.44%,6.76%,7.1%,$0.52
stephen curry,PG/G/UTIL,GSW,27.36%,0.01%,1.39%,6.13%,7.47%,$0.36
nic claxton,C/UTIL,BKN,26.87%,0.01%,1.35%,8.49%,13.2%,$0.25
josh giddey,PG/SF/G/F/UTIL,CHI,27.85%,0.01%,1.33%,12.55%,8.97%,$0.18
nikola vucevic,C/UTIL,CHI,28.0%,0.01%,1.3%,9.44%,9.51%,$0.14
jordan goodwin,SF/SG/G/F/UTIL,LAL,29.28%,0.01%,1.26%,61.73%,66.37%,$0.1
karl-anthony towns,C/UTIL,NYK,30.47%,0.01%,1.26%,28.25%,38.16%,$0.07
d'angelo russell,PG/G/UTIL,BKN,27.28%,0.01%,1.25%,15.19%,22.06%,$0.03
pascal siakam,PF/F/UTIL,IND,27.15%,0.01%,1.23%,9.88%,9.7%,$-0.01
markieff morris,C/PF/F/UTIL,LAL,26.96%,0.01%,1.14%,47.96%,40.38%,$-0.18
giannis antetokounmpo,C/PF/F/UTIL,MIL,30.11%,0.01%,1.08%,40.17%,26.55%,$-0.18
damian lillard,PG/G/UTIL,MIL,26.88%,0.01%,1.12%,8.63%,11.29%,$-0.19
immanuel quickley,PG/G/UTIL,TOR,24.99%,0.01%,1.08%,6.41%,7.1%,$-0.24
scottie barnes,PG/SF/G/F/UTIL,TOR,24.13%,0.01%,1.11%,9.18%,6.21%,$-0.27
demar derozan,SF/F/UTIL,SAC,26.18%,0.01%,1.06%,6.09%,7.08%,$-0.29
shake milton,PG/G/UTIL,LAL,26.12%,0.01%,1.07%,33.11%,55.61%,$-0.31
miles bridges,PF/F/UTIL,CHA,24.78%,0.01%,1.06%,8.51%,8.17%,$-0.37
dalton knecht,SF/SG/G/F/UTIL,LAL,26.34%,0.01%,1.03%,55.18%,55.67%,$-0.39
josh hart,PF/SF/F/UTIL,NYK,26.81%,0.01%,1.01%,29.78%,22.82%,$-0.42
