Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
chris boucher,PF/F/UTIL,TOR,32.66%,0.02%,1.83%,24.11%,38.39%,$1.21
ivica zubac,C/UTIL,LAC,28.75%,0.01%,1.46%,8.8%,8.84%,$0.51
ja morant,PG/G/UTIL,MEM,26.64%,0.02%,1.46%,9.29%,7.19%,$0.47
zach edey,C/UTIL,MEM,27.04%,0.01%,1.37%,4.1%,7.63%,$0.41
andre drummond,C/UTIL,PHI,25.64%,0.02%,1.36%,4.47%,7.67%,$0.4
aj lawson,SG/G/UTIL,TOR,28.4%,0.01%,1.39%,20.56%,40.7%,$0.33
jared rhoden,SG/G/UTIL,TOR,28.52%,0.01%,1.38%,19.55%,40.43%,$0.33
collin sexton,PG/SG/G/UTIL,UTA,28.0%,0.01%,1.35%,19.04%,16.44%,$0.25
jakob poeltl,C/UTIL,TOR,23.95%,0.02%,1.26%,3.62%,4.95%,$0.22
trae young,PG/G/UTIL,ATL,25.21%,0.01%,1.33%,9.85%,6.39%,$0.21
brandon clarke,C/UTIL,MEM,25.38%,0.01%,1.23%,2.47%,5.62%,$0.13
jamal shead,PG/G/UTIL,TOR,28.05%,0.01%,1.29%,25.74%,44.78%,$0.12
orlando robinson,C/UTIL,TOR,26.4%,0.01%,1.25%,5.27%,12.86%,$0.11
onyeka okongwu,C/UTIL,ATL,26.63%,0.01%,1.26%,7.26%,8.77%,$0.09
jamison battle,SF/F/UTIL,TOR,26.28%,0.01%,1.23%,14.77%,20.96%,$0.01
mason plumlee,C/UTIL,PHX,26.51%,0.01%,1.2%,7.07%,17.23%,$-0.01
miles bridges,PF/F/UTIL,CHA,25.0%,0.01%,1.2%,10.65%,7.47%,$-0.02
alperen sengun,C/UTIL,HOU,25.06%,0.01%,1.17%,12.22%,11.53%,$-0.16
naji marshall,PF/SF/F/UTIL,DAL,26.81%,0.01%,1.15%,43.46%,25.93%,$-0.18
desmond bane,SG/G/UTIL,MEM,24.35%,0.01%,1.11%,8.97%,7.47%,$-0.21
john collins,C/PF/F/UTIL,UTA,25.92%,0.01%,1.12%,25.33%,15.51%,$-0.23
james harden,PG/G/UTIL,LAC,24.79%,0.01%,1.12%,11.67%,6.64%,$-0.24
mark williams,C/UTIL,CHA,23.22%,0.01%,1.1%,6.8%,7.51%,$-0.25
stephon castle,PG/SG/G/UTIL,SAS,23.24%,0.01%,1.06%,6.8%,4.97%,$-0.28
vince williams jr.,SF/SG/G/F/UTIL,MEM,25.13%,0.01%,1.07%,29.73%,23.94%,$-0.35
brandon williams,PG/G/UTIL,DAL,23.6%,0.01%,1.02%,6.87%,11.12%,$-0.38
lonnie walker iv,SG/G/UTIL,PHI,24.69%,0.01%,1.03%,20.53%,37.35%,$-0.41
kessler edwards,C/PF/F/UTIL,DAL,25.0%,0.01%,1.02%,12.84%,11.11%,$-0.43
walker kessler,C/UTIL,UTA,23.11%,0.01%,1.0%,2.64%,2.97%,$-0.43
