PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jared Butler (38027702),Lonnie Walker IV (38027834),Naji Marshall (38027277),Brandon Clarke (38027650),Onyeka Okongwu (38027263),Brandon Williams (38027573),Pascal Siakam (38027194),Shai Gilgeous-Alexander (38027111),304.43,293.18999999999994,403.03,49100,0.21%,9.96%,849.6%,66.79%,159.26,$34.0,PHI 2,DAL 2,generated,1
Jared Butler (38027702),Lonnie Walker IV (38027834),Cameron Johnson (38027351),Naji Marshall (38027277),Nick Richards (38027533),Brandon Williams (38027573),RJ Barrett (38027215),Nikola Jokic (38027106),301.5,294.28999999999996,400.07,49700,0.17%,8.72%,717.3%,63.47%,155.81999999999996,$28.7,PHI 2,DAL 2,generated,1
Immanuel Quickley (38027294),Lonnie Walker IV (38027834),Jayson Tatum (38027114),Ricky Council IV (38028162),Onyeka Okongwu (38027263),Brandon Williams (38027573),Jaylen Brown (38027189),Naji Marshall (38027277),301.37,291.15999999999997,398.30000000000007,49800,0.18%,8.4%,691.6%,63.19%,138.03,$27.7,PHI 2,BOS 2,generated,1
Josh Giddey (38027174),Lonnie Walker IV (38027834),Jaylen Brown (38027189),Ricky Council IV (38028162),Orlando Robinson (38027790),Brandon Williams (38027573),Naji Marshall (38027277),Shai Gilgeous-Alexander (38027111),303.14,294.28,398.24,49400,0.14%,9.14%,680.3%,65.63%,156.01,$27.2,PHI 2,DAL 2,generated,1
Jordan Poole (38027249),Lonnie Walker IV (38027834),Scottie Barnes (38027184),Naji Marshall (38027277),Nick Richards (38027533),Brandon Williams (38027573),Vince Williams Jr. (38027756),Shai Gilgeous-Alexander (38027111),297.57000000000005,290.94999999999993,397.54,50000,0.17%,7.86%,673.4%,58.36%,143.51,$26.9,DAL 2,WAS 1,generated,1
Trae Young (38027126),Lonnie Walker IV (38027834),RJ Barrett (38027215),Chet Holmgren (38027230),Onyeka Okongwu (38027263),Jared Butler (38027702),Naji Marshall (38027277),Kevin Huerter (38027677),301.03,291.54,399.08,49700,0.16%,8.43%,667.2%,62.85%,137.28999999999996,$26.7,ATL 2,PHI 2,generated,1
Jared Butler (38027702),Lonnie Walker IV (38027834),Ricky Council IV (38028162),Chet Holmgren (38027230),Adem Bona (38027876),Josh Giddey (38027174),Naji Marshall (38027277),Nikola Jokic (38027106),306.17,295.33,402.86000000000007,49500,0.13%,9.57%,640.3%,70.19%,158.86999999999998,$25.6,PHI 4,OKC 1,generated,1
Jared Butler (38027702),Lonnie Walker IV (38027834),Vince Williams Jr. (38027756),Jayson Tatum (38027114),Adem Bona (38027876),Brandon Williams (38027573),Naji Marshall (38027277),Nikola Jokic (38027106),305.31,295.8,404.6000000000001,49300,0.1%,9.63%,636.6%,68.3%,183.32,$25.5,PHI 3,DAL 2,generated,1
Stephon Castle (38027318),Jared Butler (38027702),Vince Williams Jr. (38027756),Cameron Johnson (38027351),Onyeka Okongwu (38027263),Lonnie Walker IV (38027834),Naji Marshall (38027277),Nikola Jokic (38027106),301.65000000000003,293.84000000000003,399.52000000000004,50000,0.14%,8.61%,634.4%,64.02%,148.18,$25.4,PHI 2,SAS 1,generated,1
Trae Young (38027126),Lonnie Walker IV (38027834),Scottie Barnes (38027184),Jayson Tatum (38027114),Orlando Robinson (38027790),Brandon Williams (38027573),Vince Williams Jr. (38027756),Russell Westbrook (38027394),295.81,290.24,397.61,49600,0.13%,7.18%,564.9%,55.78%,160.20999999999998,$22.6,TOR 2,ATL 1,generated,1
