PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Scotty Pippen Jr. (38084268),Cason Wallace (38084201),Jaime Jaquez Jr. (38084296),Justin Champagnie (38084078),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Trey Murphy III (38083947),Nikola Jokic (38083858),295.53000000000003,288.69,391.51,49800,0.13%,7.81%,564.4%,54.38%,201.45999999999998,$16.9,OKC 2,DEN 2,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Kenrich Williams (38084292),Jabari Smith Jr. (38084102),Stephon Castle (38084005),Giannis Antetokounmpo (38083860),Nikola Jokic (38083858),296.31,290.05,401.84999999999997,50000,0.13%,7.25%,514.6%,55.14%,224.64,$15.4,MEM 1,NOP 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Justin Champagnie (38084078),Jabari Smith Jr. (38084102),Mo Bamba (38084375),Stephon Castle (38084005),Giannis Antetokounmpo (38083860),Scotty Pippen Jr. (38084268),296.44,286.35,398.59999999999997,50000,0.12%,6.94%,470.3%,55.53%,197.42000000000002,$14.1,NOP 2,OKC 1,generated,1
Shai Gilgeous-Alexander (38083864),Cason Wallace (38084201),Devin Vassell (38083987),Jaime Jaquez Jr. (38084296),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Justin Champagnie (38084078),Stephon Castle (38084005),299.71000000000004,288.96,391.52,49900,0.11%,7.42%,441.4%,59.75%,204.26,$13.2,OKC 3,SAS 2,generated,1
Cason Wallace (38084201),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Kenrich Williams (38084292),Steven Adams (38084373),Russell Westbrook (38084014),Giannis Antetokounmpo (38083860),Shai Gilgeous-Alexander (38083864),299.06,290.35,400.5,50000,0.09%,6.6%,417.2%,59.44%,221.95,$12.5,OKC 3,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Trey Murphy III (38083947),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Russell Westbrook (38084014),Jabari Smith Jr. (38084102),Blake Wesley (38084468),296.28000000000003,289.55,388.65000000000003,49900,0.08%,6.77%,394.4%,55.02%,212.51999999999998,$11.8,NOP 2,HOU 2,generated,1
Scotty Pippen Jr. (38084268),Cason Wallace (38084201),Trey Murphy III (38083947),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Blake Wesley (38084468),Justin Champagnie (38084078),Nikola Jokic (38083858),289.26,283.36999999999995,385.2,49800,0.1%,5.74%,388.8%,47.15%,169.67000000000002,$11.7,MEM 1,OKC 1,generated,1
Jordan Hawkins (38084276),Stephon Castle (38084005),Kevin Huerter (38084121),Justin Champagnie (38084078),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Trey Murphy III (38083947),Alperen Sengun (38083870),295.34999999999997,287.73,385.06,50000,0.08%,6.08%,387.6%,53.76%,198.05,$11.6,NOP 2,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Kenrich Williams (38084292),Alperen Sengun (38083870),Russell Westbrook (38084014),Marcus Smart (38084223),Tre Jones (38084046),295.46000000000004,291.55,390.88,50000,0.09%,6.16%,384.6%,54.02%,239.76000000000002,$11.5,OKC 2,SAS 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Isaiah Hartenstein (38083966),Blake Wesley (38084468),Kevin Huerter (38084121),Alperen Sengun (38083870),295.11,287.32,397.23,49800,0.07%,5.98%,359.5%,53.86%,201.45999999999998,$10.8,SAS 2,MEM 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Keldon Johnson (38084146),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Scotty Pippen Jr. (38084268),Kelly Olynyk (38084082),Nikola Jokic (38083858),286.48,280.90000000000003,388.69999999999993,49800,0.08%,5.51%,358.8%,44.3%,174.17,$10.8,NOP 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Russell Westbrook (38084014),Justin Champagnie (38084078),Stephon Castle (38084005),298.75,293.77,399.33,49800,0.08%,6.12%,343.9%,58.86%,259.78999999999996,$10.3,MEM 1,NOP 1,generated,1
