Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,SAC,24.66%,0.01%,1.4%,3.19%,3.75%,$0.49
jonathan kuminga,PF/F/UTIL,GSW,26.43%,0.01%,1.39%,7.58%,8.1%,$0.34
stephen curry,PG/G/UTIL,GSW,27.82%,0.01%,1.39%,6.51%,7.85%,$0.34
josh giddey,PG/SF/G/F/UTIL,CHI,27.94%,0.01%,1.37%,10.05%,7.03%,$0.25
quinten post,C/UTIL,GSW,24.97%,0.01%,1.19%,0.11%,0.15%,$0.23
nic claxton,C/UTIL,BKN,27.0%,0.01%,1.34%,8.29%,12.57%,$0.22
jordan goodwin,SF/SG/G/F/UTIL,LAL,29.15%,0.01%,1.26%,62.19%,66.75%,$0.08
nikola vucevic,C/UTIL,CHI,27.24%,0.01%,1.27%,9.33%,9.48%,$0.07
karl-anthony towns,C/UTIL,NYK,30.18%,0.01%,1.26%,27.8%,37.44%,$0.06
d'angelo russell,PG/G/UTIL,BKN,26.96%,0.01%,1.25%,13.84%,20.43%,$0.02
markieff morris,C/PF/F/UTIL,LAL,27.6%,0.01%,1.2%,44.36%,35.78%,$-0.06
miles bridges,PF/F/UTIL,CHA,26.48%,0.01%,1.19%,10.61%,10.92%,$-0.12
giannis antetokounmpo,C/PF/F/UTIL,MIL,30.28%,0.01%,1.1%,39.51%,26.85%,$-0.15
immanuel quickley,PG/G/UTIL,TOR,25.13%,0.01%,1.1%,5.41%,6.02%,$-0.18
pascal siakam,PF/F/UTIL,IND,25.98%,0.01%,1.14%,9.45%,9.32%,$-0.18
scottie barnes,PG/SF/G/F/UTIL,TOR,24.03%,0.01%,1.11%,8.87%,6.29%,$-0.28
shake milton,PG/G/UTIL,LAL,26.4%,0.01%,1.08%,35.01%,56.19%,$-0.3
day'ron sharpe,C/UTIL,BKN,22.4%,0.01%,1.04%,4.96%,8.59%,$-0.31
damian lillard,PG/G/UTIL,MIL,25.93%,0.01%,1.06%,9.83%,13.53%,$-0.35
jakob poeltl,C/UTIL,TOR,23.03%,0.01%,1.01%,3.36%,4.98%,$-0.37
dalton knecht,SF/SG/G/F/UTIL,LAL,26.47%,0.01%,1.04%,57.42%,59.79%,$-0.38
demar derozan,SF/F/UTIL,SAC,25.67%,0.01%,1.02%,6.62%,8.42%,$-0.4
josh hart,PF/SF/F/UTIL,NYK,26.67%,0.01%,1.01%,29.31%,22.9%,$-0.42
lamelo ball,PG/G/UTIL,CHA,25.0%,0.01%,1.04%,12.64%,15.96%,$-0.42
malik monk,PG/SG/G/UTIL,SAC,26.82%,0.01%,1.0%,24.11%,23.23%,$-0.43
zach collins,C/UTIL,CHI,25.78%,0.01%,0.85%,0.02%,0.02%,$-0.43
gabe vincent,PG/SG/G/UTIL,LAL,25.75%,0.01%,0.98%,42.41%,52.34%,$-0.5
brandin podziemski,PG/SG/G/UTIL,GSW,25.23%,0.01%,0.98%,6.59%,6.58%,$-0.5
ziaire williams,SF/SG/G/F/UTIL,BKN,25.07%,0.01%,0.98%,27.44%,22.92%,$-0.52
mark williams,C/UTIL,CHA,20.35%,0.01%,0.9%,1.68%,2.46%,$-0.52
bennedict mathurin,SF/SG/G/F/UTIL,IND,25.02%,0.01%,0.97%,24.83%,20.84%,$-0.54
kevin porter jr.,PG/G/UTIL,MIL,23.59%,0.01%,0.88%,1.47%,2.31%,$-0.57
christian koloko,C/UTIL,LAL,23.41%,0.01%,0.9%,4.5%,7.94%,$-0.61
miles mcbride,PG/SG/G/UTIL,NYK,25.89%,0.0%,0.91%,13.83%,14.34%,$-0.66
draymond green,C/PF/F/UTIL,GSW,24.21%,0.01%,0.9%,12.32%,7.96%,$-0.68
trendon watford,C/PF/F/UTIL,BKN,21.65%,0.01%,0.83%,1.45%,1.06%,$-0.69
og anunoby,PF/SF/F/UTIL,NYK,25.35%,0.0%,0.86%,12.44%,7.84%,$-0.75
jimmy butler,PF/SF/F/UTIL,GSW,22.94%,0.01%,0.84%,9.46%,6.84%,$-0.78
mikal bridges,SF/SG/G/F/UTIL,NYK,24.65%,0.0%,0.83%,15.81%,11.99%,$-0.81
t.j. mcconnell,PG/G/UTIL,IND,21.47%,0.01%,0.8%,1.92%,2.81%,$-0.81
bronny james,PG/SG/G/UTIL,LAL,22.09%,0.01%,0.82%,6.32%,6.53%,$-0.83
jaxson hayes,C/UTIL,LAL,22.29%,0.01%,0.8%,2.32%,3.61%,$-0.85
coby white,PG/SG/G/UTIL,CHI,22.78%,0.01%,0.77%,5.34%,4.95%,$-0.89
cameron payne,PG/SG/G/UTIL,NYK,21.71%,0.01%,0.78%,5.86%,6.19%,$-0.92
myles turner,C/UTIL,IND,22.19%,0.0%,0.76%,6.48%,8.34%,$-0.94
jonathan mogbo,C/PF/F/UTIL,TOR,22.15%,0.0%,0.75%,18.94%,14.08%,$-0.99
keegan murray,PF/F/UTIL,SAC,24.17%,0.0%,0.74%,6.47%,6.6%,$-1.0
noah clowney,PF/SF/F/UTIL,BKN,22.35%,0.0%,0.74%,12.51%,10.3%,$-1.02
trey lyles,C/PF/F/UTIL,SAC,21.27%,0.01%,0.72%,3.64%,2.74%,$-1.04
tre jones,PG/G/UTIL,CHI,21.99%,0.0%,0.69%,3.16%,4.15%,$-1.06
aaron nesmith,SF/SG/G/F/UTIL,IND,22.61%,0.0%,0.71%,12.16%,9.62%,$-1.07
