Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jarred vanderbilt,PF/F/UTIL,LAL,26.84%,0.01%,1.49%,9.15%,11.05%,$0.94
jonathan kuminga,PF/F/UTIL,GSW,21.96%,0.01%,1.22%,2.29%,2.35%,$0.64
day'ron sharpe,C/UTIL,BKN,22.19%,0.01%,1.17%,1.72%,2.37%,$0.51
tre jones,PG/G/UTIL,CHI,27.21%,0.01%,1.38%,34.99%,59.48%,$0.49
justin champagnie,PF/F/UTIL,WAS,26.37%,0.01%,1.38%,19.11%,24.89%,$0.48
jalen duren,C/UTIL,DET,23.67%,0.01%,1.32%,8.32%,6.71%,$0.43
cole anthony,PG/SG/G/UTIL,ORL,26.11%,0.01%,1.34%,28.5%,29.13%,$0.38
mo bamba,C/UTIL,NOP,23.4%,0.01%,1.21%,1.66%,1.33%,$0.37
nic claxton,C/UTIL,BKN,26.41%,0.01%,1.36%,16.92%,23.76%,$0.35
wendell carter jr.,C/UTIL,ORL,24.74%,0.01%,1.25%,10.16%,15.27%,$0.2
nikola vucevic,C/UTIL,CHI,22.54%,0.01%,1.19%,4.9%,5.63%,$0.15
matas buzelis,PF/F/UTIL,CHI,24.48%,0.01%,1.21%,11.53%,14.72%,$0.03
cam thomas,PG/SF/G/F/UTIL,BKN,24.57%,0.01%,1.22%,16.47%,9.62%,$0.03
austin reaves,PG/SG/G/UTIL,LAL,25.81%,0.01%,1.21%,29.3%,26.79%,$-0.0
kevin huerter,SF/SG/G/F/UTIL,CHI,25.16%,0.01%,1.18%,64.22%,58.7%,$-0.11
dennis schroder,PG/SG/G/UTIL,DET,22.05%,0.01%,1.08%,4.61%,4.21%,$-0.12
alexandre sarr,C/UTIL,WAS,23.06%,0.01%,1.1%,4.99%,5.16%,$-0.12
marcus smart,SF/SG/G/F/UTIL,WAS,22.28%,0.01%,1.05%,1.46%,0.98%,$-0.13
coby white,SF/SG/G/F/UTIL,CHI,24.14%,0.01%,1.14%,14.37%,8.27%,$-0.2
d'angelo russell,PG/G/UTIL,BKN,23.27%,0.01%,1.12%,14.2%,22.36%,$-0.22
quinten post,C/UTIL,GSW,21.55%,0.01%,1.01%,1.44%,2.05%,$-0.28
ausar thompson,PF/SF/F/UTIL,DET,22.77%,0.01%,1.1%,10.76%,7.56%,$-0.32
bruce brown,SF/F/UTIL,NOP,24.01%,0.01%,1.1%,8.79%,9.43%,$-0.34
dalton knecht,SF/SG/G/F/UTIL,LAL,23.89%,0.01%,1.1%,11.04%,7.14%,$-0.36
luka doncic,PG/G/UTIL,LAL,23.73%,0.01%,1.09%,20.72%,32.81%,$-0.4
gary payton ii,SF/SG/G/F/UTIL,GSW,20.69%,0.01%,0.96%,0.7%,0.5%,$-0.42
isaiah stewart,C/UTIL,DET,21.4%,0.01%,0.98%,2.03%,2.74%,$-0.45
draymond green,C/UTIL,GSW,22.11%,0.01%,0.99%,4.21%,4.2%,$-0.49
cade cunningham,PG/G/UTIL,DET,23.12%,0.01%,1.05%,26.68%,37.17%,$-0.51
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.61%,0.01%,1.02%,34.84%,28.44%,$-0.52
tobias harris,PF/F/UTIL,DET,23.54%,0.01%,1.04%,9.41%,10.03%,$-0.53
zion williamson,PF/SF/F/UTIL,NOP,21.21%,0.01%,1.04%,14.14%,9.93%,$-0.56
karlo matkovic,C/PF/F/UTIL,NOP,23.95%,0.01%,1.04%,46.32%,38.15%,$-0.57
paolo banchero,PF/F/UTIL,ORL,22.32%,0.01%,1.02%,13.64%,15.57%,$-0.57
jordan goodwin,SF/SG/G/F/UTIL,LAL,21.8%,0.01%,1.0%,7.5%,4.7%,$-0.58
corey kispert,PF/SF/F/UTIL,WAS,21.11%,0.01%,0.91%,0.57%,0.46%,$-0.77
ziaire williams,SF/SG/G/F/UTIL,BKN,22.42%,0.01%,0.95%,20.02%,13.6%,$-0.79
cameron johnson,PF/F/UTIL,BKN,21.16%,0.01%,0.91%,5.23%,5.07%,$-0.82
