Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
trae young,PG/G/UTIL,ATL,33.7%,0.03%,1.77%,16.32%,10.63%,$1.19
yves missi,C/UTIL,NOP,29.89%,0.04%,1.58%,3.72%,7.01%,$0.87
donovan clingan,C/UTIL,POR,30.97%,0.03%,1.59%,10.55%,20.39%,$0.77
jeremiah robinson-earl,PF/F/UTIL,NOP,30.97%,0.03%,1.55%,14.77%,25.04%,$0.69
kevin porter jr.,PG/G/UTIL,MIL,30.13%,0.03%,1.41%,23.95%,52.95%,$0.34
jose alvarado,PG/G/UTIL,NOP,29.93%,0.03%,1.35%,11.84%,14.56%,$0.26
anfernee simons,PG/SG/G/UTIL,POR,30.16%,0.02%,1.33%,20.4%,16.49%,$0.21
bruce brown,SF/SG/G/F/UTIL,NOP,30.0%,0.02%,1.31%,22.12%,16.24%,$0.16
keion brooks jr.,PF/SF/F/UTIL,NOP,29.4%,0.02%,1.29%,21.04%,22.71%,$0.09
domantas sabonis,C/UTIL,SAC,27.87%,0.02%,1.26%,11.89%,7.98%,$-0.08
alexandre sarr,C/UTIL,WAS,27.29%,0.02%,1.23%,6.81%,11.1%,$-0.1
gary trent jr.,SF/SG/G/F/UTIL,MIL,29.09%,0.02%,1.2%,43.99%,46.16%,$-0.12
karlo matkovic,C/PF/F/UTIL,NOP,28.31%,0.02%,1.21%,19.33%,18.71%,$-0.12
alperen sengun,C/UTIL,HOU,25.38%,0.02%,1.16%,5.84%,4.17%,$-0.31
matisse thybulle,SF/F/UTIL,POR,26.79%,0.02%,1.11%,3.52%,6.04%,$-0.37
nikola jokic,C/UTIL,DEN,29.32%,0.02%,1.05%,37.17%,21.55%,$-0.38
ryan rollins,PG/G/UTIL,MIL,27.98%,0.02%,1.1%,23.45%,39.61%,$-0.38
devin booker,PG/SG/G/UTIL,PHX,26.94%,0.02%,1.09%,11.86%,5.09%,$-0.43
tyrese haliburton,PG/G/UTIL,IND,25.88%,0.02%,1.09%,7.67%,5.06%,$-0.46
obi toppin,C/PF/F/UTIL,IND,27.04%,0.02%,1.06%,24.56%,26.18%,$-0.49
myles turner,C/UTIL,IND,25.22%,0.02%,1.04%,3.4%,5.74%,$-0.57
onyeka okongwu,C/UTIL,ATL,25.33%,0.02%,1.02%,4.81%,2.98%,$-0.6
