PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jalen Brunson (37338088),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Josh Hart (37338127),Daniel Gafford (37338424),Keaton Wallace (37338930),Jonathan Isaac (37338510),Nikola Jokic (37338012),320.27187499999997,355.9655747997242,50000,100.00%,10000,145147.5%,9422,153.51,$5805.9,NYK 3,UTA 1,opp,1,Stymie1974,20,4611284155
Jalen Brunson (37338088),Jalen Green (37338162),Paul George (37338105),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Bogdan Bogdanovic (37338369),Mikal Bridges (37338239),Mark Williams (37338232),314.29875000000004,347.13583868483204,49100,100.00%,10000,47658.38%,182,161.45,$1906.34,NYK 2,HOU 1,opp,1,ShaidyAdvice,5,4611355737
Jalen Brunson (37338088),Devin Vassell (37338234),OG Anunoby (37338270),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Stephon Castle (37338477),Mikal Bridges (37338239),Victor Wembanyama (37338018),314.254375,348.1038917680809,50000,100.00%,10000,47155.62%,136,170.35,$1886.22,NYK 3,SAS 3,opp,1,papagates,77,4611025980
Jalen Brunson (37338088),Stephon Castle (37338477),Josh Hart (37338127),Andrew Wiggins (37338228),Wendell Carter Jr. (37338391),Cole Anthony (37338216),Paul George (37338105),Quentin Grimes (37338318),313.19124999999997,343.4708805079989,50000,100.00%,9999,37698.94%,190,111.32,$1507.96,NYK 2,ORL 2,opp,1,fluffhead009,1121,4610759014
Jalen Brunson (37338088),Stephon Castle (37338477),Quentin Grimes (37338318),Josh Hart (37338127),Victor Wembanyama (37338018),Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Devin Vassell (37338234),311.85375,344.96708437124335,49900,100.00%,10000,24152.75%,20,169.44,$966.11,SAS 3,NYK 2,opp,1,abreza,436,4611315267
Jalen Brunson (37338088),Mikal Bridges (37338239),Josh Hart (37338127),Giannis Antetokounmpo (37338014),Mark Williams (37338232),Stephon Castle (37338477),Jeremiah Robinson-Earl (37338708),Keaton Wallace (37338930),311.171875,346.01320254923144,49800,100.00%,9992,20527.5%,5,166.03000000000003,$821.1,NYK 3,MIL 1,opp,1,cheddabisque,17,4610880285
Stephon Castle (37338477),Vit Krejci (37338481),Paul George (37338105),Josh Hart (37338127),Victor Wembanyama (37338018),Bogdan Bogdanovic (37338369),Trey Murphy III (37338144),Keaton Wallace (37338930),310.448125,341.3081044739993,50000,100.00%,9976,17267.2%,9,173.07,$690.69,ATL 3,SAS 2,opp,1,Firedog50,194,4610657420
Jalen Brunson (37338088),Mikal Bridges (37338239),Josh Hart (37338127),OG Anunoby (37338270),Wendell Carter Jr. (37338391),Russell Westbrook (37338173),Devin Vassell (37338234),Stephon Castle (37338477),310.595,338.1724093788572,49200,100.00%,9972,16885.0%,2,130.05,$675.4,NYK 4,SAS 2,opp,1,swint,991,4611071047
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Paul George (37338105),OG Anunoby (37338270),Wendell Carter Jr. (37338391),Stephon Castle (37338477),Nickeil Alexander-Walker (37338562),Victor Wembanyama (37338018),310.37375,342.6642625964376,49900,100.00%,9962,16364.95%,23,161.86,$654.6,NYK 2,SAS 2,opp,1,hsg442,29,4611145682
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Mikal Bridges (37338239),Josh Hart (37338127),Daniel Gafford (37338424),Keaton Wallace (37338930),Scottie Barnes (37338057),Mark Williams (37338232),310.45804687500004,343.3895576056306,49100,100.00%,9970,16261.71%,0,172.39,$650.47,NYK 3,ATL 2,opp,1,HighPraiseHighFocus,14,4610856163
Jalen Brunson (37338088),Paul George (37338105),Brice Sensabaugh (37338383),Giannis Antetokounmpo (37338014),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Keldon Johnson (37338409),Wendell Carter Jr. (37338391),310.070625,347.02033949259726,49200,100.00%,9942,16185.27%,3,142.45,$647.41,ATL 2,NYK 1,opp,1,papagates,155,4611025913
Keaton Wallace (37338930),Paul George (37338105),Josh Hart (37338127),OG Anunoby (37338270),Rudy Gobert (37338268),Stephon Castle (37338477),Harrison Barnes (37338459),Victor Wembanyama (37338018),309.41125,338.9511845935617,49300,100.00%,9824,13372.26%,5,124.99,$534.89,SAS 3,NYK 2,opp,1,JBCJBCJBC,35,4611015599
Jalen Brunson (37338088),Devin Vassell (37338234),Paul George (37338105),Josh Hart (37338127),Onyeka Okongwu (37338359),Vit Krejci (37338481),Bogdan Bogdanovic (37338369),Mark Williams (37338232),309.07125,340.7416750634711,49700,100.00%,9832,11962.96%,2,162.10000000000002,$478.52,ATL 3,NYK 2,opp,1,tomjk321,1252,4611006806
Stephon Castle (37338477),Trey Murphy III (37338144),Paul George (37338105),Andrew Wiggins (37338228),Daniel Gafford (37338424),Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Nikola Jokic (37338012),308.1775,342.88656380931604,49800,100.00%,9527,9759.82%,0,170.87,$390.39,ATL 2,SAS 1,opp,1,papagates,946,4611025925
Jalen Brunson (37338088),Devin Vassell (37338234),Josh Hart (37338127),OG Anunoby (37338270),Daniel Gafford (37338424),Keaton Wallace (37338930),Jeremiah Robinson-Earl (37338708),Victor Wembanyama (37338018),308.076875,341.4927427253488,49200,100.00%,9599,9288.17%,0,156.57999999999998,$371.53,NYK 3,SAS 2,opp,1,jgolfer33,63,4611207663
Jalen Brunson (37338088),Stephon Castle (37338477),Paul George (37338105),Giannis Antetokounmpo (37338014),Onyeka Okongwu (37338359),Keyonte George (37338282),Jeremiah Robinson-Earl (37338708),Wendell Carter Jr. (37338391),307.210625,343.9164528899203,49900,100.00%,8934,7675.9%,1,147.64999999999998,$307.04,NYK 1,SAS 1,opp,1,tomjk321,146,4611006885
Keyonte George (37338282),Stephon Castle (37338477),Josh Hart (37338127),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Jalen Brunson (37338088),Garrison Mathews (37338609),Nikola Jokic (37338012),306.95375,343.61131829335204,50000,100.00%,8901,7265.94%,0,169.32999999999998,$290.64,UTA 2,NYK 2,opp,1,Evilempire2626,381,4611021850
Jalen Brunson (37338088),Stephon Castle (37338477),Paul George (37338105),Brice Sensabaugh (37338383),Kristaps Porzingis (37338160),Keyonte George (37338282),Devin Vassell (37338234),Mark Williams (37338232),306.5794618055556,340.7195101498901,49700,100.00%,8539,6423.38%,0,145.83999999999997,$256.94,SAS 2,UTA 2,opp,1,nickps,128,4610882684
