PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jordan Poole (37787307),Gradey Dick (37787706),Deni Avdija (37787375),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),Tyler Herro (37787251),Kawhi Leonard (37787323),Alperen Sengun (37787254),295.14,295.14,394.30000000000007,49700,0.18%,8.93%,686.0%,63.03%,174.45,$20.6,MIA 2,WAS 1,generated,1
Josh Giddey (37787286),Andrew Nembhard (37787578),Kawhi Leonard (37787323),Pascal Siakam (37787289),Myles Turner (37787417),Gradey Dick (37787706),Bam Adebayo (37787256),Day'Ron Sharpe (37787668),293.37,287.27,386.47999999999996,50000,0.17%,7.87%,624.7%,60.66%,136.58,$18.7,IND 3,CHI 1,generated,1
Jordan Poole (37787307),Quentin Grimes (37787447),Andrew Wiggins (37787364),Kyle Anderson (37787844),Myles Turner (37787417),Trae Young (37787228),Kawhi Leonard (37787323),Day'Ron Sharpe (37787668),294.61,288.47,387.05,50000,0.16%,8.36%,599.2%,62.81%,137.37,$18.0,MIA 2,WAS 1,generated,1
Immanuel Quickley (37787336),Quentin Grimes (37787447),Zaccharie Risacher (37787637),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),Trae Young (37787228),Kawhi Leonard (37787323),Alperen Sengun (37787254),293.46000000000004,289.87,389.30000000000007,50000,0.13%,7.9%,589.1%,60.82%,143.42000000000002,$17.7,ATL 2,TOR 1,generated,1
Tyrese Haliburton (37787264),Gradey Dick (37787706),Shaedon Sharpe (37787584),Matas Buzelis (37787575),Zach Collins (37787646),Keyonte George (37787343),Kawhi Leonard (37787323),Domantas Sabonis (37787224),289.72,278.07,381.62000000000006,50000,0.15%,7.01%,561.9%,55.12%,119.63999999999999,$16.9,CHI 2,IND 1,generated,1
Josh Giddey (37787286),Gradey Dick (37787706),Deni Avdija (37787375),Josh Hart (37787277),Day'Ron Sharpe (37787668),Malik Monk (37787292),Kyle Anderson (37787844),Alperen Sengun (37787254),293.0,289.35999999999996,386.69999999999993,49700,0.14%,7.55%,531.5%,60.05%,155.39,$15.9,CHI 1,TOR 1,generated,1
Anfernee Simons (37787360),Tyrese Martin (37787871),RJ Barrett (37787310),Matas Buzelis (37787575),Day'Ron Sharpe (37787668),Josh Giddey (37787286),Kawhi Leonard (37787323),Alperen Sengun (37787254),294.61,291.23999999999995,391.18000000000006,49700,0.11%,7.99%,511.4%,62.45%,152.5,$15.3,BKN 2,CHI 2,generated,1
Trae Young (37787228),Malik Monk (37787292),Aaron Nesmith (37787756),Deni Avdija (37787375),Zach Collins (37787646),Isaiah Collier (37787395),Kyle Anderson (37787844),Alperen Sengun (37787254),288.64,281.85999999999996,382.91999999999996,49900,0.12%,6.62%,491.4%,54.43%,125.83,$14.7,ATL 1,SAC 1,generated,1
Josh Giddey (37787286),RJ Barrett (37787310),Paul George (37787327),Bam Adebayo (37787256),Andre Drummond (37787733),Gradey Dick (37787706),Kawhi Leonard (37787323),Day'Ron Sharpe (37787668),292.21,287.83,387.08000000000004,49900,0.12%,7.21%,485.6%,59.31%,144.93,$14.6,TOR 2,PHI 2,generated,1
Jordan Poole (37787307),Gradey Dick (37787706),Kyle Anderson (37787844),Matas Buzelis (37787575),Ivica Zubac (37787301),RJ Barrett (37787310),Kawhi Leonard (37787323),Alperen Sengun (37787254),293.90000000000003,291.55999999999995,389.19000000000005,49900,0.1%,7.23%,482.5%,61.84%,168.82,$14.5,TOR 2,LAC 2,generated,1
