PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Tyler Herro (38239631),Jared Butler (38239721),Jaylen Martin (38240062),Trendon Watford (38239774),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),Jaime Jaquez Jr. (38240031),Josh Giddey (38239598),282.61999999999995,279.55999999999995,382.67999999999995,50000,0.12%,4.16%,228.7%,44.82%,190.12,$9.1,MIA 2,WAS 2,generated,1
Tyler Herro (38239631),Keon Johnson (38239759),Coby White (38239640),Kyle Anderson (38240065),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),Isaiah Hartenstein (38239684),281.6,277.44999999999993,380.3399999999999,49900,0.13%,3.94%,225.2%,43.5%,180.88,$9.0,OKC 3,MIA 2,generated,1
Tyler Herro (38239631),Jared Butler (38239721),Colby Jones (38239966),Bam Adebayo (38239623),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),Jaylen Martin (38240062),Kevin Huerter (38239725),289.89,283.46999999999997,386.05999999999995,50000,0.08%,4.85%,221.5%,54.69%,213.49,$8.9,WAS 3,MIA 2,generated,1
Tyler Herro (38239631),Jared Butler (38239721),Colby Jones (38239966),Bam Adebayo (38239623),Tristan Vukcevic (38239923),Josh Giddey (38239598),Kenrich Williams (38239995),Isaiah Hartenstein (38239684),286.71,283.12,381.53,49600,0.11%,4.64%,211.2%,49.63%,220.18,$8.4,MIA 2,WAS 2,generated,2
Blake Wesley (38240054),Colby Jones (38239966),Jaime Jaquez Jr. (38240031),Bam Adebayo (38239623),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),LeBron James (38239587),Alexandre Sarr (38239686),287.83,286.17,392.46,49700,0.1%,4.03%,203.2%,51.32%,229.14,$8.1,WAS 3,MIA 2,generated,1
Tyler Herro (38239631),Jared Butler (38239721),Jaylen Martin (38240062),Justin Champagnie (38239809),Alexandre Sarr (38239686),Shai Gilgeous-Alexander (38239580),Jaime Jaquez Jr. (38240031),Isaiah Hartenstein (38239684),280.99,276.74,380.39,49700,0.07%,4.17%,199.5%,43.09%,159.29000000000002,$8.0,WAS 3,MIA 2,generated,1
Tyler Herro (38239631),Colby Jones (38239966),Jaime Jaquez Jr. (38240031),Haywood Highsmith (38239983),Alexandre Sarr (38239686),Shai Gilgeous-Alexander (38239580),LeBron James (38239587),Tristan Vukcevic (38239923),289.90999999999997,289.3,391.00999999999993,49900,0.07%,4.55%,197.4%,54.6%,248.25,$7.9,MIA 3,WAS 3,generated,1
Josh Giddey (38239598),Jalen Wilson (38239990),LeBron James (38239587),Kyle Anderson (38240065),Tristan Vukcevic (38239923),Colby Jones (38239966),Anthony Davis (38239591),Isaiah Hartenstein (38239684),280.8,280.51,381.85,49800,0.09%,3.93%,197.2%,42.23%,206.35000000000002,$7.9,WAS 2,CHI 1,generated,1
Keon Johnson (38239759),Colby Jones (38239966),Justin Champagnie (38239809),Bam Adebayo (38239623),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),Jaime Jaquez Jr. (38240031),Anthony Davis (38239591),283.95,279.01,389.19,50000,0.08%,4.24%,192.2%,46.59%,204.84,$7.7,WAS 3,MIA 2,generated,1
Chris Paul (38239879),Jalen Wilson (38239990),Jaylen Martin (38240062),Justin Champagnie (38239809),Kristaps Porzingis (38239634),Shai Gilgeous-Alexander (38239580),Bam Adebayo (38239623),Isaiah Hartenstein (38239684),276.55,270.47,373.5799999999999,49900,0.13%,3.1%,191.7%,37.53%,140.15,$7.7,WAS 2,OKC 2,generated,1
