PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Immanuel Quickley (37886811),Isaiah Joe (37887150),Aaron Wiggins (37886960),Julius Randle (37886778),Jaylin Williams (37887086),Tyler Herro (37886680),DeMar DeRozan (37886748),Jonas Valanciunas (37886790),322.90999999999997,315.40000000000003,415.17999999999995,49900,0.43%,14.1%,1578.4%,73.19%,151.32,$63.1,OKC 3,SAC 2,generated,1
Donovan Mitchell (37886684),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Aaron Wiggins (37886960),Orlando Robinson (37887221),James Harden (37886654),Scottie Barnes (37886722),Jonas Valanciunas (37886790),321.88,313.76,418.23,49300,0.4%,13.79%,1497.6%,71.44%,167.79999999999998,$59.9,TOR 3,OKC 2,generated,1
Ja Morant (37886696),Miles McBride (37887095),Scottie Barnes (37886722),Julius Randle (37886778),Jusuf Nurkic (37887187),Immanuel Quickley (37886811),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),321.03,318.13000000000005,421.45,49500,0.28%,13.08%,1242.6%,70.53%,175.84,$49.7,TOR 2,MEM 1,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),Scottie Barnes (37886722),Aaron Wiggins (37886960),Orlando Robinson (37887221),Adam Flagler (37887328),Kawhi Leonard (37886731),Nikola Jokic (37886643),329.58000000000004,331.75,427.21999999999997,50000,0.25%,15.54%,1212.9%,83.92%,197.07,$48.5,TOR 3,OKC 3,generated,1
Scottie Barnes (37886722),Ja'Kobe Walter (37887182),Aaron Wiggins (37886960),Miles Bridges (37886699),Jaylin Williams (37887086),Immanuel Quickley (37886811),Santi Aldama (37886833),Jonas Valanciunas (37886790),323.94,317.76,420.99,49000,0.26%,13.52%,1171.9%,74.67%,167.06,$46.9,TOR 3,OKC 2,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Miles Bridges (37886699),Jaylin Williams (37887086),Keon Ellis (37887036),Aaron Wiggins (37886960),Nikola Jokic (37886643),328.8,326.77,419.72999999999996,49800,0.26%,15.0%,1170.0%,82.5%,184.54000000000002,$46.8,OKC 3,TOR 2,generated,1
Keyonte George (37886836),Klay Thompson (37886918),Scottie Barnes (37886722),Miles Bridges (37886699),Jaylin Williams (37887086),Keon Ellis (37887036),Aaron Wiggins (37886960),Ivica Zubac (37886735),319.05,306.06000000000006,410.14,49400,0.29%,10.61%,1074.3%,69.29%,136.08999999999997,$43.0,OKC 2,UTA 1,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Aaron Wiggins (37886960),Julius Randle (37886778),Jusuf Nurkic (37887187),Immanuel Quickley (37886811),Kenrich Williams (37887244),Nikola Jokic (37886643),325.57,329.24,425.88999999999993,49800,0.19%,13.4%,1014.5%,78.6%,186.98,$40.6,OKC 3,TOR 2,generated,1
Scottie Barnes (37886722),Keon Ellis (37887036),Kawhi Leonard (37886731),Santi Aldama (37886833),Jaylin Williams (37887086),Immanuel Quickley (37886811),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),325.84999999999997,320.70000000000005,419.77,49200,0.2%,13.43%,970.6%,78.15%,172.05,$38.8,TOR 2,SAC 2,generated,1
Ja Morant (37886696),Isaiah Joe (37887150),Scottie Barnes (37886722),Aaron Wiggins (37886960),Walker Kessler (37886809),Adam Flagler (37887328),Kawhi Leonard (37886731),Jonas Valanciunas (37886790),316.09,309.21000000000004,415.51,49400,0.22%,10.01%,933.6%,65.23%,141.49,$37.3,OKC 3,MEM 1,generated,1
Jamal Murray (37886727),Klay Thompson (37886918),Scottie Barnes (37886722),Josh Hart (37886714),Jaylin Williams (37887086),Isaiah Joe (37887150),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),322.44,316.49,413.31,49400,0.16%,11.42%,844.5%,73.94%,152.64,$33.8,OKC 3,DEN 1,generated,1
