Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,33.27%,0.01%,1.83%,12.93%,29.27%,$1.15
keyonte george,PG/G/UTIL,UTA,30.26%,0.01%,1.61%,6.89%,7.68%,$0.8
trae young,PG/G/UTIL,ATL,29.25%,0.01%,1.44%,8.75%,8.17%,$0.38
gradey dick,SG/G/UTIL,TOR,30.09%,0.01%,1.37%,19.5%,27.46%,$0.27
tyrese haliburton,PG/G/UTIL,IND,27.21%,0.01%,1.29%,3.9%,3.76%,$0.17
kyle anderson,PF/SF/F/UTIL,MIA,28.81%,0.01%,1.3%,24.83%,21.43%,$0.13
andre drummond,C/UTIL,PHI,26.65%,0.01%,1.24%,4.77%,10.83%,$0.1
isaiah collier,PG/G/UTIL,UTA,26.95%,0.01%,1.23%,2.97%,3.17%,$0.09
jordan poole,PG/G/UTIL,WAS,27.54%,0.01%,1.27%,8.35%,9.19%,$0.08
myles turner,C/UTIL,IND,27.97%,0.01%,1.24%,6.29%,10.81%,$0.06
josh giddey,PG/G/UTIL,CHI,28.72%,0.01%,1.27%,14.96%,15.8%,$0.06
matas buzelis,PF/F/UTIL,CHI,27.73%,0.01%,1.24%,8.66%,9.79%,$0.03
zach collins,C/UTIL,CHI,28.21%,0.01%,1.22%,10.87%,23.56%,$0.01
pascal siakam,PF/F/UTIL,IND,26.91%,0.01%,1.23%,7.85%,7.81%,$0.0
jordan clarkson,SG/G/UTIL,UTA,25.44%,0.01%,1.18%,3.37%,3.95%,$-0.01
immanuel quickley,PG/G/UTIL,TOR,27.56%,0.01%,1.2%,5.06%,5.91%,$-0.04
kj martin,PF/F/UTIL,UTA,26.74%,0.01%,1.2%,8.45%,9.63%,$-0.06
kawhi leonard,PF/SF/F/UTIL,LAC,28.85%,0.01%,1.18%,35.66%,29.32%,$-0.11
aaron nesmith,SF/SG/G/F/UTIL,IND,27.48%,0.01%,1.18%,15.66%,11.46%,$-0.11
shaedon sharpe,SF/SG/G/F/UTIL,POR,25.87%,0.01%,1.16%,6.6%,4.53%,$-0.11
alperen sengun,C/UTIL,HOU,28.15%,0.01%,1.16%,20.75%,32.95%,$-0.15
deni avdija,PF/SF/F/UTIL,POR,26.3%,0.01%,1.15%,13.09%,9.58%,$-0.17
anfernee simons,PG/SG/G/UTIL,POR,27.27%,0.01%,1.14%,9.99%,7.69%,$-0.18
tyrese martin,SG/G/UTIL,BKN,26.84%,0.01%,1.12%,8.18%,10.6%,$-0.24
rj barrett,SF/SG/G/F/UTIL,TOR,27.41%,0.01%,1.12%,25.46%,17.08%,$-0.25
andrew wiggins,SF/F/UTIL,MIA,27.55%,0.01%,1.11%,20.39%,24.85%,$-0.25
onyeka okongwu,C/UTIL,ATL,26.26%,0.01%,1.1%,6.18%,10.57%,$-0.26
jalen duren,C/UTIL,DET,23.54%,0.01%,1.03%,2.53%,4.22%,$-0.32
georges niang,PF/F/UTIL,ATL,26.01%,0.01%,1.06%,5.76%,6.86%,$-0.34
james harden,PG/G/UTIL,LAC,26.3%,0.01%,1.07%,14.19%,13.56%,$-0.36
richaun holmes,C/UTIL,WAS,25.8%,0.01%,1.01%,3.75%,7.29%,$-0.39
tosan evbuomwan,PF/SF/F/UTIL,BKN,25.88%,0.01%,1.05%,16.48%,12.57%,$-0.4
domantas sabonis,C/UTIL,SAC,25.45%,0.01%,1.03%,8.96%,13.54%,$-0.41
jaylen brown,SF/SG/G/F/UTIL,BOS,24.91%,0.01%,1.01%,4.91%,3.11%,$-0.42
lonzo ball,PG/SG/G/UTIL,CHI,26.19%,0.01%,1.03%,16.56%,14.39%,$-0.42
josh hart,PF/SF/F/UTIL,NYK,25.2%,0.01%,1.01%,4.58%,3.39%,$-0.43
ivica zubac,C/UTIL,LAC,25.56%,0.01%,1.02%,12.3%,21.6%,$-0.44
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,26.08%,0.01%,1.0%,8.76%,5.26%,$-0.48
keon johnson,PG/SG/G/UTIL,BKN,25.03%,0.01%,0.97%,4.04%,3.03%,$-0.51
scoot henderson,PG/G/UTIL,POR,24.42%,0.01%,0.97%,4.26%,4.91%,$-0.51
jalen brunson,PG/G/UTIL,NYK,24.39%,0.01%,0.98%,7.47%,6.98%,$-0.52
malik monk,PG/SG/G/UTIL,SAC,26.19%,0.01%,0.97%,20.06%,15.51%,$-0.53
jamal shead,PG/G/UTIL,TOR,23.56%,0.01%,1.0%,0.07%,0.1%,$-0.53
khris middleton,PF/SF/F/UTIL,WAS,24.42%,0.01%,0.97%,12.44%,9.14%,$-0.55
ochai agbaji,PF/SF/F/UTIL,TOR,24.22%,0.01%,0.94%,1.31%,1.11%,$-0.58
tyler herro,PG/G/UTIL,MIA,25.3%,0.01%,0.94%,14.86%,15.25%,$-0.59
zaccharie risacher,PF/SF/F/UTIL,ATL,25.02%,0.01%,0.95%,14.75%,12.04%,$-0.59
andrew nembhard,PG/SG/G/UTIL,IND,25.15%,0.01%,0.95%,9.05%,7.53%,$-0.59
ja'kobe walter,SF/SG/G/F/UTIL,TOR,24.51%,0.01%,0.95%,7.18%,5.15%,$-0.59
ziaire williams,SF/SG/G/F/UTIL,BKN,25.27%,0.01%,0.94%,7.42%,4.74%,$-0.6
ausar thompson,PF/SF/F/UTIL,DET,23.83%,0.01%,0.94%,5.84%,4.25%,$-0.6
dyson daniels,SG/G/UTIL,ATL,25.02%,0.01%,0.93%,5.39%,6.02%,$-0.62
jerami grant,PF/F/UTIL,POR,24.54%,0.01%,0.92%,3.69%,3.91%,$-0.62
jalen green,SG/G/UTIL,HOU,23.33%,0.01%,0.91%,2.86%,3.09%,$-0.65
kyshawn george,PF/F/UTIL,WAS,24.69%,0.01%,0.91%,6.24%,6.67%,$-0.67
bam adebayo,C/PF/F/UTIL,MIA,23.87%,0.01%,0.91%,11.97%,8.58%,$-0.67
davion mitchell,PG/SG/G/UTIL,MIA,25.2%,0.0%,0.91%,12.9%,11.99%,$-0.68
coby white,SF/SG/G/F/UTIL,CHI,23.86%,0.01%,0.88%,5.11%,3.01%,$-0.69
trendon watford,C/PF/F/UTIL,BKN,22.52%,0.01%,0.87%,3.28%,2.65%,$-0.7
obi toppin,C/PF/F/UTIL,IND,22.85%,0.01%,0.87%,3.09%,2.44%,$-0.71
donovan clingan,C/UTIL,POR,22.89%,0.01%,0.87%,4.23%,7.87%,$-0.72
kel'el ware,C/UTIL,MIA,23.41%,0.01%,0.86%,2.86%,5.08%,$-0.73
demar derozan,SF/F/UTIL,SAC,23.81%,0.01%,0.85%,1.24%,1.41%,$-0.75
bennedict mathurin,SF/F/UTIL,IND,23.23%,0.01%,0.85%,0.88%,1.02%,$-0.75
jabari smith jr.,PF/F/UTIL,HOU,24.37%,0.0%,0.86%,6.28%,6.07%,$-0.76
quentin grimes,SG/G/UTIL,PHI,24.2%,0.0%,0.85%,3.8%,4.33%,$-0.77
bilal coulibaly,SF/SG/G/F/UTIL,WAS,24.31%,0.0%,0.86%,4.4%,2.69%,$-0.78
