PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Keaton Wallace (37338930),Stephon Castle (37338477),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Anthony Edwards (37338044),Garrison Mathews (37338609),Victor Wembanyama (37338018),301.37,291.11,401.34000000000003,49700,0.48%,7.56%,578.2%,55.72%,176.4,$46.3,ATL 2,SAS 2,generated,1
Jalen Brunson (37338088),Quentin Grimes (37338318),Bogdan Bogdanovic (37338369),Julius Randle (37338149),Daniel Gafford (37338424),Keaton Wallace (37338930),Brice Sensabaugh (37338383),Nikola Jokic (37338012),302.15,289.12,407.60999999999996,49400,0.41%,8.04%,528.3%,57.14%,175.47,$42.3,DAL 2,ATL 2,generated,1
Keaton Wallace (37338930),Cole Anthony (37338216),OG Anunoby (37338270),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Stephon Castle (37338477),Jeremiah Robinson-Earl (37338708),Nikola Jokic (37338012),295.13,285.08,398.56,50000,0.39%,5.81%,437.5%,49.17%,172.70999999999998,$35.0,ATL 1,ORL 1,generated,1
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Josh Hart (37338127),Precious Achiuwa (37338518),Daniel Gafford (37338424),Keaton Wallace (37338930),Paolo Banchero (37338047),Alperen Sengun (37338065),297.10999999999996,284.90999999999997,399.97,49600,0.25%,6.93%,409.0%,51.04%,160.39999999999998,$32.7,NYK 3,ATL 2,generated,1
Ja Morant (37338082),Coby White (37338195),Amen Thompson (37338122),Precious Achiuwa (37338518),Daniel Gafford (37338424),Keaton Wallace (37338930),Buddy Hield (37338351),Victor Wembanyama (37338018),294.72,278.11,389.30000000000007,49900,0.33%,5.76%,408.3%,48.79%,113.97,$32.7,MEM 1,CHI 1,generated,1
Tyrese Maxey (37338037),Devin Vassell (37338234),Brice Sensabaugh (37338383),Chris Boucher (37338501),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Julius Randle (37338149),Victor Wembanyama (37338018),295.93,283.75,393.72,50000,0.31%,5.49%,397.7%,49.37%,118.12,$31.8,SAS 2,ATL 2,generated,1
Jalen Brunson (37338088),Devin Vassell (37338234),OG Anunoby (37338270),Josh Hart (37338127),Walker Kessler (37338183),Keaton Wallace (37338930),Jonathan Isaac (37338510),Alperen Sengun (37338065),299.61,287.86,392.14,50000,0.27%,6.08%,389.8%,54.5%,117.71000000000001,$31.2,NYK 3,SAS 1,generated,1
Stephon Castle (37338477),Jalen Green (37338162),Jayson Tatum (37338023),OG Anunoby (37338270),Victor Wembanyama (37338018),Keaton Wallace (37338930),Keldon Johnson (37338409),Daniel Gafford (37338424),300.61,287.70000000000005,395.38,49700,0.25%,6.14%,363.9%,55.9%,159.34,$29.1,SAS 3,HOU 1,generated,1
Jalen Brunson (37338088),Mikal Bridges (37338239),Jaylen Brown (37338091),Harrison Barnes (37338459),Victor Wembanyama (37338018),Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Daniel Gafford (37338424),303.41,289.3299999999999,397.59000000000003,50000,0.22%,7.24%,359.4%,58.8%,156.38,$28.7,NYK 2,SAS 2,generated,1
Jalen Brunson (37338088),Stephon Castle (37338477),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Kristaps Porzingis (37338160),Keaton Wallace (37338930),Quentin Grimes (37338318),Josh Giddey (37338141),297.57000000000005,284.62,396.17999999999995,49700,0.25%,5.43%,357.0%,51.11%,139.71999999999997,$28.6,BOS 2,NYK 1,generated,1
Jalen Brunson (37338088),Stephon Castle (37338477),OG Anunoby (37338270),Keldon Johnson (37338409),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Jaylen Brown (37338091),Giannis Antetokounmpo (37338014),299.85,285.03,396.31000000000006,49800,0.19%,6.17%,347.9%,55.58%,152.79000000000002,$27.8,NYK 2,SAS 2,generated,1
Keaton Wallace (37338930),Paul George (37338105),RJ Barrett (37338115),Jonathan Isaac (37338510),Daniel Gafford (37338424),Bogdan Bogdanovic (37338369),Scottie Barnes (37338057),Alperen Sengun (37338065),291.97,278.02,391.56000000000006,49600,0.31%,4.87%,342.7%,44.41%,137.64,$27.4,ATL 2,TOR 2,generated,1
Jalen Brunson (37338088),Vit Krejci (37338481),Jayson Tatum (37338023),David Roddy (37338933),Daniel Gafford (37338424),Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Nikola Jokic (37338012),299.54999999999995,294.10999999999996,401.95,49800,0.23%,5.78%,342.7%,54.65%,197.34,$27.4,ATL 4,NYK 1,generated,1
Jalen Brunson (37338088),Devin Vassell (37338234),Quentin Grimes (37338318),Precious Achiuwa (37338518),Victor Wembanyama (37338018),Stephen Curry (37338062),Jonathan Isaac (37338510),Keaton Wallace (37338930),296.71,283.82000000000005,396.27,50000,0.19%,5.47%,334.9%,50.56%,120.42999999999999,$26.8,NYK 2,SAS 2,generated,1
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Mikal Bridges (37338239),OG Anunoby (37338270),Onyeka Okongwu (37338359),Stephon Castle (37338477),Julius Randle (37338149),Alperen Sengun (37338065),299.04,287.51,390.56000000000006,49500,0.22%,5.46%,323.8%,54.34%,153.98,$25.9,NYK 3,ATL 2,generated,1
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Paul George (37338105),Brice Sensabaugh (37338383),Alperen Sengun (37338065),Cole Anthony (37338216),Andrew Wiggins (37338228),Keaton Wallace (37338930),297.55,283.34000000000003,394.70000000000005,49700,0.23%,5.58%,319.4%,51.98%,136.29,$25.6,ATL 2,NYK 1,generated,1
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Paul George (37338105),Jonathan Isaac (37338510),Kristaps Porzingis (37338160),Keaton Wallace (37338930),Khris Middleton (37338293),Alperen Sengun (37338065),291.43,277.64,392.20000000000005,49000,0.25%,5.09%,315.9%,43.84%,124.36000000000001,$25.3,ATL 2,NYK 1,generated,1
Keaton Wallace (37338930),Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Paolo Banchero (37338047),Wendell Carter Jr. (37338391),Stephen Curry (37338062),Brice Sensabaugh (37338383),Victor Wembanyama (37338018),294.85,289.65,394.22,49800,0.2%,5.01%,287.7%,48.79%,179.65,$23.0,ATL 2,SAS 2,generated,1
Jalen Brunson (37338088),Devin Vassell (37338234),Harrison Barnes (37338459),Giannis Antetokounmpo (37338014),Alperen Sengun (37338065),Keaton Wallace (37338930),Cam Whitmore (37338526),Brice Sensabaugh (37338383),292.46,282.2,394.22999999999996,50000,0.21%,4.62%,286.9%,46.31%,122.60000000000001,$23.0,SAS 2,HOU 2,generated,1
Jalen Brunson (37338088),Zach LaVine (37338073),OG Anunoby (37338270),Precious Achiuwa (37338518),Daniel Gafford (37338424),Keaton Wallace (37338930),Khris Middleton (37338293),Victor Wembanyama (37338018),295.14,283.26,394.36,50000,0.2%,5.12%,284.6%,48.39%,140.76999999999998,$22.8,NYK 3,CHI 1,generated,1
Jalen Brunson (37338088),Devin Vassell (37338234),Scottie Barnes (37338057),David Roddy (37338933),Alperen Sengun (37338065),Keaton Wallace (37338930),Julius Randle (37338149),Brice Sensabaugh (37338383),295.85999999999996,285.3,393.65000000000003,50000,0.16%,5.34%,284.0%,49.17%,123.77000000000001,$22.7,ATL 2,NYK 1,generated,1
Jalen Brunson (37338088),Stephon Castle (37338477),Trey Murphy III (37338144),Jonathan Isaac (37338510),Daniel Gafford (37338424),Chris Paul (37338220),Bogdan Bogdanovic (37338369),Victor Wembanyama (37338018),296.6,290.79,397.90999999999997,49800,0.19%,5.13%,276.3%,51.12%,169.51999999999998,$22.1,SAS 3,NYK 1,generated,1
Keaton Wallace (37338930),Paul George (37338105),Devin Vassell (37338234),Chris Boucher (37338501),Kristaps Porzingis (37338160),Cole Anthony (37338216),Brice Sensabaugh (37338383),Victor Wembanyama (37338018),291.5,281.5,390.13,49900,0.23%,4.24%,269.0%,43.4%,105.96000000000001,$21.5,SAS 2,ATL 1,generated,1
