Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
keaton wallace,PG/G/UTIL,ATL,33.12%,0.01%,1.79%,17.73%,31.45%,$1.53
daniel gafford,C/UTIL,DAL,31.69%,0.01%,1.77%,10.77%,35.07%,$1.43
buddy hield,SF/SG/G/F/UTIL,GSW,29.73%,0.01%,1.47%,0.24%,0.16%,$0.84
alperen sengun,C/UTIL,HOU,28.3%,0.01%,1.4%,8.59%,13.0%,$0.42
jalen brunson,PG/G/UTIL,NYK,30.1%,0.01%,1.39%,21.9%,20.77%,$0.4
wendell carter jr.,C/UTIL,ORL,28.76%,0.01%,1.28%,7.84%,25.03%,$0.18
onyeka okongwu,C/UTIL,ATL,27.11%,0.01%,1.25%,6.35%,19.08%,$0.11
paul george,SF/SG/G/F/UTIL,PHI,27.62%,0.01%,1.24%,7.47%,3.66%,$0.08
jonathan isaac,C/PF/F/UTIL,ORL,26.73%,0.01%,1.21%,11.52%,11.68%,$-0.05
victor wembanyama,C/UTIL,SAS,28.34%,0.01%,1.2%,18.96%,18.73%,$-0.09
kristaps porzingis,C/UTIL,BOS,25.61%,0.01%,1.16%,3.46%,5.94%,$-0.1
stephon castle,PG/SG/G/UTIL,SAS,28.02%,0.01%,1.19%,34.38%,38.25%,$-0.13
keyonte george,PG/G/UTIL,UTA,26.49%,0.01%,1.18%,9.04%,11.08%,$-0.13
dejounte murray,PG/G/UTIL,NOP,25.99%,0.01%,1.15%,4.34%,3.96%,$-0.14
julius randle,C/PF/F/UTIL,MIN,26.59%,0.01%,1.16%,8.13%,5.02%,$-0.16
anthony edwards,SG/G/UTIL,MIN,25.76%,0.01%,1.14%,5.09%,3.81%,$-0.19
brice sensabaugh,PF/SF/F/UTIL,UTA,27.47%,0.01%,1.17%,26.28%,22.75%,$-0.2
pj washington,PF/F/UTIL,DAL,27.18%,0.01%,1.13%,1.72%,1.49%,$-0.2
quentin grimes,SF/SG/G/F/UTIL,DAL,26.4%,0.01%,1.14%,11.95%,7.93%,$-0.27
mark williams,C/UTIL,CHA,26.37%,0.01%,1.12%,13.52%,31.68%,$-0.32
jaylen brown,SF/SG/G/F/UTIL,BOS,25.55%,0.01%,1.07%,5.96%,2.8%,$-0.39
