PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Scoot Henderson (37838992),Quentin Grimes (37838978),Deni Avdija (37838916),Justin Champagnie (37839271),Onyeka Okongwu (37838958),Tyler Herro (37838826),Jaren Jackson Jr. (37838848),Jonas Valanciunas (37839005),295.13,289.66999999999996,390.16999999999996,50000,0.29%,10.79%,988.1%,66.45%,204.23000000000002,$29.6,POR 2,PHI 1,generated,1
Stephen Curry (37838818),Quentin Grimes (37838978),Caris LeVert (37839040),Bam Adebayo (37838832),Onyeka Okongwu (37838958),Davion Mitchell (37839095),Naji Marshall (37839007),Jonas Valanciunas (37839005),291.06,280.4,380.2900000000001,50000,0.24%,9.21%,810.4%,61.11%,144.9,$24.3,ATL 2,MIA 2,generated,1
Tyler Herro (37838826),Quentin Grimes (37838978),Shaedon Sharpe (37838946),Kessler Edwards (37839321),Draymond Green (37838967),Ja Morant (37838836),Ausar Thompson (37839013),Onyeka Okongwu (37838958),285.9,276.49,374.58000000000004,49800,0.22%,7.44%,697.2%,54.46%,108.5,$20.9,MIA 1,PHI 1,generated,1
Trae Young (37838810),Carlton Carrington (37839049),Duncan Robinson (37839112),Justin Champagnie (37839271),Kel'el Ware (37838973),Cade Cunningham (37838801),Ausar Thompson (37839013),Onyeka Okongwu (37838958),283.71999999999997,274.65,375.23999999999995,50000,0.21%,7.17%,666.1%,51.5%,105.28999999999999,$20.0,ATL 2,WAS 2,generated,1
Trae Young (37838810),Quentin Grimes (37838978),Deni Avdija (37838916),Kessler Edwards (37839321),Quinten Post (37839102),Ja Morant (37838836),Shaedon Sharpe (37838946),Jonas Valanciunas (37839005),288.3,281.67,382.1,50000,0.19%,7.83%,642.4%,57.63%,170.87,$19.3,POR 2,ATL 1,generated,1
Tyrese Maxey (37838821),Duncan Robinson (37839112),Ausar Thompson (37839013),Deni Avdija (37838916),Alexandre Sarr (37839011),Trae Young (37838810),Justin Champagnie (37839271),Jonas Valanciunas (37839005),288.91,282.17,383.28,49400,0.2%,7.81%,638.5%,58.23%,169.98000000000002,$19.2,WAS 2,PHI 1,generated,1
Trae Young (37838810),Davion Mitchell (37839095),Duncan Robinson (37839112),Justin Champagnie (37839271),Jonas Valanciunas (37839005),Cade Cunningham (37838801),Caris LeVert (37839040),Jalen Duren (37838897),283.35999999999996,277.06000000000006,379.12999999999994,49800,0.19%,6.85%,615.1%,51.33%,143.95000000000002,$18.5,ATL 2,MIA 2,generated,1
Stephen Curry (37838818),Quentin Grimes (37838978),Deni Avdija (37838916),Kyshawn George (37839031),Onyeka Okongwu (37838958),Malik Monk (37838859),Mouhamed Gueye (37839274),Jonas Valanciunas (37839005),291.43,283.56000000000006,381.55000000000007,49700,0.17%,8.17%,609.1%,62.81%,187.17000000000002,$18.3,ATL 2,SAC 2,generated,1
Stephen Curry (37838818),Desmond Bane (37838863),Terance Mann (37839224),Justin Champagnie (37839271),Jalen Duren (37838897),Trae Young (37838810),Kessler Edwards (37839321),Ausar Thompson (37839013),279.67,273.6,373.48,49600,0.19%,6.41%,586.3%,47.1%,93.26,$17.6,ATL 2,DET 2,generated,1
Stephen Curry (37838818),Caris LeVert (37839040),Zach LaVine (37838854),Kessler Edwards (37839321),Onyeka Okongwu (37838958),Desmond Bane (37838863),Naji Marshall (37839007),Jonas Valanciunas (37839005),288.01,286.32000000000005,378.94000000000005,50000,0.16%,7.19%,562.1%,57.6%,156.63,$16.9,ATL 2,SAC 2,generated,1
Stephen Curry (37838818),Kelly Oubre Jr. (37838933),Deni Avdija (37838916),Mouhamed Gueye (37839274),Onyeka Okongwu (37838958),Dyson Daniels (37838912),Ausar Thompson (37839013),Jonas Valanciunas (37839005),291.24,285.47,384.7600000000001,49400,0.16%,8.04%,561.8%,62.29%,187.78,$16.9,ATL 3,GSW 1,generated,1
Brandin Podziemski (37838969),Shaedon Sharpe (37838946),Deni Avdija (37838916),Ausar Thompson (37839013),Onyeka Okongwu (37838958),Malik Beasley (37839053),Caris LeVert (37839040),Trae Young (37838810),291.2,280.34000000000003,381.07000000000005,49900,0.15%,7.96%,553.4%,61.96%,140.93,$16.6,ATL 3,POR 2,generated,1
Tyrese Maxey (37838821),Shaedon Sharpe (37838946),Jimmy Butler (37838870),Kyshawn George (37839031),Jonas Valanciunas (37839005),Keon Ellis (37839164),Ausar Thompson (37839013),Jalen Duren (37838897),284.28000000000003,276.79999999999995,376.2,49900,0.18%,6.39%,552.9%,52.84%,127.82999999999998,$16.6,SAC 2,DET 2,generated,1
Cade Cunningham (37838801),Shaedon Sharpe (37838946),Ausar Thompson (37839013),Jaren Jackson Jr. (37838848),Alexandre Sarr (37839011),Quentin Grimes (37838978),Mouhamed Gueye (37839274),Jonas Valanciunas (37839005),285.73999999999995,284.82000000000005,383.97,49700,0.16%,6.89%,543.3%,54.54%,174.45999999999998,$16.3,DET 2,POR 1,generated,1
Trae Young (37838810),Anfernee Simons (37838893),Caris LeVert (37839040),Kessler Edwards (37839321),Onyeka Okongwu (37838958),Ja Morant (37838836),KJ Martin (37839125),Jonas Valanciunas (37839005),282.74,274.5,376.6,49500,0.17%,6.02%,532.9%,50.05%,135.11,$16.0,ATL 3,POR 1,generated,1
Shai Gilgeous-Alexander (37838798),Klay Thompson (37838997),Ausar Thompson (37839013),Justin Champagnie (37839271),Onyeka Okongwu (37838958),Malik Beasley (37839053),Jaren Jackson Jr. (37838848),Jonas Valanciunas (37839005),282.59,281.4200000000001,384.59000000000003,49500,0.16%,6.49%,518.0%,50.25%,175.49,$15.5,DET 2,OKC 1,generated,1
Brandin Podziemski (37838969),Dennis Schroder (37839180),Deni Avdija (37838916),Chet Holmgren (37838887),Onyeka Okongwu (37838958),Cade Cunningham (37838801),Terance Mann (37839224),Jonas Valanciunas (37839005),288.71,281.99,384.75,49500,0.14%,7.31%,515.4%,58.29%,195.65,$15.5,DET 2,ATL 2,generated,1
Malik Monk (37838859),Brandin Podziemski (37838969),Deni Avdija (37838916),Kessler Edwards (37839321),Alexandre Sarr (37839011),Cade Cunningham (37838801),Ausar Thompson (37839013),Jonas Valanciunas (37839005),289.5,287.19000000000005,383.46000000000004,49800,0.14%,7.21%,507.1%,59.81%,185.79000000000002,$15.2,SAC 2,DET 2,generated,1
Scoot Henderson (37838992),Caris LeVert (37839040),Deni Avdija (37838916),Bam Adebayo (37838832),Alperen Sengun (37838824),Dennis Schroder (37839180),Ausar Thompson (37839013),Jonas Valanciunas (37839005),284.84999999999997,281.97,383.20000000000005,49600,0.15%,6.42%,498.8%,52.8%,180.53,$15.0,POR 2,DET 2,generated,1
Tyler Herro (37838826),Dalano Banton (37839239),Terance Mann (37839224),Deni Avdija (37838916),Onyeka Okongwu (37838958),Trae Young (37838810),Ausar Thompson (37839013),Jonas Valanciunas (37839005),290.12,289.88,384.71000000000004,49700,0.11%,7.59%,478.8%,60.03%,189.79000000000002,$14.4,ATL 3,POR 2,generated,1
Tyler Herro (37838826),Duncan Robinson (37839112),Deni Avdija (37838916),Kyshawn George (37839031),Onyeka Okongwu (37838958),Desmond Bane (37838863),Ausar Thompson (37839013),Jonas Valanciunas (37839005),292.25,288.99,382.59000000000003,49600,0.1%,7.7%,455.0%,63.68%,200.12,$13.7,MIA 2,POR 1,generated,1
Brandin Podziemski (37838969),Desmond Bane (37838863),Deni Avdija (37838916),Tari Eason (37839002),Onyeka Okongwu (37838958),Jalen Green (37838880),Ausar Thompson (37839013),Jonas Valanciunas (37839005),289.34,286.11,382.24,49800,0.12%,6.73%,453.0%,59.52%,186.64000000000001,$13.6,HOU 2,GSW 1,generated,1
Stephen Curry (37838818),Quentin Grimes (37838978),Kelly Oubre Jr. (37838933),Justin Champagnie (37839271),Jonas Valanciunas (37839005),Shaedon Sharpe (37838946),Jaren Jackson Jr. (37838848),Ausar Thompson (37839013),285.95,279.34000000000003,379.37,49800,0.12%,6.61%,449.6%,54.87%,150.70999999999998,$13.5,PHI 2,GSW 1,generated,1
Trae Young (37838810),Quentin Grimes (37838978),Buddy Hield (37839212),Deni Avdija (37838916),Onyeka Okongwu (37838958),Desmond Bane (37838863),Zaccharie Risacher (37839121),Jonas Valanciunas (37839005),288.13,281.71000000000004,379.73,49700,0.13%,6.65%,448.6%,58.01%,184.64000000000001,$13.5,ATL 3,PHI 1,generated,1
Brandin Podziemski (37838969),Shaedon Sharpe (37838946),Malik Beasley (37839053),Deni Avdija (37838916),Jonas Valanciunas (37839005),Tyler Herro (37838826),Guerschon Yabusele (37839036),Jalen Duren (37838897),287.38,281.54,380.21999999999997,50000,0.13%,6.27%,445.8%,56.87%,175.88,$13.4,POR 2,DET 2,generated,1
Scoot Henderson (37838992),Cason Wallace (37839147),Ausar Thompson (37839013),Bam Adebayo (37838832),Onyeka Okongwu (37838958),Trae Young (37838810),Malik Beasley (37839053),Jonas Valanciunas (37839005),283.72,276.79999999999995,378.45000000000005,49700,0.13%,6.28%,441.3%,51.49%,145.84,$13.2,DET 2,ATL 2,generated,1
Ja Morant (37838836),Duncan Robinson (37839112),Jimmy Butler (37838870),Chet Holmgren (37838887),Onyeka Okongwu (37838958),Trae Young (37838810),Trey Lyles (37839333),Kessler Edwards (37839321),276.66999999999996,269.28,367.76,50000,0.14%,5.02%,437.3%,42.87%,97.57,$13.1,ATL 2,MEM 1,generated,1
Scoot Henderson (37838992),Brandin Podziemski (37838969),Andrew Wiggins (37838904),Deni Avdija (37838916),Jonas Valanciunas (37839005),Desmond Bane (37838863),Caris LeVert (37839040),Jalen Duren (37838897),284.77,284.70000000000005,378.75000000000006,50000,0.13%,5.8%,432.7%,53.22%,182.79000000000002,$13.0,POR 2,GSW 1,generated,1
Brandin Podziemski (37838969),Quentin Grimes (37838978),Naji Marshall (37839007),Deni Avdija (37838916),Jonas Valanciunas (37839005),Ja Morant (37838836),Chet Holmgren (37838887),Ausar Thompson (37839013),289.69,286.41,384.2,49900,0.1%,7.08%,432.3%,60.29%,192.21,$13.0,GSW 1,PHI 1,generated,1
Tyler Herro (37838826),Shaedon Sharpe (37838946),Deni Avdija (37838916),Ausar Thompson (37839013),Jonas Valanciunas (37839005),Carlton Carrington (37839049),Caris LeVert (37839040),Jalen Duren (37838897),288.02,284.46000000000004,381.87000000000006,49400,0.12%,6.4%,429.8%,57.72%,182.15,$12.9,POR 2,DET 2,generated,1
Trae Young (37838810),Anfernee Simons (37838893),Caris LeVert (37839040),Deni Avdija (37838916),Jonas Valanciunas (37839005),Quentin Grimes (37838978),Ausar Thompson (37839013),Malik Beasley (37839053),291.68,285.15,384.11,49900,0.1%,7.78%,428.7%,62.9%,178.89,$12.9,ATL 2,POR 2,generated,1
Malik Monk (37838859),Brandin Podziemski (37838969),Deni Avdija (37838916),Chet Holmgren (37838887),Draymond Green (37838967),Caris LeVert (37839040),Ausar Thompson (37839013),Onyeka Okongwu (37838958),285.14,278.61,374.19,49800,0.13%,5.5%,427.6%,53.98%,145.85,$12.8,GSW 2,ATL 2,generated,1
Shai Gilgeous-Alexander (37838798),Quentin Grimes (37838978),Deni Avdija (37838916),Jimmy Butler (37838870),Kessler Edwards (37839321),Caris LeVert (37839040),Ausar Thompson (37839013),Jonas Valanciunas (37839005),287.54,285.91999999999996,383.47,49900,0.1%,6.78%,425.1%,57.13%,192.74,$12.8,OKC 1,PHI 1,generated,1
