Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
de'aaron fox,PG/SG/G/UTIL,SAS,29.68%,0.01%,1.36%,9.79%,11.11%,$0.42
jalen duren,C/UTIL,DET,29.52%,0.01%,1.38%,12.83%,20.74%,$0.41
ryan rollins,PG/G/UTIL,MIL,28.6%,0.01%,1.3%,15.57%,25.48%,$0.25
jarrett allen,C/UTIL,CLE,28.26%,0.01%,1.28%,8.29%,13.06%,$0.22
jordan poole,PG/G/UTIL,WAS,28.78%,0.01%,1.26%,12.79%,20.43%,$0.11
wendell carter jr.,C/UTIL,ORL,29.07%,0.01%,1.22%,20.43%,36.41%,$-0.04
zion williamson,PF/SF/F/UTIL,NOP,27.65%,0.01%,1.23%,17.32%,10.57%,$-0.05
rj barrett,SF/SG/G/F/UTIL,TOR,29.17%,0.01%,1.21%,20.77%,12.7%,$-0.05
aj green,PG/SG/G/UTIL,MIL,28.59%,0.01%,1.19%,37.6%,44.11%,$-0.12
darius garland,PG/G/UTIL,CLE,26.89%,0.01%,1.16%,8.19%,12.33%,$-0.12
karl-anthony towns,C/UTIL,NYK,28.14%,0.01%,1.16%,10.01%,15.55%,$-0.18
santi aldama,PF/F/UTIL,MEM,25.67%,0.01%,1.11%,4.65%,4.36%,$-0.19
ausar thompson,PF/SF/F/UTIL,DET,27.07%,0.01%,1.16%,16.22%,10.04%,$-0.2
vince williams jr.,SF/SG/G/F/UTIL,MEM,27.67%,0.01%,1.16%,32.81%,20.26%,$-0.21
alexandre sarr,C/UTIL,WAS,26.44%,0.01%,1.11%,6.0%,10.12%,$-0.23
max christie,SF/SG/G/F/UTIL,DAL,28.68%,0.01%,1.14%,31.05%,20.33%,$-0.27
jalen brunson,PG/G/UTIL,NYK,26.94%,0.01%,1.1%,6.32%,9.87%,$-0.27
charles bassey,C/UTIL,SAS,26.34%,0.01%,1.12%,14.75%,27.11%,$-0.31
cade cunningham,PG/G/UTIL,DET,27.86%,0.01%,1.11%,17.89%,26.3%,$-0.33
paolo banchero,PF/F/UTIL,ORL,28.44%,0.01%,1.09%,26.75%,27.41%,$-0.38
cole anthony,PG/SG/G/UTIL,ORL,27.66%,0.01%,1.09%,29.85%,33.03%,$-0.38
isaiah stewart,C/UTIL,DET,25.04%,0.01%,1.02%,2.15%,3.66%,$-0.38
scottie barnes,PG/SF/G/F/UTIL,TOR,26.96%,0.01%,1.05%,14.05%,9.55%,$-0.46
miles mcbride,PG/SG/G/UTIL,NYK,27.27%,0.01%,1.04%,45.1%,56.28%,$-0.54
evan mobley,C/PF/F/UTIL,CLE,25.37%,0.01%,1.02%,10.6%,7.26%,$-0.54
bam adebayo,C/PF/F/UTIL,MIA,27.06%,0.01%,1.01%,21.43%,15.0%,$-0.59
devin vassell,SF/SG/G/F/UTIL,SAS,26.75%,0.01%,1.01%,19.71%,12.24%,$-0.59
kyrie irving,PG/G/UTIL,DAL,27.01%,0.01%,0.98%,6.27%,8.41%,$-0.59
kyle kuzma,PF/SF/F/UTIL,MIL,27.14%,0.0%,0.99%,25.94%,16.34%,$-0.65
khris middleton,PF/SF/F/UTIL,WAS,24.69%,0.01%,0.98%,8.7%,5.14%,$-0.65
donovan mitchell,PG/SG/G/UTIL,CLE,24.68%,0.01%,0.99%,11.04%,12.5%,$-0.66
franz wagner,SF/F/UTIL,ORL,25.5%,0.01%,0.98%,11.71%,11.42%,$-0.68
jeremy sochan,C/PF/F/UTIL,SAS,26.04%,0.01%,0.98%,17.32%,11.41%,$-0.68
kyshawn george,PF/F/UTIL,WAS,25.5%,0.01%,0.96%,4.82%,4.69%,$-0.74
giannis antetokounmpo,C/PF/F/UTIL,MIL,23.95%,0.01%,0.97%,19.32%,12.78%,$-0.81
pj washington,C/PF/F/UTIL,DAL,26.09%,0.0%,0.9%,24.81%,16.98%,$-0.9
brook lopez,C/UTIL,MIL,25.65%,0.0%,0.89%,4.97%,8.0%,$-0.9
brandon clarke,C/UTIL,MEM,23.07%,0.01%,0.85%,0.72%,1.34%,$-0.95
chris paul,PG/G/UTIL,SAS,23.02%,0.01%,0.84%,4.12%,6.05%,$-1.02
karlo matkovic,C/PF/F/UTIL,NOP,24.02%,0.0%,0.84%,1.21%,0.76%,$-1.05
zach edey,C/UTIL,MEM,23.05%,0.01%,0.81%,1.46%,2.37%,$-1.06
de'andre hunter,PF/SF/F/UTIL,CLE,23.75%,0.01%,0.82%,2.0%,1.28%,$-1.07
jonathan mogbo,C/PF/F/UTIL,TOR,23.79%,0.0%,0.82%,2.34%,1.49%,$-1.08
naji marshall,PF/SF/F/UTIL,DAL,23.65%,0.0%,0.82%,4.36%,2.52%,$-1.09
andrew wiggins,SF/F/UTIL,MIA,23.98%,0.0%,0.83%,6.32%,5.35%,$-1.09
tobias harris,PF/F/UTIL,DET,24.03%,0.0%,0.81%,5.12%,4.55%,$-1.14
jose alvarado,PG/G/UTIL,NOP,23.67%,0.0%,0.81%,6.82%,10.5%,$-1.14
tyler herro,PG/G/UTIL,MIA,22.77%,0.0%,0.76%,3.03%,5.01%,$-1.19
kevin porter jr.,PG/SG/G/UTIL,MIL,23.53%,0.0%,0.8%,32.16%,37.14%,$-1.2
yves missi,C/UTIL,NOP,23.75%,0.0%,0.75%,0.85%,1.44%,$-1.26
keldon johnson,PF/SF/F/UTIL,SAS,22.11%,0.0%,0.76%,2.18%,1.43%,$-1.28
corey kispert,SF/SG/G/F/UTIL,WAS,22.86%,0.0%,0.74%,3.89%,2.34%,$-1.36
jaren jackson jr.,C/PF/F/UTIL,MEM,22.2%,0.0%,0.73%,8.81%,5.81%,$-1.38
jonathan isaac,C/PF/F/UTIL,ORL,21.51%,0.0%,0.7%,1.43%,0.97%,$-1.4
immanuel quickley,PG/G/UTIL,TOR,22.25%,0.0%,0.72%,10.12%,15.63%,$-1.41
stephon castle,PG/SG/G/UTIL,SAS,20.68%,0.0%,0.69%,2.21%,2.14%,$-1.42
trey murphy iii,SF/SG/G/F/UTIL,NOP,23.3%,0.0%,0.69%,9.82%,6.09%,$-1.46
desmond bane,SG/G/UTIL,MEM,21.8%,0.0%,0.68%,3.13%,4.38%,$-1.46
klay thompson,SF/SG/G/F/UTIL,DAL,21.87%,0.0%,0.7%,10.47%,6.25%,$-1.47
cj mccollum,PG/SG/G/UTIL,NOP,22.36%,0.0%,0.67%,3.4%,3.66%,$-1.5
ja morant,PG/G/UTIL,MEM,20.22%,0.0%,0.64%,2.42%,4.25%,$-1.55
kentavious caldwell-pope,SG/G/UTIL,ORL,22.85%,0.0%,0.69%,1.96%,2.81%,$-1.55
ochai agbaji,PF/SF/F/UTIL,TOR,22.13%,0.0%,0.68%,0.91%,0.53%,$-1.57
tim hardaway jr.,SF/SG/G/F/UTIL,DET,22.01%,0.0%,0.68%,2.1%,1.2%,$-1.58
gregory jackson,PF/SF/F/UTIL,MEM,20.22%,0.0%,0.64%,0.18%,0.1%,$-1.59
cameron payne,PG/SG/G/UTIL,NYK,21.6%,0.0%,0.66%,0.71%,0.87%,$-1.59
max strus,SF/SG/G/F/UTIL,CLE,21.32%,0.0%,0.65%,3.62%,2.17%,$-1.65
nikola jovic,C/PF/F/UTIL,MIA,20.89%,0.0%,0.63%,1.17%,0.7%,$-1.65
malik beasley,SF/SG/G/F/UTIL,DET,20.29%,0.0%,0.62%,2.37%,1.44%,$-1.67
orlando robinson,C/UTIL,TOR,21.11%,0.0%,0.62%,0.39%,0.69%,$-1.67
kel'el ware,C/UTIL,MIA,20.42%,0.0%,0.6%,0.56%,0.84%,$-1.69
bilal coulibaly,SF/SG/G/F/UTIL,WAS,21.81%,0.0%,0.61%,5.94%,3.45%,$-1.73
marcus smart,PG/SG/G/UTIL,WAS,20.5%,0.0%,0.61%,2.09%,2.2%,$-1.73
harrison barnes,PF/SF/F/UTIL,SAS,20.98%,0.0%,0.61%,3.17%,1.81%,$-1.73
ronald holland ii,SF/F/UTIL,DET,21.7%,0.0%,0.62%,0.11%,0.1%,$-1.78
dennis schroder,PG/SG/G/UTIL,DET,19.94%,0.0%,0.58%,0.99%,1.03%,$-1.82
gary trent jr.,SF/SG/G/F/UTIL,MIL,20.43%,0.0%,0.58%,1.55%,0.9%,$-1.86
goga bitadze,C/UTIL,ORL,19.71%,0.0%,0.53%,0.33%,0.58%,$-1.86
pat connaughton,PF/SF/F/UTIL,MIL,19.99%,0.0%,0.53%,0.2%,0.1%,$-1.95
andre jackson jr.,SF/SG/G/F/UTIL,MIL,19.53%,0.0%,0.54%,0.19%,0.1%,$-1.96
davion mitchell,PG/SG/G/UTIL,MIA,20.31%,0.0%,0.54%,0.15%,0.14%,$-2.0
dante exum,SF/SG/G/F/UTIL,DAL,18.67%,0.0%,0.48%,2.11%,1.24%,$-2.08
og anunoby,PF/SF/F/UTIL,NYK,19.13%,0.0%,0.47%,1.53%,0.9%,$-2.12
terry rozier,PG/SG/G/UTIL,MIA,18.42%,0.0%,0.46%,0.87%,0.9%,$-2.16
jordan hawkins,SG/G/UTIL,NOP,17.67%,0.0%,0.39%,0.03%,0.06%,$-2.2
carlton carrington,PG/G/UTIL,WAS,18.96%,0.0%,0.43%,1.61%,2.44%,$-2.22
jericho sims,C/UTIL,MIL,19.47%,0.0%,0.46%,0.07%,0.1%,$-2.23
mikal bridges,SF/SG/G/F/UTIL,NYK,19.57%,0.0%,0.41%,2.78%,1.69%,$-2.25
gradey dick,SG/G/UTIL,TOR,18.03%,0.0%,0.43%,1.07%,1.43%,$-2.25
jamison battle,SF/F/UTIL,TOR,20.1%,0.0%,0.42%,0.09%,0.1%,$-2.25
ty jerome,PG/G/UTIL,CLE,17.29%,0.0%,0.43%,0.93%,1.49%,$-2.28
antonio reeves,SF/SG/G/F/UTIL,NOP,18.75%,0.0%,0.42%,0.18%,0.1%,$-2.29
precious achiuwa,C/PF/F/UTIL,NYK,18.43%,0.0%,0.4%,12.81%,8.23%,$-2.3
ja'kobe walter,SF/SG/G/F/UTIL,TOR,17.61%,0.0%,0.41%,0.76%,0.48%,$-2.33
bruce brown,PG/SF/G/F/UTIL,NOP,17.84%,0.0%,0.4%,0.73%,0.5%,$-2.33
luke kennard,PG/SG/G/UTIL,MEM,17.14%,0.0%,0.38%,0.39%,0.39%,$-2.43
dean wade,C/UTIL,CLE,19.23%,0.0%,0.41%,0.04%,0.1%,$-2.43
olivier-maxence prosper,C/PF/F/UTIL,DAL,16.73%,0.0%,0.35%,0.17%,0.1%,$-2.47
bismack biyombo,C/UTIL,SAS,17.9%,0.0%,0.34%,0.07%,0.1%,$-2.54
simone fontecchio,PF/F/UTIL,DET,15.58%,0.0%,0.36%,0.1%,0.1%,$-2.55
anthony black,PG/G/UTIL,ORL,17.55%,0.0%,0.32%,0.06%,0.1%,$-2.55
kessler edwards,PF/F/UTIL,DAL,15.8%,0.0%,0.31%,0.12%,0.1%,$-2.58
jamal shead,PG/G/UTIL,TOR,14.79%,0.0%,0.3%,0.06%,0.1%,$-2.58
landry shamet,SF/SG/G/F/UTIL,NYK,16.05%,0.0%,0.33%,0.16%,0.1%,$-2.59
richaun holmes,C/UTIL,WAS,15.91%,0.0%,0.33%,0.05%,0.1%,$-2.61
isaac okoro,PF/SF/F/UTIL,CLE,16.03%,0.0%,0.31%,0.16%,0.1%,$-2.64
sam merrill,SG/G/UTIL,CLE,16.55%,0.0%,0.28%,0.11%,0.1%,$-2.67
jaylen wells,SF/SG/G/F/UTIL,MEM,15.52%,0.0%,0.29%,0.22%,0.13%,$-2.7
dejounte murray,PG/G/UTIL,NOP,18.42%,0.0%,0.26%,0.04%,0.03%,$-2.71
gary harris,SF/SG/G/F/UTIL,ORL,15.29%,0.0%,0.27%,0.16%,0.1%,$-2.74
tristan da silva,PF/SF/F/UTIL,ORL,15.18%,0.0%,0.22%,0.17%,0.1%,$-2.77
tristan thompson,C/UTIL,CLE,14.54%,0.0%,0.23%,0.03%,0.03%,$-2.79
alec burks,PG/SG/G/UTIL,MIA,13.95%,0.0%,0.24%,0.07%,0.1%,$-2.8
paul reed,C/UTIL,DET,17.33%,0.0%,0.26%,0.02%,0.03%,$-2.81
duncan robinson,SG/G/UTIL,MIA,13.74%,0.0%,0.24%,0.05%,0.1%,$-2.83
jay huff,C/UTIL,MEM,14.64%,0.0%,0.22%,0.04%,0.03%,$-2.84
julian champagnie,SF/SG/G/F/UTIL,SAS,14.16%,0.0%,0.22%,0.19%,0.1%,$-2.87
marcus sasser,PG/SG/G/UTIL,DET,14.96%,0.0%,0.2%,0.05%,0.03%,$-2.87
harrison ingram,PF/SF/F/UTIL,SAS,14.93%,0.0%,0.2%,0.06%,0.03%,$-2.88
jared rhoden,SG/G/UTIL,TOR,15.27%,0.0%,0.18%,0.05%,0.03%,$-2.88
erik stevenson,PG/G/UTIL,WAS,15.23%,0.0%,0.21%,0.03%,0.03%,$-2.97
delon wright,PG/G/UTIL,NYK,12.64%,0.0%,0.17%,0.06%,0.03%,$-2.98
tolu smith,C/UTIL,DET,14.03%,0.0%,0.18%,0.06%,0.03%,$-2.98
kevin love,C/UTIL,MIA,13.89%,0.0%,0.14%,0.05%,0.03%,$-2.99
liam robbins,C/UTIL,MIL,13.37%,0.0%,0.13%,0.03%,0.03%,$-2.99
ethan thompson,PG/G/UTIL,ORL,12.22%,0.0%,0.14%,0.06%,0.03%,$-3.03
spencer dinwiddie,PG/G/UTIL,DAL,11.41%,0.0%,0.13%,0.1%,0.1%,$-3.09
matt ryan,SF/SG/G/F/UTIL,NYK,11.71%,0.0%,0.17%,0.08%,0.03%,$-3.09
colby jones,SG/G/UTIL,WAS,12.7%,0.0%,0.16%,0.07%,0.03%,$-3.09
stanley umude,SG/G/UTIL,MIL,12.56%,0.0%,0.14%,0.06%,0.03%,$-3.09
bobi klintman,PF/F/UTIL,DET,11.75%,0.0%,0.17%,0.08%,0.03%,$-3.09
anthony gill,C/PF/F/UTIL,WAS,11.72%,0.0%,0.15%,0.09%,0.03%,$-3.1
keshad johnson,SF/F/UTIL,MIA,12.65%,0.0%,0.16%,0.07%,0.03%,$-3.1
daniss jenkins,PG/G/UTIL,DET,12.48%,0.0%,0.13%,0.06%,0.03%,$-3.11
dru smith,PG/G/UTIL,MIA,12.56%,0.0%,0.13%,0.07%,0.03%,$-3.12
zyon pullin,PG/G/UTIL,MEM,13.68%,0.0%,0.12%,0.04%,0.03%,$-3.13
josh christopher,PG/G/UTIL,MIA,11.02%,0.0%,0.13%,0.03%,0.03%,$-3.14
jt thor,PF/SF/F/UTIL,CLE,13.36%,0.0%,0.12%,0.02%,0.03%,$-3.14
john konchar,SF/SG/G/F/UTIL,MEM,11.72%,0.0%,0.13%,0.1%,0.03%,$-3.14
herbert jones,C/UTIL,NOP,11.7%,0.0%,0.12%,0.04%,0.03%,$-3.14
jaden ivey,PG/G/UTIL,DET,10.91%,0.0%,0.12%,0.06%,0.03%,$-3.14
yuki kawamura,PG/G/UTIL,MEM,11.29%,0.0%,0.12%,0.08%,0.03%,$-3.16
chris livingston,SF/F/UTIL,MIL,11.42%,0.0%,0.12%,0.08%,0.03%,$-3.16
johnny davis,SG/G/UTIL,MEM,11.99%,0.0%,0.12%,0.12%,0.1%,$-3.16
isaiah stevens,PG/G/UTIL,MIA,11.76%,0.0%,0.13%,0.06%,0.03%,$-3.17
keion brooks jr.,PF/SF/F/UTIL,NOP,11.33%,0.0%,0.13%,0.06%,0.03%,$-3.18
tyler kolek,PG/G/UTIL,NYK,12.4%,0.0%,0.11%,0.03%,0.03%,$-3.19
ariel hukporti,C/UTIL,NYK,10.76%,0.0%,0.11%,0.12%,0.1%,$-3.2
haywood highsmith,PF/SF/F/UTIL,MIA,11.03%,0.0%,0.12%,0.2%,0.1%,$-3.2
pelle larsson,SF/F/UTIL,MIA,10.06%,0.0%,0.11%,0.06%,0.03%,$-3.2
jaylon tyson,SF/SG/G/F/UTIL,CLE,12.43%,0.0%,0.13%,0.04%,0.03%,$-3.2
jamal cain,SF/F/UTIL,NOP,10.83%,0.0%,0.13%,0.05%,0.03%,$-3.2
tyler smith,PF/SF/F/UTIL,MIL,12.59%,0.0%,0.12%,0.04%,0.04%,$-3.2
jaylen martin,SF/F/UTIL,WAS,12.52%,0.0%,0.11%,0.04%,0.03%,$-3.21
david duke jr.,SG/G/UTIL,SAS,11.18%,0.0%,0.13%,0.04%,0.03%,$-3.21
pacome dadiet,SF/SG/G/F/UTIL,NYK,10.65%,0.0%,0.1%,0.12%,0.03%,$-3.21
aj lawson,PG/SG/G/UTIL,TOR,10.78%,0.0%,0.12%,0.05%,0.03%,$-3.21
malaki branham,SF/SG/G/F/UTIL,SAS,10.9%,0.0%,0.09%,0.11%,0.03%,$-3.21
jacob toppin,PF/F/UTIL,NYK,11.78%,0.0%,0.14%,0.04%,0.03%,$-3.21
lindy waters iii,PF/F/UTIL,DET,11.18%,0.0%,0.1%,0.05%,0.03%,$-3.22
luke travers,SF/F/UTIL,CLE,11.33%,0.0%,0.09%,0.05%,0.03%,$-3.22
ron harper jr.,SF/F/UTIL,DET,10.92%,0.0%,0.1%,0.05%,0.03%,$-3.23
jordan mclaughlin,PG/G/UTIL,SAS,12.52%,0.0%,0.09%,0.04%,0.03%,$-3.23
emoni bates,PG/G/UTIL,CLE,9.74%,0.0%,0.11%,0.04%,0.03%,$-3.24
cory joseph,PG/G/UTIL,ORL,9.86%,0.0%,0.13%,0.05%,0.03%,$-3.25
garrett temple,SG/G/UTIL,TOR,10.26%,0.0%,0.08%,0.04%,0.03%,$-3.25
jett howard,PF/SF/F/UTIL,ORL,10.34%,0.0%,0.1%,0.18%,0.1%,$-3.26
marvin bagley iii,PF/F/UTIL,MEM,9.96%,0.0%,0.08%,0.03%,0.04%,$-3.26
caleb houstan,PF/SF/F/UTIL,ORL,10.32%,0.0%,0.09%,0.04%,0.03%,$-3.26
trevelin queen,PG/SG/G/UTIL,ORL,10.19%,0.0%,0.09%,0.05%,0.03%,$-3.27
riley minix,PF/F/UTIL,SAS,9.23%,0.0%,0.09%,0.06%,0.03%,$-3.27
aj johnson,PG/SG/G/UTIL,WAS,10.26%,0.0%,0.12%,0.02%,0.03%,$-3.28
blake wesley,PG/G/UTIL,SAS,8.99%,0.0%,0.1%,0.06%,0.03%,$-3.28
ulrich chomche,C/UTIL,TOR,10.75%,0.0%,0.16%,0.02%,0.03%,$-3.28
craig porter jr.,PG/G/UTIL,CLE,11.13%,0.0%,0.06%,0.02%,0.03%,$-3.3
kyle anderson,PF/F/UTIL,MIA,9.64%,0.0%,0.09%,0.09%,0.1%,$-3.32
dwight powell,C/UTIL,DAL,7.89%,0.0%,0.07%,0.02%,0.03%,$-3.32
p.j. tucker,C/UTIL,TOR,10.57%,0.0%,0.08%,0.03%,0.03%,$-3.34
mac mcclung,PG/G/UTIL,ORL,10.3%,0.0%,0.09%,0.04%,0.03%,$-3.35
cam spencer,PG/G/UTIL,MEM,10.74%,0.0%,0.06%,0.03%,0.03%,$-3.35
jeremiah robinson-earl,C/PF/F/UTIL,NOP,9.44%,0.0%,0.07%,0.06%,0.04%,$-3.37
kevin mccullar jr.,SF/F/UTIL,NYK,8.25%,0.0%,0.07%,0.03%,0.03%,$-3.38
mitchell robinson,C/UTIL,NYK,8.09%,0.0%,0.06%,0.03%,0.04%,$-3.4
brandon boston jr.,SF/SG/G/F/UTIL,NOP,8.28%,0.0%,0.05%,0.1%,0.04%,$-3.41
brandon williams,PG/G/UTIL,DAL,8.38%,0.0%,0.07%,0.1%,0.1%,$-3.41
chris boucher,C/PF/F/UTIL,TOR,8.22%,0.0%,0.05%,0.16%,0.1%,$-3.43
justin champagnie,PF/SF/F/UTIL,WAS,7.93%,0.0%,0.05%,0.19%,0.1%,$-3.46
malcolm brogdon,PG/SG/G/UTIL,WAS,7.33%,0.0%,0.04%,0.03%,0.04%,$-3.47
kylor kelley,C/UTIL,DAL,8.6%,0.0%,0.03%,0.02%,0.04%,$-3.48
sandro mamukelashvili,C/PF/F/UTIL,SAS,7.66%,0.0%,0.04%,0.18%,0.1%,$-3.49
taurean prince,PF/SF/F/UTIL,MIL,7.49%,0.0%,0.03%,0.06%,0.05%,$-3.51
tristan vukcevic,C/UTIL,WAS,7.42%,0.0%,0.04%,0.05%,0.1%,$-3.51
moritz wagner,C/UTIL,ORL,7.26%,0.0%,0.03%,0.05%,0.03%,$-3.51
jaden hardy,PG/SG/G/UTIL,DAL,7.05%,0.0%,0.04%,0.09%,0.1%,$-3.52
jaime jaquez jr.,SF/F/UTIL,MIA,6.77%,0.0%,0.04%,0.07%,0.1%,$-3.52
kelly olynyk,C/UTIL,NOP,6.27%,0.0%,0.03%,0.06%,0.1%,$-3.55
caleb martin,PF/F/UTIL,DAL,6.03%,0.0%,0.02%,0.04%,0.04%,$-3.59
saddiq bey,SF/F/UTIL,WAS,5.65%,0.0%,0.03%,0.08%,0.04%,$-3.62
scotty pippen jr.,PG/G/UTIL,MEM,5.36%,0.0%,0.03%,0.07%,0.1%,$-3.62
dereck lively ii,C/UTIL,DAL,4.39%,0.0%,0.01%,0.04%,0.06%,$-3.72
jakob poeltl,C/UTIL,TOR,2.68%,0.0%,0.0%,0.07%,0.06%,$-3.84
bobby portis,C/PF/F/UTIL,MIL,2.4%,0.0%,0.0%,0.15%,0.07%,$-3.85
jalen suggs,PG/SG/G/UTIL,ORL,2.17%,0.0%,0.0%,0.03%,0.07%,$-3.86
josh hart,PF/SF/F/UTIL,NYK,1.69%,0.0%,0.0%,0.11%,0.07%,$-3.9
brandon ingram,PF/F/UTIL,TOR,1.61%,0.0%,0.0%,0.1%,0.08%,$-3.9
daniel gafford,C/UTIL,DAL,1.54%,0.0%,0.0%,0.05%,0.07%,$-3.91
