Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
trae young,PG/G/UTIL,ATL,28.77%,0.01%,1.48%,9.0%,11.27%,$0.6
luke kornet,C/UTIL,BOS,31.5%,0.01%,1.38%,31.39%,58.61%,$0.39
jayson tatum,PF/SF/F/UTIL,BOS,31.45%,0.01%,1.28%,28.21%,23.74%,$0.15
alperen sengun,C/UTIL,HOU,26.2%,0.01%,1.26%,7.48%,13.41%,$0.09
jared butler,PG/SG/G/UTIL,PHI,28.48%,0.01%,1.27%,26.38%,22.53%,$0.06
sam hauser,PF/SF/F/UTIL,BOS,29.29%,0.01%,1.25%,41.73%,34.77%,$0.04
tari eason,PF/F/UTIL,HOU,25.88%,0.01%,1.18%,6.16%,7.03%,$-0.01
andre drummond,C/UTIL,PHI,25.11%,0.01%,1.18%,5.99%,10.39%,$-0.01
payton pritchard,PG/SG/G/UTIL,BOS,29.88%,0.01%,1.22%,52.6%,58.7%,$-0.02
onyeka okongwu,C/UTIL,ATL,29.59%,0.01%,1.21%,24.66%,43.13%,$-0.04
cole anthony,PG/SG/G/UTIL,ORL,26.83%,0.01%,1.17%,13.06%,11.37%,$-0.16
stephen curry,PG/G/UTIL,GSW,25.34%,0.01%,1.14%,6.3%,8.39%,$-0.2
brandin podziemski,PG/SG/G/UTIL,GSW,27.82%,0.01%,1.15%,14.06%,11.91%,$-0.21
pascal siakam,PF/F/UTIL,IND,28.15%,0.01%,1.13%,22.8%,22.93%,$-0.27
derrick white,PG/SG/G/UTIL,BOS,27.66%,0.01%,1.08%,12.67%,9.96%,$-0.42
tyrese haliburton,PG/G/UTIL,IND,25.83%,0.01%,1.06%,8.05%,10.65%,$-0.44
paolo banchero,PF/F/UTIL,ORL,26.77%,0.01%,1.06%,19.42%,22.31%,$-0.49
t.j. mcconnell,PG/G/UTIL,IND,22.77%,0.01%,0.98%,2.06%,2.41%,$-0.49
jordan walsh,SF/SG/G/F/UTIL,BOS,25.67%,0.01%,1.02%,1.05%,0.38%,$-0.54
caris levert,SF/SG/G/F/UTIL,ATL,26.68%,0.01%,1.04%,25.8%,17.26%,$-0.55
justin edwards,PF/SF/F/UTIL,PHI,26.65%,0.01%,1.04%,5.37%,3.95%,$-0.55
torrey craig,C/PF/F/UTIL,BOS,24.54%,0.01%,0.97%,2.91%,1.88%,$-0.56
guerschon yabusele,C/PF/F/UTIL,PHI,26.67%,0.01%,1.02%,19.98%,15.48%,$-0.58
neemias queta,C/UTIL,BOS,23.31%,0.01%,0.96%,2.75%,5.18%,$-0.59
georges niang,PF/SF/F/UTIL,ATL,25.53%,0.01%,0.99%,15.97%,12.06%,$-0.67
quentin grimes,PG/SG/G/UTIL,PHI,26.93%,0.0%,0.97%,44.65%,45.23%,$-0.73
draymond green,C/UTIL,GSW,24.52%,0.01%,0.94%,4.5%,7.92%,$-0.73
zaccharie risacher,PF/SF/F/UTIL,ATL,25.96%,0.0%,0.95%,33.8%,27.81%,$-0.79
franz wagner,SF/F/UTIL,ORL,25.42%,0.01%,0.94%,17.79%,20.05%,$-0.81
myles turner,C/UTIL,IND,24.09%,0.01%,0.91%,5.88%,10.14%,$-0.81
dyson daniels,PG/SG/G/UTIL,ATL,26.07%,0.0%,0.94%,20.66%,17.89%,$-0.82
lebron james,PF/SF/F/UTIL,LAL,24.1%,0.01%,0.94%,14.67%,11.84%,$-0.85
luka doncic,PG/G/UTIL,LAL,24.46%,0.01%,0.94%,17.49%,22.35%,$-0.87
aaron nesmith,SF/SG/G/F/UTIL,IND,24.79%,0.01%,0.91%,11.91%,7.61%,$-0.89
zion williamson,PF/SF/F/UTIL,NOP,21.06%,0.01%,0.93%,6.98%,5.53%,$-0.9
d'angelo russell,PG/G/UTIL,BKN,22.82%,0.01%,0.85%,3.41%,4.44%,$-0.98
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,25.49%,0.0%,0.86%,24.93%,16.63%,$-1.04
goga bitadze,C/UTIL,ORL,22.14%,0.01%,0.8%,1.28%,2.01%,$-1.05
jalen smith,C/UTIL,CHI,21.49%,0.01%,0.81%,2.6%,4.42%,$-1.06
dillon brooks,PF/F/UTIL,HOU,24.17%,0.0%,0.85%,5.9%,6.42%,$-1.07
jimmy butler,PF/SF/F/UTIL,GSW,23.55%,0.0%,0.82%,9.6%,6.4%,$-1.1
wendell carter jr.,C/UTIL,ORL,23.35%,0.0%,0.81%,6.69%,12.17%,$-1.13
kevin huerter,SF/SG/G/F/UTIL,CHI,23.32%,0.0%,0.81%,6.28%,3.8%,$-1.17
jalen green,SG/G/UTIL,HOU,22.69%,0.0%,0.79%,5.76%,5.97%,$-1.17
jalen brunson,PG/G/UTIL,NYK,22.45%,0.0%,0.78%,4.69%,6.03%,$-1.2
amen thompson,PG/SF/G/F/UTIL,HOU,24.67%,0.0%,0.77%,12.46%,8.37%,$-1.22
tre jones,PG/G/UTIL,CHI,22.93%,0.0%,0.79%,8.02%,10.41%,$-1.23
ziaire williams,SF/SG/G/F/UTIL,BKN,23.17%,0.0%,0.78%,14.08%,9.09%,$-1.26
buddy hield,SF/SG/G/F/UTIL,GSW,21.65%,0.0%,0.77%,2.87%,1.68%,$-1.27
kelly olynyk,C/PF/F/UTIL,NOP,21.6%,0.0%,0.74%,3.84%,2.72%,$-1.31
lonnie walker iv,SG/G/UTIL,PHI,23.85%,0.0%,0.75%,0.12%,0.1%,$-1.31
tyrese martin,SG/G/UTIL,BKN,23.2%,0.0%,0.77%,0.09%,0.1%,$-1.32
cam thomas,PG/SG/G/UTIL,BKN,20.63%,0.01%,0.7%,2.42%,2.07%,$-1.34
andrew nembhard,PG/SG/G/UTIL,IND,22.83%,0.0%,0.75%,11.19%,9.94%,$-1.37
terance mann,PG/SF/G/F/UTIL,ATL,22.78%,0.0%,0.73%,4.05%,2.48%,$-1.38
austin reaves,PG/SG/G/UTIL,LAL,21.82%,0.0%,0.72%,6.52%,4.93%,$-1.39
thomas bryant,C/UTIL,IND,21.17%,0.0%,0.69%,0.38%,0.6%,$-1.4
bennedict mathurin,SF/F/UTIL,IND,21.22%,0.0%,0.71%,0.43%,0.52%,$-1.4
gui santos,PF/F/UTIL,GSW,22.84%,0.0%,0.74%,0.11%,0.1%,$-1.43
zach collins,C/UTIL,CHI,20.76%,0.0%,0.68%,1.77%,2.84%,$-1.43
karl-anthony towns,C/UTIL,NYK,19.89%,0.0%,0.69%,3.85%,6.95%,$-1.45
josh giddey,PG/G/UTIL,CHI,21.14%,0.0%,0.69%,3.64%,4.08%,$-1.47
obi toppin,C/PF/F/UTIL,IND,20.38%,0.0%,0.67%,2.04%,1.54%,$-1.5
nic claxton,C/UTIL,BKN,20.34%,0.0%,0.66%,2.41%,3.95%,$-1.55
moses moody,PF/SF/F/UTIL,GSW,21.54%,0.0%,0.67%,2.26%,1.75%,$-1.59
kentavious caldwell-pope,SG/G/UTIL,ORL,23.26%,0.0%,0.68%,2.73%,3.2%,$-1.6
keon johnson,PG/SG/G/UTIL,BKN,20.08%,0.0%,0.63%,0.67%,0.46%,$-1.66
mikal bridges,SF/SG/G/F/UTIL,NYK,22.4%,0.0%,0.63%,5.43%,3.17%,$-1.68
day'ron sharpe,C/UTIL,BKN,19.34%,0.0%,0.59%,1.08%,1.77%,$-1.73
jaxson hayes,C/UTIL,LAL,19.87%,0.0%,0.58%,0.87%,1.56%,$-1.74
cameron johnson,PF/SF/F/UTIL,BKN,20.11%,0.0%,0.6%,3.16%,2.26%,$-1.74
jose alvarado,PG/G/UTIL,NOP,20.74%,0.0%,0.59%,1.38%,1.8%,$-1.78
quinten post,C/UTIL,GSW,19.6%,0.0%,0.52%,0.03%,0.07%,$-1.85
jalen wilson,PF/SF/F/UTIL,BKN,22.13%,0.0%,0.6%,0.14%,0.1%,$-1.88
matas buzelis,PF/F/UTIL,CHI,19.83%,0.0%,0.56%,1.17%,1.22%,$-1.9
cj mccollum,PG/G/UTIL,NOP,19.82%,0.0%,0.53%,1.85%,2.01%,$-1.91
