PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Ryan Rollins (37732555),Cole Anthony (37732343),Vince Williams Jr. (37732641),PJ Washington (37732214),Jarrett Allen (37732242),De'Aaron Fox (37732175),Scottie Barnes (37732138),Jalen Duren (37732240),280.74,271.15000000000003,372.48,49700,0.11%,6.45%,538.6%,52.29%,146.01999999999998,$21.5,MIL 1,ORL 1,generated,1
Cole Anthony (37732343),AJ Green (37732595),RJ Barrett (37732209),PJ Washington (37732214),Jarrett Allen (37732242),De'Aaron Fox (37732175),Ausar Thompson (37732322),Jalen Duren (37732240),282.82,273.16,371.67,49700,0.12%,6.44%,517.4%,55.2%,160.23999999999998,$20.7,DET 2,ORL 1,generated,1
Darius Garland (37732204),AJ Green (37732595),Vince Williams Jr. (37732641),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Max Christie (37732300),Jalen Duren (37732240),275.49,273.82,371.81,50000,0.13%,5.69%,500.6%,46.79%,181.07,$20.0,MIL 2,CLE 1,generated,1
Jordan Poole (37732198),AJ Green (37732595),Zion Williamson (37732152),Paolo Banchero (37732172),Jarrett Allen (37732242),Ryan Rollins (37732555),Ausar Thompson (37732322),Jalen Duren (37732240),278.38000000000005,275.01,377.05,50000,0.1%,6.21%,468.9%,49.87%,172.41,$18.8,MIL 2,DET 2,generated,1
Ryan Rollins (37732555),Cole Anthony (37732343),Vince Williams Jr. (37732641),Giannis Antetokounmpo (37732118),Jalen Duren (37732240),Miles McBride (37732430),PJ Washington (37732214),Zion Williamson (37732152),274.19,275.34,375.9,50000,0.08%,5.17%,365.1%,45.33%,195.49,$14.6,MIL 2,ORL 1,generated,1
Jalen Brunson (37732143),RJ Barrett (37732209),Vince Williams Jr. (37732641),Jeremy Sochan (37732315),Wendell Carter Jr. (37732434),Cade Cunningham (37732127),PJ Washington (37732214),Ryan Rollins (37732555),279.57,275.21,367.56,50000,0.08%,4.89%,364.1%,51.34%,160.23000000000002,$14.6,NYK 1,TOR 1,generated,1
AJ Green (37732595),Miles McBride (37732430),Ausar Thompson (37732322),Zion Williamson (37732152),Wendell Carter Jr. (37732434),Cade Cunningham (37732127),PJ Washington (37732214),Jalen Duren (37732240),281.34000000000003,278.95,373.09,50000,0.07%,5.48%,355.7%,53.87%,226.96,$14.2,DET 3,MIL 1,generated,1
Miles McBride (37732430),RJ Barrett (37732209),Vince Williams Jr. (37732641),PJ Washington (37732214),Wendell Carter Jr. (37732434),Jalen Brunson (37732143),Zion Williamson (37732152),Jarrett Allen (37732242),280.75,275.78,369.24,50000,0.06%,5.37%,341.3%,53.19%,174.5,$13.7,NYK 2,TOR 1,generated,1
Ryan Rollins (37732555),De'Aaron Fox (37732175),Vince Williams Jr. (37732641),PJ Washington (37732214),Jarrett Allen (37732242),Jose Alvarado (37732297),Max Christie (37732300),Cade Cunningham (37732127),278.56,271.25,363.51,49900,0.09%,4.56%,340.2%,50.17%,144.2,$13.6,DAL 2,MIL 1,generated,1
Jalen Brunson (37732143),AJ Green (37732595),RJ Barrett (37732209),Ausar Thompson (37732322),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Max Christie (37732300),PJ Washington (37732214),283.33,273.27,362.61,49800,0.06%,5.25%,339.7%,56.57%,162.37,$13.6,DAL 2,NYK 1,generated,1
