PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keaton Wallace (37338930),Buddy Hield (37338351),Paul George (37338105),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),Keyonte George (37338282),Scottie Barnes (37338057),Devin Vassell (37338234),299.353671875,332.82545258843044,49800,100.00%,511,1090.53%,0,101.27,$43.62,ATL 1,GSW 1,user1,1,marvalshot,4405,4611344379_1
Keaton Wallace (37338930),Quentin Grimes (37338318),Josh Hart (37338127),Brice Sensabaugh (37338383),Nikola Jokic (37338012),Stephon Castle (37338477),Kyle Filipowski (37338420),Alperen Sengun (37338065),299.390625,334.9283011003936,49600,100.00%,355,1046.22%,0,143.88,$41.85,UTA 2,ATL 1,user2,1,marvalshot,4412,4611344380_2
Keaton Wallace (37338930),Mikal Bridges (37338239),Devin Vassell (37338234),Brice Sensabaugh (37338383),Nikola Jokic (37338012),Stephon Castle (37338477),Quentin Grimes (37338318),Anthony Edwards (37338044),304.05812499999996,337.72682696801576,50000,100.00%,5363,3626.46%,0,141.88,$145.06,SAS 2,ATL 1,user,1,marvalshot,2478,4611344381
Ja Morant (37338082),Stephon Castle (37338477),Jayson Tatum (37338023),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),Buddy Hield (37338351),Brice Sensabaugh (37338383),Wendell Carter Jr. (37338391),290.73580295138885,326.68293307760484,49900,100.00%,0,240.04%,0,138.26999999999998,$9.6,MEM 2,SAS 1,user2,1,marvalshot,4422,4611344382_2
Jalen Brunson (37338088),Buddy Hield (37338351),Bogdan Bogdanovic (37338369),Jaren Jackson Jr. (37338053),Walker Kessler (37338183),Keyonte George (37338282),Devin Vassell (37338234),Wendell Carter Jr. (37338391),291.403125,324.3126948933498,49600,100.00%,0,259.46%,0,115.66,$10.38,UTA 2,NYK 1,user3,1,marvalshot,4427,4611344383_3
Jalen Brunson (37338088),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Julius Randle (37338149),Wendell Carter Jr. (37338391),Jalen Green (37338162),Devin Vassell (37338234),Mark Williams (37338232),306.15125,337.5763797972872,50000,100.00%,8092,6103.59%,0,141.73000000000002,$244.14,NYK 2,ATL 1,user,1,marvalshot,496,4611344384
Keaton Wallace (37338930),Jordan Hawkins (37338687),Paul George (37338105),David Roddy (37338933),Daniel Gafford (37338424),Dejounte Murray (37338096),Scottie Barnes (37338057),Victor Wembanyama (37338018),299.15367187500004,334.5166228848914,50000,100.00%,435,1035.86%,0,113.65,$41.43,ATL 2,NOP 2,user3,1,marvalshot,4408,4611344379_3
Stephon Castle (37338477),Buddy Hield (37338351),Josh Hart (37338127),Keldon Johnson (37338409),Alperen Sengun (37338065),Quentin Grimes (37338318),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),297.29062500000003,332.9760845404976,49300,100.00%,53,682.56%,0,116.31,$27.3,SAS 2,GSW 1,user1,1,marvalshot,4410,4611344380_1
Ja Morant (37338082),Mikal Bridges (37338239),Naji Marshall (37338314),PJ Washington (37338176),Alperen Sengun (37338065),Keaton Wallace (37338930),Julius Randle (37338149),Daniel Gafford (37338424),300.888125,335.2874417404684,50000,100.00%,1469,1606.78%,0,102.56,$64.27,DAL 3,MEM 1,user3,1,marvalshot,4419,4611344381_3
Keaton Wallace (37338930),Stephon Castle (37338477),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Mark Williams (37338232),Cole Anthony (37338216),Keldon Johnson (37338409),Giannis Antetokounmpo (37338014),288.2358029513889,326.6656997026307,49900,100.00%,0,175.27%,0,157.95999999999998,$7.01,SAS 2,ATL 1,user1,1,marvalshot,4421,4611344382_1
Jalen Brunson (37338088),Buddy Hield (37338351),Zach LaVine (37338073),Brice Sensabaugh (37338383),Mark Williams (37338232),Ja Morant (37338082),Keldon Johnson (37338409),Daniel Gafford (37338424),288.85312500000003,325.03947588766596,49600,100.00%,0,187.67%,0,125.97999999999999,$7.51,NYK 1,GSW 1,user4,1,marvalshot,4428,4611344383_4
Jalen Brunson (37338088),Mikal Bridges (37338239),Quentin Grimes (37338318),Julius Randle (37338149),Mark Williams (37338232),Cole Anthony (37338216),Devin Vassell (37338234),Onyeka Okongwu (37338359),301.10125,334.73634748427,49800,100.00%,1609,1683.8%,0,110.16999999999999,$67.35,NYK 2,DAL 1,user3,1,marvalshot,4431,4611344384_3
Russell Westbrook (37338173),CJ McCollum (37338156),Paul George (37338105),Jonathan Isaac (37338510),Julius Randle (37338149),Keaton Wallace (37338930),Scottie Barnes (37338057),Wendell Carter Jr. (37338391),298.35367187500003,330.1871967211112,50000,100.00%,255,880.02%,0,89.51,$35.2,ORL 2,DEN 1,user2,1,marvalshot,4407,4611344379_2
Keaton Wallace (37338930),Anthony Edwards (37338044),Josh Hart (37338127),Paolo Banchero (37338047),Mark Williams (37338232),Stephon Castle (37338477),Andrew Wiggins (37338228),Onyeka Okongwu (37338359),296.41062500000004,330.5229442207227,50000,100.00%,23,580.19%,0,139.26,$23.21,ATL 2,MIN 1,user4,1,marvalshot,4414,4611344380_4
Keaton Wallace (37338930),Mikal Bridges (37338239),Quentin Grimes (37338318),Brice Sensabaugh (37338383),Alperen Sengun (37338065),Stephon Castle (37338477),Michael Porter Jr. (37338208),Nikola Jokic (37338012),300.39812500000005,335.39635627260964,49900,100.00%,965,1361.75%,0,141.16,$54.47,DEN 2,ATL 1,user2,1,marvalshot,4418,4611344381_2
Stephon Castle (37338477),Jaden Hardy (37338402),Jayson Tatum (37338023),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Garrison Mathews (37338609),Dejounte Murray (37338096),286.83580295138887,324.7685943634522,49300,100.00%,0,152.0%,0,148.47,$6.08,DAL 2,ATL 2,user3,1,marvalshot,4423,4611344382_3
Jalen Brunson (37338088),Stephon Castle (37338477),Keldon Johnson (37338409),Miles Bridges (37338131),Mark Williams (37338232),Devin Vassell (37338234),Paolo Banchero (37338047),Daniel Gafford (37338424),287.623125,324.0677252936688,49800,100.00%,0,162.49%,0,152.4,$6.5,SAS 3,CHA 2,user2,1,marvalshot,4426,4611344383_2
Jalen Brunson (37338088),Mikal Bridges (37338239),Quentin Grimes (37338318),Jonathan Isaac (37338510),Daniel Gafford (37338424),Coby White (37338195),Jaden McDaniels (37338396),Victor Wembanyama (37338018),300.61125,334.8700807269286,49700,100.00%,1124,1456.44%,0,111.19,$58.26,NYK 2,DAL 2,user1,1,marvalshot,4429,4611344384_1
Jose Alvarado (37338571),Devin Vassell (37338234),Paul George (37338105),Brice Sensabaugh (37338383),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),Scottie Barnes (37338057),Daniel Gafford (37338424),297.243671875,334.14540495256665,49900,100.00%,49,673.86%,0,126.96,$26.95,NOP 1,SAS 1,user4,1,marvalshot,4409,4611344379_4
Jamal Murray (37338169),Stephon Castle (37338477),Josh Hart (37338127),Kyle Filipowski (37338420),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),Amen Thompson (37338122),Wendell Carter Jr. (37338391),294.99062499999997,327.983718559357,50000,100.00%,3,442.16%,0,125.53999999999999,$17.69,DEN 1,SAS 1,user3,1,marvalshot,4413,4611344380_3
Stephon Castle (37338477),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Julius Randle (37338149),Giannis Antetokounmpo (37338014),Ja Morant (37338082),Buddy Hield (37338351),Keaton Wallace (37338930),300.238125,335.8887153487035,49800,100.00%,909,1332.98%,0,122.41,$53.32,SAS 1,NYK 1,user1,1,marvalshot,4416,4611344381_1
Keaton Wallace (37338930),Cole Anthony (37338216),Jayson Tatum (37338023),PJ Washington (37338176),Nikola Jokic (37338012),Vit Krejci (37338481),Jeremiah Robinson-Earl (37338708),Daniel Gafford (37338424),286.53580295138886,322.97246257203886,50000,100.00%,0,148.78%,0,152.68,$5.95,ATL 2,DAL 2,user4,1,marvalshot,4424,4611344382_4
Jalen Brunson (37338088),Quentin Grimes (37338318),Garrison Mathews (37338609),Jonathan Isaac (37338510),Giannis Antetokounmpo (37338014),Ja Morant (37338082),Brice Sensabaugh (37338383),Onyeka Okongwu (37338359),287.383125,326.2997061777612,49900,100.00%,0,158.74%,0,116.60999999999999,$6.35,ATL 2,NYK 1,user1,1,marvalshot,4425,4611344383_1
Jalen Brunson (37338088),Mikal Bridges (37338239),Buddy Hield (37338351),Santi Aldama (37338417),Nikola Jokic (37338012),Keaton Wallace (37338930),Brice Sensabaugh (37338383),Cole Anthony (37338216),300.73124999999993,335.267268629488,49600,100.00%,1081,1448.1%,0,110.91,$57.92,NYK 2,GSW 1,user4,1,marvalshot,4432,4611344384_4
Ja Morant (37338082),Stephon Castle (37338477),Paul George (37338105),Jonathan Isaac (37338510),Onyeka Okongwu (37338359),Dejounte Murray (37338096),Scottie Barnes (37338057),Keaton Wallace (37338930),297.143671875,331.30117038013026,49600,100.00%,60,667.12%,0,117.58,$26.68,ATL 2,MEM 1,user,1,marvalshot,1003,4611344379
Keyonte George (37338282),Vit Krejci (37338481),Josh Hart (37338127),Julius Randle (37338149),Wendell Carter Jr. (37338391),Buddy Hield (37338351),Giannis Antetokounmpo (37338014),Stephon Castle (37338477),293.870625,328.0873624630675,49500,100.00%,1,372.39%,0,131.47,$14.9,UTA 1,ATL 1,user,1,marvalshot,2385,4611344380
Ja Morant (37338082),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Quentin Grimes (37338318),Russell Westbrook (37338173),299.988125,337.338356488052,50000,100.00%,677,1230.06%,0,139.43,$49.2,ATL 2,DAL 2,user4,1,marvalshot,4420,4611344381_4
Ja Morant (37338082),Amen Thompson (37338122),Jayson Tatum (37338023),Keldon Johnson (37338409),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),PJ Washington (37338176),Bogdan Bogdanovic (37338369),286.3258029513889,318.43335913854065,49900,100.00%,0,145.38%,0,118.21000000000001,$5.82,ATL 2,MEM 1,user,1,marvalshot,4281,4611344382
Jalen Brunson (37338088),Stephon Castle (37338477),Quentin Grimes (37338318),Keldon Johnson (37338409),Wendell Carter Jr. (37338391),Zach LaVine (37338073),Paolo Banchero (37338047),Mark Williams (37338232),286.913125,322.19074241622127,50000,100.00%,0,152.12%,0,139.23999999999998,$6.08,SAS 2,ORL 2,user,1,marvalshot,1992,4611344383
Jalen Brunson (37338088),Mikal Bridges (37338239),Devin Vassell (37338234),Andrew Wiggins (37338228),Daniel Gafford (37338424),Stephon Castle (37338477),Brice Sensabaugh (37338383),LaMelo Ball (37338029),300.57125,332.5798485756382,49300,100.00%,891,1384.08%,0,147.7,$55.36,NYK 2,SAS 2,user2,1,marvalshot,4430,4611344384_2
