PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Stephon Castle (38073748),Miles Bridges (38073610),Darius Garland (38073682),338.04,321.52000000000004,427.82,49800,0.59%,23.4%,2874.4%,87.38%,252.63000000000002,$115.0,PHI 4,BOS 1,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Ty Jerome (38073849),Miles Bridges (38073610),Jarrett Allen (38073738),334.17,318.29,428.7,49800,0.51%,20.26%,2370.1%,82.64%,249.32,$94.8,PHI 3,CLE 2,generated,1
Jared Butler (38073870),Anthony Edwards (38073597),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Ty Jerome (38073849),Miles Bridges (38073610),Alex Reese (38074404),332.04,320.76,422.03999999999996,49600,0.4%,16.78%,1825.2%,81.48%,250.33999999999997,$73.0,PHI 4,MIN 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Ty Jerome (38073849),Jaren Jackson Jr. (38073660),Alperen Sengun (38073592),327.3,316.09000000000003,420.04999999999995,49800,0.41%,14.35%,1758.5%,74.62%,266.59000000000003,$70.3,PHI 4,BOS 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Stephon Castle (38073748),Paolo Banchero (38073613),Darius Garland (38073682),334.34999999999997,321.03000000000003,422.11,49800,0.32%,18.34%,1685.0%,84.85%,250.73000000000002,$67.4,PHI 4,BOS 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Miles Bridges (38073610),Adem Bona (38073998),James Harden (38073586),Max Strus (38073878),Alperen Sengun (38073592),324.76,313.28,412.52,49700,0.34%,13.25%,1605.1%,71.09%,228.89000000000001,$64.2,PHI 4,CHA 1,generated,1
Jalen Hood-Schifino (38074409),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Ty Jerome (38073849),Miles Bridges (38073610),Alperen Sengun (38073592),330.48,317.69000000000005,424.79,50000,0.45%,16.91%,1598.5%,78.14%,260.39,$63.9,PHI 4,BOS 1,generated,2
James Harden (38073586),Jared Butler (38073870),Ricky Council IV (38074018),Evan Mobley (38073645),Alex Reese (38074404),Stephon Castle (38073748),Paolo Banchero (38073613),Adem Bona (38073998),326.6,319.88,416.68,49600,0.34%,14.15%,1588.1%,73.79%,216.82999999999998,$63.5,PHI 4,LAC 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Franz Wagner (38073654),Ricky Council IV (38074018),Adem Bona (38073998),Darius Garland (38073682),Bam Adebayo (38073603),Ivica Zubac (38073643),324.88,315.0,408.37,49800,0.35%,12.27%,1522.3%,72.44%,238.38,$60.9,PHI 4,ORL 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Kawhi Leonard (38073632),Adem Bona (38073998),Stephon Castle (38073748),Miles Bridges (38073610),LaMelo Ball (38073594),329.49,318.86,419.46,49500,0.29%,15.07%,1482.7%,78.13%,249.12,$59.3,PHI 4,CHA 2,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Jayson Tatum (38073578),Ricky Council IV (38074018),Alex Reese (38074404),James Harden (38073586),Keldon Johnson (38073856),Ivica Zubac (38073643),329.76000000000005,318.01,418.53000000000003,49700,0.3%,14.68%,1426.2%,79.27%,232.85000000000002,$57.0,PHI 4,LAC 2,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Evan Mobley (38073645),Ivica Zubac (38073643),Ty Jerome (38073849),Devin Vassell (38073743),Alperen Sengun (38073592),321.5,312.5,414.09000000000003,50000,0.31%,11.33%,1371.4%,66.86%,246.79000000000002,$54.9,PHI 3,CLE 2,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Darius Garland (38073682),Jabari Smith Jr. (38073809),Mark Williams (38073685),324.71000000000004,311.36,416.31,49900,0.28%,12.38%,1359.6%,71.93%,202.76,$54.4,PHI 3,SAS 1,generated,1
Darius Garland (38073682),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Alex Reese (38074404),Ty Jerome (38073849),Kawhi Leonard (38073632),Jarrett Allen (38073738),330.75,321.15999999999997,425.58,50000,0.26%,14.87%,1340.2%,81.07%,246.83000000000004,$53.6,CLE 3,PHI 3,generated,1
Ty Jerome (38073849),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Stephon Castle (38073748),Julius Randle (38073678),Darius Garland (38073682),331.49,316.51,423.06,49800,0.26%,15.3%,1336.3%,81.71%,247.73,$53.5,PHI 3,CLE 2,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Ricky Council IV (38074018),Jayson Tatum (38073578),Alex Reese (38074404),Scotty Pippen Jr. (38073977),Evan Mobley (38073645),Ivica Zubac (38073643),324.35,312.79,417.78000000000003,49800,0.3%,11.81%,1336.0%,71.69%,200.07999999999998,$53.4,PHI 3,SAS 1,generated,1
Stephon Castle (38073748),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Alex Reese (38074404),Ty Jerome (38073849),Kawhi Leonard (38073632),Darius Garland (38073682),332.86,321.74,426.86000000000007,49900,0.22%,15.75%,1202.6%,84.33%,252.45,$48.1,PHI 3,CLE 2,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Stephon Castle (38073748),Andrew Wiggins (38073740),James Harden (38073586),332.8,319.13000000000005,419.18,49900,0.21%,16.2%,1198.2%,83.71%,242.34000000000003,$47.9,PHI 4,BOS 1,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Ty Jerome (38073849),Jeremy Sochan (38073843),James Harden (38073586),330.01000000000005,316.8,422.11999999999995,49700,0.23%,14.48%,1171.3%,79.39%,244.54,$46.9,PHI 3,SAS 2,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Ty Jerome (38073849),Kawhi Leonard (38073632),Ja Morant (38073600),330.06999999999994,321.68,420.47,49600,0.21%,14.09%,1155.6%,80.0%,280.75,$46.2,PHI 4,BOS 1,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Ricky Council IV (38074018),Al Horford (38073800),Adem Bona (38073998),Ty Jerome (38073849),Jayson Tatum (38073578),James Harden (38073586),335.26,319.18,424.32,49900,0.25%,18.77%,1137.2%,85.85%,253.43,$45.5,PHI 3,BOS 2,generated,2
Jared Butler (38073870),Derrick White (38073712),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),Ty Jerome (38073849),Tari Eason (38073754),Ivica Zubac (38073643),329.29,318.64,416.3500000000001,49900,0.23%,13.33%,1130.2%,79.34%,241.93,$45.2,PHI 3,BOS 2,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Paolo Banchero (38073613),Adem Bona (38073998),James Harden (38073586),Jaren Jackson Jr. (38073660),Jarrett Allen (38073738),319.27,311.65,408.39,50000,0.23%,10.05%,1126.6%,64.03%,225.57,$45.1,PHI 4,ORL 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Alex Reese (38074404),Ty Jerome (38073849),Kawhi Leonard (38073632),James Harden (38073586),335.21000000000004,323.78000000000003,426.55000000000007,49900,0.31%,18.53%,1092.9%,86.18%,274.19000000000005,$43.7,PHI 4,LAC 2,generated,3
Ty Jerome (38073849),Jared Butler (38073870),Jayson Tatum (38073578),Ricky Council IV (38074018),Alex Reese (38074404),Darius Garland (38073682),Evan Mobley (38073645),Jarrett Allen (38073738),328.01,317.85,424.64000000000004,49900,0.19%,12.96%,1087.9%,77.27%,236.01999999999998,$43.5,CLE 4,PHI 3,generated,1
Jalen Hood-Schifino (38074409),Jared Butler (38073870),Ricky Council IV (38074018),Jayson Tatum (38073578),Adem Bona (38073998),Ty Jerome (38073849),Kawhi Leonard (38073632),LaMelo Ball (38073594),329.9,319.59000000000003,422.38000000000005,49500,0.19%,13.65%,1072.8%,79.62%,272.3,$42.9,PHI 4,BOS 1,generated,1
Jared Butler (38073870),Stephon Castle (38073748),Jayson Tatum (38073578),Ricky Council IV (38074018),Adem Bona (38073998),James Harden (38073586),DaQuan Jeffries (38074066),Jarrett Allen (38073738),328.25,314.74,416.84000000000003,49800,0.19%,13.44%,1048.4%,77.2%,222.13,$41.9,PHI 3,SAS 1,generated,1
Jeff Dowtin (38074033),Jared Butler (38073870),Jayson Tatum (38073578),Pascal Siakam (38073657),Mark Williams (38073685),Jalen Hood-Schifino (38074409),Ricky Council IV (38074018),Darius Garland (38073682),317.81,302.99999999999994,411.3999999999999,49700,0.22%,8.92%,1048.1%,62.45%,226.89,$41.9,PHI 4,BOS 1,generated,1
