PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Anthony Edwards (37750911),Cole Anthony (37751114),Vince Williams Jr. (37751460),Paolo Banchero (37750942),Onyeka Okongwu (37751069),Dyson Daniels (37751029),Kelly Olynyk (37751258),Jarrett Allen (37751052),279.49,279.63999999999993,371.4,49800,0.1%,6.59%,428.4%,60.55%,198.11,$12.9,ORL 2,ATL 2,generated,1
Cole Anthony (37751114),Vince Williams Jr. (37751460),Bradley Beal (37751061),Ausar Thompson (37751085),Jalen Duren (37751019),Trae Young (37750915),Evan Mobley (37750964),Wendell Carter Jr. (37751163),273.67,269.32,369.87,49300,0.12%,5.91%,427.3%,51.64%,155.94,$12.8,ORL 2,DET 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Andrew Wiggins (37751056),Paolo Banchero (37750942),Wendell Carter Jr. (37751163),Vince Williams Jr. (37751460),Evan Mobley (37750964),Kelly Olynyk (37751258),277.41999999999996,276.46000000000004,372.95,49800,0.1%,6.35%,413.4%,56.91%,183.24,$12.4,ORL 3,ATL 1,generated,1
Trae Young (37750915),Caris LeVert (37751093),Corey Kispert (37751228),Paolo Banchero (37750942),Onyeka Okongwu (37751069),Jose Alvarado (37751080),Kelly Olynyk (37751258),Jarrett Allen (37751052),273.65,270.46000000000004,364.51000000000005,50000,0.08%,5.96%,402.7%,51.7%,129.95999999999998,$12.1,ATL 3,NOP 2,generated,1
Cole Anthony (37751114),Bradley Beal (37751061),Scottie Barnes (37750922),Kelly Olynyk (37751258),Onyeka Okongwu (37751069),Trae Young (37750915),Vince Williams Jr. (37751460),Jarrett Allen (37751052),277.37,273.43,370.97999999999996,49500,0.08%,6.34%,397.3%,56.86%,174.51999999999998,$11.9,ATL 2,ORL 1,generated,1
Cole Anthony (37751114),Dyson Daniels (37751029),Caris LeVert (37751093),Paolo Banchero (37750942),Jalen Duren (37751019),Vince Williams Jr. (37751460),Zion Williamson (37750934),Santi Aldama (37751160),270.76,271.93,369.09000000000003,49800,0.11%,5.51%,384.8%,48.08%,164.81,$11.5,ORL 2,ATL 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Andrew Wiggins (37751056),Nikola Jovic (37751139),Jarrett Allen (37751052),Anthony Edwards (37750911),Santi Aldama (37751160),Vince Williams Jr. (37751460),275.71000000000004,269.65,365.52,49500,0.11%,5.65%,374.1%,54.85%,152.42000000000002,$11.2,MIA 2,MEM 2,generated,1
Trae Young (37750915),Cole Anthony (37751114),Vince Williams Jr. (37751460),Nikola Jovic (37751139),Jalen Duren (37751019),Cade Cunningham (37750905),Kyshawn George (37751149),Nickeil Alexander-Walker (37751134),275.93000000000006,268.71999999999997,363.56,50000,0.07%,6.36%,368.2%,54.82%,147.93,$11.0,DET 2,ATL 1,generated,1
Anthony Edwards (37750911),Caris LeVert (37751093),Andrew Wiggins (37751056),Ausar Thompson (37751085),Wendell Carter Jr. (37751163),Vince Williams Jr. (37751460),Scottie Barnes (37750922),Jarrett Allen (37751052),271.49,268.52,359.98,50000,0.1%,5.13%,360.8%,49.0%,111.21,$10.8,MIN 1,ATL 1,generated,1
Trae Young (37750915),Cole Anthony (37751114),RJ Barrett (37751003),Georges Niang (37751274),Jalen Duren (37751019),Vince Williams Jr. (37751460),Zion Williamson (37750934),Kelly Olynyk (37751258),273.83,269.53000000000003,374.98,49100,0.07%,6.12%,359.2%,51.75%,176.16,$10.8,ATL 2,NOP 2,generated,1
Cole Anthony (37751114),Caris LeVert (37751093),Zion Williamson (37750934),Kyshawn George (37751149),Jalen Duren (37751019),Anthony Edwards (37750911),Georges Niang (37751274),Wendell Carter Jr. (37751163),270.42,266.41,361.84999999999997,49400,0.11%,5.3%,357.1%,47.61%,145.26,$10.7,ORL 2,ATL 2,generated,1
Trae Young (37750915),RJ Barrett (37751003),Scottie Barnes (37750922),Nikola Jovic (37751139),Wendell Carter Jr. (37751163),Cole Anthony (37751114),Kelly Olynyk (37751258),Santi Aldama (37751160),275.7,270.7,367.74999999999994,49500,0.08%,5.66%,351.8%,54.32%,157.8,$10.6,TOR 2,ORL 2,generated,1
Trae Young (37750915),Vince Williams Jr. (37751460),Franz Wagner (37750931),Ausar Thompson (37751085),Wendell Carter Jr. (37751163),Scottie Barnes (37750922),Keldon Johnson (37751121),Georges Niang (37751274),268.45,262.84999999999997,360.2,49900,0.1%,4.87%,337.6%,45.06%,101.88,$10.1,ATL 2,ORL 2,generated,1
Trae Young (37750915),Caris LeVert (37751093),RJ Barrett (37751003),Kelly Olynyk (37751258),Wendell Carter Jr. (37751163),Vince Williams Jr. (37751460),De'Andre Hunter (37751165),Shai Gilgeous-Alexander (37750902),271.68,267.37,365.68999999999994,49800,0.08%,5.46%,333.2%,49.14%,129.06,$10.0,ATL 2,TOR 1,generated,1
Trae Young (37750915),RJ Barrett (37751003),Bradley Beal (37751061),Santi Aldama (37751160),Orlando Robinson (37751401),Vince Williams Jr. (37751460),Zion Williamson (37750934),Jarrett Allen (37751052),269.78999999999996,274.07000000000005,366.1,49600,0.1%,5.09%,332.0%,46.8%,154.23,$10.0,TOR 2,MEM 2,generated,1
Immanuel Quickley (37751049),Cole Anthony (37751114),Vince Williams Jr. (37751460),Paolo Banchero (37750942),Bam Adebayo (37750960),Trae Young (37750915),Kelly Olynyk (37751258),Wendell Carter Jr. (37751163),273.47,277.83,368.92999999999995,50000,0.09%,5.04%,326.9%,51.34%,178.75,$9.8,ORL 3,TOR 1,generated,1
Trae Young (37750915),RJ Barrett (37751003),Zion Williamson (37750934),Georges Niang (37751274),Wendell Carter Jr. (37751163),Jose Alvarado (37751080),Santi Aldama (37751160),Cole Anthony (37751114),273.28000000000003,272.55,369.11999999999995,49800,0.06%,5.74%,321.2%,51.16%,166.51,$9.6,ATL 2,NOP 2,generated,1
Trae Young (37750915),Caris LeVert (37751093),Tim Hardaway Jr. (37751345),Zaccharie Risacher (37751214),Wendell Carter Jr. (37751163),Donovan Mitchell (37750950),Vince Williams Jr. (37751460),Cade Cunningham (37750905),269.83,265.95000000000005,360.57,49900,0.08%,4.67%,309.3%,47.01%,114.29,$9.3,ATL 3,DET 2,generated,1
Cole Anthony (37751114),Vince Williams Jr. (37751460),Andrew Wiggins (37751056),Zaccharie Risacher (37751214),Jalen Duren (37751019),De'Aaron Fox (37750938),Paolo Banchero (37750942),Jarrett Allen (37751052),272.28999999999996,272.88,365.49999999999994,50000,0.06%,5.0%,306.7%,49.82%,166.98000000000002,$9.2,ORL 2,MEM 1,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Royce O'Neale (37751156),Kelly Olynyk (37751258),Jalen Duren (37751019),Trae Young (37750915),Santi Aldama (37751160),Chet Holmgren (37750996),270.34999999999997,272.21999999999997,365.63,49900,0.08%,4.84%,304.6%,47.33%,156.01,$9.1,ORL 1,TOR 1,generated,1
Cade Cunningham (37750905),Cole Anthony (37751114),Andrew Wiggins (37751056),Georges Niang (37751274),Onyeka Okongwu (37751069),RJ Barrett (37751003),Kelly Olynyk (37751258),Jarrett Allen (37751052),275.5799999999999,277.98,367.48999999999995,49900,0.06%,5.48%,303.1%,54.9%,188.87,$9.1,ATL 2,DET 1,generated,1
Cole Anthony (37751114),Vince Williams Jr. (37751460),RJ Barrett (37751003),Kelly Olynyk (37751258),Onyeka Okongwu (37751069),Anthony Edwards (37750911),De'Andre Hunter (37751165),Trae Young (37750915),277.19,273.27,369.8299999999999,49400,0.08%,5.36%,302.4%,57.06%,184.31,$9.1,ATL 2,ORL 1,generated,1
Cole Anthony (37751114),Caris LeVert (37751093),RJ Barrett (37751003),Georges Niang (37751274),Wendell Carter Jr. (37751163),Donovan Mitchell (37750950),Zion Williamson (37750934),Onyeka Okongwu (37751069),273.46,276.0,369.39,50000,0.06%,5.57%,302.3%,51.72%,173.91,$9.1,ATL 3,ORL 2,generated,1
Cole Anthony (37751114),De'Aaron Fox (37750938),Vince Williams Jr. (37751460),Georges Niang (37751274),Wendell Carter Jr. (37751163),Donovan Mitchell (37750950),Santi Aldama (37751160),Shai Gilgeous-Alexander (37750902),267.35,268.0,361.85,50000,0.1%,4.23%,301.4%,43.42%,158.61,$9.0,ORL 2,MEM 2,generated,1
Immanuel Quickley (37751049),Desmond Bane (37751000),Vince Williams Jr. (37751460),Nikola Jovic (37751139),Wendell Carter Jr. (37751163),Trae Young (37750915),Chet Holmgren (37750996),Jarrett Allen (37751052),265.82,270.58,356.28,49900,0.1%,4.19%,301.2%,41.71%,105.06,$9.0,MEM 2,TOR 1,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Bradley Beal (37751061),Evan Mobley (37750964),Kelly Olynyk (37751258),Trae Young (37750915),Vince Williams Jr. (37751460),Jarrett Allen (37751052),278.79999999999995,277.91,373.40000000000003,49900,0.06%,6.1%,300.6%,59.17%,187.6,$9.0,CLE 2,ORL 1,generated,1
Trae Young (37750915),Vince Williams Jr. (37751460),Bradley Beal (37751061),Jonathan Isaac (37751441),Jarrett Allen (37751052),Darius Garland (37750989),Santi Aldama (37751160),Paolo Banchero (37750942),267.73,265.76,361.05999999999995,49500,0.09%,4.38%,298.4%,44.23%,122.0,$9.0,MEM 2,ORL 2,generated,1
Scottie Barnes (37750922),RJ Barrett (37751003),Caris LeVert (37751093),Kelly Olynyk (37751258),Wendell Carter Jr. (37751163),Anthony Edwards (37750911),Vince Williams Jr. (37751460),Jarrett Allen (37751052),275.53,273.11,365.68,49700,0.05%,5.46%,297.9%,54.67%,141.91000000000003,$8.9,TOR 2,ATL 1,generated,1
Devin Booker (37750927),Cole Anthony (37751114),Franz Wagner (37750931),Georges Niang (37751274),Onyeka Okongwu (37751069),Vince Williams Jr. (37751460),RJ Barrett (37751003),Jarrett Allen (37751052),276.21999999999997,277.99,365.86,50000,0.06%,5.23%,296.6%,55.8%,186.6,$8.9,ORL 2,ATL 2,generated,1
Cole Anthony (37751114),Vince Williams Jr. (37751460),Zion Williamson (37750934),Zaccharie Risacher (37751214),Onyeka Okongwu (37751069),Trae Young (37750915),Evan Mobley (37750964),Georges Niang (37751274),272.48,270.78,370.95,49400,0.05%,5.45%,290.4%,50.16%,171.28,$8.7,ATL 4,ORL 1,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Bradley Beal (37751061),Santi Aldama (37751160),Jalen Duren (37751019),Anthony Edwards (37750911),Vince Williams Jr. (37751460),Jarrett Allen (37751052),274.41999999999996,273.53000000000003,366.33,49300,0.06%,5.03%,290.4%,52.88%,175.85,$8.7,MEM 2,ORL 1,generated,1
Cade Cunningham (37750905),RJ Barrett (37751003),Zaccharie Risacher (37751214),Nikola Jovic (37751139),Onyeka Okongwu (37751069),Cole Anthony (37751114),Santi Aldama (37751160),Jarrett Allen (37751052),273.46000000000004,275.02000000000004,364.96,49600,0.07%,4.91%,290.3%,52.1%,173.57999999999998,$8.7,ATL 2,DET 1,generated,1
Cole Anthony (37751114),Donovan Mitchell (37750950),Zion Williamson (37750934),Paolo Banchero (37750942),Jalen Duren (37751019),Vince Williams Jr. (37751460),Santi Aldama (37751160),Orlando Robinson (37751401),265.53999999999996,276.15,368.79,49600,0.08%,4.53%,289.2%,41.99%,194.35999999999999,$8.7,ORL 2,MEM 2,generated,1
Cade Cunningham (37750905),Cole Anthony (37751114),Bradley Beal (37751061),Kyshawn George (37751149),Wendell Carter Jr. (37751163),Anthony Edwards (37750911),Vince Williams Jr. (37751460),Onyeka Okongwu (37751069),276.83,274.71,363.54,50000,0.06%,5.45%,287.7%,56.82%,174.64000000000001,$8.6,ORL 2,DET 1,generated,1
Cade Cunningham (37750905),Dyson Daniels (37751029),Ausar Thompson (37751085),Nikola Jovic (37751139),Wendell Carter Jr. (37751163),Cole Anthony (37751114),Vince Williams Jr. (37751460),Zion Williamson (37750934),267.95,267.81,363.78999999999996,49700,0.07%,4.31%,286.5%,44.63%,151.58,$8.6,DET 2,ORL 2,generated,1
Jordan Poole (37750986),Cole Anthony (37751114),Ausar Thompson (37751085),Santi Aldama (37751160),Onyeka Okongwu (37751069),Trae Young (37750915),Jaren Jackson Jr. (37750968),Vince Williams Jr. (37751460),270.12,268.65999999999997,365.27000000000004,49800,0.09%,4.42%,286.5%,47.01%,151.63,$8.6,MEM 3,ATL 2,generated,1
Trae Young (37750915),Caris LeVert (37751093),Vince Williams Jr. (37751460),Georges Niang (37751274),Wendell Carter Jr. (37751163),Cole Anthony (37751114),Evan Mobley (37750964),Anthony Edwards (37750911),277.13,272.99,367.96000000000004,49500,0.05%,5.5%,283.8%,57.15%,173.49,$8.5,ATL 3,ORL 2,generated,1
Donovan Mitchell (37750950),Cole Anthony (37751114),Ausar Thompson (37751085),Georges Niang (37751274),Jalen Duren (37751019),Vince Williams Jr. (37751460),Evan Mobley (37750964),Bam Adebayo (37750960),268.07,268.67,364.88,49900,0.09%,4.24%,283.6%,44.38%,152.36,$8.5,CLE 2,DET 2,generated,1
