Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
mo bamba,C/UTIL,LAC,48.06%,0.05%,2.39%,0.03%,0.1%,$2.5
ricky council iv,PF/SF/F/UTIL,PHI,33.28%,0.03%,1.51%,56.69%,59.53%,$0.7
shai gilgeous-alexander,PG/G/UTIL,OKC,33.51%,0.02%,1.43%,37.61%,46.04%,$0.54
jonas valanciunas,C/UTIL,WAS,25.23%,0.04%,1.39%,2.39%,5.04%,$0.47
ivica zubac,C/UTIL,LAC,29.32%,0.03%,1.4%,13.76%,20.72%,$0.28
tyrese maxey,PG/G/UTIL,PHI,28.39%,0.02%,1.32%,14.74%,15.92%,$0.08
kelly oubre jr.,SG/G/UTIL,PHI,28.21%,0.02%,1.24%,12.35%,12.53%,$-0.06
justin edwards,SF/F/UTIL,PHI,28.3%,0.02%,1.25%,19.66%,25.89%,$-0.06
adem bona,C/UTIL,PHI,28.08%,0.02%,1.21%,10.4%,24.66%,$-0.13
nikola vucevic,C/UTIL,CHI,25.76%,0.02%,1.18%,7.43%,9.88%,$-0.27
domantas sabonis,C/UTIL,SAC,27.93%,0.02%,1.15%,19.36%,32.13%,$-0.28
jaylin williams,C/UTIL,OKC,26.74%,0.02%,1.15%,12.03%,25.93%,$-0.3
james harden,PG/G/UTIL,LAC,25.26%,0.02%,1.17%,12.95%,12.62%,$-0.33
anthony davis,C/UTIL,LAL,26.38%,0.02%,1.18%,15.56%,24.33%,$-0.33
branden carlson,C/UTIL,OKC,27.02%,0.02%,1.3%,0.03%,0.1%,$-0.43
deandre ayton,C/UTIL,POR,24.86%,0.02%,1.07%,6.85%,12.51%,$-0.49
isaiah joe,SF/SG/G/F/UTIL,OKC,27.1%,0.02%,1.06%,56.0%,49.19%,$-0.5
josh giddey,PG/G/UTIL,CHI,24.48%,0.02%,1.05%,9.76%,10.87%,$-0.59
kenrich williams,C/PF/F/UTIL,OKC,26.09%,0.02%,1.03%,25.99%,23.42%,$-0.59
malik monk,PG/SG/G/UTIL,SAC,26.75%,0.02%,1.01%,43.1%,36.84%,$-0.63
de'aaron fox,PG/G/UTIL,SAC,25.99%,0.02%,1.0%,24.09%,26.34%,$-0.66
demar derozan,SF/F/UTIL,SAC,25.11%,0.02%,1.02%,9.81%,10.45%,$-0.67
lebron james,PF/F/UTIL,LAL,23.94%,0.02%,1.0%,12.4%,11.64%,$-0.76
coby white,PG/SG/G/UTIL,CHI,25.12%,0.02%,0.95%,18.25%,14.27%,$-0.8
keegan murray,PF/F/UTIL,SAC,26.27%,0.01%,0.94%,16.0%,16.5%,$-0.8
alexandre sarr,C/PF/F/UTIL,WAS,24.64%,0.02%,0.93%,13.64%,9.76%,$-0.85
kyshawn george,PF/SF/F/UTIL,WAS,25.08%,0.01%,0.92%,20.15%,16.76%,$-0.86
derrick jones jr.,PF/F/UTIL,LAC,23.59%,0.02%,0.92%,0.81%,0.91%,$-0.86
corey kispert,SF/SG/G/F/UTIL,WAS,24.88%,0.01%,0.93%,24.47%,17.85%,$-0.88
aaron wiggins,PF/SF/F/UTIL,OKC,24.03%,0.01%,0.89%,18.47%,14.39%,$-0.95
bobby portis,C/PF/F/UTIL,MIL,23.45%,0.01%,0.88%,16.15%,11.94%,$-1.02
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.92%,0.01%,0.84%,43.26%,31.03%,$-1.02
amir coffey,PF/SF/F/UTIL,LAC,29.37%,0.01%,0.86%,0.08%,0.09%,$-1.05
zach lavine,SF/SG/G/F/UTIL,CHI,23.66%,0.01%,0.85%,16.67%,9.86%,$-1.07
luguentz dort,SF/SG/G/F/UTIL,OKC,24.57%,0.01%,0.84%,20.62%,14.18%,$-1.07
alex caruso,PG/SF/G/F/UTIL,OKC,22.71%,0.02%,0.84%,7.42%,5.88%,$-1.1
jalen smith,C/UTIL,CHI,22.5%,0.02%,0.81%,1.18%,3.24%,$-1.13
cason wallace,PG/SG/G/UTIL,OKC,23.46%,0.01%,0.82%,10.87%,9.75%,$-1.15
shaedon sharpe,PG/SG/G/UTIL,POR,23.33%,0.01%,0.8%,18.02%,13.47%,$-1.18
scoot henderson,PG/G/UTIL,POR,22.39%,0.01%,0.81%,4.09%,4.61%,$-1.19
kyle kuzma,PF/F/UTIL,WAS,22.27%,0.01%,0.8%,4.93%,4.23%,$-1.2
jordan poole,PG/SG/G/UTIL,WAS,21.77%,0.02%,0.79%,7.59%,5.5%,$-1.23
damian lillard,PG/G/UTIL,MIL,21.93%,0.01%,0.79%,7.1%,6.61%,$-1.24
brook lopez,C/UTIL,MIL,23.89%,0.01%,0.74%,6.36%,11.69%,$-1.25
d'angelo russell,PG/SG/G/UTIL,BKN,21.58%,0.01%,0.77%,7.97%,6.06%,$-1.3
anfernee simons,PG/G/UTIL,POR,21.68%,0.01%,0.73%,7.37%,7.8%,$-1.36
norman powell,SF/SG/G/F/UTIL,LAC,21.73%,0.01%,0.72%,9.4%,5.91%,$-1.39
eric gordon,SG/G/UTIL,PHI,23.13%,0.01%,0.7%,2.46%,2.94%,$-1.41
khris middleton,SF/SG/G/F/UTIL,MIL,21.14%,0.01%,0.73%,8.65%,5.15%,$-1.42
carlton carrington,PG/SG/G/UTIL,WAS,22.46%,0.01%,0.71%,10.51%,9.02%,$-1.43
dorian finney-smith,C/PF/F/UTIL,LAL,23.72%,0.01%,0.68%,4.0%,3.17%,$-1.45
bilal coulibaly,SF/F/UTIL,WAS,21.95%,0.01%,0.68%,4.19%,4.85%,$-1.5
gary trent jr.,SF/SG/G/F/UTIL,MIL,21.54%,0.01%,0.68%,4.51%,3.56%,$-1.55
ousmane dieng,C/PF/F/UTIL,OKC,20.47%,0.01%,0.72%,0.08%,0.1%,$-1.57
austin reaves,PG/G/UTIL,LAL,21.77%,0.01%,0.64%,3.38%,3.03%,$-1.58
pete nance,C/UTIL,PHI,21.87%,0.01%,0.61%,0.76%,1.69%,$-1.66
kris dunn,SG/G/UTIL,LAC,19.16%,0.01%,0.57%,0.47%,0.75%,$-1.82
max christie,SF/SG/G/F/UTIL,LAL,21.1%,0.01%,0.54%,4.73%,2.95%,$-1.83
talen horton-tucker,SF/SG/G/F/UTIL,CHI,21.86%,0.0%,0.56%,0.22%,0.1%,$-1.85
deni avdija,PF/SF/F/UTIL,POR,18.37%,0.01%,0.54%,4.73%,3.28%,$-1.91
kawhi leonard,PF/SF/F/UTIL,LAC,17.55%,0.01%,0.51%,2.0%,1.21%,$-1.94
trey lyles,C/PF/F/UTIL,SAC,20.7%,0.0%,0.49%,0.42%,0.37%,$-1.94
toumani camara,SF/F/UTIL,POR,20.11%,0.01%,0.5%,3.55%,3.82%,$-1.95
julian phillips,PF/F/UTIL,CHI,21.2%,0.0%,0.42%,0.07%,0.1%,$-1.98
nic claxton,C/UTIL,BKN,17.86%,0.01%,0.5%,0.79%,1.19%,$-2.03
ayo dosunmu,PG/SG/G/UTIL,CHI,18.76%,0.01%,0.47%,3.78%,2.86%,$-2.06
terance mann,PG/SG/G/UTIL,LAC,18.6%,0.0%,0.48%,0.27%,0.32%,$-2.08
ben simmons,PG/G/UTIL,BKN,17.73%,0.01%,0.46%,0.69%,0.82%,$-2.13
noah clowney,C/PF/F/UTIL,BKN,18.73%,0.0%,0.41%,3.53%,2.19%,$-2.18
ryan rollins,PG/G/UTIL,MIL,18.13%,0.0%,0.43%,0.07%,0.1%,$-2.2
cameron johnson,PF/SF/F/UTIL,BKN,17.31%,0.01%,0.41%,1.98%,1.26%,$-2.24
rui hachimura,PF/SF/F/UTIL,LAL,17.12%,0.0%,0.42%,1.26%,0.86%,$-2.25
taurean prince,PF/SF/F/UTIL,MIL,17.54%,0.0%,0.37%,1.9%,1.33%,$-2.33
patrick williams,PF/F/UTIL,CHI,16.64%,0.0%,0.38%,0.49%,0.49%,$-2.36
reggie jackson,PG/G/UTIL,PHI,20.58%,0.0%,0.26%,0.1%,0.1%,$-2.36
ziaire williams,SF/SG/G/F/UTIL,BKN,16.52%,0.0%,0.37%,0.67%,0.39%,$-2.37
jerami grant,PF/F/UTIL,POR,17.68%,0.0%,0.34%,1.06%,0.99%,$-2.38
keon johnson,PG/SG/G/UTIL,BKN,18.39%,0.0%,0.29%,0.12%,0.1%,$-2.38
trey jemison,C/UTIL,LAL,18.2%,0.0%,0.14%,0.02%,0.03%,$-2.38
jabari walker,C/PF/F/UTIL,POR,16.6%,0.0%,0.32%,0.12%,0.1%,$-2.45
