Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
rudy gobert,C/UTIL,MIN,33.02%,0.01%,1.66%,13.5%,29.62%,$1.21
nickeil alexander-walker,SG/G/UTIL,MIN,31.96%,0.01%,1.53%,30.37%,45.26%,$0.78
lebron james,PF/F/UTIL,LAL,28.06%,0.01%,1.52%,10.1%,10.11%,$0.68
mike conley,PG/G/UTIL,MIN,30.18%,0.01%,1.43%,24.29%,37.97%,$0.52
shai gilgeous-alexander,PG/G/UTIL,OKC,32.63%,0.01%,1.35%,30.92%,30.34%,$0.37
jonas valanciunas,C/UTIL,WAS,23.94%,0.01%,1.13%,1.16%,2.19%,$0.31
isaiah hartenstein,C/UTIL,OKC,27.06%,0.01%,1.26%,8.54%,14.87%,$0.15
mark williams,C/UTIL,CHA,25.62%,0.01%,1.25%,6.35%,8.49%,$0.08
steven adams,C/UTIL,HOU,26.75%,0.01%,1.15%,2.67%,9.24%,$0.04
naz reid,C/PF/F/UTIL,MIN,30.17%,0.01%,1.22%,48.34%,49.06%,$-0.01
rob dillingham,PG/G/UTIL,MIN,24.9%,0.01%,1.13%,5.48%,7.81%,$-0.15
luka garza,C/UTIL,MIN,24.46%,0.01%,1.07%,1.99%,4.89%,$-0.17
aaron wiggins,PF/SF/F/UTIL,OKC,27.91%,0.01%,1.13%,36.83%,33.7%,$-0.31
jaden mcdaniels,SF/F/UTIL,MIN,27.04%,0.01%,1.1%,10.85%,11.1%,$-0.34
isaiah joe,SF/SG/G/F/UTIL,OKC,26.93%,0.01%,1.06%,30.79%,21.77%,$-0.5
aaron gordon,C/PF/F/UTIL,DEN,27.27%,0.01%,1.04%,40.52%,43.78%,$-0.53
amen thompson,PG/SF/G/F/UTIL,HOU,27.38%,0.01%,1.01%,23.46%,11.51%,$-0.58
tari eason,PF/F/UTIL,HOU,24.61%,0.01%,0.99%,10.14%,11.87%,$-0.64
stephon castle,PG/SG/G/UTIL,SAS,26.08%,0.01%,1.0%,24.47%,21.79%,$-0.66
bam adebayo,C/PF/F/UTIL,MIA,25.64%,0.01%,0.98%,17.08%,12.1%,$-0.67
michael porter jr.,PF/SF/F/UTIL,DEN,25.61%,0.01%,0.97%,17.95%,13.51%,$-0.71
jalen brunson,PG/G/UTIL,NYK,25.24%,0.01%,0.96%,16.6%,13.94%,$-0.74
victor wembanyama,C/UTIL,SAS,24.57%,0.01%,0.98%,15.18%,20.72%,$-0.76
nikola jokic,C/UTIL,DEN,25.62%,0.0%,0.95%,24.44%,31.13%,$-0.79
kj simpson,PG/G/UTIL,CHA,23.78%,0.01%,0.92%,2.1%,3.15%,$-0.8
