PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Davion Mitchell (38239876),Tyrese Martin (38239908),Justin Champagnie (38239809),Bam Adebayo (38239623),Alexandre Sarr (38239686),Tyler Herro (38239631),Kenrich Williams (38239995),LeBron James (38239587),293.59679687500005,383.60305366140244,49900,100.00%,50000,56465.22%,31222,188.92,$2258.61,MIA 3,WAS 2,opp,1,ThatStunna,222,4678190214
Shai Gilgeous-Alexander (38239580),Tyrese Martin (38239908),Justin Champagnie (38239809),Kyle Anderson (38240065),Alexandre Sarr (38239686),Colby Jones (38239966),Bam Adebayo (38239623),Tyler Herro (38239631),291.2070703125,387.2085012594931,49600,100.00%,49996,23403.12%,5757,191.98000000000002,$936.12,WAS 3,MIA 3,opp,1,Fabjayowe,271,4678469820
Tyler Herro (38239631),Carlton Carrington (38239793),Justin Champagnie (38239809),LeBron James (38239587),Alexandre Sarr (38239686),Josh Giddey (38239598),Kyle Anderson (38240065),Pelle Larsson (38240216),290.94578125,379.8681613528864,50000,100.00%,49994,22444.76%,6256,192.81,$897.79,MIA 3,WAS 3,opp,1,Dalt9000,75,4677781140
Shai Gilgeous-Alexander (38239580),Carlton Carrington (38239793),LeBron James (38239587),Justin Champagnie (38239809),Bam Adebayo (38239623),Davion Mitchell (38239876),Pelle Larsson (38240216),Kenrich Williams (38239995),290.5112890625,381.2362447377411,49700,100.00%,49989,17598.4%,3168,196.13,$703.94,MIA 3,OKC 2,opp,1,flashdelirium,417,4678248715
Davion Mitchell (38239876),Tyrese Martin (38239908),Jaylen Martin (38240062),Justin Champagnie (38239809),Alexandre Sarr (38239686),Tyler Herro (38239631),Bam Adebayo (38239623),LeBron James (38239587),290.12210937500004,380.20466424415827,49600,100.00%,49972,12141.71%,133,180.04000000000002,$485.67,MIA 3,WAS 3,opp,1,rschindler14,244,4678092956
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Jaylen Martin (38240062),Justin Champagnie (38239809),Alexandre Sarr (38239686),Davion Mitchell (38239876),Bam Adebayo (38239623),Tyler Herro (38239631),289.6388671875,382.8978827920642,49800,100.00%,49966,10822.74%,942,204.96,$432.91,WAS 4,MIA 3,opp,1,miked_666,1116,4678269541
Shai Gilgeous-Alexander (38239580),Carlton Carrington (38239793),LeBron James (38239587),Justin Champagnie (38239809),Kenrich Williams (38239995),Blake Wesley (38240054),Bam Adebayo (38239623),Davion Mitchell (38239876),289.17128906249997,381.276244737741,49800,100.00%,49871,8954.17%,458,194.27,$358.17,OKC 2,WAS 2,opp,1,H062,392,4677793710
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Justin Champagnie (38239809),Bam Adebayo (38239623),Kenrich Williams (38239995),Kevin Huerter (38239725),Kyle Anderson (38240065),LeBron James (38239587),288.3490625,383.09435559416306,49900,100.00%,49746,6799.92%,393,215.63,$272.0,OKC 2,WAS 2,opp,1,beaker913,2713,4678375760
Tyler Herro (38239631),Tyrese Martin (38239908),Kevin Huerter (38239725),Patrick Williams (38239940),Bam Adebayo (38239623),Carlton Carrington (38239793),Justin Champagnie (38239809),Josh Giddey (38239598),288.08480468749997,368.59847378792585,49500,100.00%,49271,6797.05%,514,161.7,$271.88,CHI 3,MIA 2,opp,1,Turbo1234,92,4678351237
Davion Mitchell (38239876),Colby Jones (38239966),Justin Champagnie (38239809),LeBron James (38239587),Tristan Vukcevic (38239923),Josh Giddey (38239598),Kenrich Williams (38239995),Shai Gilgeous-Alexander (38239580),287.40875,381.7883215088358,50000,100.00%,48926,4864.39%,202,251.50000000000003,$194.58,WAS 3,OKC 2,opp,1,erik.haymon,2853,4677906369
Tyler Herro (38239631),Colby Jones (38239966),LeBron James (38239587),Justin Champagnie (38239809),Kenrich Williams (38239995),Shai Gilgeous-Alexander (38239580),Kyle Anderson (38240065),Kevin Huerter (38239725),287.60906250000005,381.1043555941631,49800,100.00%,49434,4666.5%,128,221.35,$186.66,MIA 2,WAS 2,opp,2,micalwilliams,2542,4678284860
Tyler Herro (38239631),Colby Jones (38239966),Justin Champagnie (38239809),LeBron James (38239587),Kenrich Williams (38239995),Shai Gilgeous-Alexander (38239580),Kevin Huerter (38239725),Kyle Anderson (38240065),287.60906250000005,381.10435559416305,49800,100.00%,49434,4666.5%,128,221.35,$186.66,MIA 2,WAS 2,opp,2,MNLJackson,2542,4677659216
Jordan Poole (38239718),Carlton Carrington (38239793),Justin Champagnie (38239809),Haywood Highsmith (38239983),Alexandre Sarr (38239686),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),LeBron James (38239587),287.354921875,380.8282656701257,50000,100.00%,48738,4566.5%,129,169.32999999999998,$182.66,WAS 4,OKC 2,opp,1,Dalt9000,755,4678285932
Tyler Herro (38239631),Carlton Carrington (38239793),Coby White (38239640),Justin Champagnie (38239809),Alexandre Sarr (38239686),Davion Mitchell (38239876),Colby Jones (38239966),Josh Giddey (38239598),287.2660546875,367.3436089509771,49800,100.00%,48487,4497.91%,128,180.04999999999998,$179.92,WAS 4,MIA 2,opp,1,theordertaker,109,4677535014
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Justin Champagnie (38239809),Bam Adebayo (38239623),Alexandre Sarr (38239686),Davion Mitchell (38239876),Coby White (38239640),Kenrich Williams (38239995),287.28355468750004,377.27627220930833,49900,100.00%,48750,4166.68%,31,188.37,$166.67,WAS 3,OKC 2,opp,1,Bulldog1959,906,4677991302
Davion Mitchell (38239876),Carlton Carrington (38239793),Justin Champagnie (38239809),LeBron James (38239587),Alexandre Sarr (38239686),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),Keldon Johnson (38239818),287.24578125,378.50816135288636,49600,100.00%,48537,3998.07%,23,179.18,$159.92,WAS 3,OKC 2,opp,1,MikeMillz912,82,4677954394
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Jaylen Martin (38240062),Kenrich Williams (38239995),Alexandre Sarr (38239686),Josh Giddey (38239598),Justin Champagnie (38239809),Tyler Herro (38239631),287.04886718750004,379.78788279206424,49700,100.00%,48887,3861.69%,63,235.12,$154.47,WAS 4,OKC 2,opp,1,apforadori,1060,4677642185
Shai Gilgeous-Alexander (38239580),Carlton Carrington (38239793),Justin Champagnie (38239809),LeBron James (38239587),Alexandre Sarr (38239686),Jordan Poole (38239718),Patrick Williams (38239940),Pelle Larsson (38240216),286.864921875,380.1482656701257,50000,100.00%,47711,3859.28%,102,155.47000000000003,$154.37,WAS 4,OKC 1,opp,1,brodie210,698,4677753838
Cason Wallace (38239919),Carlton Carrington (38239793),Justin Champagnie (38239809),Haywood Highsmith (38239983),Bam Adebayo (38239623),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),LeBron James (38239587),286.8912890625,377.85624473774106,49800,100.00%,48128,3674.99%,65,183.87,$147.0,OKC 3,WAS 2,opp,1,tscalls,448,4678520712
Josh Giddey (38239598),Carlton Carrington (38239793),Justin Champagnie (38239809),Bam Adebayo (38239623),Alexandre Sarr (38239686),Tyler Herro (38239631),Kenrich Williams (38239995),Harrison Barnes (38239948),286.72578125,372.5981613528864,49300,100.00%,47900,3436.06%,12,187.68,$137.44,WAS 3,MIA 2,opp,1,steve3000,106,4678535402
Tyler Herro (38239631),Tyrese Martin (38239908),LeBron James (38239587),Justin Champagnie (38239809),Alexandre Sarr (38239686),Aaron Nesmith (38239830),Bam Adebayo (38239623),Pelle Larsson (38240216),286.586796875,376.20305366140235,49900,100.00%,47507,3163.99%,0,165.43,$126.56,MIA 3,WAS 2,opp,1,mixtapejimmy,230,4678520453
Shai Gilgeous-Alexander (38239580),Carlton Carrington (38239793),Justin Champagnie (38239809),LeBron James (38239587),Alexandre Sarr (38239686),Alec Burks (38240017),Kevin Huerter (38239725),Kenrich Williams (38239995),286.38578125,376.0381613528864,49800,100.00%,46828,2981.65%,35,179.31,$119.27,WAS 3,OKC 2,opp,1,gorthog58,88,4678285310
Josh Giddey (38239598),Colby Jones (38239966),LeBron James (38239587),Justin Champagnie (38239809),Tristan Vukcevic (38239923),Tyler Herro (38239631),Kyle Anderson (38240065),Isaiah Hartenstein (38239684),285.62874999999997,382.23832150883584,49700,100.00%,43880,2452.77%,26,229.45,$98.11,WAS 3,MIA 2,opp,1,futurehendrix1,2842,4677860726
Shai Gilgeous-Alexander (38239580),Cason Wallace (38239919),Justin Champagnie (38239809),LeBron James (38239587),Nikola Vucevic (38239665),Davion Mitchell (38239876),Kenrich Williams (38239995),Carlton Carrington (38239793),285.8612890625,375.0962447377411,49800,100.00%,44461,2449.56%,13,175.19,$97.98,OKC 3,WAS 2,opp,1,jc353535,409,4678183898
Shai Gilgeous-Alexander (38239580),Jaime Jaquez Jr. (38240031),LeBron James (38239587),Bam Adebayo (38239623),Alexandre Sarr (38239686),Pelle Larsson (38240216),Kyle Anderson (38240065),Justin Champagnie (38239809),285.70328125,385.17082461121754,50000,100.00%,44804,2245.47%,3,167.6,$89.82,MIA 4,WAS 2,opp,1,Shooterone3,729,4678213878
Josh Giddey (38239598),Carlton Carrington (38239793),Justin Champagnie (38239809),Kenrich Williams (38239995),Alexandre Sarr (38239686),Pelle Larsson (38240216),LeBron James (38239587),Jaren Jackson Jr. (38239645),285.63578125,372.3681613528863,50000,100.00%,43778,2241.23%,3,187.31,$89.65,WAS 3,CHI 1,opp,1,ijawking20,77,4677829170
Tyler Herro (38239631),Tyrese Martin (38239908),Justin Champagnie (38239809),Noah Clowney (38239868),Alexandre Sarr (38239686),Josh Giddey (38239598),Bam Adebayo (38239623),Tristan Vukcevic (38239923),285.498125,375.9115306846362,49800,100.00%,43726,2183.67%,2,197.38,$87.35,WAS 3,MIA 2,opp,1,davidmarchorn,281,4677885602
Carlton Carrington (38239793),Tyrese Martin (38239908),Justin Champagnie (38239809),Bam Adebayo (38239623),Alexandre Sarr (38239686),Josh Giddey (38239598),Pelle Larsson (38240216),Jalen Williams (38239627),285.409296875,370.5803904030712,49600,100.00%,42071,2181.47%,10,150.19,$87.26,WAS 3,MIA 2,opp,1,deadfan1125,32,4678433836
Tyler Herro (38239631),Lonnie Walker IV (38239857),LeBron James (38239587),Justin Champagnie (38239809),Alexandre Sarr (38239686),Carlton Carrington (38239793),Patrick Williams (38239940),Isaiah Hartenstein (38239684),285.37578125000005,376.0981613528864,49800,100.00%,42207,2136.74%,12,146.73,$85.47,WAS 3,MIA 1,opp,1,ravens1964,102,4678432087
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Justin Champagnie (38239809),Bam Adebayo (38239623),Alexandre Sarr (38239686),Davion Mitchell (38239876),Patrick Williams (38239940),Nikola Vucevic (38239665),285.3735546875,377.50627220930835,49700,100.00%,42395,2064.17%,7,168.07,$82.57,WAS 3,MIA 2,opp,1,cphorgan,875,4677839243
Tyler Herro (38239631),Cason Wallace (38239919),Colby Jones (38239966),LeBron James (38239587),Adem Bona (38239840),Shai Gilgeous-Alexander (38239580),Justin Champagnie (38239809),Tristan Vukcevic (38239923),285.17875000000004,382.3583215088359,50000,100.00%,42085,2025.14%,35,224.4,$81.01,WAS 3,OKC 2,opp,1,Calikush87,2875,4678056054
Tyler Herro (38239631),Carlton Carrington (38239793),LeBron James (38239587),Justin Champagnie (38239809),Alexandre Sarr (38239686),Isaiah Joe (38239952),Kenrich Williams (38239995),Jaren Jackson Jr. (38239645),285.43578125,374.64816135288635,49700,100.00%,42908,2016.8%,1,177.82,$80.67,WAS 3,OKC 2,opp,1,pjc7,69,4677565075
Davion Mitchell (38239876),Coby White (38239640),Justin Champagnie (38239809),Kenrich Williams (38239995),Alexandre Sarr (38239686),Tyler Herro (38239631),LeBron James (38239587),Tristan Vukcevic (38239923),285.35296875,375.42479052589033,49500,100.00%,43149,1965.8%,0,205.84,$78.63,WAS 3,MIA 2,opp,1,boxsquaredx2,1014,4678491677
Tyler Herro (38239631),Tyrese Martin (38239908),Colby Jones (38239966),LeBron James (38239587),Alexandre Sarr (38239686),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),Kyle Anderson (38240065),285.39828125,382.72959326342095,49800,100.00%,43298,1961.57%,0,221.8,$78.46,MIA 2,WAS 2,opp,1,ChocoBliss,1718,4677640860
Jordan Poole (38239718),Carlton Carrington (38239793),LeBron James (38239587),Justin Champagnie (38239809),Alexandre Sarr (38239686),Blake Wesley (38240054),Bam Adebayo (38239623),Jared Butler (38239721),285.194921875,377.3982656701257,49900,100.00%,41474,1933.67%,12,143.59,$77.35,WAS 4,LAL 1,opp,1,Sheisdifferent100,652,4677635052
Tyler Herro (38239631),Tyrese Martin (38239908),Ziaire Williams (38239797),Justin Champagnie (38239809),Tristan Vukcevic (38239923),Josh Giddey (38239598),Colby Jones (38239966),Shai Gilgeous-Alexander (38239580),285.07320312499996,376.9566622196114,49700,100.00%,41218,1933.04%,17,219.39,$77.32,WAS 3,BKN 2,opp,1,DouglasGealy,553,4678537929
Tyler Herro (38239631),Jared Butler (38239721),Pelle Larsson (38240216),Justin Champagnie (38239809),Isaiah Hartenstein (38239684),Josh Giddey (38239598),Colby Jones (38239966),Bam Adebayo (38239623),284.86906250000004,374.5743555941631,50000,100.00%,39743,1826.46%,17,180.28,$73.06,MIA 3,WAS 2,opp,1,dawgcal09,2517,4677511321
Tyler Herro (38239631),Carlton Carrington (38239793),Jaylen Martin (38240062),Bam Adebayo (38239623),Tristan Vukcevic (38239923),Shai Gilgeous-Alexander (38239580),Kenrich Williams (38239995),Isaiah Hartenstein (38239684),284.7875,384.1529132390975,49800,100.00%,39579,1788.74%,27,227.95999999999998,$71.55,WAS 3,OKC 3,user,1,marvalshot,3450,4678344699
Tyler Herro (38239631),Carlton Carrington (38239793),Jaylen Martin (38240062),LeBron James (38239587),Tristan Vukcevic (38239923),Davion Mitchell (38239876),Bam Adebayo (38239623),Isaiah Hartenstein (38239684),284.7375,379.1129132390975,49900,100.00%,38370,1755.79%,7,209.63,$70.23,MIA 3,WAS 3,user2,1,marvalshot,9080,4678344699_2
Tyler Herro (38239631),Jared Butler (38239721),Justin Champagnie (38239809),LeBron James (38239587),Alexandre Sarr (38239686),Colby Jones (38239966),Kenrich Williams (38239995),Isaiah Hartenstein (38239684),284.95355468750006,378.2662722093084,49400,100.00%,41136,1642.28%,0,194.79000000000002,$65.69,WAS 3,OKC 2,opp,1,dtillery6,950,4678275024
Tyler Herro (38239631),Tyrese Martin (38239908),Colby Jones (38239966),Bam Adebayo (38239623),Alexandre Sarr (38239686),Davion Mitchell (38239876),Kenrich Williams (38239995),Shai Gilgeous-Alexander (38239580),284.95828125,376.7095932634209,49400,100.00%,41062,1611.78%,0,207.8,$64.47,MIA 3,WAS 2,opp,1,DigitalDash,1725,4677752065
Shai Gilgeous-Alexander (38239580),Colby Jones (38239966),Jaylen Martin (38240062),Justin Champagnie (38239809),Kenrich Williams (38239995),Tyler Herro (38239631),Bam Adebayo (38239623),Isaiah Hartenstein (38239684),284.834375,381.6059661769189,49100,100.00%,41192,1508.71%,1,216.39,$60.35,OKC 3,WAS 3,opp,1,siyu798,2810,4677443127
Jared Butler (38239721),Carlton Carrington (38239793),Justin Champagnie (38239809),Kenrich Williams (38239995),Alexandre Sarr (38239686),Tyler Herro (38239631),Bam Adebayo (38239623),Stephon Castle (38239688),284.63578125,372.95816135288635,49100,100.00%,38693,1457.67%,0,161.04999999999998,$58.31,WAS 3,MIA 2,opp,1,DKlig4586,70,4677574207
