PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jaden Hardy (37509673),Desmond Bane (37509420),Jayson Tatum (37509368),Olivier-Maxence Prosper (37509676),Evan Mobley (37509411),Kevin Porter Jr. (37509656),Giannis Antetokounmpo (37509355),Kylor Kelley (37509901),345.6838064236111,419.7756446559418,50000,100.00%,50000,118140.0%,38680,173.81,$3544.2,DAL 3,MEM 1,opp,1,Stree,5548,4630279489
James Harden (37509379),Jaylen Brown (37509406),Dante Exum (37509910),Olivier-Maxence Prosper (37509676),Kylor Kelley (37509901),Darius Garland (37509423),Evan Mobley (37509411),RJ Barrett (37509428),343.2227473958334,386.11787502480314,49200,100.00%,50000,81660.0%,11320,94.05,$2449.8,DAL 3,CLE 2,opp,1,tokkien,326,4630184449
Kevin Porter Jr. (37509656),Kelly Oubre Jr. (37509455),Dante Exum (37509910),Olivier-Maxence Prosper (37509676),Kylor Kelley (37509901),James Harden (37509379),Giannis Antetokounmpo (37509355),Jayson Tatum (37509368),328.3192881944445,397.86401250167006,49600,100.00%,50000,30929.43%,0,143.77,$927.88,DAL 3,LAC 2,opp,1,briskbaxter,6396,4630094240
Jaden Hardy (37509673),Desmond Bane (37509420),Quentin Grimes (37509557),Olivier-Maxence Prosper (37509676),Kylor Kelley (37509901),Darius Garland (37509423),Giannis Antetokounmpo (37509355),James Harden (37509379),328.1688151041667,392.5395833575716,50000,100.00%,50000,29019.07%,0,175.59,$870.57,DAL 4,MEM 1,opp,1,Supavash,3382,4630099502
Jaden Hardy (37509673),Desmond Bane (37509420),Dante Exum (37509910),Olivier-Maxence Prosper (37509676),Kylor Kelley (37509901),James Harden (37509379),Giannis Antetokounmpo (37509355),Damian Lillard (37509385),327.9704817708333,400.16938696386313,49900,100.00%,50000,27374.8%,0,154.41,$821.24,DAL 4,MIL 2,opp,1,slapshotmo,6651,4630391080
Jaden Hardy (37509673),Desmond Bane (37509420),Kawhi Leonard (37509447),Santi Aldama (37509528),Kylor Kelley (37509901),Kevin Porter Jr. (37509656),Giannis Antetokounmpo (37509355),James Harden (37509379),327.5268880208333,400.38364307018753,49700,100.00%,50000,25779.9%,0,158.31,$773.4,LAC 3,DAL 2,opp,1,briskbaxter,5520,4630094231
Darius Garland (37509423),Spencer Dinwiddie (37509498),Jaylen Brown (37509406),Olivier-Maxence Prosper (37509676),Kylor Kelley (37509901),Jaden Hardy (37509673),Giannis Antetokounmpo (37509355),Evan Mobley (37509411),326.6291666666667,389.99165921476174,49900,100.00%,50000,21903.55%,0,134.73000000000002,$657.11,DAL 4,CLE 2,opp,1,3xFELON,3494,4630096147
Darius Garland (37509423),Desmond Bane (37509420),Quentin Grimes (37509557),Evan Mobley (37509411),Kylor Kelley (37509901),James Harden (37509379),Olivier-Maxence Prosper (37509676),Kristaps Porzingis (37509437),326.3071484375,380.08707535498957,49900,100.00%,50000,19985.52%,0,145.14000000000001,$599.57,DAL 3,CLE 2,opp,1,kcwiggs,1789,4630320121
Jaden Hardy (37509673),Luke Kennard (37509544),Quentin Grimes (37509557),Evan Mobley (37509411),Kylor Kelley (37509901),Desmond Bane (37509420),Giannis Antetokounmpo (37509355),Ivica Zubac (37509426),323.8010026041667,392.2920577284359,49800,100.00%,50000,12738.62%,0,181.49,$382.16,DAL 3,MEM 2,opp,1,redmen130,5546,4630337426
James Harden (37509379),Dante Exum (37509910),Jayson Tatum (37509368),Evan Mobley (37509411),Kylor Kelley (37509901),Desmond Bane (37509420),Santi Aldama (37509528),Luke Kennard (37509544),323.57075954861114,387.6576858640543,49500,100.00%,50000,11965.23%,0,142.91,$358.96,MEM 3,DAL 2,opp,1,briskbaxter,6331,4630094237
