PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jose Alvarado (38188072),Jordan Hawkins (38188226),LeBron James (38187831),Paolo Banchero (38187839),DeAndre Jordan (38188451),Jared Butler (38187963),Michael Porter Jr. (38187929),Justin Edwards (38188054),298.07000000000005,390.7900000000001,50000,100.00%,49885,39521.22%,5092,238.04000000000002,$1580.85,NOP 2,DEN 2,user8,1,marvalshot,14776,4673321688_8
Jose Alvarado (38188072),Jordan Hawkins (38188226),Scottie Barnes (38187870),LeBron James (38187831),DeAndre Jordan (38188451),Jeff Dowtin (38188058),Justin Edwards (38188054),Josh Giddey (38187852),292.14,388.02,50000,100.00%,22519,310.14%,2,266.19,$12.41,NOP 2,PHI 2,user2,1,marvalshot,14786,4673321689_2
Jordan Hawkins (38188226),Anthony Edwards (38187845),Josh Giddey (38187852),Paolo Banchero (38187839),Yves Missi (38188145),Jose Alvarado (38188072),Justin Edwards (38188054),DeAndre Jordan (38188451),298.14,390.11,49900,100.00%,49949,42826.47%,5808,255.64000000000004,$1713.06,NOP 3,MIN 1,user26,1,marvalshot,14811,4673321690_26
Jared Butler (38187963),Anthony Edwards (38187845),Keion Brooks Jr. (38188338),Paolo Banchero (38187839),DeAndre Jordan (38188451),Josh Giddey (38187852),Justin Edwards (38188054),Jordan Hawkins (38188226),295.71,386.44,49800,100.00%,47881,869.73%,386,237.74,$34.79,PHI 2,NOP 2,user,51,marvalshot,3177,4673321691
Jared Butler (38187963),Anthony Edwards (38187845),LeBron James (38187831),Michael Porter Jr. (38187929),Kelly Olynyk (38188016),Jordan Hawkins (38188226),Justin Edwards (38188054),DeAndre Jordan (38188451),297.32000000000005,392.0400000000001,50000,100.00%,49544,22907.43%,2671,239.99,$916.3,PHI 2,DEN 2,user8,1,marvalshot,14840,4673321692_8
Scottie Barnes (38187870),Jordan Hawkins (38188226),LeBron James (38187831),Justin Edwards (38188054),DeAndre Jordan (38188451),Josh Giddey (38187852),Kelly Olynyk (38188016),Yves Missi (38188145),291.42,390.24,49900,100.00%,15650,232.87%,0,249.14,$9.31,NOP 3,TOR 1,user7,1,marvalshot,14871,4673321693_7
Jamal Murray (38187885),Jared Butler (38187963),Justin Edwards (38188054),Paolo Banchero (38187839),Yves Missi (38188145),Jordan Hawkins (38188226),Josh Giddey (38187852),DeAndre Jordan (38188451),296.99,387.15,49700,100.00%,49656,17328.06%,1970,233.98000000000002,$693.12,DEN 2,PHI 2,user35,1,marvalshot,14907,4673321694_35
Jose Alvarado (38188072),Jordan Hawkins (38188226),Justin Edwards (38188054),Michael Porter Jr. (38187929),Kelly Olynyk (38188016),Josh Giddey (38187852),Aaron Gordon (38187939),Jamal Murray (38187885),293.53,381.30999999999995,49700,100.00%,35830,1282.02%,83,225.96,$51.28,NOP 3,DEN 3,user30,1,marvalshot,14946,4673321695_30
Jared Butler (38187963),Jordan Hawkins (38188226),LeBron James (38187831),Paolo Banchero (38187839),Kelly Olynyk (38188016),Jose Alvarado (38188072),Justin Edwards (38188054),Yves Missi (38188145),298.0,395.05,50000,100.00%,49928,35593.72%,4415,248.87,$1423.75,NOP 4,PHI 2,user10,1,marvalshot,14778,4673321688_10
Josh Giddey (38187852),Jordan Hawkins (38188226),Scottie Barnes (38187870),LeBron James (38187831),DeAndre Jordan (38188451),Jose Alvarado (38188072),Justin Edwards (38188054),Yves Missi (38188145),291.30999999999995,388.04999999999995,49500,100.00%,15116,226.97%,0,247.66000000000003,$9.08,NOP 3,CHI 1,user3,1,marvalshot,14787,4673321689_3
