Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4652746677,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Ausar Thompson (37819144),Gregory Jackson (37819336),Jaren Jackson Jr. (37819020),Damian Lillard (37818998),Santi Aldama (37819116),Stephen Curry (37818995)
4652746678,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Stephen Curry (37818995),De'Aaron Fox (37819003),Cameron Johnson (37819066),Ausar Thompson (37819144),Jalen Duren (37819057),Scotty Pippen Jr. (37819326),Santi Aldama (37819116),Kelly Oubre Jr. (37819076)
4652746679,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Scotty Pippen Jr. (37819326),Brandin Podziemski (37819081),John Konchar (37819393),Gregory Jackson (37819336),Giannis Antetokounmpo (37818975),Tyrese Maxey (37818992),Naji Marshall (37819135),Stephen Curry (37818995)
4652746680,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Malik Beasley (37819163),Ausar Thompson (37819144),Maxwell Lewis (37819541),Domantas Sabonis (37818987),Brandin Podziemski (37819081),Jaren Jackson Jr. (37819020),Stephen Curry (37818995)
4652746681,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Stephon Castle (37819089),Ausar Thompson (37819144),Santi Aldama (37819116),Draymond Green (37819085),Scotty Pippen Jr. (37819326),Giannis Antetokounmpo (37818975),Stephen Curry (37818995)
4652746682,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Luke Kennard (37819236),Quentin Grimes (37819127),Moses Moody (37819210),Jaren Jackson Jr. (37819020),Alperen Sengun (37819001),Scotty Pippen Jr. (37819326),Santi Aldama (37819116),Giannis Antetokounmpo (37818975)
4652746683,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Gregory Jackson (37819336),Jaren Jackson Jr. (37819020),Jalen Duren (37819057),Luke Kennard (37819236),Paul George (37819038),Giannis Antetokounmpo (37818975)
4652746684,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Devin Vassell (37819093),Paul George (37819038),Giannis Antetokounmpo (37818975),Jalen Duren (37819057),Stephen Curry (37818995),John Konchar (37819393),Scotty Pippen Jr. (37819326)
4652746685,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Scotty Pippen Jr. (37819326),Malik Beasley (37819163),Ausar Thompson (37819144),Giannis Antetokounmpo (37818975),Jalen Duren (37819057),Stephen Curry (37818995),Santi Aldama (37819116),Zach Edey (37819197)
4652746686,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Zach LaVine (37819015),Gregory Jackson (37819336),Giannis Antetokounmpo (37818975),Zach Edey (37819197),Brandin Podziemski (37819081),Jaren Jackson Jr. (37819020),Santi Aldama (37819116)
