PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Shai Gilgeous-Alexander (37675704),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Moses Moody (37676241),Jalen Williams (37675783),Deandre Ayton (37675845),306.27124999999995,403.74534512139996,49800,100.00%,25000,100042.33%,17479,161.74,$3001.27,OKC 2,GSW 2,user,1,marvalshot,9500,4638421205
Stephen Curry (37675736),Bilal Coulibaly (37675898),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Aaron Wiggins (37676001),Daniel Gafford (37675813),286.79374999999993,381.416100663713,49900,100.00%,1496,163.63%,0,168.12,$4.91,OKC 2,GSW 1,user,30,marvalshot,5582,4638421206
Anthony Edwards (37675721),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Jordan Poole (37675822),Mouhamed Gueye (37676659),Stephen Curry (37675736),263.62096354166664,354.5672629863167,49600,7.14%,0,-94.29%,0,174.33999999999997,$-2.83,GSW 2,MIN 1,user,30,marvalshot,6121,4638421207
Jordan Poole (37675822),Carlton Carrington (37675997),Jalen Williams (37675783),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Daniel Gafford (37675813),282.636875,375.72262887823325,50000,100.00%,12,115.51%,0,171.41,$3.47,WAS 2,OKC 2,user,30,marvalshot,2513,4638421208
Shai Gilgeous-Alexander (37675704),Keon Johnson (37675978),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Brandin Podziemski (37676023),Bobby Portis (37675878),Victor Wembanyama (37675702),281.12562499999996,379.1978822042607,49900,100.00%,0,102.89%,0,170.95999999999998,$3.09,MIL 2,OKC 1,user,30,marvalshot,4021,4638421209
Keon Johnson (37675978),Malik Monk (37675800),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Daniel Gafford (37675813),303.76125,396.23534512140003,49900,100.00%,25000,7746.02%,2778,175.01,$232.38,BKN 1,SAC 1,user,30,marvalshot,9503,4638421210
Shai Gilgeous-Alexander (37675704),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Stephen Curry (37675736),Bobby Portis (37675878),Mouhamed Gueye (37676659),296.425625,398.4200082583556,49900,100.00%,24973,492.17%,0,185.01999999999998,$14.77,GSW 2,MIL 2,user,30,marvalshot,9819,4638421211
Stephen Curry (37675736),Malik Monk (37675800),Kyshawn George (37676125),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Deandre Ayton (37675845),289.37499999999994,382.72658747089724,50000,100.00%,8546,194.71%,0,171.12,$5.84,GSW 1,SAC 1,user,30,marvalshot,6656,4638421212
Jordan Poole (37675822),Brandin Podziemski (37676023),Franz Wagner (37675742),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Jose Alvarado (37676005),Kyle Kuzma (37675965),Stephen Curry (37675736),291.16625,383.1390253861177,49900,100.00%,16603,224.07%,0,184.19,$6.72,GSW 2,WAS 1,user,30,marvalshot,1738,4638421213
Jordan Poole (37675822),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Domantas Sabonis (37675725),Stephen Curry (37675736),Moses Moody (37676241),Daniel Gafford (37675813),298.99375,393.86291130700084,49800,100.00%,25000,2012.83%,9,176.97,$60.38,GSW 3,WAS 1,user,1,marvalshot,5227,4638421214
Stephen Curry (37675736),Jordan Hawkins (37676160),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Deandre Ayton (37675845),302.98125,398.9753451214,50000,100.00%,25000,4608.76%,1254,185.79,$138.26,GSW 1,NOP 1,user1,29,marvalshot,15819,4638421205_1
Stephen Curry (37675736),Bilal Coulibaly (37675898),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Aaron Wiggins (37676001),Daniel Gafford (37675813),286.79374999999993,381.416100663713,49900,100.00%,1496,163.63%,0,168.12,$4.91,OKC 2,GSW 1,user1,30,marvalshot,5582,4638421206_1
Anthony Edwards (37675721),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Jordan Poole (37675822),Mouhamed Gueye (37676659),Stephen Curry (37675736),263.62096354166664,354.5672629863167,49600,7.14%,0,-94.29%,0,174.33999999999997,$-2.83,GSW 2,MIN 1,user1,30,marvalshot,6121,4638421207_1
Jordan Poole (37675822),Carlton Carrington (37675997),Jalen Williams (37675783),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Daniel Gafford (37675813),282.636875,375.72262887823325,50000,100.00%,12,115.51%,0,171.41,$3.47,WAS 2,OKC 2,user1,30,marvalshot,2513,4638421208_1
Shai Gilgeous-Alexander (37675704),Keon Johnson (37675978),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Brandin Podziemski (37676023),Bobby Portis (37675878),Victor Wembanyama (37675702),281.12562499999996,379.1978822042607,49900,100.00%,0,102.89%,0,170.95999999999998,$3.09,MIL 2,OKC 1,user1,30,marvalshot,4021,4638421209_1
Keon Johnson (37675978),Malik Monk (37675800),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Daniel Gafford (37675813),303.76125,396.23534512140003,49900,100.00%,25000,7746.02%,2778,175.01,$232.38,BKN 1,SAC 1,user1,30,marvalshot,9503,4638421210_1
Shai Gilgeous-Alexander (37675704),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Stephen Curry (37675736),Bobby Portis (37675878),Mouhamed Gueye (37676659),296.425625,398.4200082583556,49900,100.00%,24973,492.17%,0,185.01999999999998,$14.77,GSW 2,MIL 2,user1,30,marvalshot,9819,4638421211_1
Stephen Curry (37675736),Malik Monk (37675800),Kyshawn George (37676125),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Deandre Ayton (37675845),289.37499999999994,382.72658747089724,50000,100.00%,8546,194.71%,0,171.12,$5.84,GSW 1,SAC 1,user1,30,marvalshot,6656,4638421212_1
Jordan Poole (37675822),Brandin Podziemski (37676023),Franz Wagner (37675742),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Jose Alvarado (37676005),Kyle Kuzma (37675965),Stephen Curry (37675736),291.16625,383.1390253861177,49900,100.00%,16603,224.07%,0,184.19,$6.72,GSW 2,WAS 1,user1,30,marvalshot,1738,4638421213_1
Jordan Poole (37675822),Brandin Podziemski (37676023),Naji Marshall (37676062),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Deandre Ayton (37675845),298.75375,395.3229113070009,50000,100.00%,25000,1089.79%,0,178.68,$32.69,DAL 2,WAS 1,user1,1,marvalshot,15822,4638421214_1
Stephen Curry (37675736),Jordan Hawkins (37676160),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Deandre Ayton (37675845),302.98125,398.9753451214,50000,100.00%,25000,4608.76%,1254,185.79,$138.26,GSW 1,NOP 1,user2,29,marvalshot,15819,4638421205_2
Stephen Curry (37675736),Bilal Coulibaly (37675898),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Aaron Wiggins (37676001),Daniel Gafford (37675813),286.79374999999993,381.416100663713,49900,100.00%,1496,163.63%,0,168.12,$4.91,OKC 2,GSW 1,user2,30,marvalshot,5582,4638421206_2
Anthony Edwards (37675721),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Jordan Poole (37675822),Mouhamed Gueye (37676659),Stephen Curry (37675736),263.62096354166664,354.5672629863167,49600,7.14%,0,-94.29%,0,174.33999999999997,$-2.83,GSW 2,MIN 1,user2,30,marvalshot,6121,4638421207_2
Jordan Poole (37675822),Carlton Carrington (37675997),Jalen Williams (37675783),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Daniel Gafford (37675813),282.636875,375.72262887823325,50000,100.00%,12,115.51%,0,171.41,$3.47,WAS 2,OKC 2,user2,30,marvalshot,2513,4638421208_2
Shai Gilgeous-Alexander (37675704),Keon Johnson (37675978),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Brandin Podziemski (37676023),Bobby Portis (37675878),Victor Wembanyama (37675702),281.12562499999996,379.1978822042607,49900,100.00%,0,102.89%,0,170.95999999999998,$3.09,MIL 2,OKC 1,user2,30,marvalshot,4021,4638421209_2
Keon Johnson (37675978),Malik Monk (37675800),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Daniel Gafford (37675813),303.76125,396.23534512140003,49900,100.00%,25000,7746.02%,2778,175.01,$232.38,BKN 1,SAC 1,user2,30,marvalshot,9503,4638421210_2
Shai Gilgeous-Alexander (37675704),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Stephen Curry (37675736),Bobby Portis (37675878),Mouhamed Gueye (37676659),296.425625,398.4200082583556,49900,100.00%,24973,492.17%,0,185.01999999999998,$14.77,GSW 2,MIL 2,user2,30,marvalshot,9819,4638421211_2
Stephen Curry (37675736),Malik Monk (37675800),Kyshawn George (37676125),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Deandre Ayton (37675845),289.37499999999994,382.72658747089724,50000,100.00%,8546,194.71%,0,171.12,$5.84,GSW 1,SAC 1,user2,30,marvalshot,6656,4638421212_2
Jordan Poole (37675822),Brandin Podziemski (37676023),Franz Wagner (37675742),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Jose Alvarado (37676005),Kyle Kuzma (37675965),Stephen Curry (37675736),291.16625,383.1390253861177,49900,100.00%,16603,224.07%,0,184.19,$6.72,GSW 2,WAS 1,user2,30,marvalshot,1738,4638421213_2
Jordan Poole (37675822),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Stephen Curry (37675736),Bobby Portis (37675878),Daniel Gafford (37675813),298.52374999999995,394.25291130700083,49400,100.00%,25000,1086.93%,2,195.07,$32.61,GSW 2,MIL 2,user2,1,marvalshot,15823,4638421214_2
Stephen Curry (37675736),Jordan Hawkins (37676160),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Deandre Ayton (37675845),302.98125,398.9753451214,50000,100.00%,25000,4608.76%,1254,185.79,$138.26,GSW 1,NOP 1,user3,29,marvalshot,15819,4638421205_3
Stephen Curry (37675736),Bilal Coulibaly (37675898),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Aaron Wiggins (37676001),Daniel Gafford (37675813),286.79374999999993,381.416100663713,49900,100.00%,1496,163.63%,0,168.12,$4.91,OKC 2,GSW 1,user3,30,marvalshot,5582,4638421206_3
Anthony Edwards (37675721),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Jordan Poole (37675822),Mouhamed Gueye (37676659),Stephen Curry (37675736),263.62096354166664,354.5672629863167,49600,7.14%,0,-94.29%,0,174.33999999999997,$-2.83,GSW 2,MIN 1,user3,30,marvalshot,6121,4638421207_3
Jordan Poole (37675822),Carlton Carrington (37675997),Jalen Williams (37675783),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Daniel Gafford (37675813),282.636875,375.72262887823325,50000,100.00%,12,115.51%,0,171.41,$3.47,WAS 2,OKC 2,user3,30,marvalshot,2513,4638421208_3
Shai Gilgeous-Alexander (37675704),Keon Johnson (37675978),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Brandin Podziemski (37676023),Bobby Portis (37675878),Victor Wembanyama (37675702),281.12562499999996,379.1978822042607,49900,100.00%,0,102.89%,0,170.95999999999998,$3.09,MIL 2,OKC 1,user3,30,marvalshot,4021,4638421209_3
Keon Johnson (37675978),Malik Monk (37675800),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Daniel Gafford (37675813),303.76125,396.23534512140003,49900,100.00%,25000,7746.02%,2778,175.01,$232.38,BKN 1,SAC 1,user3,30,marvalshot,9503,4638421210_3
Shai Gilgeous-Alexander (37675704),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Stephen Curry (37675736),Bobby Portis (37675878),Mouhamed Gueye (37676659),296.425625,398.4200082583556,49900,100.00%,24973,492.17%,0,185.01999999999998,$14.77,GSW 2,MIL 2,user3,30,marvalshot,9819,4638421211_3
Stephen Curry (37675736),Malik Monk (37675800),Kyshawn George (37676125),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Deandre Ayton (37675845),289.37499999999994,382.72658747089724,50000,100.00%,8546,194.71%,0,171.12,$5.84,GSW 1,SAC 1,user3,30,marvalshot,6656,4638421212_3
Jordan Poole (37675822),Brandin Podziemski (37676023),Franz Wagner (37675742),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Jose Alvarado (37676005),Kyle Kuzma (37675965),Stephen Curry (37675736),291.16625,383.1390253861177,49900,100.00%,16603,224.07%,0,184.19,$6.72,GSW 2,WAS 1,user3,30,marvalshot,1738,4638421213_3
Jordan Poole (37675822),Anfernee Simons (37675860),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Deandre Ayton (37675845),Stephen Curry (37675736),Naji Marshall (37676062),Jalen Williams (37675783),295.53375,386.3229113070009,50000,100.00%,24733,450.83%,0,162.63,$13.52,POR 2,WAS 1,user3,27,marvalshot,15824,4638421214_3
Stephen Curry (37675736),Jordan Hawkins (37676160),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Daniel Gafford (37675813),Shai Gilgeous-Alexander (37675704),Al Horford (37676221),Deandre Ayton (37675845),302.98125,398.9753451214,50000,100.00%,25000,4608.76%,1254,185.79,$138.26,GSW 1,NOP 1,user4,29,marvalshot,15819,4638421205_4
Stephen Curry (37675736),Bilal Coulibaly (37675898),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Aaron Wiggins (37676001),Daniel Gafford (37675813),286.79374999999993,381.416100663713,49900,100.00%,1496,163.63%,0,168.12,$4.91,OKC 2,GSW 1,user4,30,marvalshot,5582,4638421206_4
Anthony Edwards (37675721),Brandin Podziemski (37676023),Kyle Kuzma (37675965),Jonathan Isaac (37676294),Daniel Gafford (37675813),Jordan Poole (37675822),Mouhamed Gueye (37676659),Stephen Curry (37675736),263.62096354166664,354.5672629863167,49600,7.14%,0,-94.29%,0,174.33999999999997,$-2.83,GSW 2,MIN 1,user4,30,marvalshot,6121,4638421207_4
Jordan Poole (37675822),Carlton Carrington (37675997),Jalen Williams (37675783),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Shai Gilgeous-Alexander (37675704),Kyle Kuzma (37675965),Daniel Gafford (37675813),282.636875,375.72262887823325,50000,100.00%,12,115.51%,0,171.41,$3.47,WAS 2,OKC 2,user4,30,marvalshot,2513,4638421208_4
Shai Gilgeous-Alexander (37675704),Keon Johnson (37675978),Kyle Kuzma (37675965),Mouhamed Gueye (37676659),Jonathan Isaac (37676294),Brandin Podziemski (37676023),Bobby Portis (37675878),Victor Wembanyama (37675702),281.12562499999996,379.1978822042607,49900,100.00%,0,102.89%,0,170.95999999999998,$3.09,MIL 2,OKC 1,user4,30,marvalshot,4021,4638421209_4
