PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Luka Doncic (38209488),Ja'Kobe Walter (38209883),Justin Champagnie (38209750),Trendon Watford (38209739),Tristan Vukcevic (38209799),Gary Trent Jr. (38209786),LeBron James (38209499),Nic Claxton (38209652),297.17733940972226,395.29158788669247,49900,100.00%,0,104.68%,0,203.26,$4.19,LAL 2,WAS 2,user20,1,marvalshot,14844,4674963720_20
Devin Booker (38209515),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Trendon Watford (38209739),Nic Claxton (38209652),Cameron Payne (38209746),LeBron James (38209499),D'Angelo Russell (38209654),285.35219618055555,376.92367476689236,50000,96.22%,0,38.26%,0,200.34,$1.53,BKN 3,PHX 1,user14,1,marvalshot,14858,4674963721_14
Cameron Payne (38209746),Gary Trent Jr. (38209786),LeBron James (38209499),Ricky Council IV (38209691),Alexandre Sarr (38209615),Kevin Porter Jr. (38209743),Trendon Watford (38209739),Karl-Anthony Towns (38209503),304.9696614583333,401.5792325932025,50000,100.00%,0,158.08%,0,231.79,$6.32,NYK 2,MIL 2,user6,1,marvalshot,14898,4674963722_6
Jeff Dowtin (38209700),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Pascal Siakam (38209558),Alexandre Sarr (38209615),D'Angelo Russell (38209654),LeBron James (38209499),Cameron Payne (38209746),301.4031293402778,393.9124392220716,49900,100.00%,0,136.44%,0,210.2,$5.46,PHI 2,MIL 1,user8,1,marvalshot,14948,4674963723_8
D'Angelo Russell (38209654),Quentin Grimes (38209519),LeBron James (38209499),Ricky Council IV (38209691),Tristan Vukcevic (38209799),Gary Trent Jr. (38209786),Trendon Watford (38209739),Nic Claxton (38209652),291.77342447916664,387.28627985757925,49600,100.00%,0,70.02%,0,191.04,$2.8,BKN 3,PHI 2,user8,1,marvalshot,14996,4674963724_8
Cameron Payne (38209746),Keon Johnson (38209661),Gary Trent Jr. (38209786),LeBron James (38209499),Alexandre Sarr (38209615),D'Angelo Russell (38209654),Trendon Watford (38209739),Ivica Zubac (38209552),301.6374652777778,396.5555578263102,50000,100.00%,0,138.53%,0,211.93,$5.54,BKN 3,NYK 1,user37,1,marvalshot,15033,4674963725_37
Quentin Grimes (38209519),Gary Trent Jr. (38209786),LeBron James (38209499),Justin Champagnie (38209750),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Trendon Watford (38209739),Alexandre Sarr (38209615),320.23466579861105,419.26806469856064,49400,100.00%,39806,340.25%,0,210.04,$13.61,WAS 3,BKN 2,user1,1,marvalshot,15046,4674963726_1
Luka Doncic (38209488),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Trendon Watford (38209739),Tristan Vukcevic (38209799),Cameron Payne (38209746),LeBron James (38209499),Orlando Robinson (38209776),287.7835633680555,384.98536087202115,49900,99.78%,0,50.26%,0,256.31,$2.01,LAL 2,MIL 1,user2,1,marvalshot,15048,4674963727_2
D'Angelo Russell (38209654),Gary Trent Jr. (38209786),Justin Champagnie (38209750),Trendon Watford (38209739),Tristan Vukcevic (38209799),Luka Doncic (38209488),Ja'Kobe Walter (38209883),LeBron James (38209499),296.33733940972223,395.08158788669243,49800,100.00%,0,100.4%,0,205.23000000000002,$4.02,BKN 2,WAS 2,user4,1,marvalshot,14828,4674963720_4
Kevin Porter Jr. (38209743),Cameron Payne (38209746),Ricky Council IV (38209691),LeBron James (38209499),Nic Claxton (38209652),Gary Trent Jr. (38209786),Trendon Watford (38209739),Karl-Anthony Towns (38209503),284.9321961805556,379.3436747668924,49600,94.39%,0,33.36%,0,200.7,$1.33,MIL 2,NYK 2,user31,1,marvalshot,14874,4674963721_31
Cameron Payne (38209746),Gary Trent Jr. (38209786),LeBron James (38209499),Ricky Council IV (38209691),Alexandre Sarr (38209615),D'Angelo Russell (38209654),Trendon Watford (38209739),Tyrese Haliburton (38209549),302.9996614583333,396.73923259320253,49600,100.00%,0,147.53%,0,232.73000000000002,$5.9,BKN 2,NYK 1,user28,1,marvalshot,14919,4674963722_28
Jeff Dowtin (38209700),Ja'Kobe Walter (38209883),Ricky Council IV (38209691),Trendon Watford (38209739),Alexandre Sarr (38209615),Kevin Porter Jr. (38209743),LeBron James (38209499),Karl-Anthony Towns (38209503),301.39312934027777,399.3824392220715,49900,100.00%,0,136.11%,0,184.92000000000002,$5.44,PHI 2,TOR 1,user44,1,marvalshot,14983,4674963723_44
Cameron Payne (38209746),Quentin Grimes (38209519),LeBron James (38209499),Ricky Council IV (38209691),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Trendon Watford (38209739),Nic Claxton (38209652),291.49342447916666,388.83627985757926,49800,100.00%,0,68.1%,0,194.88,$2.72,BKN 3,PHI 2,user6,1,marvalshot,14994,4674963724_6
D'Angelo Russell (38209654),Ja'Kobe Walter (38209883),LeBron James (38209499),Trendon Watford (38209739),Alexandre Sarr (38209615),Cameron Payne (38209746),Gary Trent Jr. (38209786),Karl-Anthony Towns (38209503),300.6374652777778,395.7655578263102,49800,100.00%,0,130.06%,0,242.90999999999997,$5.2,BKN 2,NYK 2,user18,1,marvalshot,15014,4674963725_18
Quentin Grimes (38209519),Cameron Payne (38209746),LeBron James (38209499),Justin Champagnie (38209750),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Trendon Watford (38209739),Alexandre Sarr (38209615),319.9546657986111,420.81806469856065,49600,100.00%,37935,319.81%,0,213.88,$12.79,WAS 3,BKN 2,user,49,marvalshot,868,4674963726
Cameron Payne (38209746),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Trendon Watford (38209739),Tristan Vukcevic (38209799),Luka Doncic (38209488),LeBron James (38209499),Ziaire Williams (38209758),286.90356336805553,382.1653608720212,49900,99.57%,0,48.42%,0,248.85999999999999,$1.94,BKN 2,LAL 2,user,1,marvalshot,9998,4674963727
Luka Doncic (38209488),Gary Trent Jr. (38209786),Justin Champagnie (38209750),Trendon Watford (38209739),Tristan Vukcevic (38209799),Cameron Payne (38209746),LeBron James (38209499),Orlando Robinson (38209776),296.2073394097222,394.7315878866924,49300,100.00%,0,99.94%,0,244.21999999999997,$4.0,LAL 2,WAS 2,user13,1,marvalshot,14837,4674963720_13
Cameron Payne (38209746),Gary Trent Jr. (38209786),Ricky Council IV (38209691),LeBron James (38209499),Ivica Zubac (38209552),Kevin Porter Jr. (38209743),Trendon Watford (38209739),Josh Hart (38209565),284.93219618055554,374.75367476689235,50000,94.28%,0,33.29%,0,195.03,$1.33,NYK 2,MIL 2,user33,1,marvalshot,14876,4674963721_33
Luka Doncic (38209488),Ziaire Williams (38209758),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Alexandre Sarr (38209615),Cameron Payne (38209746),Trendon Watford (38209739),Ivica Zubac (38209552),302.91966145833334,394.3192325932025,49900,100.00%,0,146.53%,0,242.79,$5.86,BKN 2,LAL 1,user18,1,marvalshot,14910,4674963722_18
Jeff Dowtin (38209700),Cameron Payne (38209746),Ricky Council IV (38209691),LeBron James (38209499),Alexandre Sarr (38209615),Kevin Porter Jr. (38209743),Trendon Watford (38209739),Devin Booker (38209515),300.52312934027776,397.78243922207156,49900,100.00%,0,129.03%,0,198.74,$5.16,PHI 2,NYK 1,user10,1,marvalshot,14950,4674963723_10
Cameron Payne (38209746),Quentin Grimes (38209519),LeBron James (38209499),Ricky Council IV (38209691),Tristan Vukcevic (38209799),Gary Trent Jr. (38209786),Ja'Kobe Walter (38209883),Ivica Zubac (38209552),290.99342447916666,382.0562798575793,50000,100.00%,0,63.95%,0,223.18,$2.56,PHI 2,NYK 1,user2,1,marvalshot,14990,4674963724_2
D'Angelo Russell (38209654),Ziaire Williams (38209758),LeBron James (38209499),Trendon Watford (38209739),Alexandre Sarr (38209615),Gary Trent Jr. (38209786),Pascal Siakam (38209558),Nic Claxton (38209652),300.1674652777778,395.3255578263102,50000,100.00%,0,125.52%,0,193.07,$5.02,BKN 4,LAL 1,user28,1,marvalshot,15024,4674963725_28
Quentin Grimes (38209519),Cameron Payne (38209746),LeBron James (38209499),Justin Champagnie (38209750),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Trendon Watford (38209739),Alexandre Sarr (38209615),319.9546657986111,420.81806469856065,49600,100.00%,37935,319.81%,0,213.88,$12.79,WAS 3,BKN 2,user2,49,marvalshot,868,4674963726_2
Kevin Porter Jr. (38209743),Cameron Payne (38209746),Ricky Council IV (38209691),LeBron James (38209499),Tristan Vukcevic (38209799),Gary Trent Jr. (38209786),Trendon Watford (38209739),Luka Doncic (38209488),286.62356336805556,386.1553608720212,50000,99.05%,0,46.95%,0,231.5,$1.88,MIL 2,LAL 2,user1,48,marvalshot,15047,4674963727_1
Cameron Payne (38209746),Gary Trent Jr. (38209786),Justin Champagnie (38209750),LeBron James (38209499),Tristan Vukcevic (38209799),Tyrese Haliburton (38209549),Trendon Watford (38209739),Ivica Zubac (38209552),296.1773394097222,392.1515878866924,49500,100.00%,0,99.84%,0,212.2,$3.99,WAS 2,NYK 1,user16,1,marvalshot,14840,4674963720_16
Kevin Porter Jr. (38209743),Devin Booker (38209515),Ricky Council IV (38209691),Trendon Watford (38209739),Nic Claxton (38209652),D'Angelo Russell (38209654),LeBron James (38209499),Gary Trent Jr. (38209786),283.56219618055553,378.36367476689236,50000,83.45%,0,10.08%,0,159.64999999999998,$0.4,BKN 3,MIL 2,user49,1,marvalshot,14892,4674963721_49
Luka Doncic (38209488),Cameron Payne (38209746),Gary Trent Jr. (38209786),Ricky Council IV (38209691),Alexandre Sarr (38209615),Kevin Porter Jr. (38209743),Trendon Watford (38209739),Ivica Zubac (38209552),302.6396614583333,398.3092325932025,50000,100.00%,0,144.77%,0,225.43,$5.79,MIL 2,LAL 1,user31,1,marvalshot,14922,4674963722_31
Jeff Dowtin (38209700),Gary Trent Jr. (38209786),Ricky Council IV (38209691),LeBron James (38209499),Alexandre Sarr (38209615),Cameron Payne (38209746),Pascal Siakam (38209558),Kyle Kuzma (38209648),300.4231293402778,389.6824392220716,50000,100.00%,0,127.69%,0,212.14999999999998,$5.11,PHI 2,MIL 2,user36,1,marvalshot,14975,4674963723_36
D'Angelo Russell (38209654),Quentin Grimes (38209519),LeBron James (38209499),Ricky Council IV (38209691),Tristan Vukcevic (38209799),Ziaire Williams (38209758),Trendon Watford (38209739),Nic Claxton (38209652),289.9834244791666,386.2862798575792,49700,99.97%,0,57.97%,0,171.55,$2.32,BKN 4,PHI 2,user1,1,marvalshot,14989,4674963724_1
D'Angelo Russell (38209654),Keon Johnson (38209661),Ziaire Williams (38209758),LeBron James (38209499),Alexandre Sarr (38209615),Gary Trent Jr. (38209786),Trendon Watford (38209739),Ivica Zubac (38209552),300.12746527777773,394.0055578263101,49900,100.00%,0,125.15%,0,188.59999999999997,$5.01,BKN 4,LAL 1,user35,1,marvalshot,15031,4674963725_35
Quentin Grimes (38209519),Cameron Payne (38209746),LeBron James (38209499),Justin Champagnie (38209750),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Trendon Watford (38209739),Alexandre Sarr (38209615),319.9546657986111,420.81806469856065,49600,100.00%,37935,319.81%,0,213.88,$12.79,WAS 3,BKN 2,user3,49,marvalshot,868,4674963726_3
Luka Doncic (38209488),Cameron Payne (38209746),Ricky Council IV (38209691),Trendon Watford (38209739),Tristan Vukcevic (38209799),Gary Trent Jr. (38209786),LeBron James (38209499),Kevin Porter Jr. (38209743),286.62356336805556,386.1553608720212,50000,99.05%,0,46.95%,0,231.5,$1.88,LAL 2,MIL 2,user3,48,marvalshot,15047,4674963727_3
Luka Doncic (38209488),Cameron Payne (38209746),Justin Champagnie (38209750),LeBron James (38209499),Tristan Vukcevic (38209799),D'Angelo Russell (38209654),Ja'Kobe Walter (38209883),Trendon Watford (38209739),296.0573394097222,396.6315878866924,50000,100.00%,0,99.18%,0,209.07,$3.97,LAL 2,WAS 2,user5,1,marvalshot,14829,4674963720_5
Kevin Porter Jr. (38209743),Cameron Payne (38209746),Ricky Council IV (38209691),LeBron James (38209499),Trendon Watford (38209739),Luka Doncic (38209488),Ja'Kobe Walter (38209883),Gary Trent Jr. (38209786),283.3121961805556,377.4036747668924,49500,83.76%,0,8.51%,0,228.02,$0.34,MIL 2,LAL 2,user47,1,marvalshot,14890,4674963721_47
Cameron Payne (38209746),Gary Trent Jr. (38209786),Ziaire Williams (38209758),Ricky Council IV (38209691),Alexandre Sarr (38209615),James Harden (38209505),Trendon Watford (38209739),LeBron James (38209499),302.0096614583333,393.4692325932025,49700,100.00%,0,141.95%,0,249.60000000000002,$5.68,BKN 2,NYK 1,user12,1,marvalshot,14904,4674963722_12
Jeff Dowtin (38209700),Keon Johnson (38209661),Ricky Council IV (38209691),LeBron James (38209499),Alexandre Sarr (38209615),Cameron Payne (38209746),Ziaire Williams (38209758),Ivica Zubac (38209552),300.41312934027775,391.8024392220715,50000,100.00%,0,127.64%,0,184.27,$5.11,PHI 2,BKN 2,user46,1,marvalshot,14985,4674963723_46
