Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonathan isaac,C/PF/F/UTIL,ORL,27.93%,0.01%,1.47%,5.24%,4.93%,$0.62
mouhamed gueye,PF/F/UTIL,ATL,30.35%,0.01%,1.51%,29.65%,43.15%,$0.51
deandre ayton,C/UTIL,POR,29.91%,0.01%,1.44%,6.16%,10.17%,$0.47
nikola jokic,C/UTIL,DEN,29.87%,0.01%,1.36%,13.45%,16.16%,$0.17
zion williamson,PF/F/UTIL,NOP,24.57%,0.01%,1.3%,4.95%,6.38%,$0.17
brandin podziemski,PG/SG/G/UTIL,GSW,27.88%,0.01%,1.3%,14.07%,11.27%,$0.13
jusuf nurkic,C/UTIL,CHA,25.31%,0.01%,1.21%,3.44%,7.87%,$0.05
stephen curry,PG/G/UTIL,GSW,28.77%,0.01%,1.26%,17.23%,19.19%,$0.04
daniel gafford,C/UTIL,DAL,28.86%,0.01%,1.25%,13.43%,22.33%,$0.02
shai gilgeous-alexander,PG/G/UTIL,OKC,27.95%,0.01%,1.26%,15.48%,15.49%,$-0.0
franz wagner,SF/F/UTIL,ORL,26.73%,0.01%,1.19%,9.51%,10.39%,$-0.06
terry rozier,PG/SG/G/UTIL,MIA,28.01%,0.01%,1.2%,37.03%,34.25%,$-0.1
kyle kuzma,PF/SF/F/UTIL,MIL,28.39%,0.01%,1.18%,47.29%,48.24%,$-0.12
jordan poole,PG/G/UTIL,WAS,27.08%,0.01%,1.18%,16.42%,18.58%,$-0.13
domantas sabonis,C/UTIL,SAC,26.26%,0.01%,1.15%,5.74%,7.57%,$-0.15
jalen williams,PF/SF/F/UTIL,OKC,26.69%,0.01%,1.13%,10.14%,8.41%,$-0.18
jordan hawkins,SG/G/UTIL,NOP,26.34%,0.01%,1.13%,7.2%,8.46%,$-0.19
victor wembanyama,C/UTIL,SAS,27.4%,0.01%,1.14%,12.91%,17.63%,$-0.22
jose alvarado,PG/G/UTIL,NOP,25.78%,0.01%,1.11%,8.11%,10.69%,$-0.24
jarrett allen,C/UTIL,CLE,25.68%,0.01%,1.06%,3.53%,6.22%,$-0.28
keon johnson,PG/SG/G/UTIL,BKN,26.04%,0.01%,1.1%,13.35%,10.82%,$-0.29
kristaps porzingis,C/UTIL,BOS,24.49%,0.01%,1.05%,3.27%,5.64%,$-0.29
al horford,C/PF/F/UTIL,BOS,26.69%,0.01%,1.08%,24.32%,23.33%,$-0.33
stephon castle,PG/SG/G/UTIL,SAS,24.31%,0.01%,1.04%,4.05%,3.11%,$-0.35
day'ron sharpe,C/UTIL,BKN,22.83%,0.01%,1.01%,1.87%,4.15%,$-0.36
isaiah hartenstein,C/UTIL,OKC,23.17%,0.01%,1.0%,2.01%,3.36%,$-0.36
kyshawn george,PF/SF/F/UTIL,WAS,26.38%,0.01%,1.05%,25.84%,23.83%,$-0.4
bobby portis,C/PF/F/UTIL,MIL,25.6%,0.01%,1.04%,18.43%,15.25%,$-0.4
anfernee simons,PG/SG/G/UTIL,POR,25.96%,0.01%,1.01%,9.27%,6.91%,$-0.43
donovan mitchell,PG/SG/G/UTIL,CLE,24.29%,0.01%,1.0%,5.41%,3.84%,$-0.44
bam adebayo,C/PF/F/UTIL,MIA,25.76%,0.01%,0.99%,9.56%,8.12%,$-0.46
sam hauser,PF/SF/F/UTIL,BOS,25.25%,0.01%,1.0%,17.17%,15.1%,$-0.5
anthony edwards,PG/SG/G/UTIL,MIN,25.75%,0.01%,0.98%,14.0%,9.78%,$-0.51
kevon looney,C/UTIL,GSW,23.74%,0.01%,0.9%,0.13%,0.29%,$-0.51
de'aaron fox,PG/SG/G/UTIL,SAS,25.03%,0.01%,0.96%,8.34%,6.3%,$-0.53
richaun holmes,C/UTIL,WAS,24.59%,0.01%,0.97%,4.38%,9.11%,$-0.54
