Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4650190659,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Keyonte George (37787343),Anfernee Simons (37787360),Andrew Wiggins (37787364),Kyshawn George (37787554),Day'Ron Sharpe (37787668),Jalen Green (37787296),Jabari Smith Jr. (37787474),Pascal Siakam (37787289)
4650190660,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,James Harden (37787221),Lonzo Ball (37787607),Shaedon Sharpe (37787584),Ochai Agbaji (37787812),Day'Ron Sharpe (37787668),Malik Monk (37787292),Andrew Wiggins (37787364),Alperen Sengun (37787254)
4650190661,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),Aaron Nesmith (37787756),Andrew Wiggins (37787364),Zaccharie Risacher (37787637),Day'Ron Sharpe (37787668),Gradey Dick (37787706),Kawhi Leonard (37787323),James Harden (37787221)
4650190662,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Isaiah Collier (37787395),Gradey Dick (37787706),Khris Middleton (37787470),Pascal Siakam (37787289),Zach Collins (37787646),Malik Monk (37787292),RJ Barrett (37787310),Kawhi Leonard (37787323)
4650190663,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jordan Poole (37787307),Ja'Kobe Walter (37787848),RJ Barrett (37787310),Kyle Anderson (37787844),Onyeka Okongwu (37787442),Keyonte George (37787343),Kawhi Leonard (37787323),Tyrese Haliburton (37787264)
4650190664,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,James Harden (37787221),Coby White (37787350),Kyle Anderson (37787844),Kawhi Leonard (37787323),Myles Turner (37787417),Malik Monk (37787292),Matas Buzelis (37787575),Zach Collins (37787646)
4650190665,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jalen Brunson (37787234),Jaylen Brown (37787267),Tosan Evbuomwan (37787998),Kyle Anderson (37787844),Ivica Zubac (37787301),Keyonte George (37787343),Kawhi Leonard (37787323),Zach Collins (37787646)
4650190666,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),RJ Barrett (37787310),Kawhi Leonard (37787323),Kyshawn George (37787554),Andre Drummond (37787733),Gradey Dick (37787706),Zaccharie Risacher (37787637),Domantas Sabonis (37787224)
4650190667,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),Ja'Kobe Walter (37787848),Aaron Nesmith (37787756),Kawhi Leonard (37787323),Alperen Sengun (37787254),Jordan Clarkson (37787384),RJ Barrett (37787310),KJ Martin (37787713)
4650190668,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),RJ Barrett (37787310),Aaron Nesmith (37787756),Kyshawn George (37787554),Day'Ron Sharpe (37787668),Ziaire Williams (37787540),Kawhi Leonard (37787323),Alperen Sengun (37787254)
4650190669,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jordan Poole (37787307),RJ Barrett (37787310),Tosan Evbuomwan (37787998),Kawhi Leonard (37787323),Myles Turner (37787417),Malik Monk (37787292),Andrew Wiggins (37787364),Day'Ron Sharpe (37787668)
4650190670,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Lonzo Ball (37787607),RJ Barrett (37787310),Aaron Nesmith (37787756),Deni Avdija (37787375),Jalen Duren (37787358),Keyonte George (37787343),Ayo Dosunmu (37787462),Alperen Sengun (37787254)
