Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
t.j. mcconnell,PG/G/UTIL,IND,33.01%,0.01%,1.74%,21.21%,33.47%,$1.35
trae young,PG/G/UTIL,ATL,27.75%,0.01%,1.42%,7.84%,10.13%,$0.55
alperen sengun,C/UTIL,HOU,28.29%,0.01%,1.4%,9.36%,15.73%,$0.4
andre drummond,C/UTIL,PHI,26.42%,0.01%,1.26%,4.99%,8.82%,$0.27
luke kornet,C/UTIL,BOS,30.07%,0.01%,1.25%,25.63%,46.6%,$0.07
tari eason,PF/F/UTIL,HOU,26.35%,0.01%,1.2%,7.06%,6.96%,$0.01
onyeka okongwu,C/UTIL,ATL,29.22%,0.01%,1.23%,18.68%,31.57%,$-0.01
jared butler,PG/SG/G/UTIL,PHI,27.5%,0.01%,1.2%,21.09%,21.79%,$-0.08
stephen curry,PG/G/UTIL,GSW,25.18%,0.01%,1.14%,5.79%,8.03%,$-0.17
myles turner,C/UTIL,IND,27.36%,0.01%,1.14%,10.54%,17.32%,$-0.22
aaron nesmith,SF/SG/G/F/UTIL,IND,28.06%,0.01%,1.14%,25.76%,18.02%,$-0.25
cole anthony,PG/SG/G/UTIL,ORL,26.06%,0.01%,1.12%,8.81%,8.43%,$-0.26
payton pritchard,PG/SG/G/UTIL,BOS,28.7%,0.01%,1.12%,46.31%,54.32%,$-0.28
pascal siakam,PF/F/UTIL,IND,28.73%,0.01%,1.11%,35.05%,35.66%,$-0.31
paolo banchero,PF/F/UTIL,ORL,27.63%,0.01%,1.12%,20.68%,21.02%,$-0.32
brandin podziemski,PG/SG/G/UTIL,GSW,26.64%,0.01%,1.09%,10.88%,10.4%,$-0.35
jayson tatum,PF/SF/F/UTIL,BOS,28.49%,0.01%,1.09%,30.34%,21.02%,$-0.37
guerschon yabusele,C/PF/F/UTIL,PHI,27.44%,0.01%,1.05%,16.7%,11.82%,$-0.48
draymond green,C/UTIL,GSW,25.71%,0.01%,1.01%,4.13%,6.48%,$-0.5
caris levert,SF/SG/G/F/UTIL,ATL,26.4%,0.01%,1.03%,23.12%,14.98%,$-0.56
franz wagner,SF/F/UTIL,ORL,26.57%,0.01%,1.03%,18.13%,16.85%,$-0.57
zion williamson,PF/SF/F/UTIL,NOP,21.96%,0.01%,1.03%,7.32%,4.63%,$-0.59
obi toppin,C/PF/F/UTIL,IND,25.3%,0.01%,1.0%,18.14%,13.76%,$-0.64
justin edwards,PF/SF/F/UTIL,PHI,25.9%,0.01%,1.0%,5.88%,4.18%,$-0.66
georges niang,PF/SF/F/UTIL,ATL,25.45%,0.01%,0.98%,12.46%,9.23%,$-0.68
lebron james,PF/SF/F/UTIL,LAL,24.98%,0.01%,0.99%,16.71%,11.06%,$-0.72
zaccharie risacher,PF/SF/F/UTIL,ATL,26.22%,0.0%,0.98%,30.74%,23.25%,$-0.73
quentin grimes,PG/SG/G/UTIL,PHI,26.78%,0.0%,0.96%,33.79%,35.7%,$-0.73
luka doncic,PG/G/UTIL,LAL,24.94%,0.01%,0.98%,17.68%,20.3%,$-0.75
andrew nembhard,PG/SG/G/UTIL,IND,26.42%,0.0%,0.95%,36.86%,40.87%,$-0.77
goga bitadze,C/UTIL,ORL,22.8%,0.01%,0.88%,1.0%,1.51%,$-0.79
dyson daniels,PG/SG/G/UTIL,ATL,25.8%,0.0%,0.93%,17.24%,15.82%,$-0.81
derrick white,PG/SG/G/UTIL,BOS,25.52%,0.0%,0.91%,13.69%,11.87%,$-0.86
ben sheppard,SG/G/UTIL,IND,25.08%,0.0%,0.92%,12.51%,16.83%,$-0.87
jalen smith,C/UTIL,CHI,22.32%,0.01%,0.84%,1.93%,3.72%,$-0.94
wendell carter jr.,C/UTIL,ORL,24.31%,0.01%,0.88%,6.64%,11.44%,$-0.94
jimmy butler,PF/SF/F/UTIL,GSW,24.11%,0.01%,0.87%,9.6%,5.7%,$-0.95
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,25.45%,0.0%,0.88%,20.98%,13.5%,$-0.98
dillon brooks,PF/F/UTIL,HOU,24.38%,0.0%,0.86%,4.52%,4.87%,$-1.04
jalen green,SG/G/UTIL,HOU,23.44%,0.01%,0.83%,4.65%,5.33%,$-1.06
jalen brunson,PG/G/UTIL,NYK,22.43%,0.01%,0.8%,3.99%,5.28%,$-1.12
torrey craig,C/PF/F/UTIL,BOS,23.54%,0.0%,0.82%,12.57%,9.62%,$-1.13
amen thompson,PG/SF/G/F/UTIL,HOU,24.58%,0.0%,0.8%,13.37%,8.09%,$-1.15
kelly olynyk,C/PF/F/UTIL,NOP,22.44%,0.0%,0.78%,3.82%,2.59%,$-1.19
jordan walsh,SF/SG/G/F/UTIL,BOS,22.09%,0.0%,0.79%,0.2%,0.09%,$-1.2
zach collins,C/UTIL,CHI,22.48%,0.0%,0.76%,1.88%,2.99%,$-1.22
d'angelo russell,PG/G/UTIL,BKN,21.78%,0.01%,0.75%,2.44%,3.43%,$-1.23
kevin huerter,SF/SG/G/F/UTIL,CHI,23.04%,0.0%,0.79%,6.58%,4.2%,$-1.24
ziaire williams,SF/SG/G/F/UTIL,BKN,23.53%,0.0%,0.79%,12.53%,7.95%,$-1.24
karl-anthony towns,C/UTIL,NYK,20.71%,0.01%,0.76%,4.13%,6.34%,$-1.26
clint capela,C/UTIL,ATL,21.16%,0.01%,0.72%,0.13%,0.24%,$-1.3
buddy hield,SF/SG/G/F/UTIL,GSW,21.71%,0.0%,0.74%,1.72%,1.05%,$-1.31
nic claxton,C/UTIL,BKN,21.92%,0.0%,0.72%,2.67%,4.46%,$-1.32
austin reaves,PG/SG/G/UTIL,LAL,22.04%,0.0%,0.74%,5.19%,4.35%,$-1.33
jarace walker,PF/SF/F/UTIL,IND,22.1%,0.0%,0.74%,3.91%,2.21%,$-1.36
tre jones,PG/G/UTIL,CHI,22.46%,0.0%,0.73%,4.98%,7.59%,$-1.36
baylor scheierman,SF/SG/G/F/UTIL,BOS,22.2%,0.0%,0.73%,2.74%,1.46%,$-1.36
moses moody,PF/SF/F/UTIL,GSW,22.53%,0.0%,0.73%,1.69%,1.23%,$-1.4
josh giddey,PG/G/UTIL,CHI,20.98%,0.0%,0.69%,3.41%,4.35%,$-1.43
neemias queta,C/UTIL,BOS,21.04%,0.0%,0.67%,2.81%,5.19%,$-1.51
cam thomas,PG/SG/G/UTIL,BKN,19.73%,0.0%,0.65%,2.06%,1.86%,$-1.55
terance mann,PG/SF/G/F/UTIL,ATL,21.47%,0.0%,0.67%,2.25%,1.38%,$-1.55
cameron johnson,PF/SF/F/UTIL,BKN,21.28%,0.0%,0.66%,4.73%,2.95%,$-1.57
matas buzelis,PF/F/UTIL,CHI,21.63%,0.0%,0.66%,0.91%,0.94%,$-1.59
jaxson hayes,C/UTIL,LAL,21.1%,0.0%,0.64%,0.73%,1.17%,$-1.59
gui santos,PF/F/UTIL,GSW,19.02%,0.0%,0.62%,0.11%,0.1%,$-1.66
day'ron sharpe,C/UTIL,BKN,19.42%,0.0%,0.61%,0.36%,0.76%,$-1.67
thomas bryant,C/UTIL,IND,20.26%,0.0%,0.61%,0.26%,0.54%,$-1.67
mikal bridges,SF/SG/G/F/UTIL,NYK,22.01%,0.0%,0.62%,5.44%,3.5%,$-1.7
ricky council iv,PF/SF/F/UTIL,PHI,21.5%,0.0%,0.62%,0.17%,0.1%,$-1.7
karlo matkovic,C/PF/F/UTIL,NOP,21.51%,0.0%,0.63%,0.13%,0.1%,$-1.73
coby white,SF/SG/G/F/UTIL,CHI,20.75%,0.0%,0.59%,1.44%,0.79%,$-1.74
jabari smith jr.,C/PF/F/UTIL,HOU,21.16%,0.0%,0.59%,4.08%,2.75%,$-1.79
kentavious caldwell-pope,SG/G/UTIL,ORL,21.47%,0.0%,0.57%,1.96%,2.63%,$-1.8
og anunoby,PF/SF/F/UTIL,NYK,21.25%,0.0%,0.57%,4.15%,2.6%,$-1.83
josh hart,PF/SF/F/UTIL,NYK,20.98%,0.0%,0.54%,10.23%,5.91%,$-1.88
cj mccollum,PG/G/UTIL,NOP,19.57%,0.0%,0.54%,2.76%,3.51%,$-1.9
jarred vanderbilt,PF/F/UTIL,LAL,19.96%,0.0%,0.53%,0.21%,0.23%,$-1.9
jalen wilson,PF/SF/F/UTIL,BKN,21.69%,0.0%,0.55%,0.15%,0.1%,$-1.9
tyrese martin,SG/G/UTIL,BKN,19.99%,0.0%,0.53%,0.15%,0.26%,$-1.95
trey murphy iii,SF/SG/G/F/UTIL,NOP,19.82%,0.0%,0.51%,6.41%,3.43%,$-1.98
jose alvarado,PG/G/UTIL,NOP,18.72%,0.0%,0.5%,1.17%,1.57%,$-1.98
bruce brown,SF/F/UTIL,NOP,22.97%,0.0%,0.64%,0.04%,0.04%,$-1.99
keon johnson,PG/SG/G/UTIL,BKN,18.51%,0.0%,0.49%,0.64%,0.57%,$-2.07
jd davison,PG/G/UTIL,BOS,17.12%,0.0%,0.46%,0.12%,0.15%,$-2.12
dorian finney-smith,C/PF/F/UTIL,LAL,19.83%,0.0%,0.47%,2.25%,1.5%,$-2.14
lonnie walker iv,SG/G/UTIL,PHI,15.72%,0.0%,0.4%,0.06%,0.1%,$-2.24
jordan hawkins,PG/SG/G/UTIL,NOP,16.61%,0.0%,0.44%,0.11%,0.08%,$-2.28
reed sheppard,PG/SG/G/UTIL,HOU,17.18%,0.0%,0.41%,0.43%,0.35%,$-2.3
jett howard,SF/SG/G/F/UTIL,ORL,17.88%,0.0%,0.4%,0.18%,0.1%,$-2.31
trendon watford,C/PF/F/UTIL,BKN,16.43%,0.0%,0.42%,0.16%,0.1%,$-2.32
tristan da silva,PF/SF/F/UTIL,ORL,18.56%,0.0%,0.43%,0.15%,0.1%,$-2.34
mouhamed gueye,C/PF/F/UTIL,ATL,18.59%,0.0%,0.43%,0.13%,0.11%,$-2.35
jevon carter,PG/SG/G/UTIL,CHI,17.92%,0.0%,0.41%,0.14%,0.1%,$-2.37
jeff dowtin,PG/G/UTIL,PHI,17.71%,0.0%,0.39%,0.13%,0.1%,$-2.4
anthony black,PG/G/UTIL,ORL,18.35%,0.0%,0.38%,0.06%,0.1%,$-2.42
kevon looney,C/UTIL,GSW,16.35%,0.0%,0.37%,0.13%,0.17%,$-2.44
rayj dennis,PG/G/UTIL,IND,16.62%,0.0%,0.38%,0.1%,0.1%,$-2.44
dalton knecht,SF/SG/G/F/UTIL,LAL,16.99%,0.0%,0.36%,0.15%,0.1%,$-2.47
shake milton,PG/G/UTIL,LAL,14.29%,0.0%,0.4%,0.07%,0.1%,$-2.48
miles mcbride,PG/SG/G/UTIL,NYK,16.23%,0.0%,0.35%,1.11%,0.88%,$-2.51
xavier tillman,C/PF/F/UTIL,BOS,17.94%,0.0%,0.34%,0.13%,0.1%,$-2.53
steven adams,C/UTIL,HOU,16.09%,0.0%,0.29%,0.07%,0.1%,$-2.53
yves missi,C/UTIL,NOP,15.93%,0.0%,0.32%,0.54%,0.83%,$-2.57
julian phillips,PF/F/UTIL,CHI,17.06%,0.0%,0.33%,0.11%,0.1%,$-2.57
drew peterson,PF/F/UTIL,BOS,15.96%,0.0%,0.31%,0.1%,0.1%,$-2.63
cameron payne,PG/SG/G/UTIL,NYK,15.77%,0.0%,0.29%,0.15%,0.1%,$-2.67
gary payton ii,SF/SG/G/F/UTIL,GSW,14.67%,0.0%,0.28%,0.17%,0.1%,$-2.72
quinten post,C/UTIL,GSW,13.6%,0.0%,0.24%,0.07%,0.14%,$-2.72
mitchell robinson,C/UTIL,NYK,14.17%,0.0%,0.24%,0.07%,0.1%,$-2.77
dalen terry,PF/SF/F/UTIL,CHI,14.4%,0.0%,0.24%,0.15%,0.1%,$-2.8
landry shamet,SF/SG/G/F/UTIL,NYK,14.55%,0.0%,0.25%,0.17%,0.1%,$-2.83
gabe vincent,PG/SG/G/UTIL,LAL,13.37%,0.0%,0.23%,0.15%,0.1%,$-2.93
jacob toppin,PF/F/UTIL,ATL,13.02%,0.0%,0.19%,0.04%,0.03%,$-3.0
daeqwon plowden,SF/SG/G/F/UTIL,ATL,14.92%,0.0%,0.16%,0.03%,0.03%,$-3.01
eric gordon,SF/F/UTIL,PHI,11.58%,0.0%,0.11%,0.02%,0.03%,$-3.02
cory joseph,PG/G/UTIL,ORL,12.82%,0.0%,0.13%,0.04%,0.1%,$-3.06
aaron holiday,PG/G/UTIL,HOU,13.81%,0.0%,0.16%,0.04%,0.1%,$-3.07
emanuel miller,PF/F/UTIL,CHI,11.55%,0.0%,0.14%,0.06%,0.03%,$-3.07
larry nance jr.,C/UTIL,ATL,14.19%,0.0%,0.16%,0.02%,0.03%,$-3.07
marjon beauchamp,PF/SF/F/UTIL,NYK,13.18%,0.0%,0.12%,0.06%,0.03%,$-3.09
joel embiid,C/UTIL,PHI,14.46%,0.0%,0.11%,0.02%,0.03%,$-3.11
kevin mccullar jr.,SF/F/UTIL,NYK,13.5%,0.0%,0.15%,0.03%,0.03%,$-3.11
trey jemison,C/UTIL,LAL,12.44%,0.0%,0.14%,0.07%,0.1%,$-3.12
christian koloko,C/UTIL,LAL,11.72%,0.0%,0.1%,0.06%,0.03%,$-3.12
delon wright,PG/G/UTIL,NYK,12.44%,0.0%,0.18%,0.04%,0.03%,$-3.13
yuri collins,PG/G/UTIL,GSW,11.91%,0.0%,0.14%,0.15%,0.1%,$-3.13
adem bona,C/UTIL,PHI,10.96%,0.0%,0.16%,0.05%,0.1%,$-3.14
jalen johnson,C/UTIL,ATL,12.19%,0.0%,0.07%,0.04%,0.03%,$-3.15
anton watson,PF/F/UTIL,NYK,12.37%,0.0%,0.1%,0.06%,0.03%,$-3.16
maxwell lewis,PF/SF/F/UTIL,BKN,10.95%,0.0%,0.15%,0.06%,0.03%,$-3.18
ayo dosunmu,SG/G/UTIL,CHI,13.74%,0.0%,0.07%,0.01%,0.03%,$-3.18
dariq whitehead,PF/F/UTIL,BKN,12.85%,0.0%,0.11%,0.04%,0.03%,$-3.19
johnny furphy,SF/SG/G/F/UTIL,IND,10.97%,0.0%,0.12%,0.26%,0.1%,$-3.2
braxton key,SF/F/UTIL,GSW,10.79%,0.0%,0.09%,0.07%,0.03%,$-3.21
bronny james,PG/SG/G/UTIL,LAL,10.41%,0.0%,0.09%,0.06%,0.03%,$-3.21
tony bradley,C/UTIL,IND,12.21%,0.0%,0.11%,0.03%,0.03%,$-3.23
garrison mathews,SG/G/UTIL,ATL,10.22%,0.0%,0.09%,0.1%,0.1%,$-3.23
tosan evbuomwan,PF/SF/F/UTIL,BKN,10.52%,0.0%,0.1%,0.18%,0.1%,$-3.25
nate williams,PG/SF/G/F/UTIL,HOU,10.66%,0.0%,0.09%,0.29%,0.1%,$-3.25
jordan goodwin,SF/SG/G/F/UTIL,LAL,10.24%,0.0%,0.07%,0.03%,0.03%,$-3.25
kevin knox ii,PF/SF/F/UTIL,GSW,10.61%,0.0%,0.1%,0.19%,0.1%,$-3.25
james johnson,C/PF/F/UTIL,IND,10.46%,0.0%,0.13%,0.05%,0.03%,$-3.25
tyler kolek,PG/G/UTIL,NYK,11.79%,0.0%,0.1%,0.03%,0.03%,$-3.25
miles norris,SF/F/UTIL,BOS,9.95%,0.0%,0.11%,0.04%,0.03%,$-3.25
enrique freeman,C/PF/F/UTIL,IND,10.82%,0.0%,0.09%,0.06%,0.03%,$-3.26
alex reese,C/UTIL,PHI,10.28%,0.0%,0.09%,0.11%,0.1%,$-3.26
jamal cain,SF/F/UTIL,NOP,10.66%,0.0%,0.12%,0.06%,0.03%,$-3.26
ethan thompson,PG/G/UTIL,ORL,9.46%,0.0%,0.04%,0.02%,0.03%,$-3.26
jackson rowe,PF/F/UTIL,GSW,11.51%,0.0%,0.11%,0.04%,0.03%,$-3.27
keion brooks jr.,PF/SF/F/UTIL,NOP,10.34%,0.0%,0.1%,0.06%,0.03%,$-3.28
isaiah jackson,C/UTIL,IND,11.16%,0.0%,0.1%,0.03%,0.03%,$-3.28
trayce jackson-davis,C/UTIL,GSW,10.63%,0.0%,0.08%,0.07%,0.1%,$-3.29
jae'sean tate,PF/SF/F/UTIL,HOU,9.84%,0.0%,0.08%,0.15%,0.1%,$-3.3
