Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
tre jones,PG/G/UTIL,CHI,33.78%,0.01%,1.73%,15.74%,24.14%,$1.37
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,16.69%,0.01%,0.86%,0.01%,0.01%,$1.16
jalen smith,C/UTIL,CHI,29.08%,0.01%,1.58%,5.0%,8.74%,$1.14
lonnie walker iv,SG/G/UTIL,PHI,31.38%,0.01%,1.57%,0.07%,0.1%,$0.89
onyeka okongwu,C/UTIL,ATL,31.14%,0.01%,1.53%,12.46%,18.1%,$0.8
talen horton-tucker,SF/SG/G/F/UTIL,CHI,31.17%,0.01%,1.36%,40.42%,36.44%,$0.33
ty jerome,PG/G/UTIL,CLE,27.34%,0.01%,1.28%,5.76%,8.17%,$0.25
pascal siakam,PF/F/UTIL,IND,27.79%,0.01%,1.3%,9.95%,10.6%,$0.2
andre drummond,C/UTIL,PHI,25.18%,0.01%,1.21%,2.68%,3.87%,$0.15
matas buzelis,PF/F/UTIL,CHI,29.09%,0.01%,1.26%,18.75%,25.73%,$0.06
jalen brunson,PG/G/UTIL,NYK,29.24%,0.01%,1.26%,18.08%,24.44%,$0.04
jeff dowtin,PG/G/UTIL,PHI,34.17%,0.01%,1.33%,0.02%,0.03%,$-0.02
anthony edwards,SG/G/UTIL,MIN,26.89%,0.01%,1.22%,8.28%,10.08%,$-0.04
jarrett allen,C/UTIL,CLE,28.51%,0.01%,1.22%,17.96%,26.98%,$-0.08
zach collins,C/UTIL,CHI,27.14%,0.01%,1.18%,4.89%,7.03%,$-0.09
t.j. mcconnell,PG/G/UTIL,IND,25.82%,0.01%,1.13%,1.94%,2.71%,$-0.09
thomas bryant,C/UTIL,IND,31.05%,0.01%,1.2%,0.04%,0.1%,$-0.11
julian phillips,PF/F/UTIL,CHI,27.1%,0.01%,1.18%,0.07%,0.1%,$-0.14
darius garland,PG/G/UTIL,CLE,27.86%,0.01%,1.15%,18.16%,24.23%,$-0.24
dalen terry,PF/SF/F/UTIL,CHI,26.56%,0.01%,1.11%,4.55%,4.09%,$-0.25
alperen sengun,C/UTIL,HOU,25.72%,0.01%,1.16%,10.19%,12.84%,$-0.26
stephon castle,PG/SG/G/UTIL,SAS,27.7%,0.01%,1.14%,17.01%,16.24%,$-0.27
max strus,SF/SG/G/F/UTIL,CLE,28.14%,0.01%,1.13%,19.55%,15.06%,$-0.3
kyle kuzma,PF/SF/F/UTIL,MIL,27.61%,0.01%,1.13%,14.26%,12.33%,$-0.31
brandin podziemski,PG/SG/G/UTIL,GSW,26.81%,0.01%,1.08%,5.27%,5.04%,$-0.36
julius randle,C/PF/F/UTIL,MIN,28.43%,0.01%,1.1%,34.91%,26.97%,$-0.37
aaron nesmith,SF/SG/G/F/UTIL,IND,26.96%,0.01%,1.07%,9.77%,7.53%,$-0.41
paolo banchero,PF/F/UTIL,ORL,26.95%,0.01%,1.08%,22.28%,26.8%,$-0.46
jevon carter,PG/SG/G/UTIL,CHI,27.73%,0.01%,1.06%,34.05%,40.4%,$-0.49
franz wagner,SF/F/UTIL,ORL,26.31%,0.01%,1.05%,19.37%,24.49%,$-0.51
donovan mitchell,PG/SG/G/UTIL,CLE,26.06%,0.01%,1.06%,19.13%,17.6%,$-0.52
donte divincenzo,PG/SG/G/UTIL,MIN,26.04%,0.01%,1.02%,3.73%,3.39%,$-0.54
caris levert,SF/SG/G/F/UTIL,ATL,26.19%,0.01%,1.03%,17.17%,12.48%,$-0.57
quentin grimes,SG/G/UTIL,PHI,26.38%,0.01%,1.01%,9.71%,13.3%,$-0.6
georges niang,PF/SF/F/UTIL,ATL,26.51%,0.01%,1.02%,19.75%,17.55%,$-0.61
ja'kobe walter,SF/SG/G/F/UTIL,TOR,26.93%,0.01%,1.02%,12.39%,9.52%,$-0.61
trae young,PG/G/UTIL,ATL,25.37%,0.01%,1.03%,14.34%,10.44%,$-0.62
andrew nembhard,PG/SG/G/UTIL,IND,26.8%,0.01%,1.0%,8.09%,7.87%,$-0.62
devin vassell,SF/SG/G/F/UTIL,SAS,25.95%,0.01%,0.98%,11.23%,8.14%,$-0.7
tyrese haliburton,PG/G/UTIL,IND,24.3%,0.01%,0.95%,4.37%,5.59%,$-0.7
coby white,SF/SG/G/F/UTIL,CHI,25.77%,0.01%,0.97%,14.14%,9.88%,$-0.73
de'andre hunter,PF/SF/F/UTIL,CLE,25.32%,0.01%,0.96%,6.89%,5.57%,$-0.73
anthony black,PG/G/UTIL,ORL,26.03%,0.01%,0.93%,0.73%,1.05%,$-0.75
