Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
oscar tshiebwe,C/UTIL,UTA,32.49%,0.02%,1.97%,6.83%,19.57%,$2.16
isaiah collier,PG/G/UTIL,UTA,31.44%,0.01%,1.64%,8.92%,9.47%,$1.23
kyle filipowski,C/UTIL,UTA,32.53%,0.01%,1.64%,15.27%,31.35%,$1.02
tristan vukcevic,C/UTIL,WAS,27.99%,0.01%,1.39%,3.83%,11.04%,$0.67
jaylen brown,SF/SG/G/F/UTIL,BOS,32.53%,0.01%,1.46%,30.28%,18.98%,$0.62
olivier-maxence prosper,PF/F/UTIL,DAL,30.7%,0.01%,1.46%,15.45%,26.49%,$0.61
shai gilgeous-alexander,PG/G/UTIL,OKC,29.54%,0.01%,1.31%,23.56%,16.38%,$0.13
julius randle,C/PF/F/UTIL,MIN,29.55%,0.01%,1.27%,18.09%,14.66%,$0.1
jonas valanciunas,C/UTIL,SAC,24.75%,0.01%,1.2%,4.4%,7.32%,$0.1
kj martin,PF/F/UTIL,UTA,28.13%,0.01%,1.26%,11.01%,18.58%,$0.09
brice sensabaugh,PF/SF/F/UTIL,UTA,28.5%,0.01%,1.24%,21.36%,22.47%,$-0.02
payton pritchard,PG/SG/G/UTIL,BOS,28.71%,0.01%,1.2%,20.27%,19.1%,$-0.11
giannis antetokounmpo,C/PF/F/UTIL,MIL,29.22%,0.01%,1.16%,30.83%,17.17%,$-0.18
derrick white,PG/SG/G/UTIL,BOS,28.31%,0.01%,1.16%,11.19%,7.47%,$-0.2
johnny juzang,SF/SG/G/F/UTIL,UTA,27.38%,0.01%,1.13%,12.92%,10.85%,$-0.28
terry rozier,PG/SG/G/UTIL,MIA,27.31%,0.01%,1.11%,16.09%,15.42%,$-0.32
spencer dinwiddie,PG/SG/G/UTIL,DAL,28.28%,0.01%,1.13%,25.68%,24.49%,$-0.33
alexandre sarr,C/UTIL,WAS,26.4%,0.01%,1.09%,7.74%,17.21%,$-0.35
luke kornet,C/UTIL,BOS,27.4%,0.01%,1.08%,3.57%,8.81%,$-0.35
bam adebayo,C/PF/F/UTIL,MIA,25.92%,0.01%,1.08%,10.7%,5.67%,$-0.4
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,27.5%,0.01%,1.08%,35.67%,34.06%,$-0.44
al horford,C/PF/F/UTIL,BOS,27.65%,0.01%,1.05%,15.74%,15.73%,$-0.52
deni avdija,PF/SF/F/UTIL,POR,26.59%,0.01%,1.01%,11.47%,8.67%,$-0.57
sam hauser,PF/SF/F/UTIL,BOS,27.39%,0.0%,1.03%,27.31%,31.35%,$-0.61
micah potter,PF/F/UTIL,UTA,26.44%,0.01%,1.0%,4.75%,8.34%,$-0.62
keon ellis,PG/SG/G/UTIL,SAC,27.14%,0.0%,1.02%,16.53%,17.09%,$-0.63
ja morant,PG/G/UTIL,MEM,24.77%,0.01%,0.99%,14.03%,12.48%,$-0.67
nikola jokic,C/UTIL,DEN,26.45%,0.01%,0.98%,27.59%,25.7%,$-0.7
naji marshall,PF/SF/F/UTIL,DAL,25.8%,0.01%,0.97%,11.34%,9.82%,$-0.71
