Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4649272436,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ja Morant (37770078),Payton Pritchard (37770208),Sam Hauser (37770402),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Austin Reaves (37770083),Santi Aldama (37770228),Alperen Sengun (37770052)
4649272437,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Bradley Beal (37770150),Zion Williamson (37770048),Evan Mobley (37770059),Neemias Queta (37770755),Stephen Curry (37770033),Jabari Smith Jr. (37770205),Kelly Olynyk (37770294)
4649272438,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ja Morant (37770078),Gradey Dick (37770339),Jaylen Brown (37770094),Evan Mobley (37770059),Alperen Sengun (37770052),Brandin Podziemski (37770175),Vince Williams Jr. (37770467),Damion Baugh (37770458)
4649272439,NBA $60K Four Point Play [20 Entry Max],174268489,$4,De'Aaron Fox (37770044),Jaylen Brown (37770094),Bradley Beal (37770150),Evan Mobley (37770059),Neemias Queta (37770755),Damion Baugh (37770458),Vince Williams Jr. (37770467),Alperen Sengun (37770052)
4649272440,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Desmond Bane (37770125),Vince Williams Jr. (37770467),Jayson Tatum (37770012),Jusuf Nurkic (37770242),Buddy Hield (37770334),Kelly Olynyk (37770294),Luka Doncic (37770002)
4649272441,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Devin Booker (37770025),Payton Pritchard (37770208),De'Andre Hunter (37770269),Sam Hauser (37770402),Neemias Queta (37770755),Brandin Podziemski (37770175),Paolo Banchero (37770063),LeBron James (37770008)
4649272442,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Brandin Podziemski (37770175),Jaylen Brown (37770094),Sam Hauser (37770402),Paolo Banchero (37770063),Alperen Sengun (37770052),Desmond Bane (37770125),Vince Williams Jr. (37770467),Yves Missi (37770284)
4649272443,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ja Morant (37770078),Payton Pritchard (37770208),Jayson Tatum (37770012),Sam Hauser (37770402),Jusuf Nurkic (37770242),Brandin Podziemski (37770175),Devin Vassell (37770166),Tari Eason (37770190)
4649272444,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ty Jerome (37770281),Jaylen Brown (37770094),Vince Williams Jr. (37770467),Santi Aldama (37770228),Neemias Queta (37770755),Desmond Bane (37770125),LeBron James (37770008),Alperen Sengun (37770052)
4649272445,NBA $60K Four Point Play [20 Entry Max],174268489,$4,De'Aaron Fox (37770044),Payton Pritchard (37770208),Jaylen Brown (37770094),Sam Hauser (37770402),Neemias Queta (37770755),Bradley Beal (37770150),LeBron James (37770008),Kelly Olynyk (37770294)
