PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jalen Brunson (37787234),Gradey Dick (37787706),Ochai Agbaji (37787812),Josh Hart (37787277),Day'Ron Sharpe (37787668),Keyonte George (37787343),Jayson Tatum (37787217),Zach Collins (37787646),319.7270529513888,409.67859735551997,49700,100.00%,37762,275.41%,0,80.0,$8.26,NYK 2,TOR 2,user,50,marvalshot,852,4650190659
Jalen Brunson (37787234),Gradey Dick (37787706),Deni Avdija (37787375),Ochai Agbaji (37787812),Day'Ron Sharpe (37787668),Keyonte George (37787343),RJ Barrett (37787310),Alperen Sengun (37787254),311.7755078125,409.2193159075955,49800,100.00%,371,168.27%,0,80.0,$5.05,TOR 3,NYK 1,user,50,marvalshot,5747,4650190660
Immanuel Quickley (37787336),Malik Monk (37787292),Kawhi Leonard (37787323),Josh Hart (37787277),Zach Collins (37787646),Keyonte George (37787343),Matas Buzelis (37787575),Day'Ron Sharpe (37787668),303.09000000000003,394.28000000000003,49900,100.00%,0,103.53%,0,80.0,$3.11,CHI 2,TOR 1,user2,1,marvalshot,15832,4650190661_2
Keyonte George (37787343),Gradey Dick (37787706),Josh Hart (37787277),Pascal Siakam (37787289),Andre Drummond (37787733),Josh Giddey (37787286),Kawhi Leonard (37787323),Day'Ron Sharpe (37787668),300.82,397.04999999999995,49500,100.00%,0,98.27%,0,80.0,$2.95,UTA 1,TOR 1,user,1,marvalshot,7308,4650190662
Trae Young (37787228),Aaron Nesmith (37787756),RJ Barrett (37787310),Kawhi Leonard (37787323),Zach Collins (37787646),Keyonte George (37787343),Andrew Wiggins (37787364),Day'Ron Sharpe (37787668),299.24,395.56,49800,100.00%,0,93.76%,0,80.0,$2.81,ATL 1,IND 1,user,1,marvalshot,15235,4650190663
Jordan Poole (37787307),Malik Monk (37787292),Deni Avdija (37787375),Kawhi Leonard (37787323),Zach Collins (37787646),Trae Young (37787228),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),327.79565104166664,425.6032672318576,49900,100.00%,49991,1058.95%,0,80.0,$31.77,WAS 1,SAC 1,user1,1,marvalshot,15838,4650190664_1
Keyonte George (37787343),Malik Monk (37787292),Deni Avdija (37787375),Ausar Thompson (37787495),Zach Collins (37787646),Josh Giddey (37787286),Kawhi Leonard (37787323),Day'Ron Sharpe (37787668),317.74857204861115,415.89251177929526,49700,100.00%,24218,242.09%,0,80.0,$7.26,CHI 2,UTA 1,user3,1,marvalshot,15842,4650190665_3
Jalen Brunson (37787234),Gradey Dick (37787706),Kawhi Leonard (37787323),Josh Hart (37787277),Day'Ron Sharpe (37787668),Keyonte George (37787343),Kyle Anderson (37787844),Ivica Zubac (37787301),307.34000000000003,402.70000000000005,49900,100.00%,5,132.05%,0,80.0,$3.96,NYK 2,LAC 2,user16,1,marvalshot,15862,4650190666_16
Anfernee Simons (37787360),Davion Mitchell (37787719),Josh Hart (37787277),Kawhi Leonard (37787323),Day'Ron Sharpe (37787668),Josh Giddey (37787286),Kyle Anderson (37787844),Alperen Sengun (37787254),314.4773090277778,407.56770258914247,49600,100.00%,5465,189.8%,0,80.0,$5.69,MIA 2,POR 1,user,50,marvalshot,9448,4650190667
Jalen Brunson (37787234),Gradey Dick (37787706),Deni Avdija (37787375),Josh Hart (37787277),Day'Ron Sharpe (37787668),Kevin Huerter (37787632),Khris Middleton (37787470),Alperen Sengun (37787254),310.14325520833336,403.81090872039226,50000,100.00%,59,160.11%,0,80.0,$4.8,NYK 2,TOR 1,user,50,marvalshot,2891,4650190668
Jalen Brunson (37787234),Jrue Holiday (37787595),Josh Hart (37787277),Pascal Siakam (37787289),Andre Drummond (37787733),Josh Giddey (37787286),Matas Buzelis (37787575),Day'Ron Sharpe (37787668),304.96338541666665,396.56725865685587,49900,100.00%,0,111.47%,0,80.0,$3.34,NYK 2,CHI 2,user,1,marvalshot,2244,4650190669
