PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Donovan Mitchell (37654762),Bilal Coulibaly (37654868),Kyshawn George (37655072),Kyle Kuzma (37654842),Richaun Holmes (37655113),Scottie Barnes (37654750),Chris Boucher (37655147),Joel Embiid (37654742),300.89,276.97,401.4,50000,0.17%,5.92%,505.0%,49.55%,162.75,$15.2,WAS 3,TOR 2,generated,1
Cade Cunningham (37654736),Gradey Dick (37655002),Aaron Wiggins (37654921),Kyle Kuzma (37654842),Tristan Vukcevic (37655242),Scottie Barnes (37654750),Bobby Portis (37654864),Jarrett Allen (37654823),301.34000000000003,281.54,405.11,49800,0.16%,5.6%,501.4%,50.41%,168.4,$15.0,TOR 2,MIL 2,generated,1
Damian Lillard (37654759),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Chris Boucher (37655147),Onyeka Okongwu (37654833),Max Strus (37654961),Scottie Barnes (37654750),Jalen Duren (37654835),304.74,283.52000000000004,403.49999999999994,49900,0.14%,6.37%,492.5%,54.5%,138.60999999999999,$14.8,MIL 2,TOR 2,generated,1
Damian Lillard (37654759),Bilal Coulibaly (37654868),Ausar Thompson (37654958),Kyle Kuzma (37654842),Jalen Duren (37654835),Scottie Barnes (37654750),Chris Boucher (37655147),Onyeka Okongwu (37654833),302.74999999999994,283.02,403.96000000000004,49900,0.13%,5.87%,454.6%,51.85%,136.61,$13.6,MIL 2,DET 2,generated,1
Donovan Mitchell (37654762),Bilal Coulibaly (37654868),Kyshawn George (37655072),Dominick Barlow (37655282),Jarrett Allen (37654823),Damian Lillard (37654759),Chris Boucher (37655147),Cade Cunningham (37654736),297.78,276.4,398.88000000000005,49900,0.15%,5.14%,449.6%,46.06%,138.85000000000002,$13.5,CLE 2,WAS 2,generated,1
Jordan Poole (37654812),Carlton Carrington (37655159),Kyle Kuzma (37654842),Jeremy Sochan (37654944),Jarrett Allen (37654823),Cade Cunningham (37654736),Chris Boucher (37655147),Damian Lillard (37654759),302.79,288.58,403.1600000000001,49900,0.13%,6.02%,437.6%,51.99%,169.55,$13.1,WAS 2,MIL 2,generated,1
Damian Lillard (37654759),Carlton Carrington (37655159),Jaylon Tyson (37655340),Chris Boucher (37655147),Jarrett Allen (37654823),Cade Cunningham (37654736),Scottie Barnes (37654750),Bobby Portis (37654864),301.74,288.28999999999996,408.9200000000001,49900,0.14%,5.75%,436.8%,50.71%,171.18,$13.1,MIL 2,CLE 2,generated,1
Trae Young (37654747),Gradey Dick (37655002),Max Strus (37654961),Kyle Kuzma (37654842),Tristan Vukcevic (37655242),Shai Gilgeous-Alexander (37654733),Bobby Portis (37654864),Onyeka Okongwu (37654833),302.27,285.05,405.44999999999993,50000,0.12%,5.46%,416.2%,51.52%,176.76,$12.5,ATL 2,MIL 2,generated,1
Damian Lillard (37654759),Carlton Carrington (37655159),Kyle Kuzma (37654842),Kyshawn George (37655072),Tristan Vukcevic (37655242),Trae Young (37654747),Miles Bridges (37654755),Onyeka Okongwu (37654833),302.63,283.69,398.39,49800,0.12%,5.44%,408.0%,51.91%,188.75,$12.2,WAS 3,MIL 2,generated,1
Jordan Poole (37654812),Corey Kispert (37655022),Kyshawn George (37655072),Kyle Kuzma (37654842),Onyeka Okongwu (37654833),Shai Gilgeous-Alexander (37654733),Chris Boucher (37655147),Damian Lillard (37654759),306.47999999999996,290.33,405.74,49900,0.1%,6.71%,407.8%,56.92%,182.2,$12.2,WAS 3,MIL 2,generated,1
