PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jamal Shead (37681245),Devin Booker (37681027),Paul George (37681071),Ochai Agbaji (37681227),Jonathan Mogbo (37681161),Immanuel Quickley (37681109),Quentin Grimes (37681171),Karl-Anthony Towns (37681031),605.74,607.04,1172.8300000000002,49900,2.75%,30.51%,6196.8%,99.92%,321.20000000000005,$247.9,TOR 4,PHI 2,generated,1
Immanuel Quickley (37681109),Gradey Dick (37681192),Paul George (37681071),Chris Boucher (37681219),Jonathan Mogbo (37681161),Devin Booker (37681027),Ochai Agbaji (37681227),Karl-Anthony Towns (37681031),604.8899999999999,609.0799999999999,1177.5500000000002,49700,2.13%,28.89%,4152.2%,99.87%,324.18,$166.1,TOR 5,PHI 1,generated,2
Jamal Shead (37681245),Gradey Dick (37681192),Quentin Grimes (37681171),Chris Boucher (37681219),Joel Embiid (37681022),Devin Booker (37681027),Ochai Agbaji (37681227),Karl-Anthony Towns (37681031),594.21,600.3299999999999,1167.93,49900,1.78%,17.15%,4013.4%,97.23%,293.4,$160.5,TOR 4,PHI 2,generated,1
Immanuel Quickley (37681109),Kelly Oubre Jr. (37681095),Quentin Grimes (37681171),Ochai Agbaji (37681227),Jonathan Mogbo (37681161),Devin Booker (37681027),Chris Boucher (37681219),Karl-Anthony Towns (37681031),604.18,601.46,1171.8500000000001,49100,1.42%,26.52%,3691.0%,99.85%,316.32000000000005,$147.6,TOR 4,PHI 2,generated,1
Jamal Shead (37681245),Gradey Dick (37681192),Scottie Barnes (37681033),Ochai Agbaji (37681227),Jonathan Mogbo (37681161),Devin Booker (37681027),Quentin Grimes (37681171),Karl-Anthony Towns (37681031),607.72,605.6700000000001,1180.3000000000002,49900,2.9%,32.86%,3619.0%,99.84%,314.66999999999996,$144.8,TOR 5,PHX 1,generated,4
Immanuel Quickley (37681109),Ja'Kobe Walter (37681203),Paul George (37681071),Chris Boucher (37681219),Jonathan Mogbo (37681161),Devin Booker (37681027),Ochai Agbaji (37681227),Karl-Anthony Towns (37681031),603.98,606.4499999999999,1175.94,49600,1.35%,26.92%,3562.6%,99.87%,320.17,$142.5,TOR 5,PHI 1,generated,1
Jamal Shead (37681245),Devin Booker (37681027),Quentin Grimes (37681171),Paul George (37681071),Jonathan Mogbo (37681161),Immanuel Quickley (37681109),Chris Boucher (37681219),Karl-Anthony Towns (37681031),602.42,605.14,1174.5600000000002,50000,1.49%,24.66%,3293.4%,99.71%,304.65,$131.7,TOR 4,PHI 2,generated,2
Jamal Shead (37681245),Gradey Dick (37681192),Scottie Barnes (37681033),Chris Boucher (37681219),Jonathan Mogbo (37681161),Devin Booker (37681027),Quentin Grimes (37681171),Karl-Anthony Towns (37681031),604.4,603.77,1182.0300000000002,50000,1.28%,26.62%,3111.7%,99.62%,298.12,$124.5,TOR 5,PHX 1,generated,1
Jamal Shead (37681245),Gradey Dick (37681192),Quentin Grimes (37681171),Ochai Agbaji (37681227),Joel Embiid (37681022),Devin Booker (37681027),Ja'Kobe Walter (37681203),Karl-Anthony Towns (37681031),591.1600000000001,599.38,1160.97,50000,1.29%,14.51%,3041.0%,96.63%,293.15999999999997,$121.6,TOR 4,PHI 2,generated,1
Scottie Barnes (37681033),Devin Booker (37681027),Quentin Grimes (37681171),Chris Boucher (37681219),Jonathan Mogbo (37681161),Jamal Shead (37681245),Ochai Agbaji (37681227),Karl-Anthony Towns (37681031),609.8599999999999,603.99,1185.65,49700,2.75%,37.34%,2840.8%,99.88%,310.9,$113.6,TOR 5,PHX 1,generated,8
