Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4650190659,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jalen Brunson (37787234),Gradey Dick (37787706),Andrew Wiggins (37787364),Jalen Williams (37787260),Day'Ron Sharpe (37787668),Keon Johnson (37787491),KJ Martin (37787713),Alperen Sengun (37787254)
4650190660,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Cade Cunningham (37787212),RJ Barrett (37787310),Toumani Camara (37787452),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),Gradey Dick (37787706),Kawhi Leonard (37787323),Keyonte George (37787343)
4650190661,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),Gradey Dick (37787706),Ja'Kobe Walter (37787848),Josh Hart (37787277),Andre Drummond (37787733),Josh Giddey (37787286),Zaccharie Risacher (37787637),Alperen Sengun (37787254)
4650190662,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),RJ Barrett (37787310),Andrew Wiggins (37787364),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),Coby White (37787350),Ziaire Williams (37787540),Kawhi Leonard (37787323)
4650190663,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),Gradey Dick (37787706),Josh Hart (37787277),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),James Harden (37787221),Kawhi Leonard (37787323),Ziaire Williams (37787540)
4650190664,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Anfernee Simons (37787360),Gradey Dick (37787706),Shaedon Sharpe (37787584),KJ Martin (37787713),Jalen Duren (37787358),Shai Gilgeous-Alexander (37787209),Kyle Anderson (37787844),Trae Young (37787228)
4650190665,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,James Harden (37787221),Gradey Dick (37787706),Tosan Evbuomwan (37787998),Zaccharie Risacher (37787637),Onyeka Okongwu (37787442),Keyonte George (37787343),Chet Holmgren (37787303),Alperen Sengun (37787254)
4650190666,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyler Herro (37787251),Gradey Dick (37787706),Andrew Wiggins (37787364),Josh Hart (37787277),Day'Ron Sharpe (37787668),Keyonte George (37787343),Georges Niang (37787658),Walker Kessler (37787334)
4650190667,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jalen Brunson (37787234),RJ Barrett (37787310),Andrew Wiggins (37787364),Pascal Siakam (37787289),Day'Ron Sharpe (37787668),Davion Mitchell (37787719),Brice Sensabaugh (37787628),Keyonte George (37787343)
4650190668,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),Jordan Clarkson (37787384),Kyle Anderson (37787844),Cameron Johnson (37787387),Alperen Sengun (37787254),Keyonte George (37787343),Kawhi Leonard (37787323),Tosan Evbuomwan (37787998)
4650190669,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),Gradey Dick (37787706),Josh Hart (37787277),Kawhi Leonard (37787323),Jalen Duren (37787358),Tyrese Martin (37787871),Kyle Anderson (37787844),Josh Giddey (37787286)
4650190670,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Trae Young (37787228),Lonzo Ball (37787607),Paul George (37787327),Tosan Evbuomwan (37787998),Day'Ron Sharpe (37787668),Josh Giddey (37787286),Kawhi Leonard (37787323),Andrew Wiggins (37787364)
