Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jarrett allen,C/UTIL,CLE,30.94%,0.01%,1.44%,22.72%,47.12%,$0.63
jalen duren,C/UTIL,DET,28.82%,0.01%,1.28%,22.05%,44.38%,$0.18
craig porter jr.,PG/G/UTIL,CLE,27.47%,0.01%,1.19%,5.32%,5.74%,$0.11
jaylon tyson,SF/SG/G/F/UTIL,CLE,27.82%,0.01%,1.18%,21.84%,13.06%,$-0.06
dennis schroder,PG/SG/G/UTIL,DET,27.68%,0.01%,1.17%,16.34%,11.96%,$-0.09
darius garland,PG/G/UTIL,CLE,28.89%,0.01%,1.16%,36.39%,42.37%,$-0.1
ivica zubac,C/UTIL,LAC,26.97%,0.01%,1.12%,16.51%,34.28%,$-0.23
karlo matkovic,C/PF/F/UTIL,NOP,27.67%,0.01%,1.1%,39.46%,36.13%,$-0.24
james harden,PG/G/UTIL,LAC,27.16%,0.01%,1.14%,17.24%,18.48%,$-0.24
sam merrill,SG/G/UTIL,CLE,27.44%,0.01%,1.08%,25.55%,28.01%,$-0.32
isaiah stewart,C/UTIL,DET,25.76%,0.01%,1.02%,4.55%,8.37%,$-0.4
ausar thompson,PF/SF/F/UTIL,DET,26.77%,0.01%,1.04%,32.32%,25.95%,$-0.45
giannis antetokounmpo,C/PF/F/UTIL,MIL,27.45%,0.01%,1.02%,38.67%,43.27%,$-0.49
evan mobley,C/PF/F/UTIL,CLE,26.65%,0.01%,1.02%,33.19%,30.66%,$-0.49
max strus,SF/SG/G/F/UTIL,CLE,26.9%,0.01%,1.0%,62.35%,52.59%,$-0.56
tobias harris,PF/F/UTIL,DET,26.6%,0.01%,1.01%,14.25%,16.44%,$-0.56
cade cunningham,PG/G/UTIL,DET,26.84%,0.01%,0.98%,34.14%,43.85%,$-0.61
alexandre sarr,C/UTIL,WAS,24.33%,0.01%,0.94%,4.05%,7.88%,$-0.61
ziaire williams,SF/SG/G/F/UTIL,BKN,26.47%,0.01%,0.97%,40.35%,27.61%,$-0.62
isaac okoro,SF/SG/G/F/UTIL,CLE,26.1%,0.01%,0.97%,14.61%,8.45%,$-0.67
jose alvarado,PG/G/UTIL,NOP,25.8%,0.01%,0.96%,9.18%,9.55%,$-0.7
kawhi leonard,PF/SF/F/UTIL,LAC,26.45%,0.0%,0.93%,42.81%,41.87%,$-0.72
pascal siakam,PF/F/UTIL,IND,23.43%,0.01%,0.9%,7.88%,9.12%,$-0.83
cam thomas,PG/SF/G/F/UTIL,BKN,23.96%,0.01%,0.87%,13.88%,8.6%,$-0.95
kris dunn,PG/SG/G/UTIL,LAC,25.55%,0.0%,0.87%,15.08%,10.82%,$-0.96
dean wade,C/PF/F/UTIL,CLE,24.86%,0.01%,0.86%,5.28%,4.31%,$-0.97
javonte green,PF/SF/F/UTIL,CLE,24.34%,0.01%,0.83%,0.92%,0.64%,$-1.05
tyrese haliburton,PG/G/UTIL,IND,23.56%,0.01%,0.83%,14.78%,14.36%,$-1.05
kevin porter jr.,PG/G/UTIL,MIL,22.87%,0.01%,0.81%,0.09%,0.1%,$-1.06
justin champagnie,PF/F/UTIL,WAS,23.76%,0.01%,0.82%,4.33%,4.63%,$-1.07
jordan poole,PG/G/UTIL,WAS,23.31%,0.01%,0.82%,9.16%,7.53%,$-1.08
tim hardaway jr.,SF/SG/G/F/UTIL,DET,24.99%,0.0%,0.82%,8.62%,4.89%,$-1.15
damian lillard,PG/G/UTIL,MIL,23.1%,0.0%,0.8%,13.88%,13.93%,$-1.15
zion williamson,PF/SF/F/UTIL,NOP,20.9%,0.01%,0.81%,12.52%,9.08%,$-1.19
myles turner,C/UTIL,IND,22.53%,0.01%,0.75%,3.66%,5.96%,$-1.26
malik beasley,SF/SG/G/F/UTIL,DET,23.61%,0.0%,0.76%,10.35%,5.85%,$-1.27
richaun holmes,C/UTIL,WAS,22.68%,0.01%,0.72%,0.04%,0.1%,$-1.3
kyle kuzma,PF/SF/F/UTIL,MIL,23.58%,0.0%,0.74%,11.98%,9.01%,$-1.31
obi toppin,C/PF/F/UTIL,IND,23.06%,0.0%,0.73%,0.87%,0.72%,$-1.33
aaron nesmith,SF/SG/G/F/UTIL,IND,23.68%,0.0%,0.75%,8.42%,4.51%,$-1.33
nic claxton,C/UTIL,BKN,21.75%,0.01%,0.69%,2.98%,4.75%,$-1.37
keon johnson,PG/SG/G/UTIL,BKN,23.26%,0.0%,0.73%,6.07%,4.11%,$-1.38
corey kispert,PF/SF/F/UTIL,WAS,23.42%,0.0%,0.73%,3.5%,2.71%,$-1.4
bogdan bogdanovic,SF/SG/G/F/UTIL,LAC,22.98%,0.0%,0.71%,4.31%,2.36%,$-1.42
yves missi,C/UTIL,NOP,23.13%,0.0%,0.7%,3.26%,4.73%,$-1.43
jordan hawkins,PG/SG/G/UTIL,NOP,23.73%,0.0%,0.72%,8.15%,6.04%,$-1.43
trey murphy iii,SF/SG/G/F/UTIL,NOP,23.06%,0.0%,0.67%,19.16%,10.98%,$-1.48
taurean prince,SG/G/UTIL,MIL,24.07%,0.0%,0.71%,4.1%,4.45%,$-1.51
nicolas batum,C/PF/F/UTIL,LAC,23.72%,0.0%,0.68%,3.84%,3.24%,$-1.57
bennedict mathurin,SF/F/UTIL,IND,21.43%,0.0%,0.65%,1.93%,1.83%,$-1.58
day'ron sharpe,C/UTIL,BKN,20.53%,0.01%,0.61%,0.21%,0.3%,$-1.58
trendon watford,C/PF/F/UTIL,BKN,20.61%,0.01%,0.62%,0.13%,0.1%,$-1.6
cameron johnson,PF/F/UTIL,BKN,21.34%,0.0%,0.63%,3.87%,4.52%,$-1.64
gary trent jr.,SF/SG/G/F/UTIL,MIL,22.66%,0.0%,0.66%,1.4%,0.89%,$-1.64
cj mccollum,PG/G/UTIL,NOP,22.27%,0.0%,0.61%,8.29%,7.33%,$-1.66
khris middleton,PF/SF/F/UTIL,WAS,20.78%,0.0%,0.62%,6.06%,4.62%,$-1.67
bruce brown,SF/F/UTIL,NOP,22.08%,0.0%,0.59%,10.69%,11.71%,$-1.77
amir coffey,SF/SG/G/F/UTIL,LAC,21.19%,0.0%,0.63%,0.17%,0.1%,$-1.8
thomas bryant,C/UTIL,IND,21.52%,0.0%,0.53%,0.04%,0.1%,$-1.83
kyshawn george,PF/F/UTIL,WAS,21.83%,0.0%,0.56%,2.79%,2.96%,$-1.87
aj green,SG/G/UTIL,MIL,22.56%,0.0%,0.55%,0.73%,0.6%,$-1.96
jalen wilson,SF/SG/G/F/UTIL,BKN,20.45%,0.0%,0.56%,0.21%,0.1%,$-1.97
noah clowney,PF/SF/F/UTIL,BKN,20.56%,0.0%,0.51%,0.1%,0.1%,$-1.98
marcus smart,SF/SG/G/F/UTIL,WAS,19.73%,0.0%,0.51%,0.19%,0.1%,$-2.03
andrew nembhard,PG/SG/G/UTIL,IND,20.38%,0.0%,0.5%,5.28%,3.63%,$-2.06
derrick jones jr.,PF/F/UTIL,LAC,20.94%,0.0%,0.46%,0.12%,0.1%,$-2.09
brook lopez,C/UTIL,MIL,19.51%,0.0%,0.45%,1.86%,3.26%,$-2.17
ben sheppard,SG/G/UTIL,IND,21.18%,0.0%,0.48%,0.11%,0.1%,$-2.22
t.j. mcconnell,PG/G/UTIL,IND,17.76%,0.0%,0.43%,0.91%,0.8%,$-2.24
drew eubanks,C/UTIL,LAC,20.04%,0.0%,0.39%,0.1%,0.1%,$-2.28
tyrese martin,SG/G/UTIL,BKN,17.96%,0.0%,0.46%,0.02%,0.02%,$-2.36
carlton carrington,PG/SG/G/UTIL,WAS,17.97%,0.0%,0.33%,0.41%,0.32%,$-2.54
simone fontecchio,PF/F/UTIL,DET,19.35%,0.0%,0.3%,0.1%,0.1%,$-2.57
tristan vukcevic,C/UTIL,WAS,15.16%,0.0%,0.28%,0.07%,0.1%,$-2.6
jericho sims,C/UTIL,MIL,18.3%,0.0%,0.29%,0.04%,0.1%,$-2.77
ronald holland ii,SF/F/UTIL,DET,15.7%,0.0%,0.27%,0.12%,0.1%,$-2.84
jarace walker,PF/SF/F/UTIL,IND,15.91%,0.0%,0.19%,0.2%,0.1%,$-2.9
de'anthony melton,PG/G/UTIL,BKN,17.95%,0.0%,0.17%,0.04%,0.03%,$-2.93
jamaree bouyea,PG/G/UTIL,MIL,17.61%,0.0%,0.11%,0.02%,0.03%,$-3.0
daniss jenkins,PG/G/UTIL,DET,12.88%,0.0%,0.1%,0.02%,0.03%,$-3.01
emoni bates,PG/G/UTIL,CLE,14.09%,0.0%,0.11%,0.03%,0.03%,$-3.03
seth lundy,SG/G/UTIL,LAC,15.84%,0.0%,0.18%,0.02%,0.03%,$-3.04
kobe brown,C/PF/F/UTIL,LAC,13.79%,0.0%,0.15%,0.04%,0.03%,$-3.06
colby jones,SG/G/UTIL,WAS,16.6%,0.0%,0.1%,0.03%,0.03%,$-3.06
