Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
thomas bryant,C/UTIL,IND,36.11%,0.01%,1.73%,16.53%,37.2%,$0.29
jared butler,PG/G/UTIL,PHI,34.62%,0.01%,1.68%,23.81%,27.68%,$0.25
mouhamed gueye,PF/F/UTIL,ATL,32.54%,0.01%,1.58%,14.65%,19.65%,$0.18
pascal siakam,PF/F/UTIL,IND,32.37%,0.01%,1.47%,8.09%,10.21%,$0.13
stephen curry,PG/G/UTIL,GSW,31.24%,0.01%,1.43%,5.37%,5.79%,$0.11
bol bol,PF/F/UTIL,PHX,31.88%,0.01%,1.41%,19.41%,25.59%,$0.09
quentin grimes,SF/SG/G/F/UTIL,PHI,32.07%,0.01%,1.39%,5.5%,3.06%,$0.09
lebron james,PF/SF/F/UTIL,LAL,30.58%,0.01%,1.37%,10.14%,7.96%,$0.05
tidjane salaun,PF/SF/F/UTIL,CHA,30.19%,0.01%,1.32%,5.47%,4.32%,$0.04
trae young,PG/G/UTIL,ATL,28.48%,0.01%,1.22%,2.51%,3.06%,$-0.01
jordan goodwin,PG/SG/G/UTIL,LAL,29.15%,0.01%,1.23%,10.41%,7.86%,$-0.02
alperen sengun,C/UTIL,HOU,28.25%,0.01%,1.22%,6.73%,13.51%,$-0.04
jordan poole,PG/G/UTIL,WAS,29.58%,0.01%,1.17%,9.14%,9.67%,$-0.04
dalano banton,PG/SG/G/UTIL,POR,28.12%,0.01%,1.17%,10.62%,7.94%,$-0.06
darius garland,PG/G/UTIL,CLE,28.57%,0.01%,1.14%,4.37%,4.53%,$-0.06
nikola jokic,C/UTIL,DEN,28.2%,0.01%,1.22%,10.87%,12.41%,$-0.06
day'ron sharpe,C/UTIL,BKN,27.17%,0.01%,1.15%,1.52%,3.41%,$-0.06
franz wagner,SF/F/UTIL,ORL,27.94%,0.01%,1.15%,2.8%,2.94%,$-0.06
ben sheppard,SG/G/UTIL,IND,27.18%,0.0%,0.92%,0.01%,0.01%,$-0.06
rj barrett,SF/SG/G/F/UTIL,TOR,28.89%,0.0%,1.13%,11.33%,5.95%,$-0.07
kyle kuzma,PF/SF/F/UTIL,MIL,29.26%,0.0%,1.12%,5.58%,4.04%,$-0.07
bobby portis,C/PF/F/UTIL,MIL,28.69%,0.01%,1.14%,10.21%,8.53%,$-0.07
zion williamson,PF/F/UTIL,NOP,25.78%,0.01%,1.18%,4.16%,5.57%,$-0.07
donovan mitchell,PG/SG/G/UTIL,CLE,28.54%,0.01%,1.15%,7.78%,5.41%,$-0.07
anthony edwards,PG/SG/G/UTIL,MIN,29.28%,0.0%,1.13%,12.94%,10.02%,$-0.08
tyrese haliburton,PG/G/UTIL,IND,28.76%,0.01%,1.1%,5.29%,6.04%,$-0.08
kevin porter jr.,PG/SG/G/UTIL,MIL,27.34%,0.01%,1.13%,4.95%,3.44%,$-0.08
nick smith jr.,SF/SG/G/F/UTIL,CHA,29.34%,0.0%,1.12%,16.54%,9.62%,$-0.08
jalen duren,C/UTIL,DET,27.3%,0.01%,1.1%,3.55%,6.73%,$-0.09
al horford,C/PF/F/UTIL,BOS,29.29%,0.0%,1.1%,9.71%,9.07%,$-0.09
karl-anthony towns,C/UTIL,NYK,28.82%,0.0%,1.08%,10.73%,21.15%,$-0.1
cade cunningham,PG/G/UTIL,DET,28.07%,0.0%,1.1%,10.94%,12.29%,$-0.1
isaiah hartenstein,C/UTIL,OKC,27.52%,0.01%,1.08%,4.04%,8.13%,$-0.1
caris levert,SF/SG/G/F/UTIL,ATL,28.29%,0.0%,1.08%,11.0%,6.23%,$-0.11
nikola jovic,C/PF/F/UTIL,MIA,29.4%,0.0%,1.04%,6.66%,5.55%,$-0.11
domantas sabonis,C/UTIL,SAC,27.73%,0.0%,1.07%,6.66%,12.85%,$-0.12
jalen brunson,PG/G/UTIL,NYK,28.04%,0.0%,1.06%,10.33%,11.69%,$-0.12
jalen williams,PF/SF/F/UTIL,OKC,27.4%,0.0%,1.06%,6.43%,4.91%,$-0.12
cam whitmore,SF/SG/G/F/UTIL,HOU,27.31%,0.0%,1.07%,7.33%,4.14%,$-0.12
jusuf nurkic,C/UTIL,CHA,26.98%,0.01%,1.07%,5.28%,12.66%,$-0.12
jarrett allen,C/UTIL,CLE,27.77%,0.0%,1.04%,5.26%,10.38%,$-0.13
jimmy butler,PF/SF/F/UTIL,GSW,27.65%,0.0%,1.04%,6.11%,4.7%,$-0.13
anfernee simons,PG/SG/G/UTIL,POR,28.01%,0.0%,1.04%,5.46%,3.56%,$-0.13
kristaps porzingis,C/UTIL,BOS,27.12%,0.0%,1.03%,5.64%,11.19%,$-0.14
tyus jones,PG/G/UTIL,PHX,28.21%,0.0%,1.02%,7.92%,9.3%,$-0.14
jayson tatum,PF/SF/F/UTIL,BOS,28.65%,0.0%,1.01%,21.12%,17.24%,$-0.14
keyonte george,PG/G/UTIL,UTA,27.5%,0.0%,1.01%,3.26%,3.35%,$-0.14
gradey dick,SG/G/UTIL,TOR,27.51%,0.0%,1.01%,9.13%,10.01%,$-0.15
evan mobley,C/PF/F/UTIL,CLE,26.55%,0.0%,1.01%,4.67%,4.19%,$-0.15
alec burks,PG/SG/G/UTIL,MIA,27.22%,0.0%,1.01%,4.22%,3.0%,$-0.15
aaron wiggins,PF/SF/F/UTIL,OKC,27.33%,0.0%,0.99%,7.91%,6.0%,$-0.16
rudy gobert,C/UTIL,MIN,28.32%,0.0%,0.95%,1.65%,3.21%,$-0.16
kel'el ware,C/UTIL,MIA,28.01%,0.0%,0.93%,1.88%,3.81%,$-0.17
malik monk,PG/SG/G/UTIL,SAC,27.71%,0.0%,0.95%,12.02%,8.52%,$-0.17
kyshawn george,PF/F/UTIL,WAS,27.91%,0.0%,0.97%,6.36%,8.28%,$-0.17
ausar thompson,PF/SF/F/UTIL,DET,26.11%,0.0%,0.99%,4.11%,3.08%,$-0.17
kevin huerter,SG/G/UTIL,CHI,26.98%,0.0%,0.98%,0.95%,1.07%,$-0.17
rob dillingham,PG/G/UTIL,MIN,26.37%,0.0%,0.97%,4.37%,5.37%,$-0.18
shai gilgeous-alexander,PG/G/UTIL,OKC,25.47%,0.0%,1.01%,6.82%,6.56%,$-0.18
scottie barnes,PG/SF/G/F/UTIL,TOR,26.62%,0.0%,0.96%,7.64%,4.75%,$-0.18
onyeka okongwu,C/UTIL,ATL,26.33%,0.0%,0.96%,2.36%,4.38%,$-0.18
sam hauser,PF/SF/F/UTIL,BOS,26.92%,0.0%,0.97%,5.38%,4.04%,$-0.18
naz reid,C/PF/F/UTIL,MIN,27.5%,0.0%,0.93%,4.07%,3.53%,$-0.18
buddy hield,SG/G/UTIL,GSW,25.9%,0.0%,0.95%,2.63%,2.73%,$-0.19
jalen smith,C/UTIL,CHI,25.23%,0.0%,0.94%,2.03%,4.65%,$-0.19
jarred vanderbilt,PF/F/UTIL,LAL,29.23%,0.0%,0.98%,0.06%,0.1%,$-0.19
john collins,C/PF/F/UTIL,UTA,25.92%,0.0%,0.92%,5.42%,4.67%,$-0.2
payton pritchard,PG/SG/G/UTIL,BOS,26.77%,0.0%,0.91%,6.14%,4.17%,$-0.2
pj washington,PF/SF/F/UTIL,DAL,27.01%,0.0%,0.91%,4.09%,3.0%,$-0.2
bennedict mathurin,SF/F/UTIL,IND,25.8%,0.0%,0.92%,1.35%,1.42%,$-0.2
isaiah collier,PG/G/UTIL,UTA,26.57%,0.0%,0.91%,0.65%,0.73%,$-0.2
javonte green,PF/SF/F/UTIL,NOP,35.5%,0.0%,1.24%,0.01%,0.01%,$-0.2
derrick white,PG/SG/G/UTIL,BOS,26.97%,0.0%,0.89%,5.23%,3.51%,$-0.21
jaime jaquez jr.,SF/SG/G/F/UTIL,MIA,26.06%,0.0%,0.91%,11.11%,6.55%,$-0.22
draymond green,C/PF/F/UTIL,GSW,26.44%,0.0%,0.88%,5.49%,4.53%,$-0.22
zach lavine,SF/SG/G/F/UTIL,SAC,26.27%,0.0%,0.86%,9.72%,5.24%,$-0.23
andrew wiggins,SF/F/UTIL,MIA,26.75%,0.0%,0.86%,2.18%,2.08%,$-0.23
josh hart,PF/SF/F/UTIL,NYK,25.83%,0.0%,0.86%,3.86%,2.98%,$-0.24
karlo matkovic,C/PF/F/UTIL,NOP,25.52%,0.0%,0.85%,4.26%,3.94%,$-0.25
paolo banchero,PF/F/UTIL,ORL,25.39%,0.0%,0.85%,7.92%,9.54%,$-0.25
andrew nembhard,PG/SG/G/UTIL,IND,25.94%,0.0%,0.81%,4.42%,3.01%,$-0.26
gary trent jr.,SF/SG/G/F/UTIL,MIL,25.41%,0.0%,0.83%,1.74%,0.94%,$-0.26
luke kornet,C/UTIL,BOS,24.13%,0.0%,0.83%,1.22%,2.86%,$-0.26
kevin durant,C/PF/F/UTIL,PHX,24.84%,0.0%,0.83%,3.1%,2.52%,$-0.26
jalen green,SG/G/UTIL,HOU,25.09%,0.0%,0.8%,1.96%,1.91%,$-0.27
trendon watford,C/PF/F/UTIL,BKN,24.07%,0.0%,0.82%,2.29%,1.92%,$-0.27
keon johnson,PG/SG/G/UTIL,BKN,25.03%,0.0%,0.81%,3.57%,2.67%,$-0.27
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,25.68%,0.0%,0.82%,9.26%,5.08%,$-0.27
bam adebayo,C/PF/F/UTIL,MIA,25.31%,0.0%,0.8%,2.55%,2.13%,$-0.27
corey kispert,SF/SG/G/F/UTIL,WAS,25.15%,0.0%,0.82%,4.2%,2.36%,$-0.27
anthony black,PG/G/UTIL,ORL,25.8%,0.0%,0.83%,0.14%,0.18%,$-0.27
shake milton,PG/SG/G/UTIL,LAL,34.56%,0.0%,0.94%,0.01%,0.01%,$-0.27
victor wembanyama,C/UTIL,SAS,24.0%,0.0%,0.82%,4.57%,4.13%,$-0.28
keon ellis,PG/SG/G/UTIL,SAC,25.17%,0.0%,0.8%,4.47%,3.31%,$-0.28
donovan clingan,C/UTIL,POR,24.36%,0.0%,0.81%,2.93%,6.86%,$-0.28
max christie,SF/SG/G/F/UTIL,DAL,25.58%,0.0%,0.79%,2.2%,1.18%,$-0.28
jamal murray,PG/SG/G/UTIL,DEN,24.83%,0.0%,0.76%,2.7%,1.92%,$-0.29
alexandre sarr,C/UTIL,WAS,24.19%,0.0%,0.78%,1.54%,3.37%,$-0.29
t.j. mcconnell,PG/G/UTIL,IND,23.35%,0.0%,0.8%,4.97%,5.84%,$-0.29
royce o'neale,PF/SF/F/UTIL,PHX,25.06%,0.0%,0.78%,7.74%,5.82%,$-0.29
guerschon yabusele,C/PF/F/UTIL,PHI,25.17%,0.0%,0.76%,1.59%,1.36%,$-0.29
tari eason,PF/F/UTIL,HOU,24.38%,0.0%,0.78%,1.9%,2.18%,$-0.29
aaron gordon,C/PF/F/UTIL,DEN,24.62%,0.0%,0.78%,6.12%,5.31%,$-0.3
dyson daniels,SG/G/UTIL,ATL,24.97%,0.0%,0.77%,1.09%,0.97%,$-0.3
sam merrill,SG/G/UTIL,CLE,24.44%,0.0%,0.77%,0.68%,0.7%,$-0.3
