Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Guerschon Yabusele,C/PF/F/UTIL,PHI,56.04367621527778,9.22754969969604,75.02%,10.68%,6.92%,2.32%,$24.63,47
Jordan Poole,PG/G/UTIL,WAS,46.94772569444444,13.352807212501329,57.26%,6.7%,7.25%,2.58%,$20.31,47
Carlton Carrington,PG/SG/G/UTIL,WAS,43.27120225694444,8.191300802938732,51.62%,6.29%,7.52%,19.04%,$19.16,47
Justin Champagnie,PF/SF/F/UTIL,WAS,42.93597222222222,10.253929559341376,53.95%,5.82%,8.93%,12.75%,$15.96,47
Myles Turner,C/UTIL,IND,32.72,10.76,14.38%,0.21%,4.58%,5.34%,$11.64,48
Alexandre Sarr,C/UTIL,WAS,53.59746527777778,13.708092548532408,62.28%,4.23%,20.43%,40.49%,$8.41,47
Ricky Council IV,PF/SF/F/UTIL,PHI,34.512196180555556,8.93147858633681,34.81%,1.77%,12.44%,24.84%,$4.86,47
Quentin Grimes,PG/SG/G/UTIL,PHI,49.879861111111104,12.731057874446943,34.11%,3.08%,22.82%,9.5%,$4.48,47
Mikal Bridges,SF/SG/G/F/UTIL,NYK,29.86,6.87,17.46%,0.98%,3.79%,1.85%,$3.77,48
Justin Edwards,PF/SF/F/UTIL,PHI,29.77931423611111,6.592516790798882,26.2%,1.63%,32.42%,8.28%,$0.26,47
Aaron Gordon,PF/F/UTIL,DEN,27.69,10.05,12.77%,0.62%,3.33%,2.21%,$-0.16,48
James Harden,PG/G/UTIL,LAC,44.4,14.08,19.8%,0.65%,12.72%,8.91%,$-1.04,48
AJ Johnson,PG/SG/G/UTIL,WAS,34.35947048611111,8.359074433842295,26.39%,1.13%,26.5%,33.02%,$-1.16,47
Patty Mills,PG/G/UTIL,LAC,0,0.0,29.58%,0.0%,0.01%,0.03%,$-1.41,48
Jeff Dowtin,PG/G/UTIL,PHI,29.923467881944443,10.569738746924557,26.07%,1.05%,23.26%,15.53%,$-1.75,47
LeBron James,PF/SF/F/UTIL,LAL,52.91,17.25,27.03%,0.79%,34.1%,14.94%,$-1.79,48
Ivica Zubac,C/UTIL,LAC,43.2,13.22,21.33%,0.98%,5.99%,5.9%,$-1.87,48
D'Angelo Russell,PG/G/UTIL,BKN,32.72,12.14,23.86%,0.76%,10.58%,11.37%,$-1.93,48
Trendon Watford,C/PF/F/UTIL,BKN,31.15,11.68,22.75%,0.6%,41.93%,37.17%,$-2.05,48
Tyrese Haliburton,PG/G/UTIL,IND,40.05,12.74,20.27%,1.05%,9.0%,7.48%,$-2.05,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,29.17,7.73,23.14%,0.65%,43.43%,46.3%,$-2.14,48
OG Anunoby,PF/SF/F/UTIL,NYK,33.09,7.21,17.68%,0.72%,6.92%,3.2%,$-2.18,48
Kevin Porter Jr.,PG/G/UTIL,MIL,27.1,12.79,21.13%,0.09%,6.23%,9.45%,$-2.19,48
Cameron Payne,PG/SG/G/UTIL,NYK,28.89,9.56,21.69%,0.61%,37.47%,50.14%,$-2.21,48
RJ Barrett,SF/SG/G/F/UTIL,TOR,33.93,13.71,14.33%,1.09%,4.51%,2.09%,$-2.21,48
Trentyn Flowers,SG/G/UTIL,LAC,0,0.0,22.34%,0.0%,0.03%,0.03%,$-2.24,48
Ziaire Williams,SF/SG/G/F/UTIL,BKN,27.38,8.52,22.39%,0.42%,27.38%,26.81%,$-2.26,48
Luka Doncic,PG/G/UTIL,LAL,55.02,18.05,21.25%,0.39%,21.96%,11.14%,$-2.27,48
Kyle Kuzma,PF/SF/F/UTIL,MIL,31.74,8.89,20.04%,0.52%,18.02%,13.32%,$-2.31,48
Pascal Siakam,PF/F/UTIL,IND,39.68,12.62,20.87%,0.66%,9.89%,6.59%,$-2.33,48
Ja'Kobe Walter,SF/SG/G/F/UTIL,TOR,24.56,8.1,20.22%,0.64%,31.74%,34.04%,$-2.34,48
Josh Hart,PF/SF/F/UTIL,NYK,38.0,8.66,17.81%,0.72%,12.29%,6.29%,$-2.34,48
Jared Butler,PG/SG/G/UTIL,PHI,31.140763888888888,11.734285126137532,17.14%,1.5%,4.2%,5.7%,$-2.37,47
Keon Johnson,PG/SG/G/UTIL,BKN,30.0,9.63,20.0%,0.7%,6.38%,5.62%,$-2.41,48
Aaron Nesmith,SF/SG/G/F/UTIL,IND,24.7,7.46,16.53%,0.21%,10.7%,9.12%,$-2.50,48
Devin Booker,PG/SG/G/UTIL,PHX,42.44,12.77,19.32%,0.47%,10.54%,6.18%,$-2.52,48
Payton Pritchard,PG/SG/G/UTIL,BOS,22.66,8.36,9.08%,0.25%,3.63%,2.87%,$-2.54,48
Karl-Anthony Towns,C/UTIL,NYK,47.64,14.96,17.9%,0.42%,9.98%,8.46%,$-2.58,48
Nic Claxton,C/UTIL,BKN,33.56,11.51,19.19%,0.31%,6.62%,9.4%,$-2.63,48
Kawhi Leonard,PF/SF/F/UTIL,LAC,39.94,11.42,15.97%,0.64%,8.4%,4.17%,$-2.66,48
Cam Thomas,PG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
Drew Eubanks,C/UTIL,LAC,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
RayJ Dennis,PG/G/UTIL,IND,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
Trey Alexander,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
Shake Milton,PG/G/UTIL,LAL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
Tyson Etienne,PG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.69,48
Ryan Dunn,PF/SF/F/UTIL,PHX,24.02,7.69,16.76%,0.52%,14.18%,13.68%,$-2.72,48
Cam Reddish,PF/SF/F/UTIL,LAL,0,0.0,13.03%,0.0%,0.07%,0.03%,$-2.77,48
Ryan Rollins,PG/G/UTIL,MIL,25.18,9.87,16.79%,0.25%,7.1%,11.91%,$-2.78,48
Tristan Vukcevic,C/UTIL,WAS,27.871367187499995,13.540318917628843,14.21%,0.13%,19.28%,37.52%,$-2.80,47
Austin Reaves,PG/SG/G/UTIL,LAL,37.29,10.78,15.27%,0.63%,5.11%,3.48%,$-2.82,48
Tyrese Martin,SG/G/UTIL,BKN,22.85,8.3,13.42%,0.69%,3.88%,8.04%,$-2.84,48
Colby Jones,SF/SG/G/F/UTIL,WAS,20.81483940972222,8.783443029657194,14.4%,0.44%,17.28%,18.54%,$-2.88,47
Orlando Robinson,C/UTIL,TOR,28.26,10.46,15.8%,0.26%,15.11%,34.26%,$-2.89,48
AJ Green,SG/G/UTIL,MIL,18.59,6.1,14.85%,0.47%,8.78%,16.99%,$-2.91,48
Christian Braun,SF/SG/G/F/UTIL,DEN,26.45,7.86,16.4%,0.0%,2.48%,1.39%,$-2.91,48
Rui Hachimura,PF/SF/F/UTIL,LAL,23.6,8.66,15.26%,0.25%,1.33%,1.03%,$-2.92,48
T.J. McConnell,PG/G/UTIL,IND,17.05,10.09,13.44%,0.77%,0.85%,1.45%,$-2.95,48
Jaylen Brown,SF/SG/G/F/UTIL,BOS,37.47,11.13,13.33%,0.19%,5.46%,2.56%,$-3.00,48
Noah Clowney,PF/SF/F/UTIL,BKN,19.93,8.01,12.23%,0.3%,5.07%,4.84%,$-3.02,48
Norman Powell,SF/SG/G/F/UTIL,LAC,27.27,9.33,13.17%,0.55%,2.31%,1.11%,$-3.04,48
Jordan Miller,SF/SG/G/F/UTIL,LAC,0,0.0,16.63%,0.0%,0.04%,0.03%,$-3.04,48
Taurean Prince,SG/G/UTIL,MIL,21.37,6.45,12.72%,0.63%,2.56%,5.09%,$-3.05,48
Luke Kornet,C/UTIL,BOS,10.32,6.05,16.59%,0.0%,0.04%,0.1%,$-3.06,48
Pat Connaughton,PF/SF/F/UTIL,MIL,8.92,5.0,12.65%,0.0%,0.16%,0.1%,$-3.08,48
Tyler Kolek,PG/G/UTIL,NYK,15.55,7.39,15.14%,0.0%,0.45%,0.62%,$-3.08,48
Jarred Vanderbilt,PF/F/UTIL,LAL,11.41,6.29,13.21%,0.0%,0.06%,0.1%,$-3.08,48
