Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,29.83%,0.01%,1.68%,4.97%,8.57%,$1.4
trae young,PG/G/UTIL,ATL,30.86%,0.01%,1.48%,14.17%,13.91%,$0.63
jalen duren,C/UTIL,DET,27.64%,0.01%,1.38%,4.57%,6.28%,$0.54
kj martin,PF/F/UTIL,UTA,30.65%,0.01%,1.4%,25.86%,33.84%,$0.44
kyle filipowski,C/UTIL,UTA,30.76%,0.01%,1.3%,21.4%,35.64%,$0.15
russell westbrook,PG/G/UTIL,DEN,25.69%,0.01%,1.12%,2.21%,2.85%,$-0.11
nic claxton,C/UTIL,BKN,26.36%,0.01%,1.15%,5.81%,8.39%,$-0.17
kevin huerter,SG/G/UTIL,CHI,27.56%,0.01%,1.16%,18.55%,24.95%,$-0.23
quentin grimes,SG/G/UTIL,PHI,28.68%,0.01%,1.15%,29.41%,39.43%,$-0.23
tyrese haliburton,PG/G/UTIL,IND,27.45%,0.01%,1.14%,11.56%,12.38%,$-0.24
pascal siakam,PF/F/UTIL,IND,27.1%,0.01%,1.14%,12.53%,14.03%,$-0.25
georges niang,PF/F/UTIL,ATL,27.86%,0.01%,1.14%,16.58%,21.05%,$-0.27
isaiah hartenstein,C/UTIL,OKC,26.14%,0.01%,1.12%,6.17%,7.96%,$-0.27
aaron wiggins,PF/SF/F/UTIL,OKC,27.11%,0.01%,1.13%,13.92%,11.35%,$-0.29
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,28.49%,0.01%,1.12%,52.49%,42.02%,$-0.32
onyeka okongwu,C/UTIL,ATL,26.81%,0.01%,1.11%,7.94%,11.19%,$-0.32
kyle anderson,PF/SF/F/UTIL,MIA,27.66%,0.01%,1.11%,32.05%,27.62%,$-0.36
ausar thompson,PF/SF/F/UTIL,DET,24.83%,0.01%,1.05%,4.27%,3.11%,$-0.38
keyonte george,PG/G/UTIL,UTA,26.27%,0.01%,1.09%,13.15%,16.72%,$-0.42
t.j. mcconnell,PG/G/UTIL,IND,23.2%,0.01%,0.97%,0.4%,0.52%,$-0.42
zaccharie risacher,PF/SF/F/UTIL,ATL,27.21%,0.01%,1.07%,23.78%,19.24%,$-0.46
deni avdija,PF/SF/F/UTIL,POR,26.03%,0.01%,1.06%,12.61%,9.54%,$-0.48
josh giddey,PG/G/UTIL,CHI,26.59%,0.01%,1.05%,13.9%,16.29%,$-0.49
cade cunningham,PG/G/UTIL,DET,26.09%,0.01%,1.04%,15.87%,15.34%,$-0.57
myles turner,C/UTIL,IND,25.7%,0.01%,1.0%,3.39%,4.82%,$-0.57
ziaire williams,SF/SG/G/F/UTIL,BKN,25.82%,0.01%,1.02%,9.04%,5.81%,$-0.59
anfernee simons,PG/SG/G/UTIL,POR,26.13%,0.01%,1.01%,11.26%,8.97%,$-0.6
aaron gordon,C/PF/F/UTIL,DEN,26.98%,0.01%,1.01%,17.2%,12.72%,$-0.6
andrew wiggins,SF/F/UTIL,MIA,26.6%,0.01%,1.0%,9.94%,11.01%,$-0.61
shai gilgeous-alexander,PG/G/UTIL,OKC,25.49%,0.01%,1.04%,16.86%,16.24%,$-0.61
james harden,PG/G/UTIL,LAC,26.57%,0.01%,1.01%,19.69%,20.33%,$-0.64
isaiah collier,PG/G/UTIL,UTA,25.95%,0.01%,1.0%,10.78%,14.15%,$-0.65
anthony edwards,PG/SG/G/UTIL,MIN,25.69%,0.01%,1.0%,12.88%,9.31%,$-0.65
ivica zubac,C/UTIL,LAC,24.61%,0.01%,1.0%,8.47%,11.52%,$-0.65
michael porter jr.,PF/SF/F/UTIL,DEN,25.56%,0.01%,0.98%,9.75%,7.03%,$-0.67
keon johnson,PG/SG/G/UTIL,BKN,24.37%,0.01%,0.96%,4.14%,3.48%,$-0.67
nikola vucevic,C/UTIL,CHI,23.93%,0.01%,0.94%,4.39%,5.82%,$-0.73
dyson daniels,SG/G/UTIL,ATL,25.72%,0.01%,0.96%,7.53%,8.7%,$-0.74
jalen williams,PF/SF/F/UTIL,OKC,23.83%,0.01%,0.95%,7.45%,5.59%,$-0.75
nikola jokic,C/UTIL,DEN,26.15%,0.0%,0.96%,22.39%,35.01%,$-0.76
killian hayes,PG/G/UTIL,BKN,25.27%,0.01%,0.95%,6.48%,9.71%,$-0.79
cameron johnson,PF/SF/F/UTIL,BKN,23.84%,0.01%,0.93%,5.93%,4.64%,$-0.79
guerschon yabusele,C/PF/F/UTIL,PHI,25.28%,0.01%,0.94%,9.04%,6.91%,$-0.79
paul george,PF/SF/F/UTIL,PHI,25.9%,0.0%,0.94%,13.54%,10.19%,$-0.81
aaron nesmith,SF/SG/G/F/UTIL,IND,24.62%,0.01%,0.92%,2.24%,1.47%,$-0.82
jamal murray,PG/SG/G/UTIL,DEN,25.33%,0.0%,0.92%,10.5%,7.74%,$-0.84
tyrese maxey,PG/G/UTIL,PHI,26.05%,0.0%,0.92%,15.73%,15.52%,$-0.84
zach collins,C/UTIL,CHI,24.42%,0.01%,0.89%,3.34%,4.7%,$-0.91
alexandre sarr,C/UTIL,WAS,24.24%,0.01%,0.86%,3.19%,5.08%,$-0.97
tyler herro,PG/G/UTIL,MIA,24.71%,0.0%,0.87%,10.75%,10.08%,$-0.98
andrew nembhard,PG/SG/G/UTIL,IND,24.05%,0.0%,0.86%,3.02%,2.49%,$-0.98
toumani camara,SF/SG/G/F/UTIL,POR,25.35%,0.0%,0.87%,12.6%,7.78%,$-1.0
lonzo ball,PG/SG/G/UTIL,CHI,24.32%,0.0%,0.86%,12.27%,10.56%,$-1.05
donovan clingan,C/UTIL,POR,22.88%,0.01%,0.82%,2.45%,4.02%,$-1.06
brice sensabaugh,PF/SF/F/UTIL,UTA,24.07%,0.0%,0.85%,19.78%,16.37%,$-1.09
jerami grant,PF/F/UTIL,POR,24.25%,0.0%,0.83%,4.91%,5.65%,$-1.09
adem bona,C/UTIL,PHI,23.49%,0.0%,0.8%,0.12%,0.1%,$-1.09
scoot henderson,PG/G/UTIL,POR,22.78%,0.0%,0.82%,2.78%,3.64%,$-1.12
kel'el ware,C/UTIL,MIA,23.63%,0.0%,0.79%,1.62%,2.21%,$-1.16
bam adebayo,C/PF/F/UTIL,MIA,23.27%,0.0%,0.79%,11.63%,7.45%,$-1.22
jordan poole,PG/G/UTIL,WAS,22.04%,0.0%,0.77%,2.39%,2.55%,$-1.22
trendon watford,C/PF/F/UTIL,BKN,21.32%,0.0%,0.75%,1.84%,1.4%,$-1.26
