Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4665146606,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Stephon Castle (38084005),Cason Wallace (38084201),Trey Murphy III (38083947),Karlo Matkovic (38084160),Isaiah Hartenstein (38083966),Scotty Pippen Jr. (38084268),Jabari Smith Jr. (38084102),Giannis Antetokounmpo (38083860)
4665146607,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Russell Westbrook (38084014),Stephon Castle (38084005),Bruce Brown (38084253),Kenrich Williams (38084292),Alperen Sengun (38083870),Jose Alvarado (38084168),Giannis Antetokounmpo (38083860),Scotty Pippen Jr. (38084268)
4665146608,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Dillon Brooks (38084093),Justin Champagnie (38084078),Jabari Smith Jr. (38084102),Russell Westbrook (38084014),Trey Murphy III (38083947),Scotty Pippen Jr. (38084268)
4665146609,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Shai Gilgeous-Alexander (38083864),Cason Wallace (38084201),Trey Murphy III (38083947),Jabari Smith Jr. (38084102),Isaiah Hartenstein (38083966),Scotty Pippen Jr. (38084268),Dillon Brooks (38084093),Stephon Castle (38084005)
4665146610,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Cason Wallace (38084201),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Kenrich Williams (38084292),Jabari Smith Jr. (38084102),Scotty Pippen Jr. (38084268),Giannis Antetokounmpo (38083860),Shai Gilgeous-Alexander (38083864)
4665146611,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Bruce Brown (38084253),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Scotty Pippen Jr. (38084268),Giannis Antetokounmpo (38083860),Karlo Matkovic (38084160)
4665146612,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Russell Westbrook (38084014),Cason Wallace (38084201),Bruce Brown (38084253),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Jose Alvarado (38084168),Giannis Antetokounmpo (38083860),Stephon Castle (38084005)
4665146613,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Justin Champagnie (38084078),Karlo Matkovic (38084160),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Trey Murphy III (38083947),Alperen Sengun (38083870)
4665146614,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Kevin Huerter (38084121),Kenrich Williams (38084292),Giannis Antetokounmpo (38083860),Stephon Castle (38084005),Jabari Smith Jr. (38084102),Scotty Pippen Jr. (38084268)
4665146615,NBA $40K Four Point Play [20 Entry Max],174823082,$4,Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Kevin Huerter (38084121),Jabari Smith Jr. (38084102),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Trey Murphy III (38083947),Alperen Sengun (38083870)
