Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
trae young,PG/G/UTIL,ATL,30.97%,0.01%,1.72%,7.56%,12.52%,$0.98
jalen duren,C/UTIL,DET,28.15%,0.01%,1.47%,6.77%,10.21%,$0.52
orlando robinson,C/UTIL,TOR,27.32%,0.01%,1.41%,0.21%,0.2%,$0.48
onyeka okongwu,C/UTIL,ATL,29.36%,0.01%,1.36%,12.89%,18.77%,$0.25
cole anthony,PG/SG/G/UTIL,ORL,29.86%,0.01%,1.28%,58.94%,64.74%,$0.1
santi aldama,PF/F/UTIL,MEM,27.34%,0.01%,1.27%,11.01%,11.88%,$0.1
zion williamson,PF/SF/F/UTIL,NOP,25.69%,0.01%,1.31%,10.02%,10.61%,$0.06
jarrett allen,C/UTIL,CLE,28.37%,0.01%,1.26%,15.14%,23.0%,$0.03
alexandre sarr,C/UTIL,WAS,27.28%,0.01%,1.21%,7.37%,10.25%,$-0.01
vince williams jr.,SF/SG/G/F/UTIL,MEM,27.71%,0.01%,1.22%,39.53%,21.01%,$-0.04
georges niang,PF/F/UTIL,ATL,27.39%,0.01%,1.19%,16.0%,15.59%,$-0.07
wendell carter jr.,C/UTIL,ORL,27.72%,0.01%,1.18%,17.72%,24.54%,$-0.1
ausar thompson,PF/SF/F/UTIL,DET,26.15%,0.01%,1.16%,10.94%,7.98%,$-0.13
kelly olynyk,C/PF/F/UTIL,NOP,27.14%,0.01%,1.17%,24.12%,15.43%,$-0.14
karlo matkovic,C/PF/F/UTIL,NOP,25.99%,0.01%,1.08%,0.51%,0.33%,$-0.23
anthony edwards,PG/SG/G/UTIL,MIN,27.52%,0.01%,1.09%,15.06%,18.15%,$-0.28
caris levert,SF/SG/G/F/UTIL,ATL,26.42%,0.01%,1.09%,18.7%,12.32%,$-0.3
zaccharie risacher,PF/SF/F/UTIL,ATL,26.48%,0.01%,1.09%,19.77%,13.46%,$-0.3
nikola jovic,C/PF/F/UTIL,MIA,26.09%,0.01%,1.06%,5.57%,3.51%,$-0.32
donovan mitchell,PG/SG/G/UTIL,CLE,25.41%,0.01%,1.08%,13.67%,14.98%,$-0.33
dyson daniels,SG/G/UTIL,ATL,26.37%,0.01%,1.05%,9.41%,12.8%,$-0.35
rj barrett,SF/SG/G/F/UTIL,TOR,27.33%,0.01%,1.06%,32.94%,26.15%,$-0.36
kyshawn george,PF/F/UTIL,WAS,26.69%,0.01%,1.07%,8.33%,8.78%,$-0.36
paolo banchero,PF/F/UTIL,ORL,27.15%,0.01%,1.05%,20.53%,34.76%,$-0.37
franz wagner,SF/F/UTIL,ORL,25.84%,0.01%,1.04%,11.81%,20.29%,$-0.41
cade cunningham,PG/G/UTIL,DET,25.97%,0.01%,1.03%,16.37%,30.21%,$-0.44
jonathan isaac,C/PF/F/UTIL,ORL,23.63%,0.01%,0.99%,4.09%,1.79%,$-0.45
