PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Ja Morant (37770078),Kentavious Caldwell-Pope (37770426),Zion Williamson (37770048),Chris Boucher (37770396),Kelly Olynyk (37770294),Brandin Podziemski (37770175),LeBron James (37770008),Santi Aldama (37770228),265.58,268.1,365.21,49900,0.15%,5.73%,528.7%,45.25%,107.99000000000001,$21.1,MEM 2,NOP 2,generated,1
Luka Doncic (37770002),Payton Pritchard (37770208),Sam Hauser (37770402),Chris Boucher (37770396),Wendell Carter Jr. (37770226),Brandin Podziemski (37770175),LeBron James (37770008),Santi Aldama (37770228),267.41,267.91,360.45000000000005,49700,0.16%,5.47%,518.4%,47.28%,114.50999999999999,$20.7,LAL 2,BOS 2,generated,1
Ja Morant (37770078),Payton Pritchard (37770208),Vince Williams Jr. (37770467),Santi Aldama (37770228),Alperen Sengun (37770052),Luka Doncic (37770002),Karlo Matkovic (37770342),Kelly Olynyk (37770294),272.46000000000004,276.05999999999995,370.21,49700,0.11%,6.65%,501.6%,53.21%,157.77999999999997,$20.1,MEM 3,NOP 2,generated,1
Stephen Curry (37770033),RJ Barrett (37770118),Zion Williamson (37770048),Sam Hauser (37770402),Neemias Queta (37770755),Damion Baugh (37770458),Bradley Beal (37770150),Alperen Sengun (37770052),269.35,267.85,363.8,49900,0.1%,6.47%,481.1%,49.57%,124.22,$19.2,BOS 2,GSW 1,generated,1
Ja Morant (37770078),Cole Anthony (37770201),Zion Williamson (37770048),Karlo Matkovic (37770342),Jarrett Allen (37770161),Luka Doncic (37770002),Vince Williams Jr. (37770467),Damion Baugh (37770458),266.28,271.52,366.1,50000,0.15%,5.53%,474.7%,45.82%,145.62,$19.0,MEM 2,NOP 2,generated,1
Damion Baugh (37770458),Vince Williams Jr. (37770467),Jaylen Brown (37770094),Zion Williamson (37770048),Kristaps Porzingis (37770106),Stephen Curry (37770033),Nick Smith Jr. (37770212),Santi Aldama (37770228),266.96999999999997,263.5,359.11,50000,0.12%,5.49%,465.1%,46.72%,95.16,$18.6,CHA 2,MEM 2,generated,1
Stephen Curry (37770033),Jaylen Brown (37770094),Vince Williams Jr. (37770467),Zion Williamson (37770048),Neemias Queta (37770755),Nick Smith Jr. (37770212),Kelly Olynyk (37770294),Alperen Sengun (37770052),267.34,265.71999999999997,365.71,49800,0.12%,5.47%,443.3%,46.99%,119.35999999999999,$17.7,BOS 2,NOP 2,generated,1
Damion Baugh (37770458),De'Aaron Fox (37770044),Max Strus (37770286),Chris Boucher (37770396),Wendell Carter Jr. (37770226),Moses Moody (37770253),Zion Williamson (37770048),Luka Doncic (37770002),258.67,258.94000000000005,353.92,49900,0.14%,4.17%,429.5%,38.0%,77.46000000000001,$17.2,CHA 1,SAS 1,generated,1
Damion Baugh (37770458),Vince Williams Jr. (37770467),LeBron James (37770008),Royce O'Neale (37770275),Neemias Queta (37770755),Stephen Curry (37770033),Jaren Jackson Jr. (37770099),Alperen Sengun (37770052),272.42,273.49,369.43,50000,0.09%,5.91%,426.4%,53.44%,176.81,$17.1,MEM 2,CHA 1,generated,1
Payton Pritchard (37770208),Desmond Bane (37770125),Sam Hauser (37770402),Tari Eason (37770190),Alperen Sengun (37770052),Stephen Curry (37770033),Kelly Olynyk (37770294),Bradley Beal (37770150),272.96,273.5,361.21,50000,0.09%,5.93%,410.7%,53.99%,139.98999999999998,$16.4,BOS 2,HOU 2,generated,1
Brandin Podziemski (37770175),Desmond Bane (37770125),LeBron James (37770008),Sam Hauser (37770402),Alperen Sengun (37770052),Moses Moody (37770253),Santi Aldama (37770228),Kelly Olynyk (37770294),271.54,270.11,364.89,49900,0.1%,5.95%,407.4%,52.37%,137.87,$16.3,GSW 2,MEM 2,generated,1
Brandin Podziemski (37770175),Desmond Bane (37770125),Vince Williams Jr. (37770467),Santi Aldama (37770228),Alperen Sengun (37770052),Damion Baugh (37770458),Kelly Olynyk (37770294),Giannis Antetokounmpo (37769998),270.03,267.78000000000003,368.77,49300,0.09%,5.9%,406.4%,50.64%,151.92000000000002,$16.3,MEM 3,GSW 1,generated,1
Stephen Curry (37770033),Damion Baugh (37770458),Vince Williams Jr. (37770467),Jaren Jackson Jr. (37770099),Alperen Sengun (37770052),Moses Moody (37770253),Jimmy Butler (37770090),Santi Aldama (37770228),271.7,268.87,367.00000000000006,50000,0.08%,5.61%,381.5%,52.62%,147.35,$15.3,GSW 3,MEM 3,generated,1
Ja Morant (37770078),Damion Baugh (37770458),Vince Williams Jr. (37770467),Brandon Clarke (37770406),Giannis Antetokounmpo (37769998),Stephen Curry (37770033),Santi Aldama (37770228),Brandin Podziemski (37770175),264.68,260.55,362.82000000000005,50000,0.11%,4.81%,370.3%,44.38%,120.74000000000001,$14.8,MEM 4,GSW 2,generated,1
Damion Baugh (37770458),RJ Barrett (37770118),Vince Williams Jr. (37770467),Giannis Antetokounmpo (37769998),Kristaps Porzingis (37770106),Moses Moody (37770253),Draymond Green (37770171),Jarrett Allen (37770161),264.29,259.54,357.09000000000003,50000,0.11%,4.66%,370.2%,43.51%,95.89,$14.8,GSW 2,CHA 1,generated,1
Luka Doncic (37770002),Jaylen Brown (37770094),RJ Barrett (37770118),Sam Hauser (37770402),Alperen Sengun (37770052),Damion Baugh (37770458),Santi Aldama (37770228),Mason Plumlee (37770485),267.81,268.14000000000004,358.7800000000001,50000,0.08%,5.29%,362.9%,47.93%,127.15,$14.5,BOS 2,LAL 1,generated,1
Ja Morant (37770078),Payton Pritchard (37770208),Amen Thompson (37770054),Brandon Clarke (37770406),Kristaps Porzingis (37770106),Damion Baugh (37770458),Kelly Olynyk (37770294),Alperen Sengun (37770052),268.81,269.02,359.55,49700,0.09%,4.74%,362.3%,48.79%,137.37,$14.5,MEM 2,BOS 2,generated,1
Ja Morant (37770078),Jaylen Brown (37770094),Vince Williams Jr. (37770467),Zion Williamson (37770048),Neemias Queta (37770755),Damion Baugh (37770458),Giannis Antetokounmpo (37769998),Jaxson Hayes (37770315),261.56,259.54999999999995,361.65,49900,0.09%,4.7%,361.7%,40.99%,112.42,$14.5,MEM 2,BOS 2,generated,1
Payton Pritchard (37770208),Damion Baugh (37770458),Royce O'Neale (37770275),Zion Williamson (37770048),Alperen Sengun (37770052),Ty Jerome (37770281),Vince Williams Jr. (37770467),Giannis Antetokounmpo (37769998),264.25,264.65,365.53000000000003,49900,0.08%,5.01%,353.9%,43.92%,139.83999999999997,$14.2,BOS 1,CHA 1,generated,1
Damion Baugh (37770458),Jaylen Brown (37770094),Grayson Allen (37770248),Chris Boucher (37770396),Alperen Sengun (37770052),Brandin Podziemski (37770175),Vince Williams Jr. (37770467),Giannis Antetokounmpo (37769998),266.08,263.75,360.47,49300,0.09%,4.76%,353.9%,45.6%,122.34,$14.2,CHA 1,BOS 1,generated,1
Devin Booker (37770025),Desmond Bane (37770125),Zion Williamson (37770048),Giannis Antetokounmpo (37769998),Neemias Queta (37770755),Damion Baugh (37770458),Vince Williams Jr. (37770467),Brandon Clarke (37770406),259.06,256.64,359.6600000000001,49700,0.1%,4.45%,353.1%,38.69%,105.16000000000001,$14.1,MEM 3,PHX 1,generated,1
Brandin Podziemski (37770175),Damion Baugh (37770458),Jayson Tatum (37770012),Paolo Banchero (37770063),Neemias Queta (37770755),Stephen Curry (37770033),Kelly Olynyk (37770294),Jarrett Allen (37770161),268.36,265.52,359.60999999999996,50000,0.07%,4.91%,347.3%,48.34%,114.57000000000001,$13.9,GSW 2,BOS 2,generated,1
Damion Baugh (37770458),RJ Barrett (37770118),Zion Williamson (37770048),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Vince Williams Jr. (37770467),Jimmy Butler (37770090),Alperen Sengun (37770052),267.64,270.41999999999996,369.02,49900,0.07%,5.19%,338.2%,47.93%,159.18,$13.5,MEM 2,CHA 1,generated,1
Jose Alvarado (37770193),Cole Anthony (37770201),Zion Williamson (37770048),Chris Boucher (37770396),Alperen Sengun (37770052),Damion Baugh (37770458),Paolo Banchero (37770063),Brandin Podziemski (37770175),265.58,273.13,363.97999999999996,49600,0.09%,4.79%,336.9%,45.2%,149.17000000000002,$13.5,NOP 2,ORL 2,generated,1
Payton Pritchard (37770208),De'Aaron Fox (37770044),Jaylen Brown (37770094),Kelly Olynyk (37770294),Neemias Queta (37770755),Ja Morant (37770078),Karlo Matkovic (37770342),Alperen Sengun (37770052),271.21999999999997,274.11999999999995,363.21,49900,0.07%,5.31%,335.6%,51.68%,131.89,$13.4,BOS 3,NOP 2,generated,1
Damion Baugh (37770458),Payton Pritchard (37770208),RJ Barrett (37770118),Santi Aldama (37770228),Jarrett Allen (37770161),Stephen Curry (37770033),Jabari Smith Jr. (37770205),Alperen Sengun (37770052),268.43,268.58,358.39,49800,0.07%,5.01%,334.9%,48.38%,124.22,$13.4,HOU 2,CHA 1,generated,1
De'Aaron Fox (37770044),Vince Williams Jr. (37770467),Rui Hachimura (37770179),Jaren Jackson Jr. (37770099),Kristaps Porzingis (37770106),Damion Baugh (37770458),Sandro Mamukelashvili (37770382),Alperen Sengun (37770052),269.29,268.21000000000004,360.52000000000004,49400,0.08%,4.64%,334.2%,49.11%,144.73000000000002,$13.4,SAS 2,MEM 2,generated,1
Damion Baugh (37770458),Desmond Bane (37770125),Sam Hauser (37770402),De'Andre Hunter (37770269),Alperen Sengun (37770052),Stephen Curry (37770033),Jaren Jackson Jr. (37770099),Tari Eason (37770190),270.08,270.94,361.43000000000006,49900,0.07%,4.99%,332.7%,50.5%,152.64,$13.3,MEM 2,HOU 2,generated,1
Brandin Podziemski (37770175),Bradley Beal (37770150),LeBron James (37770008),Kelly Olynyk (37770294),Neemias Queta (37770755),Vince Williams Jr. (37770467),Tari Eason (37770190),Giannis Antetokounmpo (37769998),265.65,264.25,362.38,50000,0.09%,4.82%,329.4%,44.98%,129.5,$13.2,GSW 1,PHX 1,generated,1
Devin Booker (37770025),Vince Williams Jr. (37770467),Zion Williamson (37770048),Kevin Durant (37770029),Neemias Queta (37770755),Damion Baugh (37770458),Moses Moody (37770253),Alperen Sengun (37770052),266.26,265.09,361.48,50000,0.06%,5.08%,326.1%,45.97%,122.42,$13.0,PHX 2,MEM 1,generated,1
