PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephon Castle (37338477),Vit Krejci (37338481),Josh Hart (37338127),David Roddy (37338933),Giannis Antetokounmpo (37338014),Jalen Brunson (37338088),Paul George (37338105),Keaton Wallace (37338930),340.8692795138889,375.6119108841588,49800,100.00%,100000,33020.1%,33770,160.6,$2641.61,ATL 3,NYK 2,opp,1,guilbeau30,1,4610654742
Jalen Brunson (37338088),Cole Anthony (37338216),Josh Hart (37338127),Jeremiah Robinson-Earl (37338708),Daniel Gafford (37338424),Keaton Wallace (37338930),Paul George (37338105),Stephen Curry (37338062),339.90927951388886,373.75908209131114,49600,100.00%,100000,22272.88%,15686,124.36,$1781.83,NYK 2,ORL 1,opp,1,fluffhead009,126,4610759014
Jalen Brunson (37338088),Stephon Castle (37338477),Paul George (37338105),OG Anunoby (37338270),Daniel Gafford (37338424),Devin Vassell (37338234),Julius Randle (37338149),Mark Williams (37338232),339.7053732638889,373.88902931058146,49800,100.00%,100000,22087.72%,18141,160.94,$1767.02,NYK 2,SAS 2,opp,1,fivehorizons,31,4611288230
Jalen Brunson (37338088),Mikal Bridges (37338239),Devin Vassell (37338234),Josh Hart (37338127),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),Jeremiah Robinson-Earl (37338708),Daniel Gafford (37338424),339.35853732638884,375.0645529825689,50000,100.00%,100000,18037.73%,10713,142.88,$1443.02,NYK 3,SAS 1,opp,1,Stymie1974,20,4611284155
Jalen Brunson (37338088),Anthony Edwards (37338044),Paul George (37338105),Josh Hart (37338127),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Jonathan Isaac (37338510),Keldon Johnson (37338409),339.10927951388885,372.05422046891965,49300,100.00%,100000,16941.15%,10471,104.45,$1355.29,NYK 2,ATL 2,opp,1,nickps,148,4610882611
Jalen Brunson (37338088),Stephon Castle (37338477),Paul George (37338105),OG Anunoby (37338270),Jonathan Isaac (37338510),Keaton Wallace (37338930),Klay Thompson (37338250),Victor Wembanyama (37338018),338.39537326388887,372.36521931474084,50000,100.00%,100000,12122.58%,4984,140.75,$969.81,NYK 2,SAS 2,opp,1,beaker913,28,4611131636
Jalen Brunson (37338088),Stephon Castle (37338477),Josh Hart (37338127),OG Anunoby (37338270),Victor Wembanyama (37338018),Keaton Wallace (37338930),Quentin Grimes (37338318),Onyeka Okongwu (37338359),338.0297352430556,372.1192952386181,49700,100.00%,100000,10290.18%,3740,156.8,$823.21,NYK 3,SAS 2,opp,1,HighPraiseHighFocus,53,4610856209
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),OG Anunoby (37338270),Josh Hart (37338127),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Dillon Brooks (37338345),Victor Wembanyama (37338018),336.19973524305556,368.2888112766695,49900,100.00%,100000,4834.57%,1039,154.24,$386.77,NYK 3,ATL 2,opp,1,abreza,68,4611315270
Jalen Brunson (37338088),Bogdan Bogdanovic (37338369),Josh Hart (37338127),OG Anunoby (37338270),Jalen Smith (37338540),Jamal Murray (37338169),Paul George (37338105),Daniel Gafford (37338424),336.23803385416664,367.8924626312619,49300,100.00%,100000,4734.71%,670,121.86000000000001,$378.78,NYK 3,ATL 1,opp,1,fivehorizons,50,4611288239
Jalen Brunson (37338088),Mikal Bridges (37338239),Josh Hart (37338127),Jeremiah Robinson-Earl (37338708),Victor Wembanyama (37338018),Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Daniel Gafford (37338424),336.14853732638886,370.2551870305063,49200,100.00%,100000,4339.35%,557,179.97,$347.15,NYK 3,SAS 2,opp,1,cheddabisque,17,4610880285
