Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,29.59%,0.02%,1.85%,3.42%,6.39%,$2.3
nikola jokic,C/UTIL,DEN,32.84%,0.01%,1.59%,15.43%,60.73%,$0.87
nic claxton,C/UTIL,BKN,28.19%,0.01%,1.33%,8.27%,17.44%,$0.37
alperen sengun,C/UTIL,HOU,30.5%,0.01%,1.31%,20.19%,42.57%,$0.25
robert williams,C/UTIL,POR,26.32%,0.01%,1.21%,7.86%,13.06%,$0.01
aaron holiday,PG/G/UTIL,HOU,27.13%,0.01%,1.18%,4.87%,3.99%,$-0.07
killian hayes,PG/G/UTIL,BKN,28.93%,0.01%,1.22%,32.4%,30.22%,$-0.09
anfernee simons,PG/SG/G/UTIL,POR,29.1%,0.01%,1.19%,25.39%,19.0%,$-0.1
deni avdija,PF/SF/F/UTIL,POR,28.6%,0.01%,1.16%,33.13%,27.81%,$-0.2
jusuf nurkic,C/UTIL,CHA,24.55%,0.01%,1.1%,6.52%,13.02%,$-0.25
keyonte george,PG/SG/G/UTIL,UTA,27.33%,0.01%,1.12%,19.88%,14.31%,$-0.29
joel embiid,C/UTIL,PHI,26.06%,0.01%,1.11%,10.15%,22.93%,$-0.33
trendon watford,C/PF/F/UTIL,BKN,25.1%,0.01%,1.09%,9.91%,7.32%,$-0.34
donovan clingan,C/UTIL,POR,25.72%,0.01%,1.09%,9.21%,19.09%,$-0.35
keon johnson,PG/SG/G/UTIL,BKN,26.15%,0.01%,1.06%,14.4%,10.06%,$-0.47
jabari smith jr.,C/PF/F/UTIL,HOU,27.62%,0.01%,1.05%,36.46%,32.53%,$-0.49
aaron gordon,C/PF/F/UTIL,DEN,27.5%,0.01%,1.05%,51.51%,50.05%,$-0.5
jerami grant,PF/F/UTIL,POR,26.53%,0.01%,1.05%,15.49%,17.96%,$-0.51
john collins,C/PF/F/UTIL,UTA,25.43%,0.01%,1.03%,13.69%,11.08%,$-0.52
cameron johnson,PF/SF/F/UTIL,BKN,25.83%,0.01%,1.03%,18.25%,13.43%,$-0.56
russell westbrook,PG/G/UTIL,DEN,25.62%,0.01%,1.03%,12.47%,12.25%,$-0.56
ricky council iv,PF/SF/F/UTIL,PHI,24.62%,0.01%,0.98%,0.36%,0.1%,$-0.56
quentin grimes,SG/G/UTIL,PHI,26.98%,0.01%,1.02%,30.21%,35.87%,$-0.59
toumani camara,SF/SG/G/F/UTIL,POR,26.95%,0.01%,1.01%,23.4%,13.95%,$-0.62
jamal murray,PG/SG/G/UTIL,DEN,27.25%,0.01%,0.99%,31.1%,23.5%,$-0.63
michael porter jr.,PF/SF/F/UTIL,DEN,26.29%,0.01%,1.0%,23.71%,18.94%,$-0.63
jalen green,SG/G/UTIL,HOU,25.84%,0.01%,0.98%,15.77%,15.98%,$-0.65
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,27.04%,0.0%,1.0%,32.05%,20.8%,$-0.67
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,25.33%,0.01%,0.98%,17.49%,9.89%,$-0.69
isaiah collier,PG/G/UTIL,UTA,24.13%,0.01%,0.94%,3.48%,3.36%,$-0.7
tyrese martin,SG/G/UTIL,BKN,25.23%,0.01%,0.98%,9.58%,6.72%,$-0.71
lebron james,PF/SF/F/UTIL,LAL,25.22%,0.01%,0.94%,22.21%,22.54%,$-0.78
ziaire williams,SF/SG/G/F/UTIL,BKN,25.5%,0.0%,0.95%,22.19%,12.4%,$-0.8
scoot henderson,PG/G/UTIL,POR,23.95%,0.01%,0.91%,7.47%,7.16%,$-0.83
miles bridges,PF/F/UTIL,CHA,22.91%,0.01%,0.9%,6.98%,8.78%,$-0.83
shaedon sharpe,SF/SG/G/F/UTIL,POR,24.5%,0.01%,0.93%,16.28%,9.45%,$-0.84
lauri markkanen,SF/F/UTIL,UTA,23.17%,0.01%,0.89%,5.3%,4.85%,$-0.86
austin reaves,PG/SG/G/UTIL,LAL,24.83%,0.01%,0.89%,12.37%,9.16%,$-0.89
tidjane salaun,PF/SF/F/UTIL,CHA,23.72%,0.01%,0.88%,1.46%,0.9%,$-0.93
walker kessler,C/UTIL,UTA,21.89%,0.01%,0.8%,3.8%,6.34%,$-1.1
rui hachimura,PF/SF/F/UTIL,LAL,24.39%,0.0%,0.81%,7.22%,5.42%,$-1.15
luka doncic,PG/G/UTIL,LAL,22.17%,0.0%,0.82%,14.95%,18.94%,$-1.17
dillon brooks,PF/F/UTIL,HOU,23.7%,0.0%,0.8%,5.99%,6.48%,$-1.2
jalen wilson,PF/SF/F/UTIL,BKN,23.09%,0.0%,0.79%,4.55%,2.74%,$-1.22
mark williams,C/UTIL,CHA,20.41%,0.01%,0.74%,3.07%,5.16%,$-1.26
seth curry,SG/G/UTIL,CHA,22.88%,0.0%,0.77%,1.05%,0.57%,$-1.27
lamelo ball,PG/G/UTIL,CHA,21.91%,0.0%,0.75%,15.83%,19.91%,$-1.32
paul george,PF/SF/F/UTIL,PHI,23.78%,0.0%,0.74%,18.65%,14.13%,$-1.35
amen thompson,PG/SF/G/F/UTIL,HOU,22.49%,0.0%,0.68%,19.88%,13.49%,$-1.47
christian braun,SF/SG/G/F/UTIL,DEN,22.33%,0.0%,0.69%,9.43%,5.26%,$-1.49
jaxson hayes,C/UTIL,LAL,21.3%,0.0%,0.67%,2.04%,4.27%,$-1.5
nick smith jr.,SF/SG/G/F/UTIL,CHA,22.42%,0.0%,0.69%,12.63%,7.24%,$-1.52
deandre jordan,C/UTIL,DEN,21.51%,0.0%,0.65%,0.18%,0.1%,$-1.56
dorian finney-smith,PF/SF/F/UTIL,LAL,22.01%,0.0%,0.67%,7.42%,4.88%,$-1.59
tyrese maxey,PG/G/UTIL,PHI,20.34%,0.0%,0.52%,9.93%,10.98%,$-1.89
guerschon yabusele,C/PF/F/UTIL,PHI,18.51%,0.0%,0.45%,1.23%,0.93%,$-2.18
josh green,PF/SF/F/UTIL,CHA,18.91%,0.0%,0.43%,2.45%,1.6%,$-2.25
reed sheppard,PG/SG/G/UTIL,HOU,18.24%,0.0%,0.42%,0.14%,0.1%,$-2.25
julian strawther,SF/SG/G/F/UTIL,DEN,17.81%,0.0%,0.39%,0.25%,0.1%,$-2.35
cam whitmore,SF/SG/G/F/UTIL,HOU,16.48%,0.0%,0.38%,0.15%,0.1%,$-2.37
cody williams,SF/F/UTIL,UTA,18.84%,0.0%,0.39%,0.12%,0.1%,$-2.39
jae'sean tate,PF/SF/F/UTIL,HOU,17.31%,0.0%,0.32%,0.15%,0.08%,$-2.51
kj martin,PF/F/UTIL,UTA,17.39%,0.0%,0.3%,0.11%,0.1%,$-2.51
jared butler,PG/G/UTIL,PHI,15.45%,0.0%,0.31%,0.12%,0.1%,$-2.58
wendell moore jr.,SG/G/UTIL,CHA,17.1%,0.0%,0.29%,0.31%,0.1%,$-2.59
brice sensabaugh,PF/SF/F/UTIL,UTA,15.47%,0.0%,0.31%,0.16%,0.1%,$-2.66
jarred vanderbilt,PF/F/UTIL,LAL,14.92%,0.0%,0.3%,0.1%,0.1%,$-2.69
dalano banton,PG/SG/G/UTIL,POR,15.03%,0.0%,0.27%,0.16%,0.1%,$-2.72
